Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LRK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LRK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LRK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LRK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LRK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LRK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LRK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LRK_M_R
1944,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
1945,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1946,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
1947,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
1948,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,NULL
1949,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
1950,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1951,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
1952,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
1953,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
1954,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
1955,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1956,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1957,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1958,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
1959,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1960,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
1961,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
1962,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
1963,NULL,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
1964,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
1965,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1966,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
1967,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1968,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
1969,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1970,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1971,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
1972,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1973,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1974,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
1975,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
1976,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1977,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1978,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1979,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1980,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1981,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1982,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1983,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
1984,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
1985,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
1986,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
1987,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Cropland
1988,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
1989,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
1990,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
1991,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
1992,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
1993,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
1994,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
1995,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1996,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
1997,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1998,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1999,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2000,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
2001,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2002,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2003,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
2004,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
2005,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
2006,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
2007,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
2008,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
2009,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2010,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Bareland
2011,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
2012,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
2013,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2014,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
2015,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
2016,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2017,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
2018,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
2019,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
2020,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
2021,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
2022,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Cropland
2023,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2024,NULL,Cropland,Forest,NULL,Non_Wetland,Water,Wetland,NULL
2025,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,NULL
2026,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
2027,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
2028,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
2029,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
2030,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
2031,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
2032,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
2033,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2034,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2035,NULL,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2036,NULL,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
2037,NULL,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
2038,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2039,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2040,NULL,Wetland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2041,NULL,Wetland,Wetland,NULL,Wetland,Shrubland,Wetland,NULL
2042,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2043,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
2044,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2045,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2046,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
2047,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
2048,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2049,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
2050,NULL,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2051,NULL,Bareland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
2052,NULL,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2053,NULL,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2054,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2055,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2056,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2057,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
2058,NULL,Bareland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2059,NULL,Bareland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
2060,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
2061,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2062,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2063,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2064,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
2065,NULL,Bareland,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
2066,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
2067,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
2068,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
2069,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
2070,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
2071,NULL,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
2072,NULL,Bareland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2073,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2074,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2075,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2076,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2077,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
2078,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
2079,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
2080,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
2081,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
2082,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,NULL
2083,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
2084,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
2085,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
2086,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
2087,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Forest,Forest
2088,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
2089,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2090,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2091,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2092,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2093,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Built-up,Forest
2094,NULL,Built-up,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
2095,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
2096,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
2097,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
2098,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2099,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
2100,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
2101,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2102,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
2103,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
2104,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2105,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,NULL
2106,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
2107,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Built-up
2108,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
2109,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
2110,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
2111,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2112,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
2113,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
2114,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,NULL,Bareland
2115,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,Bareland,Grassland
2116,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
2117,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
2118,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
2119,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
2120,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
2121,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
2122,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
2123,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2124,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Cropland
2125,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
2126,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2127,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
2128,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
2129,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2130,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
2131,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
2132,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
2133,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Cropland
2134,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
2135,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
2136,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
2137,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
2138,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Bareland
2139,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
2140,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,NULL
2141,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
2142,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
2143,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
2144,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Shrubland,Grassland
2145,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,NULL
2146,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
2147,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Built-up
2148,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
2149,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,NULL
2150,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
2151,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Built-up
2152,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
2153,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
2154,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
2155,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
2156,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
2157,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Forest
2158,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2159,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
2160,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
2161,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2162,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
2163,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2164,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
2165,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
2166,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2167,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
2168,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
2169,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
2170,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
2171,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
2172,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
2173,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
2174,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
2175,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
2176,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
2177,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
2178,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
2179,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
2180,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
2181,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
2182,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
2183,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
2184,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
2185,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
2186,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
2187,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
2188,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
2189,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
2190,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2191,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
2192,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2193,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2194,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2195,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2196,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2197,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
2198,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
2199,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
2200,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
2201,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
2202,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
2203,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
2204,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
2205,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
2206,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
2207,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2208,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
2209,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
2210,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
2211,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2212,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
2213,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2214,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
2215,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2216,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2217,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2218,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2219,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2220,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
2221,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2222,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
2223,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
2224,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
2225,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
2226,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
2227,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2228,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
2229,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
2230,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
2231,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
2232,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2233,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
2234,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2235,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
2236,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
2237,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
2238,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2239,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Bareland
2240,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Built-up
2241,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Forest
2242,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Cropland
2243,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Built-up
2244,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2245,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2246,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
2247,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
2248,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
2249,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
2250,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
2251,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
2252,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
2253,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
2254,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
2255,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
2256,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2257,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
2258,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
2259,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
2260,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
2261,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
