Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MTT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MTT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MTT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MTT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MTT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MTT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MTT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MTT_M_R
1871,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1872,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1873,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1874,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1875,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1876,Grassland,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
1877,Grassland,Forest,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1878,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1879,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1880,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Forest,Grassland
1881,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1882,Grassland,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1883,Grassland,Forest,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1884,Grassland,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1885,Grassland,Forest,Water,Non_Water,Water,Water,Water,Grassland
1886,Grassland,Forest,Water,Water,Water,Wetland,Wetland,Water
1887,Grassland,Forest,Water,Water,Water,Wetland,Wetland,Forest
1888,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1889,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1890,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1891,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1892,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1893,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1894,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1895,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1896,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1897,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1898,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1899,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1900,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1901,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1902,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1903,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1904,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1905,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1906,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
1907,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1908,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
1909,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1910,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1911,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1912,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1913,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1914,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
1915,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1916,Cropland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
1917,Cropland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1918,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1919,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1920,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1921,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1922,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
1923,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1924,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
1925,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1926,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1927,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1928,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1929,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1930,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1931,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1932,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1933,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1934,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1935,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
1936,Cropland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1937,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1938,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
1939,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1940,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1941,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1942,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1943,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1944,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1945,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1946,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1947,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1948,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1949,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1950,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
1951,Cropland,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1952,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1953,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1954,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1955,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1956,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
1957,Cropland,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1958,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
1959,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1960,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
1961,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1962,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1963,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1964,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1965,Cropland,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
1966,Cropland,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
1967,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1968,Cropland,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
1969,Cropland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
1970,Cropland,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
1971,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
1972,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1973,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1974,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
1975,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
1976,Cropland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1977,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1978,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1979,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1980,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1981,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1982,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1983,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1984,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1985,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1986,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1987,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1988,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1989,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1990,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1991,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1992,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1993,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1994,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1995,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1996,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
1997,Cropland,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
1998,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1999,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2000,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
2001,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2002,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2003,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2004,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
2005,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2006,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2007,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2008,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2009,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2010,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2011,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2012,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2013,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2014,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2015,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2016,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2017,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2018,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2019,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2020,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2021,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
2022,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2023,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2024,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2025,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2026,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
2027,Cropland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2028,Cropland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2029,Cropland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
2030,Cropland,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
2031,Cropland,Cropland,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
2032,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2033,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2034,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
2035,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
2036,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2037,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2038,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2039,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2040,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2041,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2042,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2043,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
2044,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2045,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2046,Cropland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
2047,Cropland,Bareland,Water,Water,Water,Bareland,Water,Water
2048,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
2049,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2050,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2051,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2052,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
2053,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2054,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2055,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2056,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2057,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2058,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2059,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
2060,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2061,Cropland,Built-up,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
2062,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2063,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2064,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2065,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
2066,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2067,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
2068,Cropland,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
2069,Cropland,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
2070,Cropland,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
2071,Cropland,Water,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
2072,Cropland,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
2073,Cropland,Water,Wetland,NULL,Wetland,Water,Forest,Water
2074,Cropland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
2075,Cropland,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
2076,Cropland,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
2077,Cropland,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
2078,Cropland,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
2079,Cropland,Water,Wetland,Water,Wetland,Wetland,Water,Water
2080,Cropland,Water,Wetland,Water,Wetland,Bareland,Wetland,Grassland
2081,Cropland,Water,Wetland,Water,Wetland,Bareland,Wetland,Forest
2082,Cropland,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
2083,Cropland,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
2084,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2085,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2086,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2087,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2088,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
2089,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2090,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2091,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2092,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2093,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
2094,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2095,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2096,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2097,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
2098,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
2099,Cropland,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
2100,Cropland,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
2101,Cropland,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
2102,Cropland,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
2103,Cropland,Forest,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
2104,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2105,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2106,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2107,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2108,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
2109,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2110,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2111,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2112,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2113,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2114,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
2115,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2116,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
2117,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
2118,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Forest
2119,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
2120,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
2121,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
2122,Wetland,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
2123,Wetland,NULL,NULL,Water,Non_Wetland,Wetland,Water,Grassland
2124,Wetland,NULL,NULL,Water,Non_Wetland,Water,Wetland,Grassland
2125,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2126,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2127,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
2128,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
2129,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2130,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2131,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2132,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
2133,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
2134,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
2135,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
2136,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2137,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
2138,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2139,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
2140,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
2141,Wetland,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
2142,Wetland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
2143,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
2144,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
2145,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
2146,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2147,Wetland,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
2148,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2149,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2150,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2151,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
2152,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
2153,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2154,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2155,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2156,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
2157,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
2158,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
2159,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
2160,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
2161,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
2162,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
2163,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
2164,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
2165,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
2166,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
2167,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
2168,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
2169,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
2170,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
2171,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
2172,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
2173,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
2174,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
2175,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
2176,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
2177,Wetland,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
2178,Wetland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
2179,Wetland,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
2180,Wetland,NULL,Wetland,Water,Wetland,Water,Wetland,Water
2181,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
2182,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
2183,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Water
2184,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2185,Wetland,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
2186,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2187,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2188,Wetland,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Built-up
2189,Wetland,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
2190,Wetland,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
2191,Wetland,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
2192,Wetland,NULL,Bareland,Water,Non_Wetland,Water,Water,Wetland
2193,Wetland,NULL,Bareland,Water,Non_Wetland,Water,Water,Water
