Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NKL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NKL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NKL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NKL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NKL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NKL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NKL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NKL_M_R
350,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
351,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
352,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
353,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
354,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
355,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
356,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
357,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
358,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
359,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
360,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
361,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
362,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
363,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
364,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
365,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
366,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
367,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
368,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
369,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
370,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
371,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
372,Water,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
373,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
374,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
375,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
376,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
377,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
378,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
379,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
380,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
381,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
382,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
383,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
384,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
385,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
386,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
387,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
388,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
389,Water,Water,Water,NULL,Water,NULL,NULL,Water
390,Water,Water,Water,NULL,Water,NULL,NULL,Forest
391,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
392,Water,Water,Water,Non_Water,Water,NULL,NULL,Wetland
393,Water,Water,Water,Non_Water,Water,NULL,NULL,Bareland
394,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
395,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
396,Water,Water,Water,Water,Water,NULL,NULL,Grassland
397,Water,Water,Water,Water,Water,NULL,NULL,Wetland
398,Water,Water,Water,Water,Water,NULL,NULL,Bareland
399,Water,Water,Water,Water,Water,NULL,NULL,Water
400,Water,Water,Water,Water,Water,NULL,NULL,Forest
401,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
402,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
403,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
404,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
405,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
406,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
407,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
408,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
409,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
410,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
411,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,NULL
412,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
413,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
414,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
415,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
416,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
417,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
418,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
419,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
420,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
421,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
422,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
423,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
424,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
425,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
426,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
427,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
428,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
429,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
430,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
431,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
432,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
433,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
434,Water,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
435,Water,Forest,Water,NULL,Water,NULL,NULL,Grassland
436,Water,Forest,Water,NULL,Water,NULL,NULL,Bareland
437,Water,Forest,Water,NULL,Water,NULL,NULL,Water
438,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
439,Water,Forest,Water,Non_Water,Water,NULL,NULL,Water
440,Water,Forest,Water,Non_Water,Water,NULL,NULL,Forest
441,Water,Forest,Water,Water,Water,NULL,NULL,Bareland
442,Water,Forest,Water,Water,Water,NULL,NULL,Water
443,Water,Forest,Water,Water,Water,NULL,NULL,Forest
444,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
445,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
446,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
447,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
448,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
449,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
450,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
451,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
452,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
453,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
454,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
455,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
456,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
457,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
458,Permanent_ice_and_snow,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
459,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,NULL,Water
460,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
461,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
462,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Water
463,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Forest
464,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,NULL,Forest
465,Permanent_ice_and_snow,Water,Water,Non_Water,Water,NULL,NULL,Water
466,Permanent_ice_and_snow,Water,Water,Non_Water,Water,NULL,NULL,Forest
467,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Grassland
468,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Water
469,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Forest
470,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
471,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
472,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
473,Permanent_ice_and_snow,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
474,Permanent_ice_and_snow,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
475,Permanent_ice_and_snow,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
476,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
477,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
478,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
479,Permanent_ice_and_snow,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
480,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
481,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
482,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
483,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
484,Permanent_ice_and_snow,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
485,Permanent_ice_and_snow,Forest,Water,NULL,Water,NULL,NULL,Water
486,Permanent_ice_and_snow,Forest,Water,NULL,Water,NULL,NULL,Forest
487,Permanent_ice_and_snow,Forest,Water,Non_Water,Water,NULL,NULL,Forest
488,Permanent_ice_and_snow,Forest,Water,Water,Water,NULL,NULL,Forest
489,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
490,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
491,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
492,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
493,Permanent_ice_and_snow,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
494,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
495,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
496,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
497,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
498,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
499,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
500,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
501,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
502,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
503,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
504,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
505,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
506,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
507,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
508,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
509,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
510,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
511,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
512,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
513,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
514,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
515,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
516,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
517,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
518,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
519,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
520,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
521,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
522,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
523,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
524,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
525,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
526,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
527,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
528,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
529,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
530,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
531,Forest,NULL,Water,NULL,Water,NULL,NULL,Bareland
532,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
533,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
534,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
535,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
536,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
537,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
538,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
539,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
540,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
541,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
542,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
543,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
544,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
545,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
546,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
547,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
548,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
549,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
550,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
551,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
552,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
553,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
554,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
555,Forest,Wetland,Water,NULL,Water,NULL,NULL,Water
556,Forest,Wetland,Water,NULL,Water,NULL,NULL,Forest
557,Forest,Wetland,Water,Water,Water,NULL,NULL,Grassland
558,Forest,Wetland,Water,Water,Water,NULL,NULL,Water
559,Forest,Wetland,Water,Water,Water,NULL,NULL,Forest
560,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
561,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
562,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
563,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
564,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
565,Forest,Bareland,Water,NULL,Water,NULL,NULL,Forest
566,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
567,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
568,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
569,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
570,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
571,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
572,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
573,Forest,Built-up,Wetland,Water,Wetland,NULL,NULL,Grassland
574,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
575,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
576,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
577,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
578,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
579,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
580,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
581,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
582,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
583,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
584,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
585,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
586,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
587,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
588,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
589,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
590,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
591,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
592,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
593,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
594,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
595,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
596,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
597,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
598,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
599,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
600,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
601,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
602,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
603,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
604,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
605,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
606,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
607,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
608,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
609,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
610,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
611,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
612,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
613,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
614,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Water
615,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Forest
616,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
617,Forest,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
618,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
619,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
620,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
621,Forest,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
622,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
623,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
624,Forest,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
625,Forest,Water,Built-up,Water,Non_Wetland,NULL,NULL,Forest
626,Forest,Water,Water,NULL,Water,NULL,NULL,Grassland
627,Forest,Water,Water,NULL,Water,NULL,NULL,Wetland
628,Forest,Water,Water,NULL,Water,NULL,NULL,Bareland
629,Forest,Water,Water,NULL,Water,NULL,NULL,Water
630,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
631,Forest,Water,Water,Non_Water,Water,NULL,NULL,Grassland
632,Forest,Water,Water,Non_Water,Water,NULL,NULL,Water
633,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
634,Forest,Water,Water,Water,Water,NULL,NULL,Grassland
635,Forest,Water,Water,Water,Water,NULL,NULL,Bareland
636,Forest,Water,Water,Water,Water,NULL,NULL,Water
637,Forest,Water,Water,Water,Water,NULL,NULL,Forest
638,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
639,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
640,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
641,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
642,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
643,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
644,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
645,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
646,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
647,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
648,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
649,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
650,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
651,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
652,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
653,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
654,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
655,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
656,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
657,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
658,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
659,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
660,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
661,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
662,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
663,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
664,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
665,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
666,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
667,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Water
668,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
669,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
670,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
671,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
672,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
673,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
674,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
675,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
676,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
677,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
678,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
679,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
680,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
681,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
682,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
683,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
684,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
685,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
686,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
687,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
688,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Water
689,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
690,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
691,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
692,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
693,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
694,Forest,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Forest
695,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
696,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
697,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
698,Forest,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Forest
699,Forest,Forest,Water,NULL,Water,NULL,NULL,NULL
700,Forest,Forest,Water,NULL,Water,NULL,NULL,Grassland
701,Forest,Forest,Water,NULL,Water,NULL,NULL,Bareland
702,Forest,Forest,Water,NULL,Water,NULL,NULL,Water
703,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
704,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
705,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Bareland
706,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Water
707,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Forest
708,Forest,Forest,Water,Water,Water,NULL,NULL,Grassland
709,Forest,Forest,Water,Water,Water,NULL,NULL,Bareland
710,Forest,Forest,Water,Water,Water,NULL,NULL,Water
711,Forest,Forest,Water,Water,Water,NULL,NULL,Forest
712,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
