Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LWP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LWP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LWP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LWP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LWP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LWP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LWP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LWP_M_R
4599,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
4600,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
4601,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,NULL
4602,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
4603,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
4604,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
4605,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
4606,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
4607,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4608,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
4609,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
4610,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
4611,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
4612,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4613,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
4614,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
4615,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Water
4616,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
4617,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
4618,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Cropland
4619,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
4620,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Cropland
4621,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Water,Cropland
4622,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
4623,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
4624,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
4625,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,Grassland,Water
4626,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,Water,Water
4627,Grassland,Cropland,Cropland,Water,Non_Wetland,Shrubland,Grassland,Grassland
4628,Grassland,Cropland,Cropland,Water,Non_Wetland,Shrubland,Grassland,Forest
4629,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
4630,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland,NULL,Cropland
4631,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,NULL
4632,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
4633,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Cropland
4634,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Bareland
4635,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Water
4636,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
4637,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
4638,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Cropland
4639,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Water
4640,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,Water,Wetland
4641,Grassland,Cropland,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
4642,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
4643,Grassland,Cropland,Wetland,Water,Wetland,NULL,Grassland,Water
4644,Grassland,Cropland,Wetland,Water,Wetland,NULL,Water,Grassland
4645,Grassland,Cropland,Wetland,Water,Wetland,NULL,Water,Water
4646,Grassland,Cropland,Wetland,Water,Wetland,Grassland,Grassland,Grassland
4647,Grassland,Cropland,Wetland,Water,Wetland,Grassland,Grassland,Wetland
4648,Grassland,Cropland,Wetland,Water,Wetland,Grassland,Grassland,Water
4649,Grassland,Cropland,Wetland,Water,Wetland,Water,Grassland,Bareland
4650,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,NULL
4651,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
4652,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
4653,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,Grassland,Cropland
4654,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,NULL,Bareland
4655,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4656,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4657,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Water,NULL
4658,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
4659,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4660,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
4661,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland,Water,Cropland
4662,Grassland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Water
4663,Grassland,Cropland,Bareland,Water,Non_Wetland,NULL,Grassland,Water
4664,Grassland,Cropland,Bareland,Water,Non_Wetland,NULL,Water,Water
4665,Grassland,Cropland,Bareland,Water,Non_Wetland,Grassland,Grassland,Water
4666,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
4667,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
4668,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
4669,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
4670,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
4671,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
4672,Grassland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
4673,Grassland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Built-up
4674,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
4675,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
4676,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
4677,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4678,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Cropland
4679,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
4680,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
4681,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
4682,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
4683,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
4684,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
4685,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
4686,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Water,Built-up
4687,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Cropland
4688,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
4689,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
4690,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
4691,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
4692,Grassland,Cropland,Water,NULL,Water,Grassland,NULL,Wetland
4693,Grassland,Cropland,Water,Non_Water,Water,Grassland,Grassland,Grassland
4694,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
4695,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
4696,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
4697,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
4698,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
4699,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
4700,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
4701,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
4702,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
4703,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
4704,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
4705,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
4706,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
4707,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
4708,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
4709,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
4710,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
4711,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4712,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4713,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
4714,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
4715,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
4716,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4717,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
4718,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4719,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
4720,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
4721,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
4722,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
4723,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
4724,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
4725,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
4726,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
4727,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
4728,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
4729,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4730,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
4731,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Built-up
4732,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
4733,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
4734,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4735,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
4736,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
4737,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
4738,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
4739,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
4740,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
4741,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
4742,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
4743,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
4744,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
4745,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
4746,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
4747,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
4748,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
4749,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
4750,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
4751,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
4752,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
4753,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
4754,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
4755,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
4756,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
4757,Grassland,Cropland,Forest,NULL,Non_Wetland,Built-up,Shrubland,NULL
4758,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Wetland
4759,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
4760,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
4761,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
4762,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
4763,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Grassland,NULL
4764,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
4765,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
4766,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
4767,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,NULL,Cropland
4768,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
4769,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
4770,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,NULL
4771,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4772,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
4773,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Forest,Grassland
4774,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Forest,Cropland
4775,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Water,Shrubland,Grassland
4776,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,Shrubland,Grassland
4777,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,Water,Wetland
4778,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,Water,Water
4779,Grassland,Cropland,Forest,Water,Non_Wetland,Grassland,Shrubland,Cropland
4780,Grassland,Cropland,Forest,Water,Non_Wetland,Grassland,Grassland,Cropland
4781,Grassland,Cropland,Forest,Water,Non_Wetland,Grassland,Forest,Cropland
4782,Grassland,Cropland,Forest,Water,Non_Wetland,Bareland,Water,Wetland
4783,Grassland,Bareland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4784,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
4785,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,Shrubland,Built-up
4786,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
4787,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4788,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
4789,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
4790,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
4791,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4792,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
4793,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
4794,Grassland,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4795,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4796,Grassland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
4797,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
4798,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
4799,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
4800,Grassland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4801,Grassland,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
4802,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
4803,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
4804,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4805,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
4806,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
4807,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4808,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4809,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
4810,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
4811,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
4812,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
4813,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
4814,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
4815,Grassland,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
4816,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
4817,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4818,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
4819,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
4820,Grassland,Built-up,Bareland,NULL,Non_Wetland,Grassland,Built-up,Grassland
4821,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
4822,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
4823,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4824,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
4825,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
4826,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Cropland
4827,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
4828,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
4829,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
4830,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4831,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
4832,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
4833,Grassland,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
4834,Grassland,Water,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
4835,Grassland,Water,NULL,Non_Water,Non_Wetland,NULL,Forest,Wetland
4836,Grassland,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Wetland
4837,Grassland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
4838,Grassland,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Wetland
4839,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
4840,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
4841,Grassland,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
4842,Grassland,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4843,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
4844,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
4845,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
4846,Grassland,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4847,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
4848,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4849,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
4850,Grassland,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4851,Grassland,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
4852,Grassland,Water,Cropland,Water,Non_Wetland,Grassland,NULL,Water
4853,Grassland,Water,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
4854,Grassland,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
4855,Grassland,Water,Wetland,NULL,Wetland,Forest,Shrubland,Forest
4856,Grassland,Water,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
4857,Grassland,Water,Wetland,Water,Wetland,Shrubland,Water,Grassland
4858,Grassland,Water,Wetland,Water,Wetland,Grassland,Water,NULL
4859,Grassland,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4860,Grassland,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4861,Grassland,Water,Water,NULL,Water,Grassland,Shrubland,NULL
4862,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
4863,Grassland,Water,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
4864,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
4865,Grassland,Water,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
4866,Grassland,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4867,Grassland,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
4868,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
4869,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
4870,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
4871,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
4872,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
4873,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
4874,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
4875,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
4876,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
4877,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
4878,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
4879,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4880,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4881,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4882,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
4883,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4884,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
4885,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
4886,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
4887,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
4888,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
4889,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4890,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
4891,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
4892,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
4893,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4894,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
4895,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4896,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
4897,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
4898,Grassland,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
4899,Grassland,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
4900,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
4901,Grassland,Forest,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
4902,Grassland,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4903,Grassland,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
4904,Grassland,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
4905,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
4906,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
4907,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
4908,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
4909,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
4910,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
4911,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
4912,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
