Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LGC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LGC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LGC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LGC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LGC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LGC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LGC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LGC_M_R
338,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
339,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
340,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
341,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
342,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
343,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
344,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
345,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
346,Grassland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
347,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
348,Grassland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
349,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
350,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
351,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
352,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
353,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
354,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
355,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
356,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
357,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
358,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
359,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
360,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
361,Grassland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
362,Grassland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
363,Grassland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
364,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
365,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
366,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
367,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
368,Grassland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
369,Grassland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
370,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
371,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
372,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
373,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
374,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
375,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
376,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
377,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
378,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
379,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
380,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
381,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
382,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
383,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
384,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
385,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
386,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
387,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
388,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
389,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
390,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
391,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
392,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
393,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
394,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
395,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
396,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
397,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
398,Grassland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
399,Grassland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
400,Grassland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
401,Grassland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
402,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
403,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
404,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
405,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
406,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
407,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
408,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
409,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
410,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
411,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
412,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
413,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
414,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
415,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
416,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
417,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
418,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
419,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
420,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
421,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
422,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
423,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
424,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
425,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
426,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
427,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
428,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
429,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
430,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
431,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
432,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
433,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
434,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
435,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
436,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
437,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
438,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
439,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
440,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
441,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
442,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
443,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
444,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
445,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
446,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
447,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
448,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
449,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
450,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
451,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
452,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
453,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
454,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
455,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
456,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
457,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
458,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
459,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
460,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
461,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
462,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
463,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
464,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
465,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
466,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
467,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
468,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
469,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
470,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
471,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
472,Cropland,NULL,Water,Water,Water,NULL,NULL,Bareland
473,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
474,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
475,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
476,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
477,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
478,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
479,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
480,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
481,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
482,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
483,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
484,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
485,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
486,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
487,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
488,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
489,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
490,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
491,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
492,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
493,Cropland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
494,Cropland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
495,Cropland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Forest
496,Cropland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
497,Cropland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
498,Cropland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
499,Cropland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
500,Cropland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
501,Cropland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
502,Cropland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
503,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
504,Cropland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
505,Cropland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
506,Cropland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
507,Cropland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
508,Cropland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
509,Cropland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
510,Cropland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
511,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
512,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
513,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
514,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
515,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
516,Cropland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
517,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
518,Cropland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
519,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
520,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
521,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
522,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
523,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
524,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
525,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
526,Cropland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
527,Cropland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
528,Cropland,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
529,Cropland,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
530,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
531,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
532,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
533,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
534,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
535,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
536,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
537,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
538,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
539,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
540,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
541,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
542,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
543,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
544,Cropland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
545,Cropland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
546,Cropland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
547,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
548,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
549,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Water
550,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
551,Cropland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
552,Cropland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
553,Cropland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
554,Cropland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
555,Cropland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
556,Cropland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
557,Cropland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
558,Cropland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
559,Cropland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
560,Cropland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
561,Cropland,Water,Water,Non_Water,Water,NULL,NULL,Bareland
562,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
563,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
564,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
565,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
566,Cropland,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
567,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
568,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
569,Cropland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
570,Cropland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
571,Cropland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
572,Cropland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
573,Cropland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Bareland
574,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
575,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
576,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
577,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
578,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
579,Cropland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
580,Cropland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
581,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
582,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
583,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
584,Cropland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
585,Cropland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
586,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
587,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
588,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
589,Cropland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
590,Cropland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
591,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
592,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
593,Cropland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
594,Cropland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
595,Cropland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
596,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
597,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
598,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
599,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
600,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
601,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
602,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
603,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
604,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
605,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
606,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
607,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
608,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
609,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
610,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
611,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
612,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
613,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
614,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
615,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
616,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
617,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
618,Wetland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
619,Wetland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
620,Wetland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
621,Wetland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
622,Wetland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
623,Wetland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
624,Wetland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
625,Wetland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
626,Wetland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
627,Wetland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
628,Wetland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
629,Wetland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
630,Wetland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
631,Wetland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
632,Wetland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
633,Wetland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
634,Wetland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
635,Wetland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
636,Wetland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
637,Wetland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
638,Wetland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
639,Wetland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
640,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
641,Wetland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
642,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
643,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
644,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
645,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
646,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
647,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
648,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
649,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
650,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
651,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
652,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
653,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
654,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
655,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
656,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
657,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
658,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
659,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
660,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
661,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
662,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
663,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
664,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
665,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
666,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
667,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
668,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
669,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
670,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
671,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
672,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
673,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
