Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18MYS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MYS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MYS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MYS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MYS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18MYS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18MYS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18MYS_M_R
1777,NULL,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1778,NULL,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
1779,NULL,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1780,NULL,Water,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1781,NULL,Water,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Forest
1782,NULL,Water,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Water
1783,NULL,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Water
1784,NULL,Water,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
1785,NULL,Water,Forest,Non_Water,Non_Wetland,Water,Bareland,Water
1786,NULL,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
1787,NULL,Water,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
1788,NULL,Water,Forest,Water,Non_Wetland,Grassland,Water,Grassland
1789,NULL,Water,Forest,Water,Non_Wetland,Bareland,Grassland,Grassland
1790,NULL,Water,Forest,Water,Non_Wetland,Bareland,Grassland,Water
1791,NULL,Water,Forest,Water,Non_Wetland,Bareland,Water,Water
1792,NULL,Water,Forest,Water,Non_Wetland,Bareland,Water,Forest
1793,NULL,Water,Forest,Water,Non_Wetland,Bareland,Forest,Water
1794,NULL,Water,Forest,Water,Non_Wetland,Bareland,Forest,Forest
1795,NULL,Water,Forest,Water,Non_Wetland,Built-up,Water,Water
1796,NULL,Water,Forest,Water,Non_Wetland,Built-up,Water,Forest
1797,NULL,Water,Forest,Water,Non_Wetland,Water,Bareland,Water
1798,NULL,Water,Forest,Water,Non_Wetland,Water,Water,Water
1799,NULL,Water,Forest,Water,Non_Wetland,Water,Water,Forest
1800,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1801,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1802,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1803,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1804,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1805,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Forest
1806,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1807,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1808,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1809,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1810,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1811,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1812,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1813,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
1814,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Water,Forest
1815,NULL,Forest,NULL,NULL,Non_Wetland,Built-up,Bareland,Built-up
1816,NULL,Forest,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
1817,NULL,Forest,NULL,NULL,Non_Wetland,Water,Bareland,Forest
1818,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1819,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1820,NULL,Forest,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
1821,NULL,Forest,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Forest
1822,NULL,Forest,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1823,NULL,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
1824,NULL,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Forest
1825,NULL,Forest,NULL,Water,Non_Wetland,Water,Grassland,Water
1826,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1827,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1828,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1829,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1830,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1831,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1832,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1833,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1834,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1835,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1836,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1837,NULL,Forest,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
1838,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1839,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1840,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1841,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1842,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1843,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1844,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
1845,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1846,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1847,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
1848,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1849,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1850,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1851,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1852,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
1853,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1854,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1855,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1856,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
1857,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
1858,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
1859,NULL,Forest,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1860,NULL,Forest,Grassland,NULL,Non_Wetland,Built-up,Grassland,Built-up
1861,NULL,Forest,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
1862,NULL,Forest,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
1863,NULL,Forest,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1864,NULL,Forest,Grassland,NULL,Non_Wetland,Built-up,Water,Forest
1865,NULL,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
1866,NULL,Forest,Grassland,NULL,Non_Wetland,Water,Grassland,Bareland
1867,NULL,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
1868,NULL,Forest,Grassland,NULL,Non_Wetland,Water,Bareland,Forest
1869,NULL,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
1870,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1871,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1872,NULL,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1873,NULL,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1874,NULL,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1875,NULL,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
1876,NULL,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1877,NULL,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Water,Water
1878,NULL,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Water,Forest
1879,NULL,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1880,NULL,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Water
1881,NULL,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
1882,NULL,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1883,NULL,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Water
1884,NULL,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1885,NULL,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Water
1886,NULL,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Water,Grassland
1887,NULL,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Water,Water
1888,NULL,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Water,Forest
1889,NULL,Forest,Grassland,Non_Water,Non_Wetland,Built-up,Built-up,Water
1890,NULL,Forest,Grassland,Non_Water,Non_Wetland,Water,Grassland,Water
1891,NULL,Forest,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1892,NULL,Forest,Grassland,Non_Water,Non_Wetland,Water,Bareland,Water
1893,NULL,Forest,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
1894,NULL,Forest,Grassland,Non_Water,Non_Wetland,Water,Water,Water
1895,NULL,Forest,Grassland,Water,Non_Wetland,Bareland,Grassland,Water
1896,NULL,Forest,Grassland,Water,Non_Wetland,Bareland,Wetland,Water
1897,NULL,Forest,Grassland,Water,Non_Wetland,Bareland,Bareland,Grassland
1898,NULL,Forest,Grassland,Water,Non_Wetland,Bareland,Water,Water
1899,NULL,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
1900,NULL,Forest,Grassland,Water,Non_Wetland,Water,Bareland,Water
1901,NULL,Forest,Grassland,Water,Non_Wetland,Water,Water,Water
1902,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1903,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1904,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1905,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
1906,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1907,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
1908,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1909,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1910,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1911,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
1912,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1913,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
1914,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
1915,NULL,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1916,NULL,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
1917,NULL,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1918,NULL,Forest,Wetland,Non_Water,Wetland,Grassland,Built-up,Forest
1919,NULL,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Water
1920,NULL,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
1921,NULL,Forest,Wetland,Water,Wetland,Water,Water,Water
1922,NULL,Forest,Lichens_and_Mosses,Water,Non_Wetland,Bareland,Water,Bareland
1923,NULL,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1924,NULL,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1925,NULL,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Water,Grassland
1926,NULL,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Water,Water
1927,NULL,Forest,Bareland,Non_Water,Non_Wetland,Water,Water,Water
1928,NULL,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Water
1929,NULL,Forest,Bareland,Water,Non_Wetland,Water,Water,Water
1930,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1931,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1932,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
1933,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
1934,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1935,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
1936,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
1937,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
1938,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
1939,NULL,Forest,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
1940,NULL,Forest,Built-up,Non_Water,Non_Wetland,Grassland,Water,Grassland
1941,NULL,Forest,Water,NULL,Water,Grassland,Grassland,Grassland
1942,NULL,Forest,Water,NULL,Water,Grassland,Bareland,Grassland
1943,NULL,Forest,Water,NULL,Water,Bareland,Forest,Forest
1944,NULL,Forest,Water,Non_Water,Water,Wetland,Water,Forest
1945,NULL,Forest,Water,Non_Water,Water,Bareland,Bareland,Grassland
1946,NULL,Forest,Water,Non_Water,Water,Bareland,Built-up,Water
1947,NULL,Forest,Water,Non_Water,Water,Built-up,Built-up,Water
1948,NULL,Forest,Water,Non_Water,Water,Water,Water,Water
1949,NULL,Forest,Water,Non_Water,Water,Water,Water,Forest
1950,NULL,Forest,Water,Water,Water,Bareland,Bareland,Water
1951,NULL,Forest,Water,Water,Water,Bareland,Water,Water
1952,NULL,Forest,Water,Water,Water,Bareland,Water,Forest
1953,NULL,Forest,Water,Water,Water,Water,Water,Water
1954,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1955,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1956,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1957,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1958,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
1959,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1960,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1961,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1962,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1963,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1964,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
1965,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1966,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1967,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1968,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1969,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1970,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1971,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1972,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1973,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1974,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
1975,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1976,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1977,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1978,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1979,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1980,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Water,Forest
1981,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1982,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Water
1983,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1984,NULL,Forest,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
1985,NULL,Forest,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
1986,NULL,Forest,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
1987,NULL,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1988,NULL,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Water
1989,NULL,Forest,Forest,NULL,Non_Wetland,Water,Bareland,Forest
1990,NULL,Forest,Forest,NULL,Non_Wetland,Water,Water,Water
1991,NULL,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
1992,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1993,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1994,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1995,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1996,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1997,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1998,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1999,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,Bareland,Forest
2000,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
2001,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
2002,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2003,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2004,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2005,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2006,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
2007,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Forest
2008,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland,Built-up,Forest
2009,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
2010,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
2011,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
2012,NULL,Forest,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
2013,NULL,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2014,NULL,Forest,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
2015,NULL,Forest,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
2016,NULL,Forest,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Forest
2017,NULL,Forest,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
2018,NULL,Forest,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
2019,NULL,Forest,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
2020,NULL,Forest,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
2021,NULL,Forest,Forest,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
2022,NULL,Forest,Forest,Non_Water,Non_Wetland,Bareland,Built-up,Forest
2023,NULL,Forest,Forest,Non_Water,Non_Wetland,Bareland,Water,Grassland
2024,NULL,Forest,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
2025,NULL,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
2026,NULL,Forest,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
2027,NULL,Forest,Forest,Non_Water,Non_Wetland,Water,Water,Forest
2028,NULL,Forest,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
2029,NULL,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
2030,NULL,Forest,Forest,Water,Non_Wetland,Grassland,Bareland,Forest
2031,NULL,Forest,Forest,Water,Non_Wetland,Grassland,Forest,Forest
2032,NULL,Forest,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
2033,NULL,Forest,Forest,Water,Non_Wetland,Bareland,Water,Water
2034,NULL,Forest,Forest,Water,Non_Wetland,Bareland,Water,Forest
2035,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
2036,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
2037,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
2038,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2039,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
2040,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
2041,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2042,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
2043,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
2044,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
2045,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
2046,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
2047,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
2048,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Forest
2049,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2050,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Water
2051,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2052,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
2053,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
2054,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
2055,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
2056,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2057,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
2058,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2059,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
2060,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
2061,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
2062,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
2063,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
2064,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
2065,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
2066,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
2067,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Forest
2068,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
2069,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Bareland
2070,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Forest
2071,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
2072,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Water,Forest
2073,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
2074,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2075,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
2076,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
2077,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
2078,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2079,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2080,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2081,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
2082,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
2083,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
2084,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
2085,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,Grassland
2086,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
2087,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
2088,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
2089,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2090,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Forest,Grassland
2091,Grassland,NULL,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
2092,Grassland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Water
2093,Grassland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
2094,Grassland,NULL,NULL,Non_Water,Non_Wetland,Bareland,Forest,Grassland
2095,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Forest
2096,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,Forest,Water
2097,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
2098,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
2099,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
2100,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Forest,Grassland
2101,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Forest,Forest
2102,Grassland,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
2103,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2104,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2105,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2106,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
2107,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2108,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
