Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18MWT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MWT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MWT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MWT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MWT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18MWT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18MWT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18MWT_M_R
32,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
33,NULL,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
34,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
35,NULL,Bareland,Water,Water,Water,NULL,NULL,Water
36,NULL,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
37,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
38,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
39,NULL,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Grassland
40,NULL,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Forest
41,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
42,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
43,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
44,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
45,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
46,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
47,NULL,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
48,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
49,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
50,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
51,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
52,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
53,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
54,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
55,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
56,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Built-up
57,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
58,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
59,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
60,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
61,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
62,NULL,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Forest
63,NULL,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
64,NULL,Water,Water,Non_Water,Water,NULL,NULL,Bareland
65,NULL,Water,Water,Water,Water,NULL,NULL,Water
66,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
67,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
68,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
69,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
70,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
71,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
72,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
73,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
74,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
75,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
76,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
77,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
78,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
79,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
80,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
81,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
82,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
83,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
84,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
85,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
86,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
87,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
88,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
89,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
90,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
91,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
92,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
93,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
94,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
95,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
96,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
97,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
98,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
99,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
100,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
101,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
102,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
103,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
104,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
105,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
106,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
107,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
108,Grassland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
109,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
110,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
111,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
112,Grassland,NULL,Water,NULL,Water,NULL,NULL,Grassland
113,Grassland,NULL,Water,NULL,Water,NULL,NULL,Water
114,Grassland,NULL,Water,NULL,Water,NULL,NULL,Forest
115,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
116,Grassland,NULL,Water,Non_Water,Water,NULL,NULL,Water
117,Grassland,NULL,Water,Water,Water,NULL,NULL,Grassland
118,Grassland,NULL,Water,Water,Water,NULL,NULL,Wetland
119,Grassland,NULL,Water,Water,Water,NULL,NULL,Water
120,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
121,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
122,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
123,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
124,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
125,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
126,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
127,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
128,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
129,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
130,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
131,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
132,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
133,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
134,Grassland,Wetland,Water,Water,Water,NULL,NULL,Wetland
135,Grassland,Wetland,Water,Water,Water,NULL,NULL,Water
136,Grassland,Wetland,Water,Water,Water,NULL,NULL,Forest
137,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
138,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
139,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
140,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
141,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
142,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
143,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
144,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
145,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
146,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
147,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
148,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Water
149,Grassland,Water,Water,Water,Water,NULL,NULL,Grassland
150,Grassland,Water,Water,Water,Water,NULL,NULL,Wetland
151,Grassland,Water,Water,Water,Water,NULL,NULL,Water
152,Grassland,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
153,Grassland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
154,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
155,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
156,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
157,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
158,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
159,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
160,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
161,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
162,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
163,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
164,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
165,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
166,Grassland,Forest,Water,Water,Water,NULL,NULL,Grassland
167,Grassland,Forest,Water,Water,Water,NULL,NULL,Wetland
168,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
169,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
170,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
171,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
172,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
173,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
174,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
175,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
176,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
177,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
178,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
179,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
180,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
181,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
182,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
183,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
184,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
185,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
186,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
187,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
188,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
189,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
190,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Water
191,Cropland,Water,Water,NULL,Water,NULL,NULL,Water
192,Cropland,Water,Water,NULL,Water,NULL,NULL,Forest
193,Cropland,Water,Water,Water,Water,NULL,NULL,Water
194,Cropland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
195,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
196,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
197,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
198,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
199,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
200,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
201,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
202,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
203,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
204,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
205,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
206,Wetland,NULL,Water,Water,Water,NULL,NULL,Grassland
207,Wetland,NULL,Water,Water,Water,NULL,NULL,Wetland
208,Wetland,NULL,Water,Water,Water,NULL,NULL,Water
209,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
210,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
211,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
212,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
213,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
214,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
215,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
216,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
217,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
218,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
219,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
220,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
221,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
222,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
223,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
224,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
225,Wetland,Wetland,Water,Water,Water,NULL,NULL,Wetland
226,Wetland,Wetland,Water,Water,Water,NULL,NULL,Water
227,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
228,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
229,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
230,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
231,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Water
232,Wetland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
233,Wetland,Water,Water,Water,Water,NULL,NULL,Water
234,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
235,Wetland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
236,Wetland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
237,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
238,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
239,Wetland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
240,Wetland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
241,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
242,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
243,Bareland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
244,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
245,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
246,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
247,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
248,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
249,Bareland,Bareland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
250,Bareland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
251,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
252,Bareland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
253,Bareland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
254,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Water
255,Bareland,Bareland,Water,Water,Water,NULL,NULL,Bareland
256,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
257,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
258,Bareland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
259,Bareland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
260,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
261,Bareland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
262,Bareland,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
263,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
264,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
265,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
266,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
267,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
268,Bareland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
269,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
270,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
271,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
272,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
273,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
274,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
275,Bareland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Water
276,Bareland,Water,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
277,Bareland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
278,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
279,Bareland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
280,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
281,Bareland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
282,Bareland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
283,Bareland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
284,Bareland,Water,Water,NULL,Water,NULL,NULL,Water
285,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
286,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Bareland
287,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Water
288,Bareland,Water,Water,Water,Water,NULL,NULL,Bareland
289,Bareland,Water,Water,Water,Water,NULL,NULL,Water
290,Bareland,Water,Water,Water,Water,NULL,NULL,Forest
291,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
292,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
293,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
294,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
295,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
296,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Water
297,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
298,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
299,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
300,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
301,Bareland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
302,Bareland,Forest,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
303,Bareland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
304,Bareland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
305,Bareland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
306,Bareland,Forest,Water,NULL,Water,NULL,NULL,Water
307,Bareland,Forest,Water,Water,Water,NULL,NULL,Grassland
308,Bareland,Forest,Water,Water,Water,NULL,NULL,Water
309,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
310,Bareland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
311,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
312,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
313,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
314,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
315,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
316,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
317,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
318,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
319,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
320,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
321,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
322,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
323,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
324,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
325,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
326,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
327,Water,NULL,Water,NULL,Water,NULL,NULL,Wetland
328,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
329,Water,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
330,Water,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
331,Water,NULL,Water,Non_Water,Water,NULL,NULL,Water
332,Water,NULL,Water,Non_Water,Water,NULL,NULL,Forest
333,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
334,Water,NULL,Water,Water,Water,NULL,NULL,Wetland
335,Water,NULL,Water,Water,Water,NULL,NULL,Water
336,Water,NULL,Water,Water,Water,NULL,NULL,Forest
337,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
338,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
339,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
340,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
341,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
342,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
343,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
344,Water,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Forest
345,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
346,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
347,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
348,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
349,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
350,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
351,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
352,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
353,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
354,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
