Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NRM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NRM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NRM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NRM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NRM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NRM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NRM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NRM_M_R
31,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
32,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
33,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
34,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
35,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
36,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
37,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
38,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
39,NULL,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
40,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
41,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
42,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
43,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
44,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
45,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
46,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
47,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
48,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
49,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
50,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
51,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
52,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
53,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
54,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
55,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
56,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
57,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
58,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
59,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
60,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
61,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
62,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
63,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
64,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Water
65,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
66,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
67,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
68,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
69,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
70,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
71,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
72,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
73,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
74,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
75,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
76,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
77,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
78,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
79,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
80,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
81,NULL,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
82,NULL,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
83,NULL,NULL,Water,NULL,Water,NULL,NULL,Grassland
84,NULL,NULL,Water,NULL,Water,NULL,NULL,Bareland
85,NULL,NULL,Water,NULL,Water,NULL,NULL,Water
86,NULL,NULL,Water,NULL,Water,NULL,NULL,Forest
87,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
88,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
89,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Water
90,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Forest
91,NULL,NULL,Water,Water,Water,NULL,NULL,Grassland
92,NULL,NULL,Water,Water,Water,NULL,NULL,Bareland
93,NULL,NULL,Water,Water,Water,NULL,NULL,Water
94,NULL,NULL,Water,Water,Water,NULL,NULL,Forest
95,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
96,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
97,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
98,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
99,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
100,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
101,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
102,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
103,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
104,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
105,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
106,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
107,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
108,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
109,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
110,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
111,NULL,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
112,NULL,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
113,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
114,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
115,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
116,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
117,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
118,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
119,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
120,NULL,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
121,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
122,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
123,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
124,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
125,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
126,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
127,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
128,NULL,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
129,NULL,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
130,NULL,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
131,NULL,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
132,NULL,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Water
133,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
134,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
135,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
136,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
137,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
138,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
139,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
140,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
141,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
142,NULL,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
143,NULL,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
144,NULL,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
145,NULL,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
146,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
147,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
148,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
149,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
150,NULL,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
151,NULL,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
152,NULL,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
153,NULL,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Water
154,NULL,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
155,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
156,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
157,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
158,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
159,NULL,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
160,NULL,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
161,NULL,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
162,NULL,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
163,NULL,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
164,NULL,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
165,NULL,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Water
166,NULL,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
167,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
168,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
169,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
170,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
171,NULL,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
172,NULL,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
173,NULL,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
174,NULL,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
175,NULL,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
176,NULL,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
177,NULL,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
178,NULL,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
179,NULL,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
180,NULL,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
181,NULL,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
182,NULL,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
183,NULL,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Water
184,NULL,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
185,NULL,Wetland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
186,NULL,Wetland,Water,NULL,Water,NULL,NULL,Grassland
187,NULL,Wetland,Water,NULL,Water,NULL,NULL,Bareland
188,NULL,Wetland,Water,NULL,Water,NULL,NULL,Water
189,NULL,Wetland,Water,NULL,Water,NULL,NULL,Forest
190,NULL,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
191,NULL,Wetland,Water,Non_Water,Water,NULL,NULL,Water
192,NULL,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
193,NULL,Wetland,Water,Water,Water,NULL,NULL,Grassland
194,NULL,Wetland,Water,Water,Water,NULL,NULL,Bareland
195,NULL,Wetland,Water,Water,Water,NULL,NULL,Water
196,NULL,Wetland,Water,Water,Water,NULL,NULL,Forest
197,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
198,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
199,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
200,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
201,NULL,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
202,NULL,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
203,NULL,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
204,NULL,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
205,NULL,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
206,NULL,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
207,NULL,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
208,NULL,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
209,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
210,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
211,NULL,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
212,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
213,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
214,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
215,NULL,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
216,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
217,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
218,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
219,NULL,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
220,NULL,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
221,NULL,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
222,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
223,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
224,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
225,NULL,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
226,NULL,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
227,NULL,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
228,NULL,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
229,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
230,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
231,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
232,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
233,NULL,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
234,NULL,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
235,NULL,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Water
236,NULL,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
237,NULL,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
238,NULL,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
239,NULL,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
240,NULL,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
241,NULL,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
242,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
243,NULL,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
244,NULL,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
245,NULL,Bareland,Water,Water,Water,NULL,NULL,Grassland
246,NULL,Bareland,Water,Water,Water,NULL,NULL,Bareland
247,NULL,Bareland,Water,Water,Water,NULL,NULL,Water
248,NULL,Bareland,Water,Water,Water,NULL,NULL,Forest
249,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
250,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
251,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
252,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
253,NULL,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
254,NULL,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
255,NULL,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
256,NULL,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
257,NULL,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
258,NULL,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
259,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
260,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
261,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
262,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
263,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
264,NULL,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Bareland
265,NULL,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Water
266,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
267,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
268,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
269,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
270,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
271,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
272,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
273,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
274,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
275,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
276,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
277,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
278,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
279,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
280,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Water
281,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
282,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
283,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
284,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
285,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Water
286,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
287,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
288,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
289,NULL,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
290,NULL,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
291,NULL,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
292,NULL,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Water
293,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
294,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
295,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
296,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Water
297,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
298,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
299,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
300,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
301,NULL,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
302,NULL,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
303,NULL,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Water
304,NULL,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Forest
305,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
306,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Bareland
307,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Water
308,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
309,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
310,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Water
311,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
312,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Grassland
313,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Bareland
314,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
315,NULL,Built-up,Wetland,Water,Wetland,NULL,NULL,Forest
316,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
317,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
318,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
319,NULL,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
320,NULL,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
321,NULL,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
322,NULL,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
323,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
324,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
325,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
326,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
327,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
328,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
329,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
330,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
331,NULL,Built-up,Water,NULL,Water,NULL,NULL,Grassland
332,NULL,Built-up,Water,NULL,Water,NULL,NULL,Bareland
333,NULL,Built-up,Water,NULL,Water,NULL,NULL,Water
334,NULL,Built-up,Water,NULL,Water,NULL,NULL,Forest
335,NULL,Built-up,Water,Non_Water,Water,NULL,NULL,Grassland
336,NULL,Built-up,Water,Water,Water,NULL,NULL,Grassland
337,NULL,Built-up,Water,Water,Water,NULL,NULL,Water
338,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
339,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
340,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
