Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LVK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LVK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LVK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LVK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LVK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LVK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LVK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LVK_M_R
1356,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
1357,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
1358,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1359,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
1360,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Wetland,Grassland
1361,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1362,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Forest
1363,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1364,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
1365,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1366,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1367,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
1368,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
1369,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
1370,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1371,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1372,NULL,Built-up,Cropland,Water,Non_Wetland,Bareland,Wetland,Grassland
1373,NULL,Built-up,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
1374,NULL,Built-up,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
1375,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1376,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Bareland,Forest
1377,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Built-up,Forest
1378,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
1379,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1380,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
1381,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Forest
1382,NULL,Built-up,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
1383,NULL,Built-up,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
1384,NULL,Built-up,Wetland,Non_Water,Wetland,Bareland,Built-up,Built-up
1385,NULL,Built-up,Wetland,Water,Wetland,Bareland,Bareland,Grassland
1386,NULL,Built-up,Wetland,Water,Wetland,Bareland,Built-up,Built-up
1387,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Grassland
1388,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Bareland
1389,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
1390,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Bareland
1391,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Bareland,Grassland
1392,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Built-up,Grassland
1393,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,NULL,Bareland
1394,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,NULL,Grassland
1395,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,NULL,Bareland
1396,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
1397,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Bareland
1398,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Forest
1399,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Grassland
1400,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Bareland
1401,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Built-up,Grassland
1402,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up,Grassland,Grassland
1403,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up,Built-up,Grassland
1404,NULL,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1405,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
1406,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1407,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
1408,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1409,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1410,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
1411,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
1412,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1413,NULL,Built-up,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1414,NULL,Built-up,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
1415,NULL,Built-up,Bareland,Water,Non_Wetland,Bareland,Bareland,Forest
1416,NULL,Built-up,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
1417,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
1418,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
1419,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
1420,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1421,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
1422,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
1423,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1424,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1425,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
1426,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
1427,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
1428,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Bareland
1429,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
1430,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
1431,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
1432,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
1433,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Built-up,Bareland
1434,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
1435,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
1436,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
1437,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
1438,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1439,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
1440,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
1441,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1442,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
1443,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
1444,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
1445,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1446,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1447,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
1448,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
1449,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
1450,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
1451,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
1452,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
1453,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
1454,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
1455,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
1456,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Bareland
1457,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
1458,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
1459,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Grassland
1460,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Built-up
1461,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
1462,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
1463,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
1464,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1465,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
1466,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
1467,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
1468,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
1469,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Grassland
1470,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Built-up
1471,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1472,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Forest
1473,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Forest
1474,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1475,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Bareland
1476,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Built-up
1477,NULL,Built-up,Water,NULL,Water,Bareland,Bareland,Grassland
1478,NULL,Built-up,Water,NULL,Water,Bareland,Built-up,Built-up
1479,NULL,Built-up,Water,NULL,Water,Bareland,Water,Built-up
1480,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,Grassland
1481,NULL,Built-up,Water,Non_Water,Water,Bareland,Bareland,Grassland
1482,NULL,Built-up,Water,Non_Water,Water,Bareland,Built-up,Built-up
1483,NULL,Built-up,Water,Water,Water,Bareland,Bareland,Grassland
1484,NULL,Built-up,Water,Water,Water,Bareland,Water,Built-up
1485,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
1486,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1487,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1488,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1489,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1490,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
1491,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1492,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1493,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1494,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1495,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1496,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1497,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1498,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
1499,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1500,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
1501,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
1502,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
1503,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
1504,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
1505,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
1506,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1507,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1508,NULL,Built-up,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1509,NULL,Built-up,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1510,NULL,Built-up,Forest,Water,Non_Wetland,Bareland,Wetland,Grassland
1511,NULL,Built-up,Forest,Water,Non_Wetland,Bareland,Wetland,Forest
1512,NULL,Built-up,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
1513,NULL,Built-up,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
1514,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1515,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1516,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1517,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1518,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1519,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1520,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1521,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
1522,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1523,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1524,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1525,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
1526,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
1527,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1528,NULL,Water,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1529,NULL,Water,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
1530,NULL,Water,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1531,NULL,Water,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1532,NULL,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
1533,NULL,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Forest
1534,NULL,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
1535,NULL,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
1536,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
1537,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1538,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1539,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1540,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1541,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1542,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
1543,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
1544,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1545,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1546,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1547,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
1548,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
1549,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
1550,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
1551,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
1552,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1553,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1554,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
1555,NULL,Water,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Grassland
1556,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
1557,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
1558,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Bareland
1559,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Water
1560,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
1561,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
1562,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Water
1563,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1564,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1565,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1566,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1567,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1568,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1569,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1570,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1571,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1572,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1573,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
1574,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1575,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1576,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
1577,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
1578,NULL,Water,Cropland,NULL,Non_Wetland,Water,Wetland,Water
1579,NULL,Water,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
1580,NULL,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1581,NULL,Water,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
1582,NULL,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
1583,NULL,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
1584,NULL,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1585,NULL,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
1586,NULL,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
1587,NULL,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
1588,NULL,Water,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
1589,NULL,Water,Wetland,NULL,Wetland,Bareland,Grassland,Forest
1590,NULL,Water,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
1591,NULL,Water,Wetland,NULL,Wetland,Bareland,Wetland,Water
1592,NULL,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1593,NULL,Water,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
1594,NULL,Water,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
1595,NULL,Water,Wetland,NULL,Wetland,Bareland,Bareland,Forest
1596,NULL,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
1597,NULL,Water,Wetland,NULL,Wetland,Bareland,Water,Bareland
1598,NULL,Water,Wetland,NULL,Wetland,Bareland,Water,Water
1599,NULL,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
1600,NULL,Water,Wetland,NULL,Wetland,Water,Water,Bareland
1601,NULL,Water,Wetland,NULL,Wetland,Water,Water,Water
1602,NULL,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
1603,NULL,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1604,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1605,NULL,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
1606,NULL,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
1607,NULL,Water,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
1608,NULL,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
1609,NULL,Water,Wetland,Non_Water,Wetland,Bareland,Water,Forest
1610,NULL,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1611,NULL,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
1612,NULL,Water,Wetland,Water,Wetland,Shrubland,Wetland,Water
1613,NULL,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1614,NULL,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
1615,NULL,Water,Wetland,Water,Wetland,Grassland,Bareland,Forest
1616,NULL,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
1617,NULL,Water,Wetland,Water,Wetland,Grassland,Water,Water
1618,NULL,Water,Wetland,Water,Wetland,Bareland,Wetland,Grassland
1619,NULL,Water,Wetland,Water,Wetland,Bareland,Wetland,Bareland
1620,NULL,Water,Wetland,Water,Wetland,Bareland,Wetland,Water
1621,NULL,Water,Wetland,Water,Wetland,Bareland,Wetland,Forest
1622,NULL,Water,Wetland,Water,Wetland,Bareland,Bareland,Grassland
1623,NULL,Water,Wetland,Water,Wetland,Bareland,Bareland,Water
1624,NULL,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
1625,NULL,Water,Wetland,Water,Wetland,Bareland,Water,Bareland
1626,NULL,Water,Wetland,Water,Wetland,Bareland,Water,Water
1627,NULL,Water,Wetland,Water,Wetland,Bareland,Water,Forest
1628,NULL,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
1629,NULL,Water,Wetland,Water,Wetland,Water,Wetland,Water
1630,NULL,Water,Wetland,Water,Wetland,Water,Water,Grassland
1631,NULL,Water,Wetland,Water,Wetland,Water,Water,Bareland
1632,NULL,Water,Wetland,Water,Wetland,Water,Water,Water
1633,NULL,Water,Wetland,Water,Wetland,Water,Water,Forest
1634,NULL,Water,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Grassland
1635,NULL,Water,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1636,NULL,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1637,NULL,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Water
1638,NULL,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
1639,NULL,Water,Bareland,NULL,Non_Wetland,Bareland,Wetland,Water
1640,NULL,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1641,NULL,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1642,NULL,Water,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
1643,NULL,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
1644,NULL,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Water
1645,NULL,Water,Bareland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1646,NULL,Water,Bareland,Non_Water,Non_Wetland,Bareland,Water,Water
1647,NULL,Water,Bareland,Water,Non_Wetland,Grassland,Wetland,Water
1648,NULL,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Bareland
1649,NULL,Water,Bareland,Water,Non_Wetland,Bareland,Bareland,Water
1650,NULL,Water,Bareland,Water,Non_Wetland,Bareland,Water,Water
1651,NULL,Water,Bareland,Water,Non_Wetland,Water,Water,Water
1652,NULL,Water,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
1653,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1654,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
1655,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1656,NULL,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1657,NULL,Water,Water,NULL,Water,NULL,Water,Water
1658,NULL,Water,Water,Water,Water,Grassland,Water,Grassland
1659,NULL,Water,Water,Water,Water,Grassland,Water,Water
1660,NULL,Water,Water,Water,Water,Bareland,Grassland,Grassland
1661,NULL,Water,Water,Water,Water,Bareland,Wetland,Water
1662,NULL,Water,Water,Water,Water,Bareland,Wetland,Forest
1663,NULL,Water,Water,Water,Water,Bareland,Bareland,Water
1664,NULL,Water,Water,Water,Water,Bareland,Water,Grassland
1665,NULL,Water,Water,Water,Water,Bareland,Water,Water
1666,NULL,Water,Water,Water,Water,Water,Water,Forest
1667,NULL,Water,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
1668,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1669,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1670,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1671,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1672,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1673,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1674,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1675,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1676,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
1677,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
1678,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1679,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1680,NULL,Water,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1681,NULL,Water,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1682,NULL,Water,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
1683,NULL,Water,Forest,Non_Water,Non_Wetland,Bareland,Forest,Forest
1684,NULL,Water,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
1685,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
