Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KQA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KQA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KQA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KQA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KQA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KQA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KQA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KQA_M_R
336,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
337,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
338,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
339,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
340,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
341,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
342,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
343,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
344,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
345,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
346,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
347,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
348,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
349,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
350,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
351,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
352,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
353,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
354,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
355,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
356,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
357,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
358,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
359,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
360,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
361,Grassland,NULL,Water,NULL,Water,NULL,NULL,Grassland
362,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
363,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
364,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
365,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
366,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
367,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
368,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
369,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
370,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
371,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
372,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
373,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
374,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
375,Grassland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
376,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
377,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
378,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
379,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
380,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
381,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
382,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
383,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
384,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
385,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
386,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
387,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
388,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
389,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
390,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
391,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
392,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
393,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
394,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
395,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
396,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
397,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
398,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
399,Grassland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
400,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
401,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
402,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
403,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
404,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
405,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Cropland
406,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Forest
407,Grassland,Cropland,Water,Non_Water,Water,NULL,NULL,Water
408,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
409,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
410,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
411,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
412,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
413,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
414,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
415,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
416,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
417,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
418,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
419,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
420,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
421,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
422,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
423,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
424,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
425,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
426,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
427,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
428,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
429,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
430,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
431,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
432,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
433,Grassland,Forest,Water,NULL,Water,NULL,NULL,Water
434,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
435,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
436,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
437,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
438,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
439,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
440,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
441,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
442,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
443,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
444,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,NULL
445,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
446,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
447,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
448,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
449,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
450,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
451,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
452,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
453,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
454,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
455,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
456,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
457,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
458,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
459,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
460,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
461,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
462,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
463,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
464,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
465,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,NULL
466,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
467,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
468,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
469,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
470,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
471,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
472,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
473,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
474,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
475,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
476,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
477,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
478,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
479,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
480,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
481,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
482,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,NULL
483,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
484,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
485,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
486,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
487,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
488,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
489,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
490,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
491,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
492,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
493,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
494,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
495,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
496,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
497,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
498,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
499,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
500,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
501,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
502,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
503,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
504,Cropland,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
505,Cropland,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
506,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
507,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
508,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
509,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
510,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
511,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
512,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
513,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
514,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
515,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
516,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
517,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
518,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
519,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
520,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
521,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
522,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
523,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
524,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
525,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
526,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
527,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
528,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
529,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Forest
530,Cropland,NULL,Water,NULL,Water,NULL,NULL,NULL
531,Cropland,NULL,Water,NULL,Water,NULL,NULL,Grassland
532,Cropland,NULL,Water,NULL,Water,NULL,NULL,Cropland
533,Cropland,NULL,Water,NULL,Water,NULL,NULL,Wetland
534,Cropland,NULL,Water,NULL,Water,NULL,NULL,Bareland
535,Cropland,NULL,Water,NULL,Water,NULL,NULL,Water
536,Cropland,NULL,Water,NULL,Water,NULL,NULL,Forest
537,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
538,Cropland,NULL,Water,Water,Water,NULL,NULL,NULL
539,Cropland,NULL,Water,Water,Water,NULL,NULL,Grassland
540,Cropland,NULL,Water,Water,Water,NULL,NULL,Wetland
541,Cropland,NULL,Water,Water,Water,NULL,NULL,Bareland
542,Cropland,NULL,Water,Water,Water,NULL,NULL,Water
543,Cropland,NULL,Water,Water,Water,NULL,NULL,Forest
544,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
545,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
546,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
547,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
548,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
549,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
550,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
551,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
552,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
553,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
554,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
555,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
556,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
557,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
558,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
559,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
560,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
561,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
562,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
563,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,NULL
564,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
565,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Forest
566,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
567,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
568,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
569,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
570,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
571,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
572,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
573,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
574,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
575,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
576,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
577,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
578,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
579,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
580,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
581,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
582,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
583,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
584,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
585,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
586,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
587,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
588,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
589,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
590,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
591,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
592,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
593,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
594,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
595,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
596,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
597,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
598,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
599,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
600,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
601,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
602,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,NULL
603,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
604,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
605,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Water
606,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
607,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
608,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
609,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
610,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
611,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
612,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
613,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
614,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
615,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
616,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
617,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
618,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
619,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
620,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
621,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
622,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
623,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
624,Cropland,Cropland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
625,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
626,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
627,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
628,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
629,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
630,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
631,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
632,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
633,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
634,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,NULL
635,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
636,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Water
637,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
638,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
639,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
640,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
641,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
642,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
643,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
644,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
645,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
646,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
647,Cropland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
648,Cropland,Cropland,Water,NULL,Water,NULL,NULL,NULL
649,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
650,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Cropland
651,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Bareland
652,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Forest
653,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
654,Cropland,Cropland,Water,Water,Water,NULL,NULL,Grassland
655,Cropland,Cropland,Water,Water,Water,NULL,NULL,Water
656,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
657,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
658,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
659,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
660,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
661,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
662,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
663,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
664,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
665,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
666,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
667,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
668,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
669,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
670,Cropland,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Water
671,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
672,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
673,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
