Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LRL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LRL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LRL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LRL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LRL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LRL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LRL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LRL_M_R
3576,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Water,Grassland
3577,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
3578,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
3579,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
3580,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
3581,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3582,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
3583,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3584,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
3585,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
3586,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
3587,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
3588,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
3589,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
3590,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3591,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
3592,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3593,NULL,Forest,NULL,NULL,Non_Wetland,Forest,NULL,NULL
3594,NULL,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
3595,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
3596,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
3597,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
3598,NULL,Forest,NULL,Non_Water,Non_Wetland,Shrubland,NULL,NULL
3599,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
3600,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3601,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
3602,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3603,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
3604,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3605,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
3606,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
3607,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
3608,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
3609,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
3610,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
3611,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
3612,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
3613,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
3614,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
3615,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3616,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
3617,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
3618,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
3619,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
3620,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3621,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3622,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
3623,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
3624,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
3625,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3626,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
3627,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3628,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
3629,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3630,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
3631,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
3632,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
3633,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
3634,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
3635,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
3636,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
3637,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
3638,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
3639,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
3640,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
3641,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3642,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
3643,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
3644,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3645,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3646,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
3647,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
3648,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
3649,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
3650,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
3651,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
3652,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
3653,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3654,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
3655,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
3656,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
3657,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
3658,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3659,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
3660,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3661,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
3662,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
3663,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
3664,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
3665,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
3666,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
3667,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,NULL
3668,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
3669,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
3670,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
3671,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Built-up,NULL
3672,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Built-up,Grassland
3673,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
3674,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3675,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3676,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
3677,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3678,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
3679,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
3680,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
3681,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
3682,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
3683,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
3684,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
3685,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
3686,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
3687,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3688,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
3689,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
3690,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3691,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
3692,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3693,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
3694,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
3695,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
3696,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
3697,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
3698,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
3699,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3700,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
3701,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
3702,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
3703,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3704,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3705,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
3706,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
3707,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3708,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
3709,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3710,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
3711,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3712,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
3713,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Water,NULL
3714,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
3715,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
3716,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
3717,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
3718,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
3719,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
3720,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3721,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
3722,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
3723,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
3724,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3725,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3726,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
3727,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3728,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
3729,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
3730,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
3731,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
3732,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
3733,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
3734,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
3735,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3736,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
3737,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3738,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
3739,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3740,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3741,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
3742,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
3743,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
3744,NULL,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
3745,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
3746,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
3747,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
3748,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
3749,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Shrubland,NULL
3750,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
3751,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
3752,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Built-up,NULL
3753,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
3754,NULL,Forest,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
3755,NULL,Forest,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
3756,NULL,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3757,NULL,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3758,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
3759,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
3760,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
3761,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
3762,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
3763,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
3764,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
3765,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
3766,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
3767,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
3768,NULL,Forest,Water,NULL,Water,NULL,NULL,NULL
3769,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
3770,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3771,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3772,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
3773,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
3774,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
3775,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
3776,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
3777,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
3778,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
3779,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
3780,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3781,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3782,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
3783,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3784,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
3785,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3786,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
3787,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
3788,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
3789,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
3790,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
3791,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
3792,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
3793,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
3794,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3795,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
3796,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3797,NULL,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
3798,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
3799,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
3800,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
3801,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3802,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
3803,NULL,Forest,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
3804,NULL,Forest,Forest,NULL,Non_Wetland,Forest,NULL,NULL
3805,NULL,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
3806,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
3807,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
3808,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
3809,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3810,NULL,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
3811,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
3812,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3813,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
3814,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
3815,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3816,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
3817,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
3818,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Wetland
3819,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
3820,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
3821,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
3822,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Wetland
3823,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
3824,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
3825,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
3826,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
3827,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
3828,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3829,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3830,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
3831,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3832,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
3833,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Bareland
3834,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
3835,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
3836,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
3837,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
3838,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
3839,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3840,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
3841,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3842,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
3843,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
3844,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3845,Grassland,NULL,NULL,NULL,Non_Wetland,Water,NULL,NULL
3846,Grassland,NULL,NULL,NULL,Non_Wetland,Water,NULL,Grassland
3847,Grassland,NULL,NULL,NULL,Non_Wetland,Water,NULL,Cropland
3848,Grassland,NULL,NULL,NULL,Non_Wetland,Water,NULL,Forest
3849,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Forest
3850,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,NULL
3851,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Cropland
3852,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,NULL,Forest
3853,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,NULL
3854,Grassland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
3855,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
3856,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Shrubland,NULL
3857,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Cropland
3858,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
3859,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
3860,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
3861,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
3862,Grassland,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
3863,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
3864,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
3865,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,NULL
3866,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
3867,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Cropland
3868,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Wetland
3869,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Grassland
3870,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
3871,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Forest
3872,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
3873,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Forest
3874,Grassland,NULL,NULL,Water,Non_Wetland,NULL,Water,Wetland
3875,Grassland,NULL,NULL,Water,Non_Wetland,NULL,Forest,Wetland
3876,Grassland,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Grassland
3877,Grassland,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Cropland
3878,Grassland,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Wetland
3879,Grassland,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Wetland
3880,Grassland,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Grassland
3881,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
3882,Grassland,NULL,NULL,Water,Non_Wetland,Water,NULL,Grassland
3883,Grassland,NULL,NULL,Water,Non_Wetland,Water,NULL,Wetland
3884,Grassland,NULL,NULL,Water,Non_Wetland,Water,NULL,Water
3885,Grassland,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Grassland
3886,Grassland,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Wetland
3887,Grassland,NULL,NULL,Water,Non_Wetland,Water,Bareland,Wetland
3888,Grassland,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
3889,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
3890,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3891,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
3892,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
3893,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3894,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
3895,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3896,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
3897,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
3898,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
