Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LLC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LLC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LLC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LLC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LLC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LLC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LLC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LLC_M_R
5972,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
5973,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
5974,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
5975,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
5976,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
5977,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
5978,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
5979,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Cropland
5980,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
5981,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
5982,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
5983,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
5984,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
5985,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
5986,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
5987,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
5988,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
5989,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
5990,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
5991,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
5992,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
5993,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
5994,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
5995,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
5996,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
5997,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,NULL
5998,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
5999,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
6000,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
6001,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
6002,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
6003,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
6004,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
6005,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,NULL
6006,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
6007,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
6008,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
6009,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
6010,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
6011,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Grassland,Cropland
6012,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Water,Wetland
6013,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Water,Wetland
6014,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,Water,Water
6015,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
6016,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6017,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Forest,Forest,Grassland
6018,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,Water,Wetland
6019,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
6020,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
6021,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
6022,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
6023,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
6024,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
6025,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
6026,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
6027,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Cropland
6028,Grassland,Wetland,Wetland,NULL,Wetland,NULL,Shrubland,Grassland
6029,Grassland,Wetland,Wetland,NULL,Wetland,NULL,Grassland,Grassland
6030,Grassland,Wetland,Wetland,NULL,Wetland,NULL,Grassland,Cropland
6031,Grassland,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
6032,Grassland,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
6033,Grassland,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,Cropland
6034,Grassland,Wetland,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
6035,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
6036,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Shrubland,Cropland
6037,Grassland,Wetland,Wetland,NULL,Wetland,Forest,Shrubland,Grassland
6038,Grassland,Wetland,Wetland,NULL,Wetland,Forest,Grassland,Cropland
6039,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
6040,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
6041,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
6042,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
6043,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6044,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
6045,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
6046,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
6047,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
6048,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
6049,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
6050,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
6051,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6052,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
6053,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
6054,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6055,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6056,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
6057,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
6058,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
6059,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6060,Grassland,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
6061,Grassland,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6062,Grassland,Water,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
6063,Grassland,Water,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
6064,Grassland,Water,NULL,Water,Non_Wetland,Shrubland,Shrubland,Grassland
6065,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
6066,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
6067,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
6068,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
6069,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Water
6070,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
6071,Grassland,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6072,Grassland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6073,Grassland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6074,Grassland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6075,Grassland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6076,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6077,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6078,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
6079,Grassland,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
6080,Grassland,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
6081,Grassland,Water,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Grassland
6082,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
6083,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
6084,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
6085,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
6086,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
6087,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
6088,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
6089,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
6090,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
6091,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,Water,Forest
6092,Grassland,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6093,Grassland,Water,Cropland,NULL,Non_Wetland,Shrubland,NULL,Water
6094,Grassland,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6095,Grassland,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6096,Grassland,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Water
6097,Grassland,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6098,Grassland,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6099,Grassland,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Water
6100,Grassland,Water,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
6101,Grassland,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Water
6102,Grassland,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Forest
6103,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
6104,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6105,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6106,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
6107,Grassland,Water,Cropland,NULL,Non_Wetland,Wetland,Shrubland,NULL
6108,Grassland,Water,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
6109,Grassland,Water,Cropland,Water,Non_Wetland,Shrubland,Water,Grassland
6110,Grassland,Water,Water,NULL,Water,NULL,NULL,Grassland
6111,Grassland,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6112,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6113,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
6114,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
6115,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
6116,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
6117,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
6118,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
6119,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
6120,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
6121,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
6122,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
6123,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6124,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6125,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
6126,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6127,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
6128,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
6129,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
6130,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6131,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
6132,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
6133,Grassland,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
6134,Grassland,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
6135,Grassland,Forest,NULL,NULL,Non_Wetland,Cropland,Shrubland,Cropland
6136,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
6137,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
6138,Grassland,Forest,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
6139,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
6140,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
6141,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
6142,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
6143,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
6144,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
6145,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
6146,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
6147,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
6148,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
6149,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6150,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
6151,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6152,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6153,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
6154,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6155,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
6156,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6157,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
6158,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
6159,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
6160,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
6161,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
6162,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
6163,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
6164,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6165,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
6166,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6167,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
6168,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
6169,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
6170,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
6171,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6172,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
6173,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
6174,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
6175,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
6176,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
6177,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Water
6178,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
6179,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
6180,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
6181,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
6182,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
6183,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
6184,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
6185,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
6186,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
6187,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
6188,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Water,Forest
6189,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
6190,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
6191,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
6192,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6193,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
6194,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
6195,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6196,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6197,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6198,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
6199,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6200,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6201,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
6202,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
6203,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
6204,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
6205,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
6206,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
6207,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
6208,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
6209,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6210,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
6211,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
6212,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
6213,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6214,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6215,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
6216,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
6217,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
6218,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
6219,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
6220,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
6221,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
6222,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
6223,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
6224,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
6225,Grassland,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
6226,Grassland,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
6227,Grassland,Forest,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
6228,Grassland,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
6229,Grassland,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
6230,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
6231,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
6232,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
6233,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
6234,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
6235,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
6236,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
6237,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
6238,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
6239,Grassland,Forest,Cropland,Non_Water,Non_Wetland,Forest,Wetland,Forest
6240,Grassland,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
6241,Grassland,Forest,Water,NULL,Water,NULL,NULL,Forest
6242,Grassland,Forest,Water,NULL,Water,Wetland,Forest,Water
6243,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
6244,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
6245,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
6246,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
6247,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
6248,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
6249,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
6250,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
6251,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
6252,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
6253,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
6254,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
6255,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
6256,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
6257,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6258,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6259,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6260,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
6261,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
6262,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
6263,Grassland,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
6264,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
6265,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
6266,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
6267,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
6268,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
6269,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
6270,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
6271,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
6272,Grassland,Forest,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
6273,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
6274,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
6275,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
6276,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
6277,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
6278,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
6279,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
6280,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
6281,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
6282,Grassland,Forest,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
6283,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
6284,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
6285,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
6286,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
6287,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
6288,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
6289,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
6290,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
