Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_25MCN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_25MCN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_25MCN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_25MCN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_25MCN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_25MCN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_25MCN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_25MCN_M_R
29,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
30,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
31,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
32,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
33,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
34,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
35,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
36,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
37,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
38,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
39,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
40,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
41,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
42,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
43,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
44,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
45,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
46,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
47,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
48,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
49,NULL,NULL,Water,NULL,NULL,NULL,NULL,NULL
50,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
51,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
52,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
53,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
54,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
55,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
56,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
57,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Wetland,Wetland
58,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
59,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
60,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
61,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
62,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
63,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
64,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
65,NULL,Cropland,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
66,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
67,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
68,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
69,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
70,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
71,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
72,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
73,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
74,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
75,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
76,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
77,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
78,NULL,Bareland,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
79,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
80,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
81,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
82,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
83,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
84,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
85,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
86,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
87,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
88,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
89,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
90,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,NULL
91,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Grassland
92,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Cropland
93,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Wetland
94,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Built-up
95,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
96,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
97,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Forest,Forest
98,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
99,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
100,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
101,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
102,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
103,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
104,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Built-up,Forest
105,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
106,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
107,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
108,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
109,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
110,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
111,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Bareland
112,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
113,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Bareland
114,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,NULL
115,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
116,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Built-up
117,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
118,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Wetland,Forest
119,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Bareland
120,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Built-up
121,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
122,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
123,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
124,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
125,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
126,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Forest,Built-up
127,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Forest,Forest
128,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
129,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Forest
130,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
131,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
132,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Forest
133,NULL,Built-up,NULL,Water,Non_Wetland,Bareland,Built-up,Grassland
134,NULL,Built-up,NULL,Water,Non_Wetland,Water,Built-up,Water
135,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
136,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
137,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
138,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
139,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
140,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
141,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
142,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
143,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
144,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
145,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
146,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Wetland
147,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
148,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
149,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Built-up
150,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
151,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
152,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
153,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
154,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
155,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
156,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
157,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
158,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
159,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
160,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
161,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
162,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
163,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
164,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
165,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
166,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
167,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
168,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
169,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Water,Built-up
170,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
171,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
172,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
173,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
174,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
175,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
176,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Wetland,Built-up
177,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
178,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Bareland,Grassland
179,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
180,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up,Grassland
181,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up,Forest
182,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
183,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
184,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
185,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
186,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
187,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Bareland
188,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,NULL,NULL
189,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,NULL,Grassland
190,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,NULL,Forest
191,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,NULL
192,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
193,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Cropland
194,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
195,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
196,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
197,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
198,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
199,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
200,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
201,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
202,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
203,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
204,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
205,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
206,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
207,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
208,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
209,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
210,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
211,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
212,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
213,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
214,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
215,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
216,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
217,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
218,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
219,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
220,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
221,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
222,NULL,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
223,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
224,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
225,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
226,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
227,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
228,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
229,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
230,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
231,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
232,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
233,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
234,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Water
235,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
236,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
237,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
238,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,NULL
239,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
240,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
241,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
242,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
243,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
244,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
245,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
246,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Forest
247,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
248,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
249,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
250,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
251,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
252,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
253,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,NULL
254,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
255,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Built-up
256,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Forest
257,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
258,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
259,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
260,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
261,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
262,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
263,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
264,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Built-up,Bareland
265,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
266,NULL,Built-up,Cropland,Water,Non_Wetland,NULL,Built-up,Grassland
267,NULL,Built-up,Cropland,Water,Non_Wetland,NULL,Built-up,Forest
268,NULL,Built-up,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
269,NULL,Built-up,Cropland,Water,Non_Wetland,Bareland,Built-up,Grassland
270,NULL,Built-up,Cropland,Water,Non_Wetland,Bareland,Built-up,Bareland
271,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Wetland
272,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
273,NULL,Built-up,Wetland,NULL,Wetland,NULL,Wetland,Forest
274,NULL,Built-up,Wetland,NULL,Wetland,NULL,Built-up,Grassland
275,NULL,Built-up,Wetland,NULL,Wetland,NULL,Built-up,Forest
276,NULL,Built-up,Wetland,NULL,Wetland,NULL,Water,Wetland
277,NULL,Built-up,Wetland,NULL,Wetland,NULL,Forest,Forest
278,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
279,NULL,Built-up,Wetland,NULL,Wetland,Wetland,Water,Water
280,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Built-up,Grassland
281,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Built-up,Bareland
282,NULL,Built-up,Wetland,NULL,Wetland,Water,Bareland,Bareland
283,NULL,Built-up,Wetland,NULL,Wetland,Water,Water,Bareland
284,NULL,Built-up,Wetland,NULL,Wetland,Forest,NULL,Forest
285,NULL,Built-up,Wetland,NULL,Wetland,Forest,Built-up,Forest
286,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
287,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
288,NULL,Built-up,Wetland,Non_Water,Wetland,Bareland,Built-up,Grassland
289,NULL,Built-up,Wetland,Non_Water,Wetland,Bareland,Built-up,Bareland
290,NULL,Built-up,Wetland,Non_Water,Wetland,Water,Built-up,Grassland
291,NULL,Built-up,Wetland,Water,Wetland,Bareland,Bareland,Grassland
292,NULL,Built-up,Wetland,Water,Wetland,Bareland,Bareland,Bareland
293,NULL,Built-up,Wetland,Water,Wetland,Bareland,Built-up,Grassland
294,NULL,Built-up,Wetland,Water,Wetland,Bareland,Built-up,Bareland
295,NULL,Built-up,Wetland,Water,Wetland,Bareland,Water,Bareland
296,NULL,Built-up,Wetland,Water,Wetland,Water,Built-up,Bareland
297,NULL,Built-up,Wetland,Water,Wetland,Water,Water,Bareland
298,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Built-up,Grassland
299,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Built-up,Bareland
300,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Built-up,Built-up
301,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Water,Bareland
302,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up,Built-up,Grassland
303,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up,Built-up,Bareland
304,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up,Built-up,Built-up
305,NULL,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
306,NULL,Built-up,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland,Built-up,Bareland
307,NULL,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Bareland,Bareland,Bareland
308,NULL,Built-up,Lichens_and_Mosses,Water,Non_Wetland,Bareland,Water,Bareland
309,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
310,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
311,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
312,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
313,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,Bareland,Grassland
314,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,Built-up,Grassland
315,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,Built-up,Built-up
316,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,Built-up,Forest
317,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,Forest,Grassland
318,NULL,Built-up,Bareland,NULL,Non_Wetland,Wetland,Built-up,Wetland
319,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
320,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
321,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
