Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KFB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KFB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KFB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KFB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KFB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KFB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KFB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KFB_M_R
45,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
46,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
47,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
48,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Wetland
49,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
50,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
51,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
52,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
53,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
54,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
55,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Water
56,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
57,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
58,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
59,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
60,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
61,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
62,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
63,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
64,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
65,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
66,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
67,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
68,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
69,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
70,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
71,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
72,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
73,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
74,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
75,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
76,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
77,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
78,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
79,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
80,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
81,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
82,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
83,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
84,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
85,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
86,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Wetland
87,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
88,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Built-up
89,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
90,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
91,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
92,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
93,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Cropland
94,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Water
95,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Grassland
96,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
97,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
98,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
99,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
100,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
101,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
102,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
103,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
104,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
105,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
106,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
107,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
108,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
109,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
110,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
111,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
112,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
113,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
114,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
115,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Wetland
116,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
117,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
118,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
119,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
120,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
121,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
122,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
123,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
124,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
125,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
126,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
127,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
128,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
129,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
130,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
131,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
132,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
133,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
134,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
135,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
136,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
137,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
138,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
139,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
140,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
141,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
142,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
143,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
144,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Water
145,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
146,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
147,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
148,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
149,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
150,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
151,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Wetland
152,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
153,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
154,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
155,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up,Built-up
156,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
157,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
158,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
159,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
160,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
161,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
162,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
163,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
164,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
165,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
166,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
167,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
168,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
169,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
170,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
171,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
172,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
173,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
174,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
175,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
176,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
177,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
178,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
179,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
180,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
181,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
182,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
183,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
184,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
185,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
186,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
187,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
188,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
189,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
190,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
191,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
192,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
193,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
194,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
195,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
196,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
197,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
198,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
199,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
200,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
201,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
202,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
203,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
204,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
205,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
206,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
207,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
208,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
209,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
210,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
211,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
212,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
213,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
214,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
215,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Bareland
216,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
217,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
218,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
219,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
220,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
221,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
222,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
223,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
224,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
225,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
226,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
227,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
228,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
229,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
230,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
231,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
232,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
233,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
234,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
235,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
236,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
237,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
238,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
239,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
240,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
241,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Built-up
242,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
243,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
244,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
245,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
246,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
247,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
248,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
249,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
250,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
251,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
252,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
253,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
254,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
255,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
256,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Water,Built-up
257,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Cropland
258,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
259,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
260,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Bareland
261,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
262,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
263,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
264,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
265,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
266,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
267,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
268,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
269,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
270,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
271,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
272,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
273,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
274,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
275,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
276,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
277,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
278,NULL,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
279,NULL,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Bareland
280,NULL,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
281,NULL,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Bareland,Grassland
282,NULL,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Bareland,Bareland
283,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
284,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Water
285,NULL,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Grassland,Cropland
286,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
287,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Cropland
288,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Cropland
289,NULL,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
290,NULL,NULL,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
291,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
292,NULL,NULL,Cropland,Water,Non_Wetland,Cropland,NULL,Water
293,NULL,NULL,Cropland,Water,Non_Wetland,Water,NULL,Water
294,NULL,NULL,Cropland,Water,Non_Wetland,Water,Water,Water
295,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
296,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
297,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
298,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
299,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
300,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
301,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
302,NULL,NULL,Wetland,NULL,Wetland,NULL,Bareland,Built-up
303,NULL,NULL,Wetland,NULL,Wetland,NULL,Forest,Grassland
304,NULL,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
305,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
306,NULL,NULL,Wetland,NULL,Wetland,Cropland,NULL,Grassland
307,NULL,NULL,Wetland,NULL,Wetland,Cropland,Wetland,Grassland
308,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
309,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Wetland
310,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
311,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
312,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
313,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
314,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
315,NULL,NULL,Wetland,NULL,Wetland,Water,NULL,Water
316,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
317,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
318,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
319,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
320,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
321,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
322,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
323,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
324,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
325,NULL,NULL,Wetland,Water,Wetland,Forest,NULL,Water
326,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Forest
