Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KQU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KQU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KQU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KQU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KQU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KQU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KQU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KQU_M_R
743,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
744,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
745,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
746,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
747,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
748,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
749,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
750,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
751,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
752,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
753,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
754,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
755,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
756,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
757,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
758,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
759,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
760,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
761,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
762,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
763,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
764,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
765,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
766,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
767,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
768,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
769,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
770,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
771,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
772,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
773,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
774,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
775,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
776,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
777,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
778,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
779,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
780,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
781,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
782,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
783,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
784,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
785,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
786,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
787,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
788,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
789,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
790,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
791,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
792,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
793,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
794,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
795,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
796,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
797,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
798,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
799,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
800,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
801,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
802,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
803,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
804,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
805,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
806,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
807,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
808,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
809,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
810,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
811,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
812,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
813,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
814,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
815,Cropland,NULL,Water,NULL,Water,NULL,NULL,NULL
816,Cropland,NULL,Water,NULL,Water,NULL,NULL,Grassland
817,Cropland,NULL,Water,NULL,Water,NULL,NULL,Cropland
818,Cropland,NULL,Water,NULL,Water,NULL,NULL,Wetland
819,Cropland,NULL,Water,NULL,Water,NULL,NULL,Bareland
820,Cropland,NULL,Water,NULL,Water,NULL,NULL,Built-up
821,Cropland,NULL,Water,NULL,Water,NULL,NULL,Water
822,Cropland,NULL,Water,NULL,Water,NULL,NULL,Forest
823,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,NULL
824,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
825,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
826,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
827,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
828,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Water
829,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
830,Cropland,NULL,Water,Water,Water,NULL,NULL,NULL
831,Cropland,NULL,Water,Water,Water,NULL,NULL,Grassland
832,Cropland,NULL,Water,Water,Water,NULL,NULL,Cropland
833,Cropland,NULL,Water,Water,Water,NULL,NULL,Wetland
834,Cropland,NULL,Water,Water,Water,NULL,NULL,Water
835,Cropland,NULL,Water,Water,Water,NULL,NULL,Forest
836,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
837,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
838,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
839,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
840,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
841,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
842,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
843,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
844,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
845,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
846,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
847,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
848,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
849,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
850,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
851,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
852,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
853,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
854,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
855,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
856,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
857,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
858,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
859,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
860,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
861,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
862,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
863,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
864,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
865,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
866,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Cropland
867,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
868,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
869,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
870,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
871,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
872,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
873,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
874,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
875,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
876,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
877,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
878,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
879,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
880,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
881,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
882,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
883,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
884,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
885,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
886,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
887,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
888,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
889,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
890,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
891,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
892,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
893,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
894,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
895,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
896,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
897,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
898,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
899,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
900,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,NULL
901,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
902,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
903,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
904,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Built-up
905,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
906,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
907,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
908,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
909,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
910,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
911,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
912,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Cropland
913,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
914,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
915,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
916,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
917,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
918,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
919,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
920,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
921,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
922,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
923,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
924,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Water
925,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
926,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
927,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
928,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
929,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
930,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
931,Cropland,Cropland,Water,NULL,Water,NULL,NULL,NULL
932,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
933,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Wetland
934,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Water
935,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Forest
936,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
937,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Water
938,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
939,Cropland,Cropland,Water,Water,Water,NULL,NULL,Grassland
940,Cropland,Cropland,Water,Water,Water,NULL,NULL,Cropland
941,Cropland,Cropland,Water,Water,Water,NULL,NULL,Wetland
942,Cropland,Cropland,Water,Water,Water,NULL,NULL,Water
943,Cropland,Cropland,Water,Water,Water,NULL,NULL,Forest
944,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
945,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
946,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
947,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
948,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
949,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
950,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
951,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
952,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
953,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
954,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
955,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
956,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
957,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
958,Cropland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
959,Cropland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
960,Cropland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
961,Cropland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
962,Cropland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
963,Cropland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
964,Cropland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
965,Cropland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
966,Cropland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Cropland
967,Cropland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Wetland
968,Cropland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Water
969,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
970,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
971,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
972,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
973,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
974,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
975,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
976,Cropland,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
977,Cropland,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
978,Cropland,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
979,Cropland,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
980,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
981,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Cropland
982,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
983,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
984,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
985,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
986,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
987,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Cropland
988,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
989,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
990,Cropland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
991,Cropland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
992,Cropland,Wetland,Water,NULL,Water,NULL,NULL,Grassland
993,Cropland,Wetland,Water,NULL,Water,NULL,NULL,Cropland
994,Cropland,Wetland,Water,NULL,Water,NULL,NULL,Wetland
995,Cropland,Wetland,Water,NULL,Water,NULL,NULL,Forest
996,Cropland,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
997,Cropland,Wetland,Water,Non_Water,Water,NULL,NULL,Cropland
998,Cropland,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
999,Cropland,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
1000,Cropland,Wetland,Water,Water,Water,NULL,NULL,Grassland
1001,Cropland,Wetland,Water,Water,Water,NULL,NULL,Cropland
1002,Cropland,Wetland,Water,Water,Water,NULL,NULL,Wetland
1003,Cropland,Wetland,Water,Water,Water,NULL,NULL,Water
1004,Cropland,Wetland,Water,Water,Water,NULL,NULL,Forest
1005,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1006,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1007,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1008,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1009,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1010,Cropland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1011,Cropland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1012,Cropland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1013,Cropland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1014,Cropland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1015,Cropland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1016,Cropland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1017,Cropland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
1018,Cropland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1019,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1020,Cropland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1021,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1022,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1023,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1024,Cropland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1025,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1026,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1027,Cropland,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1028,Cropland,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1029,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1030,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1031,Cropland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1032,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1033,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1034,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1035,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1036,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1037,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1038,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1039,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1040,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1041,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1042,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1043,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1044,Cropland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
1045,Cropland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1046,Cropland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1047,Cropland,Built-up,Wetland,Water,Wetland,NULL,NULL,Forest
1048,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1049,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1050,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1051,Cropland,Built-up,Water,NULL,Water,NULL,NULL,Forest
1052,Cropland,Built-up,Water,Non_Water,Water,NULL,NULL,Forest
1053,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1054,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1055,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1056,Cropland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1057,Cropland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1058,Cropland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1059,Cropland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1060,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1061,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1062,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1063,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1064,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1065,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1066,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1067,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1068,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1069,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Cropland
1070,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
1071,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1072,Cropland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1073,Cropland,Water,Water,NULL,Water,NULL,NULL,Forest
1074,Cropland,Water,Water,Non_Water,Water,NULL,NULL,Wetland
1075,Cropland,Water,Water,Water,Water,NULL,NULL,Grassland
1076,Cropland,Water,Water,Water,Water,NULL,NULL,Cropland
1077,Cropland,Water,Water,Water,Water,NULL,NULL,Wetland
1078,Cropland,Water,Water,Water,Water,NULL,NULL,Water
1079,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1080,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1081,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1082,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1083,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1084,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
