Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LDF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LDF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LDF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LDF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LDF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LDF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LDF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LDF_M_R
985,Cropland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
986,Cropland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
987,Cropland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
988,Cropland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Forest
989,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
990,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
991,Cropland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
992,Cropland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
993,Cropland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
994,Cropland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
995,Cropland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
996,Cropland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
997,Cropland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
998,Cropland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
999,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1000,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1001,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1002,Cropland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1003,Cropland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1004,Cropland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1005,Cropland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1006,Cropland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1007,Cropland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1008,Cropland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1009,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1010,Cropland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1011,Cropland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
1012,Cropland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1013,Cropland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1014,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
1015,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1016,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1017,Cropland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1018,Cropland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1019,Cropland,Bareland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
1020,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1021,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1022,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1023,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1024,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1025,Cropland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1026,Cropland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1027,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1028,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1029,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1030,Cropland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1031,Cropland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1032,Cropland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1033,Cropland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1034,Cropland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1035,Cropland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
1036,Cropland,Bareland,Water,NULL,Water,NULL,NULL,Bareland
1037,Cropland,Bareland,Water,NULL,Water,NULL,NULL,Water
1038,Cropland,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
1039,Cropland,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
1040,Cropland,Bareland,Water,Non_Water,Water,NULL,NULL,Water
1041,Cropland,Bareland,Water,Water,Water,NULL,NULL,Bareland
1042,Cropland,Bareland,Water,Water,Water,NULL,NULL,Water
1043,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1044,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1045,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1046,Cropland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1047,Cropland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1048,Cropland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1049,Cropland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1050,Cropland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
1051,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1052,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1053,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1054,Cropland,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1055,Cropland,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1056,Cropland,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1057,Cropland,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1058,Cropland,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Forest
1059,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1060,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1061,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1062,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1063,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1064,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1065,Cropland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1066,Cropland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1067,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1068,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1069,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1070,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1071,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1072,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1073,Cropland,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1074,Cropland,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1075,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1076,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1077,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1078,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1079,Cropland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
1080,Cropland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Wetland
1081,Cropland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Bareland
1082,Cropland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Water
1083,Cropland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
1084,Cropland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1085,Cropland,Built-up,Wetland,Water,Wetland,NULL,NULL,Bareland
1086,Cropland,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
1087,Cropland,Built-up,Wetland,Water,Wetland,NULL,NULL,Forest
1088,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1089,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1090,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1091,Cropland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1092,Cropland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1093,Cropland,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1094,Cropland,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1095,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1096,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1097,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1098,Cropland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1099,Cropland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1100,Cropland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1101,Cropland,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Forest
1102,Cropland,Built-up,Water,NULL,Water,NULL,NULL,Grassland
1103,Cropland,Built-up,Water,NULL,Water,NULL,NULL,Bareland
1104,Cropland,Built-up,Water,NULL,Water,NULL,NULL,Forest
1105,Cropland,Built-up,Water,Water,Water,NULL,NULL,Water
1106,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1107,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1108,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1109,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1110,Cropland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1111,Cropland,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1112,Cropland,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Forest
1113,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1114,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1115,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1116,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1117,Cropland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1118,Cropland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1119,Cropland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1120,Cropland,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1121,Cropland,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1122,Cropland,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1123,Cropland,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
1124,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1125,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1126,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1127,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1128,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1129,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1130,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1131,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1132,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1133,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1134,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1135,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1136,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1137,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1138,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1139,Cropland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1140,Cropland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1141,Cropland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1142,Cropland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1143,Cropland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1144,Cropland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1145,Cropland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1146,Cropland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1147,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1148,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1149,Cropland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1150,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1151,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1152,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1153,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1154,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1155,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1156,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1157,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1158,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1159,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1160,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
1161,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1162,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1163,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1164,Cropland,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
1165,Cropland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1166,Cropland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1167,Cropland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1168,Cropland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1169,Cropland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1170,Cropland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1171,Cropland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1172,Cropland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1173,Cropland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1174,Cropland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1175,Cropland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1176,Cropland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1177,Cropland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1178,Cropland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1179,Cropland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1180,Cropland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
1181,Cropland,Water,Water,NULL,Water,NULL,NULL,Bareland
1182,Cropland,Water,Water,NULL,Water,NULL,NULL,Forest
1183,Cropland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1184,Cropland,Water,Water,Non_Water,Water,NULL,NULL,Bareland
1185,Cropland,Water,Water,Non_Water,Water,NULL,NULL,Water
1186,Cropland,Water,Water,Non_Water,Water,NULL,NULL,Forest
1187,Cropland,Water,Water,Water,Water,NULL,NULL,Bareland
1188,Cropland,Water,Water,Water,Water,NULL,NULL,Water
1189,Cropland,Water,Water,Water,Water,NULL,NULL,Forest
1190,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1191,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1192,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1193,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1194,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1195,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1196,Cropland,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1197,Cropland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1198,Cropland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1199,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1200,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1201,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1202,Cropland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1203,Cropland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1204,Cropland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1205,Cropland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1206,Cropland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1207,Cropland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
1208,Cropland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
1209,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1210,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1211,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1212,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1213,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1214,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1215,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1216,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1217,Cropland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1218,Cropland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1219,Cropland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1220,Cropland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1221,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1222,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1223,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1224,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1225,Cropland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1226,Cropland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1227,Cropland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1228,Cropland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1229,Cropland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1230,Cropland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
1231,Cropland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1232,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1233,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1234,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
1235,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
1236,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1237,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1238,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1239,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1240,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
1241,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1242,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
1243,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1244,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1245,Cropland,Forest,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
1246,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1247,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1248,Cropland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1249,Cropland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1250,Cropland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1251,Cropland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1252,Cropland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1253,Cropland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
1254,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1255,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1256,Cropland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1257,Cropland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1258,Cropland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1259,Cropland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1260,Cropland,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1261,Cropland,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Water
1262,Cropland,Forest,Water,NULL,Water,NULL,NULL,Bareland
1263,Cropland,Forest,Water,NULL,Water,NULL,NULL,Water
1264,Cropland,Forest,Water,NULL,Water,NULL,NULL,Forest
1265,Cropland,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
1266,Cropland,Forest,Water,Non_Water,Water,NULL,NULL,Bareland
1267,Cropland,Forest,Water,Non_Water,Water,NULL,NULL,Water
1268,Cropland,Forest,Water,Water,Water,NULL,NULL,Grassland
1269,Cropland,Forest,Water,Water,Water,NULL,NULL,Bareland
1270,Cropland,Forest,Water,Water,Water,NULL,NULL,Water
1271,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1272,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1273,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1274,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1275,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1276,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1277,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1278,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1279,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
1280,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1281,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1282,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1283,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1284,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1285,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1286,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1287,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1288,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1289,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1290,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1291,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1292,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1293,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1294,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1295,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1296,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1297,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1298,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1299,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1300,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1301,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1302,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1303,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1304,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1305,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1306,Wetland,NULL,Water,NULL,Water,NULL,NULL,Forest
1307,Wetland,NULL,Water,Water,Water,NULL,NULL,Water
1308,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1309,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1310,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1311,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1312,Wetland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1313,Wetland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Forest
1314,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1315,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1316,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1317,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1318,Wetland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1319,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
