Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24KVG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24KVG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24KVG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24KVG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24KVG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24KVG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24KVG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24KVG_M_R
971,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Cropland
972,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
973,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Wetland,Grassland
974,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Wetland,Cropland
975,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
976,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
977,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Cropland
978,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
979,NULL,Cropland,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
980,NULL,Cropland,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
981,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
982,NULL,Cropland,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
983,NULL,Cropland,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
984,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
985,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
986,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
987,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
988,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
989,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
990,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
991,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
992,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
993,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
994,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
995,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
996,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Wetland
997,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
998,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
999,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
1000,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
1001,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
1002,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
1003,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
1004,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
1005,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Built-up
1006,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
1007,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
1008,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1009,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
1010,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
1011,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
1012,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
1013,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1014,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1015,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1016,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1017,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
1018,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1019,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Wetland
1020,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
1021,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1022,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
1023,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
1024,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1025,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
1026,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
1027,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
1028,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
1029,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1030,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
1031,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Built-up
1032,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1033,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
1034,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
1035,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
1036,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1037,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
1038,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
1039,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
1040,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1041,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1042,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1043,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1044,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1045,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
1046,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1047,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
1048,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
1049,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
1050,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
1051,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1052,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
1053,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
1054,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
1055,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1056,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1057,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
1058,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
1059,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
1060,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
1061,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
1062,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
1063,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Wetland,Grassland
1064,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
1065,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
1066,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
1067,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
1068,NULL,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1069,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1070,NULL,Cropland,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
1071,NULL,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
1072,NULL,Cropland,Wetland,NULL,Wetland,NULL,Grassland,Grassland
1073,NULL,Cropland,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1074,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1075,NULL,Cropland,Wetland,NULL,Wetland,Forest,Forest,Forest
1076,NULL,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1077,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1078,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1079,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1080,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1081,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1082,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
1083,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
1084,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
1085,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
1086,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
1087,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
1088,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Forest,Grassland
1089,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Forest,Built-up
1090,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
1091,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
1092,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
1093,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
1094,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1095,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
1096,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1097,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
1098,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
1099,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
1100,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
1101,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
1102,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
1103,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1104,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
1105,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1106,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1107,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
1108,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
1109,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
1110,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
1111,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Bareland
1112,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
1113,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
1114,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Forest,Grassland
1115,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1116,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1117,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1118,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1119,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
1120,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
1121,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Built-up
1122,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1123,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
1124,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1125,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Cropland
1126,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
1127,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1128,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
1129,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Water,Forest
1130,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,NULL
1131,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
1132,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1133,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1134,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1135,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1136,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1137,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
1138,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
1139,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
1140,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1141,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1142,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Cropland
1143,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
1144,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1145,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1146,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1147,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
1148,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
1149,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1150,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1151,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1152,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
1153,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
1154,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1155,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1156,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1157,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1158,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
1159,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1160,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1161,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
1162,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
1163,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
1164,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1165,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1166,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1167,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
1168,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
1169,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,Cropland
1170,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1171,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,NULL
1172,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1173,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
1174,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1175,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
1176,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Cropland
1177,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Wetland
1178,NULL,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1179,NULL,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
1180,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1181,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1182,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1183,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1184,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1185,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
1186,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
1187,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,Bareland,Bareland
1188,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
1189,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1190,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1191,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1192,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
1193,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
1194,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
1195,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1196,NULL,Wetland,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
1197,NULL,Wetland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
1198,NULL,Wetland,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
1199,NULL,Wetland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1200,NULL,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,NULL
1201,NULL,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1202,NULL,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1203,NULL,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1204,NULL,Wetland,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
1205,NULL,Wetland,NULL,Water,Non_Wetland,NULL,Wetland,Grassland
1206,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1207,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1208,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1209,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1210,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1211,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
1212,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
1213,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1214,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,Bareland,Wetland
1215,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
1216,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1217,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1218,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1219,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
1220,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
1221,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
1222,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1223,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1224,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
1225,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
1226,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
1227,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
1228,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
1229,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1230,NULL,Wetland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
1231,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1232,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1233,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1234,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
1235,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Cropland
1236,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
1237,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1238,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
1239,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
1240,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
1241,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
1242,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
1243,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,Grassland,Wetland
1244,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
1245,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland,Wetland
1246,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1247,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1248,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1249,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1250,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1251,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
1252,NULL,Wetland,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
1253,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
1254,NULL,Wetland,Grassland,Water,Non_Wetland,NULL,Wetland,Grassland
1255,NULL,Wetland,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
1256,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1257,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1258,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1259,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1260,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1261,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
1262,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
1263,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
1264,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
1265,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
1266,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
1267,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
1268,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
1269,NULL,Wetland,Cropland,NULL,Non_Wetland,NULL,Water,Forest
1270,NULL,Wetland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
1271,NULL,Wetland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1272,NULL,Wetland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
1273,NULL,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1274,NULL,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
1275,NULL,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1276,NULL,Wetland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1277,NULL,Wetland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
1278,NULL,Wetland,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
1279,NULL,Wetland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
1280,NULL,Wetland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
1281,NULL,Wetland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
1282,NULL,Wetland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1283,NULL,Wetland,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
1284,NULL,Wetland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1285,NULL,Wetland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1286,NULL,Wetland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1287,NULL,Wetland,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
1288,NULL,Wetland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1289,NULL,Wetland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1290,NULL,Wetland,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
1291,NULL,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
