Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LVL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LVL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LVL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LVL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LVL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LVL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LVL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LVL_M_R
32,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Water
33,NULL,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
34,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
35,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
36,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
37,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
38,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
39,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
40,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
41,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
42,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
43,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
44,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
45,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
46,NULL,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
47,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
48,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
49,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
50,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
51,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
52,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
53,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
54,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
55,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
56,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
57,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
58,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
59,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Forest
60,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
61,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
62,NULL,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
63,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
64,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
65,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
66,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
67,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
68,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
69,NULL,NULL,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
70,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
71,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Water,Grassland
72,NULL,NULL,NULL,Non_Water,Non_Wetland,Shrubland,Forest,Forest
73,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
74,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
75,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
76,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
77,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Forest
78,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
79,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Forest,Grassland
80,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
81,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
82,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
83,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
84,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
85,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
86,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Wetland,Grassland
87,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Grassland
88,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
89,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Grassland
90,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Shrubland,Forest
91,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Wetland,Grassland
92,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Wetland,Water
93,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
94,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
95,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
96,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
97,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
98,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
99,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
100,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
101,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
102,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
103,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
104,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
105,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
106,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
107,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
108,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
109,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
110,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
111,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
112,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
113,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
114,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
115,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
116,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
117,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
118,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
119,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
120,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
121,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
122,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
123,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
124,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
125,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
126,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
127,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
128,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
129,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
130,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
131,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
132,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
133,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
134,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
135,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
136,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
137,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
138,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
139,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
140,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
141,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
142,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
143,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Water
144,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
145,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
146,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
147,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
148,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
149,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
150,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
151,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
152,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
153,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
154,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
155,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
156,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
157,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
158,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
159,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
160,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
161,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
162,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
163,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
164,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
165,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
166,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
167,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
168,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
169,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
170,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
171,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Bareland
172,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
173,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
174,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
175,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
176,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
177,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
178,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
179,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
180,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
181,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
182,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Grassland
183,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Grassland
184,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Forest
185,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
186,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
187,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
188,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Forest,Bareland
189,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Grassland
190,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Forest
191,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Forest,Forest
192,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
193,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
194,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
195,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
196,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
197,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Forest
198,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
199,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
200,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
201,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
202,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
203,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
204,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
205,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
206,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
207,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
208,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
209,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
210,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
211,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
212,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
213,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
214,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
215,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
216,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
217,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
218,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
219,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
220,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
221,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
222,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
223,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
224,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
225,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
226,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
227,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
228,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
229,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
230,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
231,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
232,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
233,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
234,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
235,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
236,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
237,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
238,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
239,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
240,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
241,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
242,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
243,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
244,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
245,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
246,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
247,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
248,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
249,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
250,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
251,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
252,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
253,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
254,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
255,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
256,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
257,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
258,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
259,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
260,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
261,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
262,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
263,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
264,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
265,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
266,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
267,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
268,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
269,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
270,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
271,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
272,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Wetland,Forest
273,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
274,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Wetland,Bareland
275,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
276,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
277,NULL,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Forest
278,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
279,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
280,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,NULL
281,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
282,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
283,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
284,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Water,Grassland
285,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Water,Forest
286,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
287,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Bareland
288,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Forest
289,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
290,NULL,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
291,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
292,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
293,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
294,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Bareland
295,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
296,NULL,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Forest
297,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
298,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
299,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Water
300,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
301,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
302,NULL,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
303,NULL,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
304,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
305,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
306,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
307,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
308,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
309,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
310,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
311,NULL,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,Grassland
312,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
313,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
314,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
315,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
316,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Bareland
317,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
318,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
319,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
320,NULL,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
321,NULL,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
322,NULL,NULL,Wetland,NULL,Wetland,Forest,Bareland,Forest
323,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
324,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
