Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KLV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KLV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KLV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KLV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KLV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KLV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KLV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KLV_M_R
1133,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1134,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1135,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1136,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1137,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1138,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1139,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
1140,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1141,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
1142,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1143,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1144,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Cropland
1145,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1146,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Water
1147,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1148,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1149,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1150,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1151,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1152,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1153,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1154,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1155,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1156,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1157,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1158,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1159,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1160,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1161,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1162,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1163,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1164,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1165,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1166,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1167,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1168,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1169,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1170,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1171,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1172,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1173,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1174,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1175,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1176,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1177,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1178,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1179,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1180,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1181,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1182,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1183,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1184,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1185,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1186,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1187,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1188,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1189,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
1190,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Water
1191,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1192,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1193,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
1194,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1195,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
1196,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
1197,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1198,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1199,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1200,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1201,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1202,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
1203,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Cropland
1204,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
1205,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
1206,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
1207,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
1208,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1209,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
1210,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1211,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
1212,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
1213,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
1214,Cropland,Cropland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
1215,Cropland,Cropland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
1216,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1217,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1218,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1219,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1220,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1221,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1222,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1223,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1224,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1225,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1226,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1227,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1228,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1229,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
1230,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1231,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1232,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1233,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1234,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1235,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1236,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1237,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1238,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1239,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
1240,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1241,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1242,Cropland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1243,Cropland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Water
1244,Cropland,Cropland,Water,NULL,Water,NULL,NULL,NULL
1245,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
1246,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Cropland
1247,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Bareland
1248,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Built-up
1249,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Water
1250,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Forest
1251,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,NULL
1252,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
1253,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Cropland
1254,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Wetland
1255,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Bareland
1256,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Water
1257,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
1258,Cropland,Cropland,Water,Water,Water,NULL,NULL,Grassland
1259,Cropland,Cropland,Water,Water,Water,NULL,NULL,Cropland
1260,Cropland,Cropland,Water,Water,Water,NULL,NULL,Bareland
1261,Cropland,Cropland,Water,Water,Water,NULL,NULL,Water
1262,Cropland,Cropland,Water,Water,Water,NULL,NULL,Forest
1263,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1264,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1265,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1266,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1267,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1268,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1269,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1270,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1271,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1272,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1273,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1274,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1275,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1276,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1277,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1278,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
1279,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1280,Cropland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1281,Cropland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1282,Cropland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1283,Cropland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1284,Cropland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1285,Cropland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1286,Cropland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1287,Cropland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
1288,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1289,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1290,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1291,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1292,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1293,Cropland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1294,Cropland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1295,Cropland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1296,Cropland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
1297,Cropland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1298,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1299,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1300,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1301,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1302,Cropland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1303,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1304,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1305,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1306,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1307,Cropland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1308,Cropland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1309,Cropland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
1310,Cropland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Water
1311,Cropland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1312,Cropland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Cropland
1313,Cropland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1314,Cropland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
1315,Cropland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
1316,Cropland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1317,Cropland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1318,Cropland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1319,Cropland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1320,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
1321,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Cropland
1322,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1323,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1324,Cropland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1325,Cropland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1326,Cropland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
1327,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1328,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1329,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1330,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1331,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1332,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1333,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1334,Cropland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1335,Cropland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1336,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1337,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1338,Cropland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1339,Cropland,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1340,Cropland,Bareland,Water,NULL,Water,NULL,NULL,NULL
1341,Cropland,Bareland,Water,NULL,Water,NULL,NULL,Grassland
1342,Cropland,Bareland,Water,NULL,Water,NULL,NULL,Cropland
1343,Cropland,Bareland,Water,NULL,Water,NULL,NULL,Bareland
1344,Cropland,Bareland,Water,NULL,Water,NULL,NULL,Water
1345,Cropland,Bareland,Water,NULL,Water,NULL,NULL,Forest
1346,Cropland,Bareland,Water,Non_Water,Water,NULL,NULL,Grassland
1347,Cropland,Bareland,Water,Non_Water,Water,NULL,NULL,Cropland
1348,Cropland,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
1349,Cropland,Bareland,Water,Non_Water,Water,NULL,NULL,Forest
1350,Cropland,Bareland,Water,Water,Water,NULL,NULL,Bareland
1351,Cropland,Bareland,Water,Water,Water,NULL,NULL,Water
1352,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1353,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1354,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1355,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1356,Cropland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1357,Cropland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1358,Cropland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
1359,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1360,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1361,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1362,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1363,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Water
1364,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1365,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1366,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1367,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1368,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1369,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1370,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1371,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1372,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1373,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1374,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1375,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1376,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1377,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1378,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1379,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1380,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1381,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1382,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1383,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1384,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1385,Cropland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1386,Cropland,Built-up,Wetland,Water,Wetland,NULL,NULL,Cropland
1387,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1388,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1389,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
1390,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1391,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1392,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1393,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1394,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1395,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1396,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1397,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1398,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1399,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1400,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1401,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1402,Cropland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1403,Cropland,Built-up,Water,NULL,Water,NULL,NULL,Grassland
1404,Cropland,Built-up,Water,NULL,Water,NULL,NULL,Cropland
1405,Cropland,Built-up,Water,NULL,Water,NULL,NULL,Built-up
1406,Cropland,Built-up,Water,NULL,Water,NULL,NULL,Forest
1407,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1408,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1409,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1410,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1411,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1412,Cropland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1413,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1414,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1415,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1416,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1417,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1418,Cropland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1419,Cropland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1420,Cropland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1421,Cropland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1422,Cropland,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1423,Cropland,Water,NULL,Water,Non_Wetland,NULL,NULL,Cropland
1424,Cropland,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1425,Cropland,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1426,Cropland,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
1427,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1428,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1429,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1430,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1431,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1432,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1433,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1434,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1435,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1436,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1437,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1438,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1439,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1440,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1441,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1442,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1443,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1444,Cropland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1445,Cropland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1446,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1447,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1448,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1449,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1450,Cropland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1451,Cropland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1452,Cropland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1453,Cropland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1454,Cropland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1455,Cropland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1456,Cropland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
1457,Cropland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1458,Cropland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
1459,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1460,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Cropland
