Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LYR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LYR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LYR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LYR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LYR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LYR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LYR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LYR_M_R
1162,NULL,NULL,Cropland,Water,Non_Wetland,Cropland,NULL,Cropland
1163,NULL,NULL,Cropland,Water,Non_Wetland,Cropland,Water,Water
1164,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,NULL
1165,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Grassland
1166,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Cropland
1167,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Bareland
1168,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Shrubland,NULL
1169,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Shrubland,Grassland
1170,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,NULL
1171,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
1172,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Cropland
1173,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Wetland
1174,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Bareland
1175,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Built-up
1176,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Water
1177,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Water,NULL
1178,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
1179,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Cropland
1180,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
1181,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Water
1182,NULL,NULL,Cropland,Water,Non_Wetland,Water,NULL,NULL
1183,NULL,NULL,Cropland,Water,Non_Wetland,Water,NULL,Grassland
1184,NULL,NULL,Cropland,Water,Non_Wetland,Water,NULL,Cropland
1185,NULL,NULL,Cropland,Water,Non_Wetland,Water,NULL,Wetland
1186,NULL,NULL,Cropland,Water,Non_Wetland,Water,NULL,Bareland
1187,NULL,NULL,Cropland,Water,Non_Wetland,Water,NULL,Water
1188,NULL,NULL,Cropland,Water,Non_Wetland,Water,Shrubland,Grassland
1189,NULL,NULL,Cropland,Water,Non_Wetland,Water,Shrubland,Wetland
1190,NULL,NULL,Cropland,Water,Non_Wetland,Water,Shrubland,Bareland
1191,NULL,NULL,Cropland,Water,Non_Wetland,Water,Shrubland,Water
1192,NULL,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
1193,NULL,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Cropland
1194,NULL,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Bareland
1195,NULL,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Water
1196,NULL,NULL,Cropland,Water,Non_Wetland,Water,Bareland,Water
1197,NULL,NULL,Cropland,Water,Non_Wetland,Water,Built-up,Water
1198,NULL,NULL,Cropland,Water,Non_Wetland,Water,Water,Grassland
1199,NULL,NULL,Cropland,Water,Non_Wetland,Water,Water,Cropland
1200,NULL,NULL,Cropland,Water,Non_Wetland,Water,Water,Wetland
1201,NULL,NULL,Cropland,Water,Non_Wetland,Water,Water,Bareland
1202,NULL,NULL,Cropland,Water,Non_Wetland,Water,Water,Water
1203,NULL,NULL,Cropland,Water,Non_Wetland,Forest,NULL,Grassland
1204,NULL,NULL,Cropland,Water,Non_Wetland,Forest,NULL,Forest
1205,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1206,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1207,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
1208,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1209,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1210,NULL,NULL,Wetland,NULL,Wetland,NULL,Shrubland,NULL
1211,NULL,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Grassland
1212,NULL,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Forest
1213,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,NULL
1214,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
1215,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Cropland
1216,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Wetland
1217,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Bareland
1218,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
1219,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1220,NULL,NULL,Wetland,NULL,Wetland,NULL,Bareland,Bareland
1221,NULL,NULL,Wetland,NULL,Wetland,NULL,Built-up,NULL
1222,NULL,NULL,Wetland,NULL,Wetland,NULL,Water,Grassland
1223,NULL,NULL,Wetland,NULL,Wetland,NULL,Water,Cropland
1224,NULL,NULL,Wetland,NULL,Wetland,Shrubland,NULL,NULL
1225,NULL,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
1226,NULL,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Cropland
1227,NULL,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Forest
1228,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
1229,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
1230,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
1231,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
1232,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Water,NULL
1233,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Water,Grassland
1234,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Water,Cropland
1235,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
1236,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Cropland
1237,NULL,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
1238,NULL,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Cropland
1239,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
1240,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1241,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Cropland
1242,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Bareland
1243,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
1244,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Bareland
1245,NULL,NULL,Wetland,NULL,Wetland,Bareland,NULL,Grassland
1246,NULL,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,Grassland
1247,NULL,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,Forest
1248,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
1249,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Bareland
1250,NULL,NULL,Wetland,NULL,Wetland,Water,NULL,Grassland
1251,NULL,NULL,Wetland,NULL,Wetland,Water,NULL,Cropland
1252,NULL,NULL,Wetland,NULL,Wetland,Water,Shrubland,Grassland
1253,NULL,NULL,Wetland,NULL,Wetland,Water,Shrubland,Water
1254,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
1255,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
1256,NULL,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Forest
1257,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1258,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1259,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,NULL
1260,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Grassland
1261,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Cropland
1262,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Wetland
1263,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Water
1264,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,NULL
1265,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
1266,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Cropland
1267,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Wetland
1268,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Bareland
1269,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Bareland,Grassland
1270,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
1271,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Water,Bareland
1272,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
1273,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
1274,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
1275,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
1276,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
1277,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Cropland
1278,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Shrubland,Grassland
1279,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
1280,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Cropland
1281,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Bareland
1282,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Water
1283,NULL,NULL,Wetland,Non_Water,Wetland,Cropland,Shrubland,Cropland
1284,NULL,NULL,Wetland,Non_Water,Wetland,Cropland,Water,Cropland
1285,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Water
1286,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Shrubland,Wetland
1287,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Shrubland,Water
1288,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
1289,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Cropland
1290,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
1291,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Built-up
1292,NULL,NULL,Wetland,Non_Water,Wetland,Water,NULL,Grassland
1293,NULL,NULL,Wetland,Non_Water,Wetland,Water,NULL,Cropland
1294,NULL,NULL,Wetland,Non_Water,Wetland,Water,NULL,Wetland
1295,NULL,NULL,Wetland,Non_Water,Wetland,Water,NULL,Bareland
1296,NULL,NULL,Wetland,Non_Water,Wetland,Water,NULL,Water
1297,NULL,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Grassland
1298,NULL,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Water
1299,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
1300,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Cropland
1301,NULL,NULL,Wetland,Non_Water,Wetland,Water,Bareland,Grassland
1302,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
1303,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Cropland
1304,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1305,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1306,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1307,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1308,NULL,NULL,Wetland,Water,Wetland,NULL,Shrubland,NULL
1309,NULL,NULL,Wetland,Water,Wetland,NULL,Shrubland,Grassland
1310,NULL,NULL,Wetland,Water,Wetland,NULL,Shrubland,Wetland
1311,NULL,NULL,Wetland,Water,Wetland,NULL,Shrubland,Bareland
1312,NULL,NULL,Wetland,Water,Wetland,NULL,Shrubland,Water
1313,NULL,NULL,Wetland,Water,Wetland,NULL,Shrubland,Forest
1314,NULL,NULL,Wetland,Water,Wetland,NULL,Grassland,NULL
1315,NULL,NULL,Wetland,Water,Wetland,NULL,Grassland,Grassland
1316,NULL,NULL,Wetland,Water,Wetland,NULL,Grassland,Cropland
1317,NULL,NULL,Wetland,Water,Wetland,NULL,Grassland,Wetland
1318,NULL,NULL,Wetland,Water,Wetland,NULL,Grassland,Bareland
1319,NULL,NULL,Wetland,Water,Wetland,NULL,Grassland,Built-up
1320,NULL,NULL,Wetland,Water,Wetland,NULL,Grassland,Water
1321,NULL,NULL,Wetland,Water,Wetland,NULL,Bareland,Wetland
1322,NULL,NULL,Wetland,Water,Wetland,NULL,Water,NULL
1323,NULL,NULL,Wetland,Water,Wetland,NULL,Water,Grassland
1324,NULL,NULL,Wetland,Water,Wetland,NULL,Water,Water
1325,NULL,NULL,Wetland,Water,Wetland,NULL,Water,Forest
1326,NULL,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Grassland
1327,NULL,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Cropland
1328,NULL,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Wetland
1329,NULL,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Bareland
1330,NULL,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Water
1331,NULL,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Forest
1332,NULL,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Grassland
1333,NULL,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Cropland
1334,NULL,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Wetland
1335,NULL,NULL,Wetland,Water,Wetland,Shrubland,Water,NULL
1336,NULL,NULL,Wetland,Water,Wetland,Shrubland,Water,Grassland
1337,NULL,NULL,Wetland,Water,Wetland,Grassland,NULL,Grassland
1338,NULL,NULL,Wetland,Water,Wetland,Grassland,NULL,Bareland
1339,NULL,NULL,Wetland,Water,Wetland,Grassland,NULL,Water
1340,NULL,NULL,Wetland,Water,Wetland,Grassland,Shrubland,Grassland
1341,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
1342,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Cropland
1343,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Wetland
1344,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Bareland
1345,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Water
1346,NULL,NULL,Wetland,Water,Wetland,Grassland,Bareland,Grassland
1347,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
1348,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Cropland
1349,NULL,NULL,Wetland,Water,Wetland,Cropland,Water,Cropland
1350,NULL,NULL,Wetland,Water,Wetland,Bareland,NULL,Grassland
1351,NULL,NULL,Wetland,Water,Wetland,Bareland,NULL,Bareland
1352,NULL,NULL,Wetland,Water,Wetland,Bareland,NULL,Water
1353,NULL,NULL,Wetland,Water,Wetland,Bareland,Grassland,Grassland
1354,NULL,NULL,Wetland,Water,Wetland,Bareland,Grassland,Water
1355,NULL,NULL,Wetland,Water,Wetland,Bareland,Bareland,Grassland
1356,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
1357,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Cropland
1358,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Wetland
1359,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Water
1360,NULL,NULL,Wetland,Water,Wetland,Water,NULL,Grassland
1361,NULL,NULL,Wetland,Water,Wetland,Water,NULL,Wetland
1362,NULL,NULL,Wetland,Water,Wetland,Water,NULL,Bareland
1363,NULL,NULL,Wetland,Water,Wetland,Water,NULL,Water
1364,NULL,NULL,Wetland,Water,Wetland,Water,Shrubland,Grassland
1365,NULL,NULL,Wetland,Water,Wetland,Water,Shrubland,Wetland
1366,NULL,NULL,Wetland,Water,Wetland,Water,Shrubland,Bareland
1367,NULL,NULL,Wetland,Water,Wetland,Water,Shrubland,Water
1368,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
1369,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Cropland
1370,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Wetland
1371,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Bareland
1372,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Water
1373,NULL,NULL,Wetland,Water,Wetland,Water,Bareland,Grassland
1374,NULL,NULL,Wetland,Water,Wetland,Water,Bareland,Built-up
1375,NULL,NULL,Wetland,Water,Wetland,Water,Bareland,Water
1376,NULL,NULL,Wetland,Water,Wetland,Water,Water,Grassland
1377,NULL,NULL,Wetland,Water,Wetland,Water,Water,Cropland
1378,NULL,NULL,Wetland,Water,Wetland,Water,Water,Wetland
1379,NULL,NULL,Wetland,Water,Wetland,Water,Water,Bareland
1380,NULL,NULL,Wetland,Water,Wetland,Water,Water,Water
1381,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1382,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1383,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Grassland
1384,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Cropland
1385,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Shrubland,NULL
1386,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1387,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1388,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,NULL
1389,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
1390,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Cropland
1391,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1392,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Built-up,Built-up,Forest
1393,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1394,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1395,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1396,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1397,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1398,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Shrubland,NULL
1399,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Shrubland,Grassland
1400,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Shrubland,Wetland
1401,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Shrubland,Forest
1402,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,NULL
1403,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
1404,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Cropland
1405,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Bareland
1406,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Water
1407,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland,Grassland
1408,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland,Built-up
1409,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Built-up,Grassland
1410,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Built-up,Cropland
1411,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Built-up,Bareland
1412,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Water,NULL
1413,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Grassland
1414,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Bareland
1415,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,NULL,Grassland
1416,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,NULL,Bareland
1417,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1418,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1419,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1420,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1421,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1422,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,NULL
1423,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
1424,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Cropland
1425,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Bareland
1426,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,NULL
1427,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1428,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1429,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
1430,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
1431,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1432,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1433,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1434,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1435,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1436,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Cropland
1437,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Bareland
1438,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1439,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Built-up,Cropland
1440,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Built-up,Bareland
1441,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
1442,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Cropland
1443,NULL,NULL,Bareland,NULL,Non_Wetland,Cropland,NULL,Grassland
1444,NULL,NULL,Bareland,NULL,Non_Wetland,Cropland,NULL,Cropland
1445,NULL,NULL,Bareland,NULL,Non_Wetland,Cropland,NULL,Bareland
1446,NULL,NULL,Bareland,NULL,Non_Wetland,Cropland,NULL,Built-up
1447,NULL,NULL,Bareland,NULL,Non_Wetland,Cropland,Built-up,Grassland
1448,NULL,NULL,Bareland,NULL,Non_Wetland,Cropland,Built-up,Cropland
1449,NULL,NULL,Bareland,NULL,Non_Wetland,Cropland,Built-up,Built-up
1450,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,NULL
1451,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
1452,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Cropland
1453,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
1454,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1455,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
1456,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1457,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1458,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1459,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1460,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1461,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1462,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1463,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Built-up,Cropland
1464,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Built-up,Bareland
1465,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Built-up,Built-up
1466,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Water
1467,NULL,NULL,Bareland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1468,NULL,NULL,Bareland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1469,NULL,NULL,Bareland,NULL,Non_Wetland,Built-up,Built-up,Cropland
1470,NULL,NULL,Bareland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1471,NULL,NULL,Bareland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1472,NULL,NULL,Bareland,NULL,Non_Wetland,Water,NULL,Grassland
1473,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
1474,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Bareland
1475,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Built-up,Grassland
1476,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Built-up,Bareland
1477,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Built-up,Water
1478,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Water,Bareland
1479,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
1480,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
1481,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
1482,NULL,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
1483,NULL,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
1484,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
1485,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1486,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1487,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Cropland
1488,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1489,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1490,NULL,NULL,Bareland,Water,Non_Wetland,NULL,Grassland,Cropland
1491,NULL,NULL,Bareland,Water,Non_Wetland,NULL,Bareland,Grassland
1492,NULL,NULL,Bareland,Water,Non_Wetland,NULL,Water,Grassland
1493,NULL,NULL,Bareland,Water,Non_Wetland,NULL,Water,Bareland
1494,NULL,NULL,Bareland,Water,Non_Wetland,Shrubland,Water,Grassland
1495,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,NULL,Grassland
1496,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,NULL,Water
1497,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
1498,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Bareland
1499,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
1500,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Grassland,Cropland
