Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LKJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LKJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LKJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LKJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LKJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LKJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LKJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LKJ_M_R
947,Grassland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
948,Grassland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
949,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
950,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
951,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
952,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
953,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
954,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
955,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
956,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
957,Grassland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
958,Grassland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
959,Grassland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
960,Grassland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
961,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
962,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
963,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
964,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
965,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
966,Grassland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
967,Grassland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
968,Grassland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
969,Grassland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Water
970,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
971,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
972,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
973,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
974,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
975,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
976,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
977,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
978,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
979,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
980,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
981,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
982,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,NULL
983,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
984,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Cropland
985,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
986,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
987,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
988,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
989,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
990,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
991,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
992,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
993,Grassland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
994,Grassland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
995,Grassland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
996,Grassland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
997,Grassland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
998,Grassland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Water
999,Grassland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1000,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1001,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1002,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1003,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1004,Grassland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1005,Grassland,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1006,Grassland,Forest,Water,NULL,Water,NULL,NULL,Grassland
1007,Grassland,Forest,Water,NULL,Water,NULL,NULL,Wetland
1008,Grassland,Forest,Water,NULL,Water,NULL,NULL,Water
1009,Grassland,Forest,Water,NULL,Water,NULL,NULL,Forest
1010,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
1011,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Wetland
1012,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Water
1013,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1014,Grassland,Forest,Water,Water,Water,NULL,NULL,NULL
1015,Grassland,Forest,Water,Water,Water,NULL,NULL,Grassland
1016,Grassland,Forest,Water,Water,Water,NULL,NULL,Cropland
1017,Grassland,Forest,Water,Water,Water,NULL,NULL,Wetland
1018,Grassland,Forest,Water,Water,Water,NULL,NULL,Bareland
1019,Grassland,Forest,Water,Water,Water,NULL,NULL,Water
1020,Grassland,Forest,Water,Water,Water,NULL,NULL,Forest
1021,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1022,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1023,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1024,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1025,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1026,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1027,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1028,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1029,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1030,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1031,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1032,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,NULL
1033,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1034,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1035,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1036,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
1037,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
1038,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1039,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1040,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1041,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1042,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1043,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1044,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1045,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1046,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1047,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1048,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1049,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1050,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1051,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1052,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1053,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1054,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1055,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1056,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1057,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1058,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1059,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1060,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1061,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1062,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1063,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1064,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1065,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1066,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
1067,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1068,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1069,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1070,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1071,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1072,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1073,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1074,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1075,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1076,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
1077,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1078,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
1079,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1080,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1081,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
1082,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1083,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1084,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1085,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1086,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1087,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1088,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1089,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1090,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1091,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
1092,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1093,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1094,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1095,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1096,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1097,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1098,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1099,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1100,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1101,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1102,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1103,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1104,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1105,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1106,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1107,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1108,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1109,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Forest
1110,Cropland,NULL,Water,NULL,Water,NULL,NULL,Grassland
1111,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1112,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1113,Cropland,NULL,Water,Water,Water,NULL,NULL,Grassland
1114,Cropland,NULL,Water,Water,Water,NULL,NULL,Cropland
1115,Cropland,NULL,Water,Water,Water,NULL,NULL,Bareland
1116,Cropland,NULL,Water,Water,Water,NULL,NULL,Water
1117,Cropland,NULL,Water,Water,Water,NULL,NULL,Forest
1118,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1119,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1120,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1121,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1122,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1123,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1124,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1125,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1126,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1127,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1128,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1129,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1130,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1131,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1132,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1133,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1134,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1135,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1136,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1137,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1138,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1139,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1140,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1141,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1142,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1143,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1144,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1145,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1146,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1147,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1148,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1149,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1150,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1151,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1152,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1153,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1154,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1155,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1156,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1157,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1158,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,NULL
1159,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1160,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
1161,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1162,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
1163,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1164,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1165,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1166,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1167,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1168,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1169,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1170,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1171,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1172,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1173,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
1174,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Forest
1175,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1176,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1177,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1178,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1179,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1180,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1181,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1182,Cropland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1183,Cropland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1184,Cropland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1185,Cropland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Cropland
1186,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1187,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1188,Cropland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1189,Cropland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1190,Cropland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1191,Cropland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1192,Cropland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1193,Cropland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1194,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1195,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1196,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1197,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1198,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1199,Cropland,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1200,Cropland,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
1201,Cropland,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1202,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
1203,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1204,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1205,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
1206,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
1207,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1208,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1209,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1210,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,NULL
1211,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1212,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Cropland
1213,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1214,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
1215,Cropland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1216,Cropland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1217,Cropland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1218,Cropland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1219,Cropland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1220,Cropland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1221,Cropland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1222,Cropland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1223,Cropland,Wetland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1224,Cropland,Wetland,Water,NULL,Water,NULL,NULL,Grassland
1225,Cropland,Wetland,Water,NULL,Water,NULL,NULL,Water
1226,Cropland,Wetland,Water,Water,Water,NULL,NULL,NULL
1227,Cropland,Wetland,Water,Water,Water,NULL,NULL,Grassland
1228,Cropland,Wetland,Water,Water,Water,NULL,NULL,Cropland
1229,Cropland,Wetland,Water,Water,Water,NULL,NULL,Water
1230,Cropland,Wetland,Water,Water,Water,NULL,NULL,Forest
1231,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1232,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1233,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1234,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1235,Cropland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1236,Cropland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1237,Cropland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1238,Cropland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
1239,Cropland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1240,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
1241,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1242,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1243,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Forest
1244,Cropland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1245,Cropland,Bareland,Water,Water,Water,NULL,NULL,Water
1246,Cropland,Bareland,Water,Water,Water,NULL,NULL,Forest
1247,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1248,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1249,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1250,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1251,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1252,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1253,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1254,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1255,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1256,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1257,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1258,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1259,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1260,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1261,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1262,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1263,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Built-up
1264,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1265,Cropland,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1266,Cropland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
1267,Cropland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
1268,Cropland,Built-up,Wetland,Water,Wetland,NULL,NULL,Grassland
1269,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1270,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1271,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1272,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1273,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1274,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1275,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1276,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1277,Cropland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1278,Cropland,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1279,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1280,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1281,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1282,Cropland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1283,Cropland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1284,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1285,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
