Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19KEB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KEB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KEB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KEB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KEB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19KEB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19KEB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19KEB_M_R
753,Grassland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
754,Grassland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
755,Grassland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
756,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
757,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
758,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
759,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
760,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
761,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
762,Grassland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
763,Grassland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
764,Grassland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
765,Grassland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
766,Grassland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
767,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
768,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
769,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
770,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
771,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
772,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
773,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
774,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
775,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
776,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
777,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
778,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
779,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
780,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
781,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
782,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
783,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
784,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
785,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
786,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
787,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
788,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
789,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
790,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
791,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
792,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
793,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
794,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
795,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Wetland
796,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
797,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
798,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
799,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
800,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
801,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
802,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
803,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
804,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
805,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
806,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
807,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
808,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
809,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
810,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
811,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
812,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
813,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
814,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
815,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
816,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
817,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
818,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
819,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
820,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
821,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
822,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
823,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
824,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
825,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
826,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
827,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
828,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
829,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
830,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Built-up
831,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
832,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
833,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
834,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
835,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
836,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
837,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
838,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
839,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
840,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
841,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
842,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
843,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
844,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
845,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
846,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
847,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
848,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
849,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
850,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
851,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
852,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
853,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
854,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
855,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
856,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
857,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
858,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
859,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
860,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
861,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
862,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
863,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
864,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Wetland
865,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
866,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
867,Cropland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
868,Cropland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Cropland
869,Cropland,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
870,Cropland,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Cropland
871,Cropland,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Wetland
872,Cropland,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
873,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
874,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
875,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
876,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
877,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
878,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
879,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
880,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
881,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
882,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
883,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
884,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Built-up
885,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
886,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
887,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
888,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
889,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
890,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
891,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
892,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
893,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
894,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
895,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
896,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
897,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
898,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
899,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
900,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
901,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Wetland
902,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
903,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Built-up
904,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
905,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
906,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Cropland
907,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Wetland
908,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
909,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
910,Cropland,NULL,Water,NULL,Water,NULL,NULL,Cropland
911,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
912,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
913,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
914,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
915,Cropland,NULL,Water,Water,Water,NULL,NULL,Grassland
916,Cropland,NULL,Water,Water,Water,NULL,NULL,Cropland
917,Cropland,NULL,Water,Water,Water,NULL,NULL,Wetland
918,Cropland,NULL,Water,Water,Water,NULL,NULL,Bareland
919,Cropland,NULL,Water,Water,Water,NULL,NULL,Water
920,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
921,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
922,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
923,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
924,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
925,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
926,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
927,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
928,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
929,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
930,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Built-up
931,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
932,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
933,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
934,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
935,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
936,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
937,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
938,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
939,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
940,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
941,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
942,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
943,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
944,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Built-up
945,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
946,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Cropland
947,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Wetland
948,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
949,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
950,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
951,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
952,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
953,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
954,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
955,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
956,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
957,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
958,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
959,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
960,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
961,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
962,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
963,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
964,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
965,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
966,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
967,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
968,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
969,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
970,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
971,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
972,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
973,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
974,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
975,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Built-up
976,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
977,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
978,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
979,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
980,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
981,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
982,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
983,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
984,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
985,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
986,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
987,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
988,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
989,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
990,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
991,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
992,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
993,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
994,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
995,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Cropland
996,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
997,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
998,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
999,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1000,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
1001,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1002,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
1003,Cropland,Cropland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
1004,Cropland,Cropland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Cropland
1005,Cropland,Cropland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Cropland
1006,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1007,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1008,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1009,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1010,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1011,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1012,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1013,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1014,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1015,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1016,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1017,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
1018,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1019,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1020,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1021,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1022,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1023,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1024,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1025,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1026,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1027,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
1028,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Wetland
1029,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1030,Cropland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1031,Cropland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Cropland
1032,Cropland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Wetland
1033,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
1034,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Cropland
1035,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Wetland
1036,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Bareland
1037,Cropland,Cropland,Water,Water,Water,NULL,NULL,Grassland
1038,Cropland,Cropland,Water,Water,Water,NULL,NULL,Wetland
1039,Cropland,Cropland,Water,Water,Water,NULL,NULL,Bareland
1040,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1041,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1042,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1043,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1044,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1045,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1046,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1047,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1048,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1049,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1050,Cropland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1051,Cropland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1052,Cropland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1053,Cropland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1054,Cropland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1055,Cropland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Water
1056,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1057,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1058,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1059,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1060,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1061,Cropland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1062,Cropland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1063,Cropland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1064,Cropland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1065,Cropland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1066,Cropland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1067,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1068,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1069,Cropland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1070,Cropland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
1071,Cropland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1072,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1073,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1074,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1075,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1076,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1077,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1078,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1079,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1080,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
1081,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
1082,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
