Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MND_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MND_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MND_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MND_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MND_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MND_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MND_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MND_M_R
99,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
100,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Water
101,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Wetland
102,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Wetland,Grassland
103,NULL,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
104,NULL,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Wetland
105,NULL,NULL,Grassland,Water,Non_Wetland,Water,Water,Wetland
106,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
107,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
108,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
109,NULL,NULL,Wetland,NULL,Wetland,NULL,Water,Forest
110,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
111,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
112,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
113,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
114,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
115,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
116,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
117,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
118,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
119,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
120,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
121,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Bareland
122,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
123,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
124,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
125,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
126,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Water
127,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
128,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
129,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
130,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
131,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
132,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
133,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
134,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
135,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
136,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
137,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
138,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Water
139,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Forest
140,NULL,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
141,NULL,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
142,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
143,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
144,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
145,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
146,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
147,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
148,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
149,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
150,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
151,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
152,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
153,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
154,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
155,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
156,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
157,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
158,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
159,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
160,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
161,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
162,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
163,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Water
164,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
165,NULL,NULL,Wetland,Water,Wetland,Bareland,Wetland,Wetland
166,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
167,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
168,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Water
169,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
170,NULL,NULL,Wetland,Water,Wetland,Water,Water,Grassland
171,NULL,NULL,Wetland,Water,Wetland,Water,Water,Wetland
172,NULL,NULL,Wetland,Water,Wetland,Water,Water,Water
173,NULL,NULL,Wetland,Water,Wetland,Water,Water,Forest
174,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
175,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
176,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Wetland
177,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Bareland
178,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
179,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Grassland
180,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,NULL,Forest
181,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
182,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
183,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
184,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
185,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
186,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
187,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
188,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Water
189,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
190,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
191,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Wetland
192,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
193,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
194,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
195,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
196,NULL,NULL,Bareland,NULL,Non_Wetland,Built-up,Grassland,Grassland
197,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
198,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
199,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
200,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
201,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
202,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
203,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Wetland
204,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
205,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
206,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
207,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
208,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
209,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
210,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
211,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Water,Water
212,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Wetland,Grassland
213,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Wetland,Wetland
214,NULL,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
215,NULL,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
216,NULL,NULL,Bareland,Water,Non_Wetland,Water,Water,Wetland
217,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
218,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
219,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
220,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Wetland
221,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Water,Grassland
222,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
223,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
224,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
225,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
226,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
227,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
228,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Wetland,Grassland
229,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
230,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
231,NULL,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
232,NULL,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
233,NULL,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Wetland
234,NULL,NULL,Built-up,Water,Non_Wetland,Water,Wetland,Grassland
235,NULL,NULL,Built-up,Water,Non_Wetland,Water,Wetland,Wetland
236,NULL,NULL,Built-up,Water,Non_Wetland,Water,Wetland,Water
237,NULL,NULL,Built-up,Water,Non_Wetland,Water,Water,Grassland
238,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
239,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
240,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Water
241,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Forest
242,NULL,NULL,Water,NULL,Water,Wetland,Water,Grassland
243,NULL,NULL,Water,NULL,Water,Wetland,Water,Wetland
244,NULL,NULL,Water,NULL,Water,Wetland,Water,Forest
245,NULL,NULL,Water,NULL,Water,Water,Wetland,Grassland
246,NULL,NULL,Water,NULL,Water,Water,Wetland,Wetland
247,NULL,NULL,Water,NULL,Water,Water,Wetland,Forest
248,NULL,NULL,Water,NULL,Water,Water,Water,Grassland
249,NULL,NULL,Water,NULL,Water,Water,Water,Wetland
250,NULL,NULL,Water,NULL,Water,Water,Water,Bareland
251,NULL,NULL,Water,NULL,Water,Water,Water,Water
252,NULL,NULL,Water,NULL,Water,Water,Water,Forest
253,NULL,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
254,NULL,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
255,NULL,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
256,NULL,NULL,Water,Non_Water,Water,Wetland,Water,Wetland
257,NULL,NULL,Water,Non_Water,Water,Wetland,Water,Forest
258,NULL,NULL,Water,Non_Water,Water,Water,Wetland,Grassland
259,NULL,NULL,Water,Non_Water,Water,Water,Wetland,Wetland
260,NULL,NULL,Water,Non_Water,Water,Water,Water,Grassland
261,NULL,NULL,Water,Non_Water,Water,Water,Water,Water
262,NULL,NULL,Water,Non_Water,Water,Water,Water,Forest
263,NULL,NULL,Water,Water,Water,Wetland,Wetland,Grassland
264,NULL,NULL,Water,Water,Water,Wetland,Wetland,Wetland
265,NULL,NULL,Water,Water,Water,Wetland,Wetland,Water
266,NULL,NULL,Water,Water,Water,Wetland,Wetland,Forest
267,NULL,NULL,Water,Water,Water,Wetland,Water,Grassland
268,NULL,NULL,Water,Water,Water,Wetland,Water,Wetland
269,NULL,NULL,Water,Water,Water,Wetland,Water,Bareland
270,NULL,NULL,Water,Water,Water,Wetland,Water,Water
271,NULL,NULL,Water,Water,Water,Wetland,Water,Forest
272,NULL,NULL,Water,Water,Water,Water,Wetland,Grassland
273,NULL,NULL,Water,Water,Water,Water,Wetland,Wetland
274,NULL,NULL,Water,Water,Water,Water,Wetland,Water
275,NULL,NULL,Water,Water,Water,Water,Wetland,Forest
276,NULL,NULL,Water,Water,Water,Water,Water,Grassland
277,NULL,NULL,Water,Water,Water,Water,Water,Wetland
278,NULL,NULL,Water,Water,Water,Water,Water,Bareland
279,NULL,NULL,Water,Water,Water,Water,Water,Water
280,NULL,NULL,Water,Water,Water,Water,Water,Forest
281,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
282,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
283,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
284,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
285,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
286,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
287,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
288,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
289,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
290,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
291,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
292,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
293,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
294,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
295,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
296,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
297,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
298,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
299,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
300,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
301,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
302,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
303,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
304,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
305,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
306,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
307,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
308,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
309,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
310,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
311,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Wetland,Grassland
312,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
313,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
314,NULL,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
315,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
316,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
317,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
318,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
319,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
320,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
321,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
322,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
323,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
324,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Water,Wetland
325,NULL,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
326,NULL,NULL,Forest,Water,Non_Wetland,Water,Wetland,Wetland
327,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
328,NULL,Wetland,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
329,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
330,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
331,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
332,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
333,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Forest
334,NULL,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
335,NULL,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
336,NULL,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
337,NULL,Wetland,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
338,NULL,Wetland,NULL,Water,Non_Wetland,Water,Wetland,Grassland
339,NULL,Wetland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
340,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
341,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
342,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
343,NULL,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
