Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KMF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KMF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KMF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KMF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KMF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KMF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KMF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KMF_M_R
1272,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1273,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1274,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1275,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1276,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1277,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
1278,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Cropland
1279,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
1280,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
1281,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
1282,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
1283,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1284,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
1285,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
1286,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
1287,Cropland,Cropland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Cropland
1288,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1289,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1290,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1291,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1292,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1293,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1294,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1295,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1296,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1297,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1298,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1299,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1300,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
1301,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1302,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1303,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1304,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1305,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1306,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1307,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1308,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1309,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1310,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1311,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
1312,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1313,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
1314,Cropland,Cropland,Water,NULL,Water,NULL,NULL,NULL
1315,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
1316,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Cropland
1317,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Wetland
1318,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Bareland
1319,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Built-up
1320,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Water
1321,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Forest
1322,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
1323,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Cropland
1324,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Wetland
1325,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Water
1326,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
1327,Cropland,Cropland,Water,Water,Water,NULL,NULL,Grassland
1328,Cropland,Cropland,Water,Water,Water,NULL,NULL,Cropland
1329,Cropland,Cropland,Water,Water,Water,NULL,NULL,Wetland
1330,Cropland,Cropland,Water,Water,Water,NULL,NULL,Bareland
1331,Cropland,Cropland,Water,Water,Water,NULL,NULL,Water
1332,Cropland,Cropland,Water,Water,Water,NULL,NULL,Forest
1333,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1334,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1335,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1336,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1337,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1338,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1339,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1340,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1341,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1342,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1343,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1344,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1345,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1346,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1347,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1348,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1349,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1350,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
1351,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1352,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1353,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1354,Cropland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1355,Cropland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1356,Cropland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1357,Cropland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1358,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1359,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1360,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1361,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1362,Cropland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1363,Cropland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1364,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1365,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1366,Cropland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1367,Cropland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1368,Cropland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1369,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1370,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1371,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1372,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1373,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1374,Cropland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1375,Cropland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1376,Cropland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
1377,Cropland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1378,Cropland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1379,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Cropland
1380,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1381,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1382,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1383,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1384,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1385,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1386,Cropland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1387,Cropland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1388,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1389,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1390,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1391,Cropland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1392,Cropland,Bareland,Water,NULL,Water,NULL,NULL,Water
1393,Cropland,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
1394,Cropland,Bareland,Water,Water,Water,NULL,NULL,Water
1395,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1396,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1397,Cropland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1398,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1399,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1400,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1401,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1402,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1403,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Water
1404,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1405,Cropland,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
1406,Cropland,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1407,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1408,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1409,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1410,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1411,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1412,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1413,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1414,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1415,Cropland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1416,Cropland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1417,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1418,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1419,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1420,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1421,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1422,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1423,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1424,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1425,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1426,Cropland,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Water
1427,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1428,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1429,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1430,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1431,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1432,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1433,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1434,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1435,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1436,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1437,Cropland,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1438,Cropland,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Water
1439,Cropland,Built-up,Cropland,Water,Non_Wetland,NULL,NULL,Forest
1440,Cropland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
1441,Cropland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Bareland
1442,Cropland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
1443,Cropland,Built-up,Wetland,Water,Wetland,NULL,NULL,Cropland
1444,Cropland,Built-up,Wetland,Water,Wetland,NULL,NULL,Wetland
1445,Cropland,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
1446,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1447,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
1448,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
1449,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1450,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1451,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1452,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1453,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1454,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1455,Cropland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1456,Cropland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1457,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1458,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1459,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1460,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1461,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1462,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1463,Cropland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1464,Cropland,Built-up,Water,NULL,Water,NULL,NULL,NULL
1465,Cropland,Built-up,Water,NULL,Water,NULL,NULL,Grassland
1466,Cropland,Built-up,Water,NULL,Water,NULL,NULL,Cropland
1467,Cropland,Built-up,Water,NULL,Water,NULL,NULL,Wetland
1468,Cropland,Built-up,Water,NULL,Water,NULL,NULL,Bareland
1469,Cropland,Built-up,Water,NULL,Water,NULL,NULL,Built-up
1470,Cropland,Built-up,Water,NULL,Water,NULL,NULL,Water
1471,Cropland,Built-up,Water,NULL,Water,NULL,NULL,Forest
1472,Cropland,Built-up,Water,Water,Water,NULL,NULL,Grassland
1473,Cropland,Built-up,Water,Water,Water,NULL,NULL,Water
1474,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1475,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1476,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1477,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1478,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1479,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1480,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Water
1481,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1482,Cropland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1483,Cropland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1484,Cropland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1485,Cropland,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1486,Cropland,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Water
1487,Cropland,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Forest
1488,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1489,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1490,Cropland,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1491,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1492,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1493,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1494,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1495,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1496,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1497,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1498,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1499,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1500,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1501,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1502,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1503,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1504,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1505,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1506,Cropland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1507,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1508,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1509,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1510,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1511,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1512,Cropland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1513,Cropland,Water,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
1514,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1515,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1516,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1517,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1518,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1519,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1520,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1521,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1522,Cropland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1523,Cropland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1524,Cropland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1525,Cropland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1526,Cropland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1527,Cropland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1528,Cropland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1529,Cropland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1530,Cropland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1531,Cropland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1532,Cropland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1533,Cropland,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1534,Cropland,Water,Built-up,Water,Non_Wetland,NULL,NULL,Built-up
1535,Cropland,Water,Water,NULL,Water,NULL,NULL,Grassland
1536,Cropland,Water,Water,NULL,Water,NULL,NULL,Forest
1537,Cropland,Water,Water,Water,Water,NULL,NULL,Grassland
1538,Cropland,Water,Water,Water,Water,NULL,NULL,Water
1539,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1540,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1541,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1542,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1543,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1544,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1545,Cropland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1546,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1547,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1548,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1549,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1550,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1551,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1552,Cropland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1553,Cropland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
1554,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1555,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1556,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1557,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1558,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1559,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1560,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1561,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1562,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1563,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1564,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1565,Cropland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1566,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1567,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1568,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1569,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1570,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1571,Cropland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1572,Cropland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1573,Cropland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1574,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1575,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1576,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1577,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1578,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1579,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1580,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1581,Cropland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1582,Cropland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1583,Cropland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Built-up
1584,Cropland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1585,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1586,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
1587,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
1588,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1589,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1590,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
1591,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1592,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1593,Cropland,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1594,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1595,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1596,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1597,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1598,Cropland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1599,Cropland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1600,Cropland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1601,Cropland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1602,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
