Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MQT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MQT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MQT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MQT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MQT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MQT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MQT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MQT_M_R
99,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
100,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
101,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
102,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
103,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
104,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Wetland
105,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
106,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
107,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
108,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
109,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Wetland
110,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Water,Grassland
111,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Water,Wetland
112,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,NULL,Grassland
113,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
114,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
115,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
116,NULL,NULL,Grassland,Water,Non_Wetland,Water,Water,Water
117,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
118,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
119,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
120,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
121,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
122,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
123,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
124,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
125,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
126,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
127,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
128,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
129,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
130,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
131,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
132,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
133,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
134,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
135,NULL,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
136,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
137,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
138,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
139,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
140,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
141,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
142,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
143,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
144,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
145,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
146,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
147,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
148,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
149,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
150,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
151,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
152,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
153,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
154,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
155,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
156,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
157,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
158,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
159,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
160,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
161,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Water
162,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Forest
163,NULL,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
164,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
165,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
166,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
167,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
168,NULL,NULL,Wetland,Water,Wetland,Grassland,NULL,Grassland
169,NULL,NULL,Wetland,Water,Wetland,Grassland,NULL,Wetland
170,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
171,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
172,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
173,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
174,NULL,NULL,Wetland,Water,Wetland,Wetland,NULL,Grassland
175,NULL,NULL,Wetland,Water,Wetland,Wetland,NULL,Wetland
176,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
177,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
178,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
179,NULL,NULL,Wetland,Water,Wetland,Bareland,NULL,Grassland
180,NULL,NULL,Wetland,Water,Wetland,Bareland,NULL,Wetland
181,NULL,NULL,Wetland,Water,Wetland,Bareland,Wetland,Grassland
182,NULL,NULL,Wetland,Water,Wetland,Bareland,Wetland,Wetland
183,NULL,NULL,Wetland,Water,Wetland,Water,NULL,Grassland
184,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
185,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
186,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Bareland
187,NULL,NULL,Wetland,Water,Wetland,Water,Water,Wetland
188,NULL,NULL,Wetland,Water,Wetland,Water,Water,Bareland
189,NULL,NULL,Wetland,Water,Wetland,Water,Water,Water
190,NULL,NULL,Wetland,Water,Wetland,Water,Water,Forest
191,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,Forest
192,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,NULL
193,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
194,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
195,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
196,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,NULL
197,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
198,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
199,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
200,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,NULL
201,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
202,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Wetland
203,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
204,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
205,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
206,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
207,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
208,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,NULL
209,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
210,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
211,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
212,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
213,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
214,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
215,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
216,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Wetland,Grassland
217,NULL,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
218,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
219,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
220,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
221,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
222,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
223,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Built-up
224,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
225,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
226,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
227,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
228,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
229,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
230,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Built-up
231,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
232,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Wetland
233,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Built-up
234,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
235,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Forest,Grassland
236,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
237,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
238,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
239,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
240,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
241,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,NULL,Grassland
242,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,Grassland,Grassland
243,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,Wetland,Grassland
244,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,Wetland,Wetland
245,NULL,NULL,Built-up,Water,Non_Wetland,Grassland,Water,Wetland
246,NULL,NULL,Built-up,Water,Non_Wetland,Wetland,NULL,Grassland
247,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,NULL,Grassland
248,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Wetland,Grassland
249,NULL,NULL,Built-up,Water,Non_Wetland,Water,Wetland,Grassland
250,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
251,NULL,NULL,Water,NULL,Water,Water,Wetland,Forest
252,NULL,NULL,Water,NULL,Water,Water,Water,Water
253,NULL,NULL,Water,Non_Water,Water,Water,Water,Wetland
254,NULL,NULL,Water,Non_Water,Water,Water,Water,Water
255,NULL,NULL,Water,Water,Water,Water,Wetland,Grassland
256,NULL,NULL,Water,Water,Water,Water,Wetland,Wetland
257,NULL,NULL,Water,Water,Water,Water,Water,Grassland
258,NULL,NULL,Water,Water,Water,Water,Water,Wetland
259,NULL,NULL,Water,Water,Water,Water,Water,Water
260,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
261,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
262,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
263,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
264,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
265,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
266,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
267,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
268,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
269,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
270,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
271,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
272,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
273,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
274,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
275,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
276,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
277,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
278,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
279,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
280,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
281,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
282,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
283,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
284,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
285,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
286,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
287,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
288,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
289,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
290,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
291,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
292,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
293,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
294,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
295,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
296,NULL,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
297,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
298,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
299,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
300,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
301,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
302,NULL,NULL,Forest,Water,Non_Wetland,Grassland,NULL,Grassland
303,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
304,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
305,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
306,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
307,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
308,NULL,Bareland,Wetland,Water,Wetland,Water,Wetland,Wetland
309,NULL,Bareland,Wetland,Water,Wetland,Water,Water,Wetland
310,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
311,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
312,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
313,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Built-up
314,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
315,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
316,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
317,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
318,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
319,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
320,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
321,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
322,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
323,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
324,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
325,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
326,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
327,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
328,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
329,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
330,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
331,NULL,Built-up,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
332,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
333,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
