Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22NBF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22NBF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22NBF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22NBF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22NBF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22NBF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22NBF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22NBF_M_R
20,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
21,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
22,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
23,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
24,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
25,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
26,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
27,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
28,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
29,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
30,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
31,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
32,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
33,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Forest,Grassland
34,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
35,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
36,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Forest,Grassland
37,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Bareland
38,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Bareland
39,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Forest,Wetland
40,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
41,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
42,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
43,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
44,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
45,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
46,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
47,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
48,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
49,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
50,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
51,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
52,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
53,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
54,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Forest
55,NULL,NULL,Wetland,NULL,Wetland,Bareland,Forest,Grassland
56,NULL,NULL,Wetland,NULL,Wetland,Bareland,Forest,Forest
57,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
58,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Bareland
59,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Forest
60,NULL,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
61,NULL,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
62,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
63,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Bareland
64,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
65,NULL,NULL,Wetland,Non_Water,Wetland,Water,Forest,Grassland
66,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
67,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Bareland
68,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Forest
69,NULL,NULL,Wetland,Water,Wetland,Water,Water,Grassland
70,NULL,NULL,Wetland,Water,Wetland,Water,Water,Bareland
71,NULL,NULL,Wetland,Water,Wetland,Water,Water,Forest
72,NULL,NULL,Wetland,Water,Wetland,Water,Forest,Wetland
73,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Forest
74,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
75,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
76,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
77,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
78,NULL,NULL,Water,NULL,Water,Bareland,Bareland,Grassland
79,NULL,NULL,Water,NULL,Water,Bareland,Forest,Wetland
80,NULL,NULL,Water,NULL,Water,Water,Water,Forest
81,NULL,NULL,Water,NULL,Water,Water,Forest,Grassland
82,NULL,NULL,Water,NULL,Water,Water,Forest,Wetland
83,NULL,NULL,Water,Non_Water,Water,Water,Water,Bareland
84,NULL,NULL,Water,Non_Water,Water,Water,Water,Water
85,NULL,NULL,Water,Non_Water,Water,Water,Water,Forest
86,NULL,NULL,Water,Water,Water,Bareland,Grassland,Grassland
87,NULL,NULL,Water,Water,Water,Bareland,Forest,Grassland
88,NULL,NULL,Water,Water,Water,Bareland,Forest,Wetland
89,NULL,NULL,Water,Water,Water,Water,Grassland,Wetland
90,NULL,NULL,Water,Water,Water,Water,Wetland,Grassland
91,NULL,NULL,Water,Water,Water,Water,Wetland,Forest
92,NULL,NULL,Water,Water,Water,Water,Water,Grassland
93,NULL,NULL,Water,Water,Water,Water,Water,Bareland
94,NULL,NULL,Water,Water,Water,Water,Water,Forest
95,NULL,NULL,Water,Water,Water,Water,Forest,Grassland
96,NULL,NULL,Water,Water,Water,Water,Forest,Wetland
97,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
98,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
99,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
100,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
101,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
102,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
103,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
104,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
105,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
106,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
107,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
108,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
109,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
110,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
111,NULL,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
112,NULL,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
113,NULL,NULL,Forest,NULL,Non_Wetland,Water,Forest,Wetland
114,NULL,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
115,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
116,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
117,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
118,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
119,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Forest,Grassland
120,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Grassland,Grassland
121,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Bareland
122,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Forest,Grassland
123,NULL,NULL,Forest,Water,Non_Wetland,Water,Grassland,Grassland
124,NULL,NULL,Forest,Water,Non_Wetland,Water,Forest,Grassland
125,NULL,NULL,Forest,Water,Non_Wetland,Water,Forest,Wetland
126,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
127,NULL,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
128,NULL,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
129,NULL,Wetland,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
130,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
131,NULL,Wetland,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
132,NULL,Wetland,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
133,NULL,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Bareland
134,NULL,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
135,NULL,Wetland,Wetland,NULL,Wetland,Water,Water,Bareland
136,NULL,Wetland,Wetland,NULL,Wetland,Water,Water,Water
137,NULL,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
138,NULL,Wetland,Wetland,NULL,Wetland,Water,Forest,Forest
139,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
140,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
141,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
142,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Water,Bareland
143,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
144,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
145,NULL,Wetland,Wetland,Water,Wetland,Bareland,Forest,Forest
146,NULL,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
147,NULL,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
148,NULL,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
149,NULL,Wetland,Wetland,Water,Wetland,Water,Water,Bareland
150,NULL,Wetland,Wetland,Water,Wetland,Water,Water,Water
151,NULL,Wetland,Wetland,Water,Wetland,Water,Water,Forest
152,NULL,Wetland,Water,NULL,Water,Water,Water,Bareland
153,NULL,Wetland,Water,Non_Water,Water,Water,Water,Water
154,NULL,Wetland,Water,Non_Water,Water,Water,Water,Forest
155,NULL,Wetland,Water,Water,Water,Water,Wetland,Water
156,NULL,Wetland,Water,Water,Water,Water,Wetland,Forest
157,NULL,Wetland,Water,Water,Water,Water,Water,Grassland
158,NULL,Wetland,Water,Water,Water,Water,Water,Wetland
159,NULL,Wetland,Water,Water,Water,Water,Water,Bareland
160,NULL,Wetland,Water,Water,Water,Water,Water,Water
161,NULL,Wetland,Water,Water,Water,Water,Water,Forest
162,NULL,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
163,NULL,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Grassland
164,NULL,Wetland,Forest,Water,Non_Wetland,Water,Water,Grassland
165,NULL,Bareland,Wetland,Water,Wetland,Water,Water,Grassland
166,NULL,Bareland,Wetland,Water,Wetland,Water,Water,Water
167,NULL,Bareland,Water,Water,Water,Water,Water,Grassland
168,NULL,Bareland,Water,Water,Water,Water,Water,Bareland
169,NULL,Bareland,Water,Water,Water,Water,Water,Water
170,NULL,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
171,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
172,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
173,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
174,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
175,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
176,NULL,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Bareland
177,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
178,NULL,Water,Wetland,NULL,Wetland,Bareland,Wetland,Bareland
179,NULL,Water,Wetland,NULL,Wetland,Water,Wetland,Water
180,NULL,Water,Wetland,NULL,Wetland,Water,Water,Grassland
181,NULL,Water,Wetland,NULL,Wetland,Water,Water,Forest
182,NULL,Water,Wetland,NULL,Wetland,Water,Forest,Grassland
183,NULL,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
184,NULL,Water,Wetland,Non_Water,Wetland,Water,Water,Water
185,NULL,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
186,NULL,Water,Wetland,Water,Wetland,Water,Water,Grassland
187,NULL,Water,Wetland,Water,Wetland,Water,Water,Bareland
188,NULL,Water,Wetland,Water,Wetland,Water,Water,Water
189,NULL,Water,Wetland,Water,Wetland,Water,Water,Forest
190,NULL,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
191,NULL,Water,Water,NULL,Water,Bareland,Grassland,Forest
192,NULL,Water,Water,NULL,Water,Water,Water,Grassland
193,NULL,Water,Water,NULL,Water,Water,Water,Bareland
194,NULL,Water,Water,NULL,Water,Water,Water,Water
195,NULL,Water,Water,NULL,Water,Water,Water,Forest
196,NULL,Water,Water,NULL,Water,Water,Forest,Bareland
197,NULL,Water,Water,Non_Water,Water,Water,Water,Water
198,NULL,Water,Water,Water,Water,Bareland,Wetland,Forest
199,NULL,Water,Water,Water,Water,Water,Wetland,Bareland
200,NULL,Water,Water,Water,Water,Water,Water,Grassland
201,NULL,Water,Water,Water,Water,Water,Water,Bareland
202,NULL,Water,Water,Water,Water,Water,Water,Water
203,NULL,Water,Water,Water,Water,Water,Water,Forest
204,NULL,Water,Water,Water,Water,Water,Forest,Forest
205,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
206,NULL,Water,Forest,NULL,Non_Wetland,Water,Water,Water
207,NULL,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
208,NULL,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
209,NULL,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
210,NULL,Water,Forest,Water,Non_Wetland,Water,Water,Forest
211,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
212,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
213,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
214,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
215,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
216,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
217,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
218,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
219,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
220,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
221,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
222,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
223,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
224,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
225,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
226,NULL,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
227,NULL,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
228,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
229,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
230,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
231,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
232,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
233,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
234,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
235,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
236,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
237,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
238,NULL,Forest,Wetland,NULL,Wetland,Wetland,Bareland,Forest
239,NULL,Forest,Water,NULL,Water,Bareland,Bareland,Forest
240,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
241,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
242,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
243,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
244,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
245,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
246,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
247,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
248,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
249,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
250,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
251,NULL,Forest,Forest,NULL,Non_Wetland,Water,Bareland,Forest
252,NULL,Forest,Forest,NULL,Non_Wetland,Water,Forest,Grassland
253,NULL,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
254,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
255,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
256,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
257,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
258,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
259,Grassland,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
260,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
261,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
262,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
263,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
264,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
265,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
266,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
267,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
268,Grassland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
269,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
270,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
271,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
272,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
273,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
274,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
275,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
276,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
277,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
278,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
279,Cropland,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Forest
280,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
281,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
282,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
283,Cropland,Forest,Forest,NULL,Non_Wetland,Water,Bareland,Bareland
284,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
285,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
286,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
287,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
288,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
289,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
290,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Bareland
291,Wetland,NULL,Water,Non_Water,Water,Water,Water,Bareland
292,Wetland,NULL,Water,Water,Water,Water,Grassland,Wetland
293,Wetland,NULL,Water,Water,Water,Water,Forest,Wetland
294,Wetland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
295,Wetland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
296,Wetland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
297,Wetland,NULL,Forest,Water,Non_Wetland,Water,Grassland,Wetland
298,Wetland,Wetland,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
299,Wetland,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Bareland
300,Wetland,Wetland,Wetland,NULL,Wetland,NULL,Water,Bareland
301,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Bareland
302,Wetland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
303,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
304,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Bareland
305,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Water
306,Wetland,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
307,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,Water,Forest
308,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Bareland
309,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Water
310,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Grassland
311,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Bareland
312,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
313,Wetland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
314,Wetland,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
315,Wetland,Wetland,Wetland,Water,Wetland,Water,Wetland,Bareland
316,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
317,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Bareland
318,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Water
319,Wetland,Wetland,Wetland,Water,Wetland,Water,Water,Forest
320,Wetland,Wetland,Wetland,Water,Wetland,Forest,Water,Forest
321,Wetland,Wetland,Water,NULL,Water,Water,Water,Bareland
322,Wetland,Wetland,Water,NULL,Water,Water,Water,Water
323,Wetland,Wetland,Water,NULL,Water,Water,Water,Forest
324,Wetland,Wetland,Water,Non_Water,Water,Water,Water,Water
325,Wetland,Wetland,Water,Non_Water,Water,Water,Water,Forest
326,Wetland,Wetland,Water,Water,Water,Water,Wetland,Forest
327,Wetland,Wetland,Water,Water,Water,Water,Water,Grassland
328,Wetland,Wetland,Water,Water,Water,Water,Water,Bareland
329,Wetland,Wetland,Water,Water,Water,Water,Water,Water
330,Wetland,Wetland,Water,Water,Water,Water,Water,Forest
331,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Forest
332,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
333,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,Water,Water
334,Wetland,Wetland,Forest,Water,Non_Wetland,Water,Water,Forest
335,Wetland,Bareland,Water,Water,Water,Water,Water,Bareland
336,Wetland,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
337,Wetland,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
338,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Water
339,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Forest
340,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Water
341,Wetland,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
342,Wetland,Water,Wetland,Water,Wetland,Water,Wetland,Bareland
343,Wetland,Water,Wetland,Water,Wetland,Water,Water,Grassland
344,Wetland,Water,Wetland,Water,Wetland,Water,Water,Bareland
345,Wetland,Water,Wetland,Water,Wetland,Water,Water,Water
346,Wetland,Water,Water,NULL,Water,Water,Water,Grassland
347,Wetland,Water,Water,NULL,Water,Water,Water,Water
348,Wetland,Water,Water,Non_Water,Water,Water,Wetland,Forest
349,Wetland,Water,Water,Non_Water,Water,Water,Water,Water
350,Wetland,Water,Water,Water,Water,Bareland,Water,Water
351,Wetland,Water,Water,Water,Water,Water,Water,Grassland
352,Wetland,Water,Water,Water,Water,Water,Water,Bareland
353,Wetland,Water,Water,Water,Water,Water,Water,Water
354,Wetland,Water,Water,Water,Water,Water,Water,Forest
355,Wetland,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
356,Wetland,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
