Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18MZT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MZT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MZT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MZT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MZT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18MZT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18MZT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18MZT_M_R
796,NULL,Forest,Water,Water,Water,Water,Water,Water
797,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
798,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
799,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
800,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
801,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
802,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
803,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
804,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Built-up
805,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
806,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
807,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
808,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
809,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
810,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Forest
811,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
812,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
813,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
814,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
815,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
816,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
817,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
818,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Water,Forest
819,NULL,Forest,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
820,NULL,Forest,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
821,NULL,Forest,Forest,NULL,Non_Wetland,Built-up,Wetland,Forest
822,NULL,Forest,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
823,NULL,Forest,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
824,NULL,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Forest
825,NULL,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
826,NULL,Forest,Forest,NULL,Non_Wetland,Water,Bareland,Built-up
827,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
828,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
829,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
830,NULL,Forest,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
831,NULL,Forest,Forest,Non_Water,Non_Wetland,Wetland,Bareland,Forest
832,NULL,Forest,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
833,NULL,Forest,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
834,NULL,Forest,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
835,NULL,Forest,Forest,Non_Water,Non_Wetland,Built-up,Bareland,Grassland
836,NULL,Forest,Forest,Water,Non_Wetland,Grassland,Bareland,Forest
837,NULL,Forest,Forest,Water,Non_Wetland,Grassland,Water,Grassland
838,NULL,Forest,Forest,Water,Non_Wetland,Bareland,Bareland,Forest
839,NULL,Forest,Forest,Water,Non_Wetland,Water,Water,Forest
840,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
841,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Water
842,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
843,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
844,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
845,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
846,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
847,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
848,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
849,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
850,Grassland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
851,Grassland,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
852,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
853,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Bareland
854,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
855,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Water
856,Grassland,NULL,NULL,NULL,Non_Wetland,Water,Water,Water
857,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
858,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
859,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
860,Grassland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
861,Grassland,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
862,Grassland,NULL,NULL,Water,Non_Wetland,Grassland,Water,Grassland
863,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
864,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
865,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
866,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
867,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
868,Grassland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
869,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
870,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
871,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
872,Grassland,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
873,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
874,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
875,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
876,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
877,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
878,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
879,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
880,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
881,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
882,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Water
883,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
884,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
885,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
886,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
887,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
888,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
889,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
890,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
891,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
892,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
893,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
894,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Bareland
895,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
896,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
897,Grassland,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
898,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
899,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Water
900,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
901,Grassland,NULL,Grassland,NULL,Non_Wetland,Water,Water,Bareland
902,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
903,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
904,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Water,Grassland,Grassland
905,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
906,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
907,Grassland,NULL,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
908,Grassland,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
909,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
910,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
911,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
912,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
913,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
914,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
915,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
916,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
917,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
918,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
919,Grassland,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
920,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
921,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
922,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
923,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,NULL
924,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
925,Grassland,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
926,Grassland,NULL,Wetland,NULL,Wetland,NULL,Water,Forest
927,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
928,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
929,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
930,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
931,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
932,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
933,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
934,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
935,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
936,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
937,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
938,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
939,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
940,Grassland,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
941,Grassland,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
942,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,NULL
943,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
944,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Water
945,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
946,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
947,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
948,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,NULL
949,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
950,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Water
951,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
952,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
953,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
954,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
955,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Water
956,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
957,Grassland,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
958,Grassland,NULL,Wetland,Water,Wetland,NULL,Wetland,Grassland
959,Grassland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
960,Grassland,NULL,Wetland,Water,Wetland,Grassland,Wetland,Water
961,Grassland,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
962,Grassland,NULL,Wetland,Water,Wetland,Grassland,Water,Water
963,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
964,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
965,Grassland,NULL,Wetland,Water,Wetland,Water,Water,Water
966,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
967,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
968,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
969,Grassland,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Water
970,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
971,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
972,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
973,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
974,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
975,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
976,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
977,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
978,Grassland,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
979,Grassland,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
980,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
981,Grassland,NULL,Water,NULL,Water,Grassland,Water,Grassland
982,Grassland,NULL,Water,NULL,Water,Water,Water,Water
983,Grassland,NULL,Water,Non_Water,Water,Grassland,Grassland,Grassland
984,Grassland,NULL,Water,Non_Water,Water,Grassland,Wetland,Grassland
985,Grassland,NULL,Water,Non_Water,Water,Grassland,Water,Forest
986,Grassland,NULL,Water,Non_Water,Water,Wetland,Water,Water
987,Grassland,NULL,Water,Non_Water,Water,Water,Wetland,Water
988,Grassland,NULL,Water,Water,Water,NULL,Wetland,Grassland
989,Grassland,NULL,Water,Water,Water,NULL,Water,Water
990,Grassland,NULL,Water,Water,Water,Grassland,Grassland,Grassland
991,Grassland,NULL,Water,Water,Water,Grassland,Wetland,Grassland
992,Grassland,NULL,Water,Water,Water,Grassland,Wetland,Water
993,Grassland,NULL,Water,Water,Water,Grassland,Water,Grassland
994,Grassland,NULL,Water,Water,Water,Grassland,Water,Water
995,Grassland,NULL,Water,Water,Water,Wetland,Wetland,Grassland
996,Grassland,NULL,Water,Water,Water,Wetland,Wetland,Water
997,Grassland,NULL,Water,Water,Water,Wetland,Water,Water
998,Grassland,NULL,Water,Water,Water,Bareland,Wetland,Grassland
999,Grassland,NULL,Water,Water,Water,Bareland,Wetland,Water
1000,Grassland,NULL,Water,Water,Water,Bareland,Water,Water
1001,Grassland,NULL,Water,Water,Water,Water,Wetland,Grassland
1002,Grassland,NULL,Water,Water,Water,Water,Wetland,Water
1003,Grassland,NULL,Water,Water,Water,Water,Wetland,Forest
1004,Grassland,NULL,Water,Water,Water,Water,Water,Grassland
1005,Grassland,NULL,Water,Water,Water,Water,Water,Water
1006,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
1007,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1008,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1009,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1010,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
1011,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1012,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1013,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1014,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
1015,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1016,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
1017,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1018,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
1019,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1020,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1021,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1022,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
1023,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1024,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1025,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1026,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1027,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1028,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1029,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1030,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1031,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1032,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1033,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1034,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1035,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
1036,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
1037,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
1038,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1039,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
1040,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1041,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1042,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1043,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
1044,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
1045,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1046,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1047,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1048,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1049,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
1050,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
1051,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1052,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Water
1053,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1054,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1055,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1056,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
1057,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
1058,Grassland,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1059,Grassland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1060,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
1061,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
1062,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
1063,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Water
1064,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Water,Grassland
1065,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Water,Water
1066,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1067,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1068,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1069,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1070,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1071,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1072,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1073,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1074,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1075,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1076,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1077,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1078,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1079,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1080,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1081,Grassland,Cropland,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1082,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1083,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1084,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1085,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1086,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1087,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
1088,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1089,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
1090,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1091,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1092,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1093,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1094,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
1095,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1096,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1097,Grassland,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1098,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
1099,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1100,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1101,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1102,Grassland,Bareland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1103,Grassland,Bareland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1104,Grassland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1105,Grassland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1106,Grassland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1107,Grassland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1108,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1109,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1110,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1111,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1112,Grassland,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
1113,Grassland,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1114,Grassland,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1115,Grassland,Water,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
1116,Grassland,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
1117,Grassland,Water,NULL,NULL,Non_Wetland,Water,Water,Water
1118,Grassland,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
1119,Grassland,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1120,Grassland,Water,Grassland,NULL,Non_Wetland,Water,Water,Grassland
1121,Grassland,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
1122,Grassland,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
1123,Grassland,Water,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
1124,Grassland,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
1125,Grassland,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1126,Grassland,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
1127,Grassland,Water,Wetland,Water,Wetland,Grassland,Water,Water
1128,Grassland,Water,Wetland,Water,Wetland,Water,Water,Grassland
1129,Grassland,Water,Wetland,Water,Wetland,Water,Water,Water
1130,Grassland,Water,Bareland,Water,Non_Wetland,Water,Water,Water
1131,Grassland,Water,Built-up,NULL,Non_Wetland,Forest,Grassland,Grassland
