Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MRC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MRC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MRC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MRC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MRC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MRC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MRC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MRC_M_R
2780,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Grassland
2781,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Forest
2782,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,NULL,Grassland
2783,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Cropland,NULL,Forest
2784,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Forest,NULL,Grassland
2785,Cropland,Cropland,Lichens_and_Mosses,Non_Water,Non_Wetland,Cropland,NULL,Forest
2786,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
2787,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland,NULL,Forest
2788,Cropland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2789,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland,NULL,Grassland
2790,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland,NULL,Forest
2791,Cropland,Cropland,Bareland,NULL,Non_Wetland,Cropland,Forest,Grassland
2792,Cropland,Cropland,Bareland,NULL,Non_Wetland,Wetland,NULL,Forest
2793,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
2794,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
2795,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
2796,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2797,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
2798,Cropland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
2799,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
2800,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Bareland
2801,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Built-up
2802,Cropland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Forest
2803,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
2804,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
2805,Cropland,Cropland,Built-up,NULL,Non_Wetland,Forest,NULL,Grassland
2806,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,Grassland,NULL,Grassland
2807,Cropland,Cropland,Water,NULL,Water,Cropland,NULL,Grassland
2808,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
2809,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2810,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2811,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2812,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2813,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
2814,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2815,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2816,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2817,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
2818,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Bareland
2819,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
2820,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
2821,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
2822,Cropland,Cropland,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
2823,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2824,Cropland,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2825,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
2826,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
2827,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2828,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
2829,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2830,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2831,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
2832,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2833,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2834,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
2835,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Cropland,NULL,Grassland
2836,Cropland,Cropland,Forest,Non_Water,Non_Wetland,Cropland,NULL,Forest
2837,Cropland,Bareland,NULL,Water,Non_Wetland,Water,Forest,Water
2838,Cropland,Bareland,Wetland,Non_Water,Wetland,Bareland,Water,Water
2839,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2840,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2841,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
2842,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
2843,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
2844,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2845,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Built-up
2846,Cropland,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2847,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2848,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
2849,Cropland,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
2850,Cropland,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
2851,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2852,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2853,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2854,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2855,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
2856,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2857,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2858,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
2859,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2860,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2861,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2862,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
2863,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
2864,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
2865,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
2866,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2867,Cropland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
2868,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2869,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2870,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2871,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2872,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
2873,Cropland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2874,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2875,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2876,Cropland,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
2877,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
2878,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
2879,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
2880,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
2881,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2882,Cropland,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
2883,Cropland,Built-up,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
2884,Cropland,Built-up,Wetland,NULL,Wetland,Wetland,Grassland,Forest
2885,Cropland,Built-up,Wetland,NULL,Wetland,Wetland,Forest,Forest
2886,Cropland,Built-up,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
2887,Cropland,Built-up,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
2888,Cropland,Built-up,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2889,Cropland,Built-up,Bareland,NULL,Non_Wetland,Wetland,Forest,Built-up
2890,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2891,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
2892,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
2893,Cropland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
2894,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
2895,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
2896,Cropland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
2897,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
2898,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
2899,Cropland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
2900,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2901,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2902,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
2903,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2904,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2905,Cropland,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2906,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2907,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
2908,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
2909,Cropland,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
2910,Cropland,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
2911,Cropland,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2912,Cropland,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2913,Cropland,Water,NULL,Non_Water,Non_Wetland,Wetland,Forest,Grassland
2914,Cropland,Water,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
2915,Cropland,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
2916,Cropland,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2917,Cropland,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
2918,Cropland,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
2919,Cropland,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
2920,Cropland,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
2921,Cropland,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
2922,Cropland,Water,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2923,Cropland,Water,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
2924,Cropland,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2925,Cropland,Water,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
2926,Cropland,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
2927,Cropland,Water,Wetland,NULL,Wetland,Water,Water,Forest
2928,Cropland,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
2929,Cropland,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
2930,Cropland,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
2931,Cropland,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
2932,Cropland,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
2933,Cropland,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
2934,Cropland,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
2935,Cropland,Water,Wetland,Water,Wetland,Wetland,Water,Water
2936,Cropland,Water,Wetland,Water,Wetland,Bareland,Wetland,Grassland
2937,Cropland,Water,Wetland,Water,Wetland,Bareland,Wetland,Forest
2938,Cropland,Water,Water,Water,Water,Water,Forest,Water
2939,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2940,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2941,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
2942,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2943,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2944,Cropland,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
2945,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
2946,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2947,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
2948,Cropland,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
2949,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2950,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
2951,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2952,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2953,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
2954,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
2955,Cropland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
2956,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2957,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
2958,Cropland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
2959,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2960,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2961,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2962,Cropland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
2963,Cropland,Forest,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2964,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2965,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2966,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2967,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
2968,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2969,Cropland,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2970,Cropland,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
2971,Cropland,Forest,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
2972,Cropland,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
2973,Cropland,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
2974,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2975,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
2976,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2977,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
2978,Cropland,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
2979,Cropland,Forest,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
2980,Cropland,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2981,Cropland,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
2982,Cropland,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
2983,Cropland,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
2984,Cropland,Forest,Wetland,Water,Wetland,Grassland,Wetland,Grassland
2985,Cropland,Forest,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
2986,Cropland,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Forest
2987,Cropland,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
2988,Cropland,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
2989,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2990,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2991,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2992,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2993,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
2994,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2995,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2996,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2997,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2998,Cropland,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2999,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
3000,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3001,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3002,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
3003,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
3004,Cropland,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
3005,Cropland,Forest,Forest,NULL,Non_Wetland,Built-up,Forest,Grassland
3006,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3007,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3008,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
3009,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3010,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3011,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
3012,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
3013,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Forest
3014,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
3015,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
3016,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
3017,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
3018,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
3019,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
3020,Wetland,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Forest
3021,Wetland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
3022,Wetland,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
3023,Wetland,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Forest
3024,Wetland,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
3025,Wetland,NULL,NULL,NULL,Non_Wetland,Water,Forest,Grassland
3026,Wetland,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
3027,Wetland,NULL,NULL,Water,Non_Wetland,Wetland,Water,Grassland
3028,Wetland,NULL,NULL,Water,Non_Wetland,Water,Wetland,Grassland
3029,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3030,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3031,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3032,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
3033,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
3034,Wetland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
3035,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3036,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
3037,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
3038,Wetland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
3039,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3040,Wetland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
3041,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
3042,Wetland,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
3043,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Built-up
3044,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
3045,Wetland,NULL,Shrubland,Water,Non_Wetland,Wetland,Bareland,Grassland
3046,Wetland,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
3047,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3048,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3049,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3050,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
3051,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
3052,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
3053,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
3054,Wetland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
3055,Wetland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3056,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
3057,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
3058,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
3059,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
3060,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
3061,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
3062,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
3063,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
3064,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
3065,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
3066,Wetland,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
3067,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
3068,Wetland,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
3069,Wetland,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
3070,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
3071,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
3072,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
3073,Wetland,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
3074,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
3075,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
3076,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
3077,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
3078,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
3079,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
3080,Wetland,NULL,Wetland,Non_Water,Wetland,Water,Forest,Grassland
3081,Wetland,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
3082,Wetland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
3083,Wetland,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
3084,Wetland,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
3085,Wetland,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
3086,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Grassland
3087,Wetland,NULL,Wetland,Water,Wetland,Water,Water,Wetland
3088,Wetland,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
3089,Wetland,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
3090,Wetland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
3091,Wetland,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
3092,Wetland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
3093,Wetland,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
3094,Wetland,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
3095,Wetland,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
3096,Wetland,NULL,Water,NULL,Water,Water,Wetland,Grassland
3097,Wetland,NULL,Water,NULL,Water,Water,Wetland,Wetland
3098,Wetland,NULL,Water,NULL,Water,Water,Water,Grassland
3099,Wetland,NULL,Water,NULL,Water,Water,Water,Wetland
3100,Wetland,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
