Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LVR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LVR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LVR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LVR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LVR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LVR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LVR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LVR_M_R
6431,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
6432,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
6433,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
6434,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
6435,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
6436,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
6437,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
6438,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
6439,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
6440,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6441,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
6442,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Wetland
6443,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
6444,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6445,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6446,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
6447,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6448,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
6449,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6450,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
6451,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
6452,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
6453,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
6454,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
6455,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
6456,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
6457,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6458,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
6459,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
6460,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
6461,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6462,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
6463,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
6464,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
6465,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
6466,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
6467,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
6468,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
6469,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
6470,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
6471,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
6472,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
6473,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
6474,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
6475,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
6476,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
6477,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6478,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
6479,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
6480,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,NULL
6481,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
6482,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
6483,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
6484,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
6485,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
6486,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
6487,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
6488,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
6489,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
6490,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
6491,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
6492,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
6493,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
6494,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,NULL
6495,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
6496,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
6497,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
6498,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
6499,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6500,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
6501,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,NULL
6502,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Forest
6503,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Water,NULL,NULL
6504,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
6505,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Water,NULL,Forest
6506,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Water,Grassland,NULL
6507,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
6508,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
6509,Grassland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
6510,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,NULL
6511,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
6512,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
6513,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
6514,Grassland,Cropland,Wetland,NULL,Wetland,Shrubland,NULL,NULL
6515,Grassland,Cropland,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
6516,Grassland,Cropland,Wetland,NULL,Wetland,Shrubland,NULL,Wetland
6517,Grassland,Cropland,Wetland,NULL,Wetland,Shrubland,NULL,Forest
6518,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,NULL,Grassland
6519,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,NULL,Cropland
6520,Grassland,Cropland,Wetland,NULL,Wetland,Cropland,NULL,Forest
6521,Grassland,Cropland,Wetland,NULL,Wetland,Water,NULL,Cropland
6522,Grassland,Cropland,Wetland,NULL,Wetland,Water,NULL,Forest
6523,Grassland,Cropland,Wetland,NULL,Wetland,Forest,NULL,Forest
6524,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
6525,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
6526,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
6527,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
6528,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,Water,Grassland
6529,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,Water,Forest
6530,Grassland,Cropland,Wetland,Non_Water,Wetland,Shrubland,NULL,NULL
6531,Grassland,Cropland,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
6532,Grassland,Cropland,Wetland,Non_Water,Wetland,Shrubland,NULL,Wetland
6533,Grassland,Cropland,Wetland,Non_Water,Wetland,Shrubland,NULL,Forest
6534,Grassland,Cropland,Wetland,Non_Water,Wetland,Grassland,NULL,NULL
6535,Grassland,Cropland,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
6536,Grassland,Cropland,Wetland,Non_Water,Wetland,Grassland,NULL,Cropland
6537,Grassland,Cropland,Wetland,Non_Water,Wetland,Cropland,NULL,Forest
6538,Grassland,Cropland,Wetland,Non_Water,Wetland,Water,NULL,NULL
6539,Grassland,Cropland,Wetland,Non_Water,Wetland,Water,NULL,Grassland
6540,Grassland,Cropland,Wetland,Non_Water,Wetland,Water,NULL,Forest
6541,Grassland,Cropland,Wetland,Non_Water,Wetland,Forest,NULL,Grassland
6542,Grassland,Cropland,Wetland,Non_Water,Wetland,Forest,NULL,Forest
6543,Grassland,Cropland,Wetland,Non_Water,Wetland,Forest,Water,Forest
6544,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,NULL
6545,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
6546,Grassland,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
6547,Grassland,Cropland,Wetland,Water,Wetland,NULL,Water,Forest
6548,Grassland,Cropland,Wetland,Water,Wetland,Shrubland,NULL,Wetland
6549,Grassland,Cropland,Wetland,Water,Wetland,Grassland,NULL,Forest
6550,Grassland,Cropland,Wetland,Water,Wetland,Water,NULL,Forest
6551,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Grassland
6552,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
6553,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
6554,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
6555,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
6556,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
6557,Grassland,Cropland,Bareland,NULL,Non_Wetland,Shrubland,NULL,Cropland
6558,Grassland,Cropland,Bareland,NULL,Non_Wetland,Shrubland,NULL,Forest
6559,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,NULL,Cropland
6560,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,NULL,Forest
6561,Grassland,Cropland,Bareland,NULL,Non_Wetland,Water,NULL,Forest
6562,Grassland,Cropland,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
6563,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
6564,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
6565,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
6566,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
6567,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
6568,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
6569,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
6570,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
6571,Grassland,Cropland,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
6572,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
6573,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
6574,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
6575,Grassland,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
6576,Grassland,Cropland,Water,Non_Water,Water,Grassland,NULL,Cropland
6577,Grassland,Cropland,Water,Water,Water,NULL,NULL,Forest
6578,Grassland,Cropland,Water,Water,Water,NULL,Water,Forest
6579,Grassland,Cropland,Water,Water,Water,Water,NULL,Cropland
6580,Grassland,Cropland,Water,Water,Water,Forest,Water,Forest
6581,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
6582,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
6583,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
6584,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
6585,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
6586,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
6587,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
6588,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
6589,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
6590,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
6591,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
6592,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
6593,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
6594,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
6595,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
6596,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
6597,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Wetland
6598,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
6599,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6600,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6601,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
6602,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6603,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
6604,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
6605,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
6606,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
6607,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
6608,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6609,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
6610,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
6611,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
6612,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
6613,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
6614,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
6615,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
6616,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
6617,Grassland,Cropland,Forest,NULL,Non_Wetland,Built-up,NULL,Cropland
6618,Grassland,Cropland,Forest,NULL,Non_Wetland,Water,NULL,Cropland
6619,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,NULL
6620,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
6621,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
6622,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
6623,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
6624,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
6625,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
6626,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
6627,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,NULL,NULL
6628,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
6629,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
6630,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
6631,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,NULL,Cropland
6632,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,NULL
6633,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
6634,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Cropland,NULL,NULL
6635,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
6636,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Water,Grassland,NULL
6637,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
6638,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,NULL
6639,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
6640,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
6641,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
6642,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
6643,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
6644,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
6645,Grassland,Wetland,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
6646,Grassland,Wetland,NULL,NULL,Non_Wetland,Shrubland,NULL,Wetland
6647,Grassland,Wetland,NULL,NULL,Non_Wetland,Shrubland,NULL,Built-up
6648,Grassland,Wetland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
6649,Grassland,Wetland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6650,Grassland,Wetland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6651,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
6652,Grassland,Wetland,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
6653,Grassland,Wetland,NULL,NULL,Non_Wetland,Water,NULL,Forest
6654,Grassland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
6655,Grassland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
6656,Grassland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
6657,Grassland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
6658,Grassland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
6659,Grassland,Wetland,NULL,Non_Water,Non_Wetland,NULL,Shrubland,NULL
6660,Grassland,Wetland,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
6661,Grassland,Wetland,NULL,Non_Water,Non_Wetland,NULL,Grassland,Wetland
6662,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,NULL,NULL
6663,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
6664,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
6665,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Forest
6666,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
6667,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
6668,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
6669,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
6670,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Cropland,NULL,Forest
6671,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Water,NULL,NULL
6672,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Water,NULL,Cropland
6673,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Forest,NULL,NULL
6674,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Forest,NULL,Wetland
6675,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
6676,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Forest,Shrubland,NULL
6677,Grassland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
6678,Grassland,Wetland,NULL,Water,Non_Wetland,NULL,Grassland,Wetland
6679,Grassland,Wetland,NULL,Water,Non_Wetland,Shrubland,NULL,Wetland
6680,Grassland,Wetland,NULL,Water,Non_Wetland,Shrubland,Shrubland,Wetland
6681,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
6682,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
6683,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
6684,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
6685,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
6686,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Water,NULL,Cropland
6687,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
6688,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
6689,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
6690,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
6691,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
6692,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
6693,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
6694,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
6695,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
6696,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
6697,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
6698,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
6699,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
6700,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest,NULL,NULL
6701,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
6702,Grassland,Wetland,Shrubland,Water,Non_Wetland,Shrubland,NULL,Wetland
6703,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
6704,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
6705,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
6706,Grassland,Wetland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
6707,Grassland,Wetland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6708,Grassland,Wetland,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
6709,Grassland,Wetland,Grassland,NULL,Non_Wetland,Water,NULL,Forest
6710,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
6711,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
6712,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
6713,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
6714,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
6715,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Forest,NULL,Wetland
6716,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,Forest,NULL,Forest
6717,Grassland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
6718,Grassland,Wetland,Grassland,Water,Non_Wetland,Shrubland,Grassland,NULL
6719,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
6720,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
6721,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
6722,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
6723,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
6724,Grassland,Wetland,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
6725,Grassland,Wetland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
6726,Grassland,Wetland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
6727,Grassland,Wetland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6728,Grassland,Wetland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
6729,Grassland,Wetland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
6730,Grassland,Wetland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
6731,Grassland,Wetland,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
6732,Grassland,Wetland,Cropland,NULL,Non_Wetland,Water,NULL,Cropland
6733,Grassland,Wetland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
6734,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
6735,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
6736,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
6737,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
6738,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
6739,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
6740,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
6741,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
6742,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
6743,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
6744,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
