Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LKH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LKH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LKH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LKH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LKH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LKH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LKH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LKH_M_R
753,Grassland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
754,Grassland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Wetland
755,Grassland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Forest
756,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Wetland
757,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
758,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
759,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
760,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
761,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
762,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
763,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
764,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
765,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
766,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
767,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
768,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
769,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
770,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
771,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
772,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
773,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
774,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
775,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
776,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
777,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Water
778,Grassland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
779,Grassland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
780,Grassland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
781,Grassland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
782,Grassland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
783,Grassland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
784,Grassland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
785,Grassland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,NULL
786,Grassland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
787,Grassland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Cropland
788,Grassland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Wetland
789,Grassland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Water
790,Grassland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Forest
791,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
792,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
793,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
794,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
795,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
796,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
797,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
798,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
799,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
800,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
801,Grassland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
802,Grassland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
803,Grassland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
804,Grassland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
805,Grassland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
806,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
807,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
808,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
809,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
810,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
811,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
812,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
813,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
814,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
815,Grassland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
816,Grassland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
817,Grassland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
818,Grassland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Water
819,Grassland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
820,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
821,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
822,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
823,Grassland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
824,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
825,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
826,Grassland,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
827,Grassland,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
828,Grassland,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
829,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
830,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
831,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Cropland
832,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
833,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Bareland
834,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
835,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
836,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
837,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
838,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
839,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
840,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
841,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
842,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
843,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,NULL
844,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
845,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Cropland
846,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
847,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
848,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
849,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
850,Grassland,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
851,Grassland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
852,Grassland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
853,Grassland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
854,Grassland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
855,Grassland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
856,Grassland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
857,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
858,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
859,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
860,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
861,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
862,Grassland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
863,Grassland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
864,Grassland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
865,Grassland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
866,Grassland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Water
867,Grassland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
868,Grassland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
869,Grassland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
870,Grassland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
871,Grassland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
872,Grassland,Wetland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Wetland
873,Grassland,Wetland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
874,Grassland,Wetland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
875,Grassland,Wetland,Built-up,Water,Non_Wetland,NULL,NULL,Wetland
876,Grassland,Wetland,Water,NULL,Water,NULL,NULL,NULL
877,Grassland,Wetland,Water,NULL,Water,NULL,NULL,Grassland
878,Grassland,Wetland,Water,NULL,Water,NULL,NULL,Wetland
879,Grassland,Wetland,Water,NULL,Water,NULL,NULL,Bareland
880,Grassland,Wetland,Water,NULL,Water,NULL,NULL,Water
881,Grassland,Wetland,Water,NULL,Water,NULL,NULL,Forest
882,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,NULL
883,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
884,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,Cropland
885,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
886,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,Bareland
887,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,Water
888,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
889,Grassland,Wetland,Water,Water,Water,NULL,NULL,NULL
890,Grassland,Wetland,Water,Water,Water,NULL,NULL,Grassland
891,Grassland,Wetland,Water,Water,Water,NULL,NULL,Cropland
892,Grassland,Wetland,Water,Water,Water,NULL,NULL,Wetland
893,Grassland,Wetland,Water,Water,Water,NULL,NULL,Bareland
894,Grassland,Wetland,Water,Water,Water,NULL,NULL,Water
895,Grassland,Wetland,Water,Water,Water,NULL,NULL,Forest
896,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
897,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
898,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
899,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
900,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
901,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
902,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
903,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
904,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
905,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
906,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
907,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
908,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
909,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,NULL
910,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
911,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
912,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
913,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
914,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
915,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
916,Grassland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Wetland
917,Grassland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
918,Grassland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
919,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
920,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
921,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
922,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
923,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
924,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
925,Grassland,Water,NULL,NULL,Non_Wetland,NULL,NULL,NULL
926,Grassland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
927,Grassland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
928,Grassland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
929,Grassland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
930,Grassland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
931,Grassland,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
932,Grassland,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
933,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
934,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
935,Grassland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
936,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
937,Grassland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
938,Grassland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
939,Grassland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
940,Grassland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
941,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
942,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,NULL
943,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
944,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
945,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
946,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
947,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
948,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,NULL
949,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
950,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
951,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
952,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
953,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
954,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
955,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
956,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Water
957,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
958,Grassland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
959,Grassland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
960,Grassland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
961,Grassland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
962,Grassland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
963,Grassland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
964,Grassland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
965,Grassland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
966,Grassland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
967,Grassland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
968,Grassland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
969,Grassland,Water,Water,NULL,Water,NULL,NULL,NULL
970,Grassland,Water,Water,NULL,Water,NULL,NULL,Wetland
971,Grassland,Water,Water,NULL,Water,NULL,NULL,Forest
972,Grassland,Water,Water,Non_Water,Water,NULL,NULL,Wetland
973,Grassland,Water,Water,Non_Water,Water,NULL,NULL,Water
974,Grassland,Water,Water,Water,Water,NULL,NULL,Grassland
975,Grassland,Water,Water,Water,Water,NULL,NULL,Wetland
976,Grassland,Water,Water,Water,Water,NULL,NULL,Water
977,Grassland,Water,Water,Water,Water,NULL,NULL,Forest
978,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
979,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
980,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
981,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
982,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
983,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
984,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
985,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
986,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
987,Grassland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
988,Grassland,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
989,Grassland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
990,Grassland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
991,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
992,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
993,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
994,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
995,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
996,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
997,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
998,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
999,Grassland,Forest,NULL,Water,Non_Wetland,NULL,NULL,NULL
1000,Grassland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1001,Grassland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1002,Grassland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
1003,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1004,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1005,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1006,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1007,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1008,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1009,Grassland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1010,Grassland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1011,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1012,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1013,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1014,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1015,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1016,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1017,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1018,Grassland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1019,Grassland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1020,Grassland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1021,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1022,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1023,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1024,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1025,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1026,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1027,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
1028,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1029,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Cropland
1030,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
1031,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
1032,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1033,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1034,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1035,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1036,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
1037,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1038,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
1039,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
1040,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
1041,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1042,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1043,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1044,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1045,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1046,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1047,Grassland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
1048,Grassland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1049,Grassland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1050,Grassland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1051,Grassland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1052,Grassland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1053,Grassland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1054,Grassland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1055,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1056,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1057,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1058,Grassland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1059,Grassland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
1060,Grassland,Forest,Built-up,Water,Non_Wetland,NULL,NULL,Water
1061,Grassland,Forest,Water,NULL,Water,NULL,NULL,NULL
1062,Grassland,Forest,Water,NULL,Water,NULL,NULL,Grassland
1063,Grassland,Forest,Water,NULL,Water,NULL,NULL,Wetland
1064,Grassland,Forest,Water,NULL,Water,NULL,NULL,Water
1065,Grassland,Forest,Water,NULL,Water,NULL,NULL,Forest
1066,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
1067,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Wetland
1068,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1069,Grassland,Forest,Water,Water,Water,NULL,NULL,Grassland
1070,Grassland,Forest,Water,Water,Water,NULL,NULL,Wetland
1071,Grassland,Forest,Water,Water,Water,NULL,NULL,Water
1072,Grassland,Forest,Water,Water,Water,NULL,NULL,Forest
1073,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1074,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1075,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1076,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1077,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1078,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1079,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1080,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1081,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1082,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1083,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,NULL
1084,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1085,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1086,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1087,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
1088,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
1089,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1090,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1091,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1092,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1093,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1094,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1095,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1096,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
