Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MNS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MNS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MNS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MNS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MNS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MNS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MNS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MNS_M_R
2372,NULL,NULL,Water,Water,Water,Wetland,Bareland,Wetland
2373,NULL,NULL,Water,Water,Water,Wetland,Water,Wetland
2374,NULL,NULL,Water,Water,Water,Wetland,Forest,Wetland
2375,NULL,NULL,Water,Water,Water,Bareland,NULL,Grassland
2376,NULL,NULL,Water,Water,Water,Bareland,Grassland,Bareland
2377,NULL,NULL,Water,Water,Water,Bareland,Grassland,Water
2378,NULL,NULL,Water,Water,Water,Bareland,Bareland,Grassland
2379,NULL,NULL,Water,Water,Water,Bareland,Bareland,Wetland
2380,NULL,NULL,Water,Water,Water,Bareland,Bareland,Bareland
2381,NULL,NULL,Water,Water,Water,Bareland,Bareland,Built-up
2382,NULL,NULL,Water,Water,Water,Bareland,Bareland,Water
2383,NULL,NULL,Water,Water,Water,Bareland,Water,Water
2384,NULL,NULL,Water,Water,Water,Water,Grassland,Water
2385,NULL,NULL,Water,Water,Water,Water,Wetland,Grassland
2386,NULL,NULL,Water,Water,Water,Water,Wetland,Wetland
2387,NULL,NULL,Water,Water,Water,Water,Wetland,Water
2388,NULL,NULL,Water,Water,Water,Water,Water,Wetland
2389,NULL,NULL,Water,Water,Water,Water,Water,Water
2390,NULL,NULL,Water,Water,Water,Forest,Forest,Grassland
2391,NULL,NULL,Water,Water,Water,Forest,Forest,Forest
2392,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2393,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2394,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2395,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2396,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
2397,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
2398,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2399,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
2400,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
2401,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
2402,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
2403,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
2404,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
2405,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
2406,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Bareland
2407,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Built-up
2408,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Water
2409,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2410,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
2411,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
2412,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Cropland
2413,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
2414,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2415,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
2416,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
2417,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
2418,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,Built-up
2419,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
2420,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Water,Grassland
2421,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Water,Bareland
2422,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
2423,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
2424,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Wetland
2425,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Bareland
2426,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Built-up
2427,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Water
2428,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2429,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
2430,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
2431,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
2432,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
2433,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2434,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2435,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
2436,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
2437,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2438,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
2439,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2440,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
2441,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
2442,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Built-up
2443,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
2444,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
2445,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2446,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Cropland
2447,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
2448,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Built-up
2449,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
2450,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
2451,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
2452,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Built-up
2453,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
2454,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Built-up,Grassland
2455,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
2456,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
2457,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Cropland
2458,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Wetland
2459,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Bareland
2460,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Built-up
2461,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
2462,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
2463,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
2464,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
2465,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
2466,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Bareland
2467,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2468,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
2469,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2470,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2471,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Wetland
2472,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
2473,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
2474,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2475,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
2476,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
2477,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
2478,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
2479,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
2480,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2481,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
2482,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2483,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Cropland
2484,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
2485,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Built-up
2486,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2487,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
2488,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Cropland
2489,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Wetland
2490,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Built-up
2491,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
2492,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,NULL
2493,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
2494,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Built-up
2495,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
2496,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,NULL
2497,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
2498,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Water
2499,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
2500,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
2501,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2502,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
2503,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
2504,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Bareland
2505,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Built-up
2506,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2507,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
2508,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
2509,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Wetland
2510,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
2511,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Cropland
2512,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Wetland
2513,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
2514,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
2515,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
2516,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Wetland
2517,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
2518,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Grassland
2519,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Cropland
2520,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Wetland
2521,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Built-up
2522,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Forest
2523,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Bareland,Grassland
2524,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Bareland,Wetland
2525,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Bareland,Built-up
2526,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Built-up,Grassland
2527,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
2528,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Wetland
2529,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
2530,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
2531,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
2532,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Cropland
2533,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
2534,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
2535,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
2536,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2537,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Cropland
2538,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
2539,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Built-up
2540,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
2541,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
2542,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2543,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Cropland
2544,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
2545,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Bareland
2546,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Built-up
2547,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2548,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
2549,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2550,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Cropland
2551,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
2552,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Built-up
2553,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2554,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
2555,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Cropland
2556,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Wetland
2557,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
2558,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Built-up,Grassland
2559,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Built-up,Wetland
2560,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
2561,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
2562,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
2563,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
2564,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Cropland
2565,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
2566,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Bareland
2567,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2568,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
2569,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
2570,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
2571,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Wetland
2572,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
2573,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Built-up
2574,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
2575,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2576,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Cropland
2577,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Wetland
2578,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Built-up
2579,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
2580,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
2581,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2582,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
2583,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Wetland
2584,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
2585,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
2586,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2587,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
2588,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
2589,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Cropland
2590,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
2591,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Bareland
2592,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Built-up
2593,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
2594,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
2595,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
2596,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Cropland
2597,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Wetland
2598,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
2599,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
2600,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
2601,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,NULL
2602,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
2603,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Cropland
2604,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Bareland
2605,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Built-up
2606,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
2607,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
2608,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Bareland
2609,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Forest
2610,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
2611,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
2612,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Cropland
2613,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Wetland
2614,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
2615,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Built-up
2616,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2617,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
2618,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Wetland
2619,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Bareland
2620,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
2621,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Shrubland,Grassland
2622,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Shrubland,Wetland
2623,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Shrubland,Forest
2624,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,NULL
2625,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
2626,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Cropland
2627,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Wetland
2628,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Bareland
2629,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Built-up
2630,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
2631,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Wetland,Grassland
2632,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Wetland,Wetland
2633,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Wetland,Built-up
2634,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Wetland,Forest
2635,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,NULL
2636,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
2637,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Built-up
2638,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
2639,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,NULL
2640,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
2641,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Cropland
2642,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Bareland
2643,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
2644,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
2645,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Forest,Grassland
2646,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
2647,NULL,NULL,Forest,NULL,Non_Wetland,Water,NULL,Grassland
2648,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
2649,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
2650,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,NULL
2651,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
2652,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
2653,NULL,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
2654,NULL,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
2655,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
2656,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
2657,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
2658,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
2659,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
2660,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
2661,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
2662,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
2663,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
2664,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Bareland
2665,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Water
2666,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2667,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
2668,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
2669,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2670,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
2671,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Water,Grassland
2672,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
2673,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
2674,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
2675,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
2676,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Built-up
2677,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2678,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
2679,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2680,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
2681,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2682,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,NULL
2683,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
2684,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Wetland
2685,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Built-up
2686,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
2687,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
2688,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Wetland
2689,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
2690,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
2691,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest,Grassland
2692,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest,Wetland
2693,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
2694,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
2695,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
2696,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
2697,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
2698,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
2699,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Cropland
2700,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
2701,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
2702,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Forest
2703,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,NULL
2704,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
2705,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Forest
