Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MMU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MMU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MMU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MMU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MMU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MMU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MMU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MMU_M_R
68,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
69,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
70,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
71,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Bareland,Bareland
72,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Bareland,Built-up
73,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
74,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
75,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
76,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Forest,Grassland
77,NULL,NULL,NULL,NULL,Non_Wetland,Built-up,Forest,Forest
78,NULL,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
79,NULL,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Wetland
80,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
81,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
82,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
83,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
84,NULL,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
85,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
86,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Water,Grassland
87,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
88,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Wetland
89,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
90,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
91,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Bareland
92,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
93,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
94,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
95,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
96,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Bareland
97,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Forest,Bareland
98,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Forest,Grassland
99,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
100,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Bareland
101,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
102,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
103,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
104,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
105,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
106,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
107,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Wetland
108,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
109,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
110,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
111,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
112,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
113,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
114,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
115,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
116,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
117,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
118,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Wetland
119,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
120,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
121,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
122,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
123,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
124,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Wetland
125,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
126,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Wetland
127,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
128,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
129,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Wetland
130,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
131,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
132,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
133,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
134,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
135,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
136,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
137,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
138,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
139,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
140,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
141,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
142,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
143,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Wetland
144,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Bareland
145,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
146,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
147,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
148,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Cropland
149,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
150,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
151,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
152,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
153,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
154,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
155,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
156,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
157,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
158,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
159,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
160,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
161,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
162,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
163,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
164,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
165,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
166,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
167,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Wetland
168,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
169,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
170,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
171,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
172,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
173,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
174,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
175,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
176,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
177,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
178,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Wetland
179,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
180,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
181,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
182,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
183,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
184,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
185,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Bareland
186,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
187,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
188,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
189,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Wetland
190,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
191,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
192,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
193,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
194,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Bareland
195,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
196,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
197,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
198,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
199,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
200,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
201,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
202,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
203,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
204,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
205,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
206,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
207,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Built-up
208,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
209,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
210,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
211,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
212,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
213,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
214,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
215,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
216,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Bareland
217,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
218,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
219,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
220,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
221,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Forest,Grassland
222,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
223,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
224,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
225,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Wetland
226,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
227,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
228,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Wetland
229,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
230,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
231,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Wetland
232,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
233,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
234,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
235,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
236,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
237,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
238,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
239,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
240,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
241,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
242,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Cropland
243,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
244,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
245,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
246,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Wetland
247,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Bareland
248,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
249,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
250,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
251,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
252,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Wetland
253,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Built-up
254,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
255,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
256,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
257,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Wetland
258,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Wetland,Grassland
259,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Wetland,Wetland
260,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
261,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
262,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Wetland
263,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
264,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
265,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Cropland
266,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
267,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
268,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
269,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Cropland
270,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
271,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
272,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
273,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Wetland
274,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Bareland
275,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
276,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Built-up,Grassland
277,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Built-up,Built-up
278,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
279,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
280,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
281,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Wetland
282,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Built-up
283,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
284,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
285,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Bareland
286,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
287,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
288,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
289,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Wetland
290,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
291,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
292,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
293,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,NULL
294,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
295,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Wetland
296,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Bareland
297,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Built-up
298,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
299,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
300,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Wetland
301,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
302,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
303,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
304,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
305,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Bareland
306,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Built-up
307,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
308,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
309,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Wetland
310,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Bareland
311,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Built-up
312,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
313,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Cropland
314,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Wetland
315,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Bareland
316,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Built-up
317,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
318,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,Grassland
319,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
320,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Built-up
