Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19KHT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KHT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KHT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KHT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KHT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19KHT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19KHT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19KHT_M_R
331,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
332,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
333,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
334,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
335,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
336,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
337,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
338,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
339,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
340,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
341,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
342,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
343,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
344,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
345,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
346,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
347,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
348,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
349,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
350,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
351,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
352,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
353,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
354,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
355,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
356,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
357,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
358,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
359,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
360,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
361,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
362,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
363,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
364,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
365,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
366,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
367,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
368,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
369,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
370,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
371,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
372,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
373,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
374,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
375,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
376,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
377,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
378,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
379,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
380,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
381,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
382,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
383,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
384,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
385,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
386,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
387,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
388,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
389,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
390,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
391,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
392,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
393,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
394,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
395,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
396,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
397,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
398,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
399,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
400,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
401,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
402,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
403,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
404,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
405,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
406,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
407,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
408,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
409,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
410,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
411,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
412,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
413,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
414,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
415,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
416,Cropland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
417,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
418,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
419,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
420,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
421,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
422,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
423,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
424,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
425,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
426,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
427,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
428,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
429,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
430,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
431,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
432,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
433,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
434,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
435,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
436,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
437,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
438,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
439,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
440,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
441,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
442,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
443,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
444,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
445,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
446,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
447,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Water
448,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
449,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
450,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
451,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
452,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
453,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
454,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
455,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
456,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
457,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
458,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
459,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
460,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
461,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
462,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
463,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
464,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
465,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
466,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
467,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
468,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
469,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
470,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
471,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
472,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
473,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
474,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
475,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
476,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
477,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
478,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
479,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
480,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
481,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
482,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
483,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
484,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
485,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
486,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
487,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
488,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
489,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
490,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
491,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
492,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
493,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
494,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,NULL
495,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
496,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
497,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
498,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
499,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
500,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
501,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
502,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
503,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
504,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
505,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
506,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
507,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
508,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
509,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
510,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
511,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
512,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
513,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
514,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
515,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
516,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
517,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
518,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
519,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
520,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
521,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
522,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
523,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
524,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
525,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
526,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
527,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
528,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
529,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
530,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
531,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
532,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
533,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
534,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
535,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
536,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
537,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
538,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
539,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
540,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
541,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
542,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
543,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
544,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
545,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
546,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
547,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
548,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
549,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
550,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
551,Bareland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
552,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
553,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
554,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
555,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
556,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
557,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
558,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
559,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
560,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
561,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
562,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
563,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
564,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
565,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
566,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
567,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
568,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
569,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
570,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
571,Bareland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
572,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Bareland
573,Bareland,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Water
574,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
575,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
576,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
577,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
578,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
579,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
580,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
581,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
582,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
583,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
584,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
585,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Built-up
586,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
587,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
588,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,NULL
589,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
590,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
591,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
592,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Built-up
593,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
594,Bareland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
595,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
596,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
597,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
598,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
599,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
600,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
601,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
602,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
603,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
604,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
605,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
606,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,NULL
607,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
608,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
609,Bareland,NULL,Water,NULL,Water,NULL,NULL,NULL
610,Bareland,NULL,Water,NULL,Water,NULL,NULL,Grassland
611,Bareland,NULL,Water,NULL,Water,NULL,NULL,Bareland
612,Bareland,NULL,Water,NULL,Water,NULL,NULL,Water
613,Bareland,NULL,Water,NULL,Water,NULL,NULL,Forest
614,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
615,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
616,Bareland,NULL,Water,Water,Water,NULL,NULL,NULL
617,Bareland,NULL,Water,Water,Water,NULL,NULL,Grassland
618,Bareland,NULL,Water,Water,Water,NULL,NULL,Bareland
619,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
620,Bareland,NULL,Water,Water,Water,NULL,NULL,Forest
621,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
622,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
623,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
624,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
625,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
626,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
627,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
628,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
629,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
630,Bareland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
631,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
632,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
633,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
634,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
635,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
636,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
637,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
638,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
639,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
640,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
641,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
642,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
643,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
644,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
645,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
646,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
647,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
648,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
649,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
650,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
651,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
652,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
653,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
654,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
655,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
656,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
657,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
658,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
659,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
660,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
661,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
662,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
663,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
664,Bareland,Wetland,Water,Water,Water,NULL,NULL,Water
