Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LBE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LBE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LBE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LBE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LBE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LBE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LBE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LBE_M_R
794,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
795,Grassland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
796,Grassland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
797,Grassland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
798,Grassland,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
799,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
800,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
801,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
802,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
803,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
804,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
805,Grassland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
806,Grassland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
807,Grassland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
808,Grassland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
809,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
810,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
811,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
812,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
813,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
814,Grassland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
815,Grassland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
816,Grassland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
817,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
818,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
819,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
820,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Water
821,Grassland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
822,Grassland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
823,Grassland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
824,Grassland,Water,Water,NULL,Water,NULL,NULL,Grassland
825,Grassland,Water,Water,NULL,Water,NULL,NULL,Water
826,Grassland,Water,Water,Water,Water,NULL,NULL,Grassland
827,Grassland,Water,Water,Water,Water,NULL,NULL,Water
828,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
829,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
830,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
831,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
832,Grassland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
833,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
834,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
835,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
836,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
837,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
838,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
839,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
840,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
841,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
842,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
843,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
844,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
845,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
846,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
847,Grassland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
848,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
849,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
850,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
851,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
852,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
853,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
854,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
855,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
856,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
857,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
858,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
859,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
860,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
861,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
862,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
863,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
864,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
865,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
866,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
867,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
868,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
869,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
870,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
871,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
872,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
873,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
874,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
875,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
876,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Cropland
877,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
878,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
879,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
880,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
881,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
882,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
883,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
884,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
885,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
886,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
887,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
888,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
889,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
890,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
891,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
892,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
893,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
894,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
895,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
896,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
897,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
898,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
899,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
900,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
901,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
902,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
903,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
904,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
905,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
906,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
907,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
908,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
909,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
910,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Built-up
911,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
912,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
913,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
914,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
915,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
916,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
917,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
918,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
919,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
920,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
921,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
922,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
923,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
924,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
925,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
926,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
927,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
928,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
929,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
930,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
931,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
932,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
933,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
934,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
935,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
936,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
937,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
938,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
939,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
940,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
941,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
942,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
943,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
944,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
945,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
946,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
947,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
948,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
949,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
950,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
951,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
952,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
953,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
954,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
955,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Cropland
956,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
957,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
958,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
959,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
960,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
961,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
962,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
963,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
964,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
965,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
966,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
967,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
968,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
969,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
970,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
971,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
972,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
973,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
974,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
975,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
976,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
977,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
978,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Cropland
979,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
980,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
981,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
982,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
983,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
984,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
985,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
986,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
987,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
988,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
989,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
990,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
991,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
992,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
993,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
994,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
995,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
996,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
997,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
998,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
999,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1000,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1001,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1002,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1003,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1004,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1005,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1006,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1007,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1008,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1009,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1010,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1011,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1012,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
1013,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1014,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1015,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1016,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1017,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1018,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1019,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
1020,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
1021,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1022,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1023,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1024,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
1025,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Cropland
1026,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
1027,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1028,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
1029,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1030,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
1031,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1032,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1033,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1034,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1035,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1036,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1037,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1038,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1039,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1040,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1041,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1042,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1043,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1044,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1045,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
1046,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1047,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1048,Cropland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
1049,Cropland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Cropland
1050,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Cropland
1051,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Cropland
1052,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1053,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1054,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1055,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1056,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1057,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1058,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1059,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1060,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1061,Cropland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1062,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1063,Cropland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1064,Cropland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1065,Cropland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1066,Cropland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1067,Cropland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1068,Cropland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1069,Cropland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1070,Cropland,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1071,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1072,Cropland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1073,Cropland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1074,Cropland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1075,Cropland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1076,Cropland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1077,Cropland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1078,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1079,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1080,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1081,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1082,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1083,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1084,Cropland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1085,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1086,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1087,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1088,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1089,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1090,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1091,Cropland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1092,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1093,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1094,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1095,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1096,Cropland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1097,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1098,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1099,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1100,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1101,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1102,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1103,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1104,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1105,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1106,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1107,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1108,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1109,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1110,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1111,Cropland,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1112,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1113,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1114,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1115,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1116,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1117,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1118,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1119,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1120,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1121,Cropland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1122,Cropland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
