Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19NGD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NGD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NGD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NGD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NGD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NGD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19NGD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19NGD_M_R
354,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
355,Bareland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
356,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
357,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
358,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
359,Bareland,NULL,Water,NULL,Water,NULL,NULL,Grassland
360,Bareland,NULL,Water,NULL,Water,NULL,NULL,Bareland
361,Bareland,NULL,Water,NULL,Water,NULL,NULL,Forest
362,Bareland,NULL,Water,Water,Water,NULL,NULL,Grassland
363,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
364,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
365,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
366,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
367,Bareland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
368,Bareland,Wetland,Water,Water,Water,NULL,NULL,Water
369,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
370,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
371,Bareland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
372,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
373,Bareland,Bareland,Grassland,Water,Non_Wetland,NULL,NULL,Water
374,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
375,Bareland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
376,Bareland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
377,Bareland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
378,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
379,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
380,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Water
381,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Forest
382,Bareland,Bareland,Water,Non_Water,Water,NULL,NULL,Water
383,Bareland,Bareland,Water,Water,Water,NULL,NULL,Water
384,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
385,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
386,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
387,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
388,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
389,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
390,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
391,Bareland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
392,Bareland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Wetland
393,Bareland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Bareland
394,Bareland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
395,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
396,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
397,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
398,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
399,Bareland,Built-up,Water,NULL,Water,NULL,NULL,Grassland
400,Bareland,Built-up,Water,NULL,Water,NULL,NULL,Bareland
401,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
402,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
403,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
404,Bareland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
405,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
406,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
407,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
408,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
409,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
410,Bareland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
411,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
412,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
413,Bareland,Water,Water,NULL,Water,NULL,NULL,Grassland
414,Bareland,Water,Water,NULL,Water,NULL,NULL,Water
415,Bareland,Water,Water,Water,Water,NULL,NULL,Wetland
416,Bareland,Water,Water,Water,Water,NULL,NULL,Water
417,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
418,Bareland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
419,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
420,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
421,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
422,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
423,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
424,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
425,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
426,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
427,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
428,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
429,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
430,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
431,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
432,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
433,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
434,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
435,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
436,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
437,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
438,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
439,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
440,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
441,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
442,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
443,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
444,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
445,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
446,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
447,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
448,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
449,Water,NULL,Water,NULL,Water,NULL,NULL,Wetland
450,Water,NULL,Water,NULL,Water,NULL,NULL,Water
451,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
452,Water,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
453,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
454,Water,NULL,Water,Water,Water,NULL,NULL,Wetland
455,Water,NULL,Water,Water,Water,NULL,NULL,Water
456,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
457,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
458,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
459,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
460,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
461,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
462,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
463,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
464,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
465,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
466,Water,Wetland,Water,NULL,Water,NULL,NULL,Water
467,Water,Wetland,Water,NULL,Water,NULL,NULL,Forest
468,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Water
469,Water,Wetland,Water,Water,Water,NULL,NULL,Grassland
470,Water,Wetland,Water,Water,Water,NULL,NULL,Wetland
471,Water,Wetland,Water,Water,Water,NULL,NULL,Water
472,Water,Wetland,Water,Water,Water,NULL,NULL,Forest
473,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
474,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
475,Water,Bareland,Water,NULL,Water,NULL,NULL,Water
476,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Water
477,Water,Bareland,Water,Water,Water,NULL,NULL,Water
478,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
479,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
480,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
481,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
482,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
483,Water,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
484,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
485,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
486,Water,Built-up,Water,NULL,Water,NULL,NULL,Bareland
487,Water,Built-up,Water,Water,Water,NULL,NULL,Forest
488,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
489,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
490,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
491,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
492,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
493,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
494,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
495,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
496,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
497,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
498,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
499,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
500,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
501,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
502,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
503,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
504,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
505,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
506,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
507,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
508,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
509,Water,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
510,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
511,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
512,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
513,Water,Water,Water,NULL,Water,NULL,NULL,Wetland
514,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
515,Water,Water,Water,NULL,Water,NULL,NULL,Water
516,Water,Water,Water,NULL,Water,NULL,NULL,Forest
517,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
518,Water,Water,Water,Non_Water,Water,NULL,NULL,Wetland
519,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
520,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
521,Water,Water,Water,Water,Water,NULL,NULL,Grassland
522,Water,Water,Water,Water,Water,NULL,NULL,Wetland
523,Water,Water,Water,Water,Water,NULL,NULL,Water
524,Water,Water,Water,Water,Water,NULL,NULL,Forest
525,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
526,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
527,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
528,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
529,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
530,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
531,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
532,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
533,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
534,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
535,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
536,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
537,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
538,Water,Forest,Water,NULL,Water,NULL,NULL,Wetland
539,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
540,Water,Forest,Water,Non_Water,Water,NULL,NULL,Wetland
541,Water,Forest,Water,Non_Water,Water,NULL,NULL,Water
542,Water,Forest,Water,Non_Water,Water,NULL,NULL,Forest
543,Water,Forest,Water,Water,Water,NULL,NULL,Grassland
544,Water,Forest,Water,Water,Water,NULL,NULL,Wetland
545,Water,Forest,Water,Water,Water,NULL,NULL,Water
546,Water,Forest,Water,Water,Water,NULL,NULL,Forest
547,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
548,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
549,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
550,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
551,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
552,Permanent_ice_and_snow,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
553,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
554,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
555,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
556,Permanent_ice_and_snow,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
557,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
558,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
559,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
560,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
561,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
562,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
563,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
564,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
565,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Water
566,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
567,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,NULL,Wetland
568,Permanent_ice_and_snow,NULL,Water,Water,Water,NULL,NULL,Water
569,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
570,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
571,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
572,Permanent_ice_and_snow,Built-up,Wetland,NULL,Wetland,NULL,NULL,Wetland
573,Permanent_ice_and_snow,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
574,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
575,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
576,Permanent_ice_and_snow,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
577,Permanent_ice_and_snow,Water,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
578,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
579,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
580,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
581,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Water
582,Permanent_ice_and_snow,Water,Water,Non_Water,Water,NULL,NULL,Grassland
583,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
584,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
585,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
586,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
587,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
588,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
589,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
590,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
591,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
592,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
593,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
594,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
595,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
596,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
597,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
598,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
599,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
600,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
601,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
602,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
603,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
604,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
605,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
606,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
607,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
608,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
609,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
610,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
611,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
612,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
613,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
614,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
615,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
616,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
617,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
618,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
619,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
620,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
621,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
622,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
623,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
624,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
625,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
626,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
627,Forest,NULL,Water,NULL,Water,NULL,NULL,Wetland
628,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
629,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
630,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
631,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
632,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Water
633,Forest,NULL,Water,Non_Water,Water,NULL,NULL,Forest
634,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
635,Forest,NULL,Water,Water,Water,NULL,NULL,Wetland
636,Forest,NULL,Water,Water,Water,NULL,NULL,Water
637,Forest,NULL,Water,Water,Water,NULL,NULL,Forest
638,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
639,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
640,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
641,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
642,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
643,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
644,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
645,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
646,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
647,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
648,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
649,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
650,Forest,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
651,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
652,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
653,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
654,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
655,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
656,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
657,Forest,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
658,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
659,Forest,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
660,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
661,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
662,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
663,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
664,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
665,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
666,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
667,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
668,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
669,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
670,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
671,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
672,Forest,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
673,Forest,Wetland,Water,NULL,Water,NULL,NULL,Grassland
674,Forest,Wetland,Water,NULL,Water,NULL,NULL,Wetland
675,Forest,Wetland,Water,NULL,Water,NULL,NULL,Water
676,Forest,Wetland,Water,NULL,Water,NULL,NULL,Forest
677,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
678,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
679,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Water
680,Forest,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
681,Forest,Wetland,Water,Water,Water,NULL,NULL,Grassland
682,Forest,Wetland,Water,Water,Water,NULL,NULL,Wetland
683,Forest,Wetland,Water,Water,Water,NULL,NULL,Bareland
684,Forest,Wetland,Water,Water,Water,NULL,NULL,Water
685,Forest,Wetland,Water,Water,Water,NULL,NULL,Forest
686,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
687,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
688,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
689,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
690,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
691,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
692,Forest,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
693,Forest,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
694,Forest,Bareland,Wetland,NULL,Wetland,NULL,NULL,Forest
695,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
696,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
697,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
698,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
699,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
700,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
701,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
702,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
703,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
704,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
705,Forest,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Forest
706,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,NULL
707,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
708,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
709,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
710,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
711,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
712,Forest,Built-up,Water,NULL,Water,NULL,NULL,Forest
713,Forest,Built-up,Water,Water,Water,NULL,NULL,Forest
714,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
715,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
716,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
