Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KRD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KRD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KRD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KRD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KRD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KRD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KRD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KRD_M_R
340,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
341,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
342,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
343,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
344,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
345,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
346,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
347,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
348,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
349,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
350,Grassland,Forest,Water,NULL,Water,NULL,NULL,Forest
351,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
352,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
353,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
354,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
355,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
356,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
357,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
358,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
359,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
360,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
361,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
362,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
363,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
364,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
365,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
366,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
367,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
368,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
369,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
370,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
371,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
372,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
373,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
374,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
375,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
376,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
377,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
378,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
379,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
380,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
381,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
382,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
383,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
384,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
385,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
386,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
387,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
388,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
389,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
390,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
391,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
392,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
393,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
394,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
395,Cropland,NULL,Water,NULL,Water,NULL,NULL,NULL
396,Cropland,NULL,Water,NULL,Water,NULL,NULL,Grassland
397,Cropland,NULL,Water,NULL,Water,NULL,NULL,Water
398,Cropland,NULL,Water,NULL,Water,NULL,NULL,Forest
399,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
400,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
401,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
402,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
403,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
404,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
405,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
406,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
407,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
408,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
409,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
410,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
411,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
412,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
413,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
414,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
415,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
416,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
417,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Forest
418,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
419,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
420,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
421,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
422,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
423,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
424,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
425,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
426,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
427,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
428,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
429,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
430,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
431,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
432,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
433,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
434,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
435,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
436,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
437,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
438,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
439,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
440,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
441,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
442,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
443,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
444,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
445,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
446,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
447,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,NULL
448,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
449,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
450,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
451,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
452,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
453,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
454,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
455,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
456,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
457,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
458,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
459,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
460,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
461,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
462,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
463,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
464,Cropland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
465,Cropland,Cropland,Water,NULL,Water,NULL,NULL,NULL
466,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
467,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Bareland
468,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Water
469,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Forest
470,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
471,Cropland,Cropland,Water,Water,Water,NULL,NULL,Grassland
472,Cropland,Cropland,Water,Water,Water,NULL,NULL,Water
473,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
474,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
475,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
476,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
477,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
478,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
479,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
480,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
481,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
482,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
483,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
484,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
485,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
486,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
487,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
488,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
489,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
490,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
491,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
492,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
493,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
494,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
495,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
496,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
497,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
498,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
499,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
500,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
501,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
502,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
503,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
504,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
505,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
506,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
507,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
508,Cropland,Forest,Water,NULL,Water,NULL,NULL,NULL
509,Cropland,Forest,Water,NULL,Water,NULL,NULL,Forest
510,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
511,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
512,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
513,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
514,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
515,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
516,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
517,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
518,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
519,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
520,Wetland,NULL,Water,NULL,Water,NULL,NULL,Grassland
521,Wetland,NULL,Water,NULL,Water,NULL,NULL,Forest
522,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
523,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
524,Wetland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
525,Wetland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
526,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
527,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
528,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
529,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
530,Wetland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
531,Wetland,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
532,Wetland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
533,Wetland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
534,Wetland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
535,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
536,Wetland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
537,Wetland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
538,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
539,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
540,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
541,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
542,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
543,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
544,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
545,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
546,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
547,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
548,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
549,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
550,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
551,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
552,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
553,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
554,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
555,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
556,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
557,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
558,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
559,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
560,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
561,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
562,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
563,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
564,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
565,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
566,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
567,Bareland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
568,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
569,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
570,Bareland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
571,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
572,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
573,Bareland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
574,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
575,Bareland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
576,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
577,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
578,Bareland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
579,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
580,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
581,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
582,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
583,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
584,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
585,Bareland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Forest
586,Bareland,NULL,Water,NULL,Water,NULL,NULL,Grassland
587,Bareland,NULL,Water,NULL,Water,NULL,NULL,Bareland
588,Bareland,NULL,Water,NULL,Water,NULL,NULL,Water
589,Bareland,NULL,Water,NULL,Water,NULL,NULL,Forest
590,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
591,Bareland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
592,Bareland,NULL,Water,Water,Water,NULL,NULL,Grassland
593,Bareland,NULL,Water,Water,Water,NULL,NULL,Bareland
594,Bareland,NULL,Water,Water,Water,NULL,NULL,Water
595,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
596,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
597,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
598,Bareland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
599,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
600,Bareland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
601,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
602,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
603,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
604,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
605,Bareland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
606,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
607,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
608,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
609,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
610,Bareland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
611,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
612,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
613,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
614,Bareland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
615,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
616,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
617,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
618,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
619,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
620,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
621,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
622,Bareland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
623,Bareland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
624,Bareland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Water
625,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
626,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
627,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
628,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
629,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
630,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
631,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
632,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
633,Bareland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
634,Bareland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Forest
635,Bareland,Cropland,Water,NULL,Water,NULL,NULL,NULL
636,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
637,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Bareland
638,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Water
639,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Forest
640,Bareland,Cropland,Water,Non_Water,Water,NULL,NULL,Bareland
641,Bareland,Cropland,Water,Water,Water,NULL,NULL,Bareland
642,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
643,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
644,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
645,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
646,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
647,Bareland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
648,Bareland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
649,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
650,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
651,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
652,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
653,Bareland,Bareland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
654,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
655,Bareland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
656,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Bareland
657,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Water
658,Bareland,Bareland,Water,Water,Water,NULL,NULL,Bareland
659,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
660,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
661,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
662,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
663,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
664,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
665,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
666,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
667,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
668,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
669,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
670,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
671,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
672,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
673,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
674,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
675,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
676,Bareland,Water,Water,NULL,Water,NULL,NULL,Bareland
677,Bareland,Water,Water,NULL,Water,NULL,NULL,Forest
678,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
679,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
680,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
