Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19KHV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KHV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KHV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KHV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KHV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19KHV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19KHV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19KHV_M_R
333,NULL,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
334,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
335,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
336,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
337,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
338,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
339,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
340,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
341,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
342,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
343,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
344,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
345,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
346,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
347,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
348,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
349,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
350,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
351,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
352,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
353,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
354,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
355,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
356,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
357,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
358,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
359,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
360,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
361,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
362,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
363,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
364,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
365,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
366,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
367,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
368,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
369,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
370,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
371,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
372,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
373,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
374,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
375,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
376,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
377,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
378,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
379,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
380,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
381,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
382,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
383,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
384,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
385,Grassland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
386,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
387,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
388,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
389,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
390,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
391,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
392,Grassland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
393,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
394,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
395,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
396,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Cropland
397,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
398,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
399,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
400,Grassland,Forest,Water,NULL,Water,NULL,NULL,Grassland
401,Grassland,Forest,Water,Water,Water,NULL,NULL,Water
402,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
403,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
404,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
405,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
406,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
407,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
408,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
409,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
410,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
411,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
412,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
413,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
414,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
415,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
416,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
417,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
418,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
419,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
420,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
421,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
422,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
423,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
424,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
425,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
426,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
427,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
428,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
429,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
430,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
431,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
432,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
433,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
434,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
435,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
436,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
437,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
438,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
439,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
440,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
441,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
442,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
443,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
444,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
445,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
446,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
447,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
448,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
449,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
450,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
451,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
452,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
453,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
454,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
455,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
456,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
457,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
458,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
459,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
460,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
461,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
462,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
463,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
464,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
465,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
466,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
467,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
468,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
469,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
470,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
471,Cropland,NULL,Water,Water,Water,NULL,NULL,Water
472,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
473,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
474,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
475,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
476,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
477,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
478,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
479,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
480,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
481,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
482,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
483,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
484,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
485,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
486,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
487,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
488,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
489,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
490,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
491,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
492,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
493,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
494,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
495,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
496,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
497,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
498,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
499,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
500,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
501,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
502,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
503,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
504,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
505,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
506,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
507,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
508,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
509,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
510,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
511,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
512,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
513,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
514,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
515,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
516,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
517,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
518,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
519,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
520,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
521,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
522,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
523,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
524,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
525,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
526,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
527,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
528,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
529,Cropland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
530,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
531,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
532,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
533,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
534,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
535,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
536,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
537,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
538,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
539,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
540,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
541,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
542,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
543,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
544,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
545,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
546,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
547,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
548,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
549,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
550,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
551,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
552,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
553,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
554,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
555,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
556,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
557,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
558,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
559,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
560,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
561,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
562,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
563,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
564,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
565,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
566,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Water
567,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
568,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
569,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
570,Cropland,Built-up,Wetland,Water,Wetland,NULL,NULL,Bareland
571,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
572,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
573,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
574,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
575,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
576,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
577,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
578,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Water
579,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
580,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
581,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
582,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
583,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
584,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
585,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Water
586,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
587,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
588,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
589,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
590,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
591,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
592,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
593,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
594,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
595,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
596,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
597,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
598,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
599,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
600,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
601,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
602,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
603,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
604,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
605,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
606,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
607,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
608,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
609,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
610,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
611,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
612,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
613,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
614,Wetland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
615,Wetland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
616,Wetland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
617,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
618,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
619,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
620,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
621,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
622,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
623,Bareland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
624,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
625,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
626,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
627,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
628,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
629,Bareland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
630,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
631,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
632,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
633,Bareland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
634,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
635,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
636,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
637,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
638,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
639,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
640,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
641,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
642,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
643,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
644,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
645,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
646,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
647,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
648,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
649,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
650,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
651,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
652,Bareland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
653,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
654,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
655,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
656,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
657,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
658,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
659,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
660,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
661,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
662,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
663,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
664,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
665,Bareland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
666,Bareland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,NULL
