Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MYS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MYS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MYS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MYS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MYS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MYS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MYS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MYS_M_R
4402,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
4403,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
4404,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
4405,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
4406,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Shrubland,Built-up,Grassland
4407,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Built-up
4408,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
4409,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
4410,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4411,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
4412,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
4413,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Built-up,Forest
4414,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
4415,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Forest
4416,NULL,Built-up,Shrubland,Water,Non_Wetland,NULL,Shrubland,Forest
4417,NULL,Built-up,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Water
4418,NULL,Built-up,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
4419,NULL,Built-up,Shrubland,Water,Non_Wetland,Shrubland,Built-up,Water
4420,NULL,Built-up,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Grassland
4421,NULL,Built-up,Shrubland,Water,Non_Wetland,Grassland,Built-up,NULL
4422,NULL,Built-up,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
4423,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Grassland
4424,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Forest
4425,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
4426,NULL,Built-up,Shrubland,Water,Non_Wetland,Bareland,Forest,Bareland
4427,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
4428,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
4429,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
4430,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
4431,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
4432,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
4433,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up,Forest
4434,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,NULL,Cropland
4435,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
4436,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4437,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4438,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4439,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
4440,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4441,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
4442,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
4443,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
4444,NULL,Built-up,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Forest
4445,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
4446,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
4447,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
4448,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4449,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
4450,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
4451,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
4452,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4453,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4454,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
4455,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
4456,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Cropland
4457,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
4458,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
4459,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
4460,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4461,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
4462,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4463,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
4464,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Cropland
4465,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
4466,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,NULL,Grassland
4467,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,NULL,Built-up
4468,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Shrubland,NULL
4469,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
4470,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,NULL
4471,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
4472,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Cropland
4473,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
4474,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,NULL
4475,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4476,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Cropland
4477,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
4478,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
4479,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
4480,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Built-up,Grassland
4481,NULL,Built-up,Grassland,NULL,Non_Wetland,Forest,Built-up,Forest
4482,NULL,Built-up,Grassland,Water,Non_Wetland,NULL,Shrubland,Forest
4483,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
4484,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
4485,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
4486,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
4487,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
4488,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Water
4489,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
4490,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
4491,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
4492,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
4493,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
4494,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
4495,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
4496,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
4497,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
4498,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
4499,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
4500,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
4501,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
4502,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
4503,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
4504,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
4505,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
4506,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
4507,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
4508,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
4509,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
4510,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
4511,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
4512,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,NULL
4513,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
4514,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
4515,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
4516,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
4517,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
4518,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
4519,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Bareland
4520,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
4521,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Water
4522,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
4523,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4524,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4525,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
4526,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
4527,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
4528,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4529,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
4530,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4531,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
4532,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
4533,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
4534,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
4535,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
4536,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
4537,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
4538,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
4539,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
4540,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
4541,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
4542,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
4543,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Bareland
4544,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
4545,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
4546,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Water,NULL
4547,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
4548,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Water,Bareland
4549,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Water,Forest
4550,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
4551,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
4552,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
4553,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
4554,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
4555,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
4556,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
4557,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4558,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
4559,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
4560,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
4561,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
4562,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
4563,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4564,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4565,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
4566,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
4567,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
4568,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
4569,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4570,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
4571,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
4572,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
4573,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
4574,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
4575,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
4576,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
4577,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Water
4578,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
4579,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Water,NULL
4580,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
4581,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
4582,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
4583,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
4584,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
4585,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
4586,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
4587,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
4588,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
4589,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4590,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
4591,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
4592,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
4593,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
4594,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
4595,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4596,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
4597,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4598,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
4599,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
4600,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
4601,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4602,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
4603,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4604,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
4605,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
4606,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,NULL
4607,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
4608,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
4609,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
4610,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
4611,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
4612,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,NULL
4613,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
4614,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
4615,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
4616,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,NULL
4617,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
4618,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
4619,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
4620,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
4621,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
4622,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,NULL
4623,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
4624,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
4625,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
4626,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
4627,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Forest
4628,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
4629,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
4630,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
4631,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
4632,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
4633,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
4634,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,NULL
4635,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Bareland
4636,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
4637,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4638,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
4639,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
4640,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
4641,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
4642,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
4643,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,NULL,Bareland
4644,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,Shrubland,Bareland
4645,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
4646,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,Bareland,NULL
4647,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,Bareland,Cropland
4648,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,Bareland,Bareland
4649,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,Water,Grassland
4650,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,Water,Bareland
4651,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
4652,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
4653,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
4654,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
4655,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
4656,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Bareland
4657,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
4658,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
4659,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
4660,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
4661,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Shrubland,Built-up,Grassland
4662,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,NULL,NULL
4663,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4664,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
4665,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4666,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
4667,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
4668,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
4669,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
4670,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Cropland
4671,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
4672,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
4673,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
4674,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Built-up,Forest
4675,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,NULL,Built-up
4676,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,NULL
4677,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
4678,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Cropland
4679,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
4680,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
4681,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Forest
4682,NULL,Built-up,Cropland,Water,Non_Wetland,NULL,Shrubland,Bareland
4683,NULL,Built-up,Cropland,Water,Non_Wetland,NULL,Shrubland,Water
4684,NULL,Built-up,Cropland,Water,Non_Wetland,NULL,Grassland,Bareland
4685,NULL,Built-up,Cropland,Water,Non_Wetland,NULL,Built-up,Grassland
4686,NULL,Built-up,Cropland,Water,Non_Wetland,Shrubland,NULL,Forest
4687,NULL,Built-up,Cropland,Water,Non_Wetland,Shrubland,Built-up,Grassland
4688,NULL,Built-up,Cropland,Water,Non_Wetland,Shrubland,Built-up,Forest
4689,NULL,Built-up,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
4690,NULL,Built-up,Cropland,Water,Non_Wetland,Grassland,Grassland,Cropland
4691,NULL,Built-up,Cropland,Water,Non_Wetland,Bareland,NULL,Grassland
4692,NULL,Built-up,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
4693,NULL,Built-up,Cropland,Water,Non_Wetland,Bareland,Built-up,Grassland
4694,NULL,Built-up,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
4695,NULL,Built-up,Cropland,Water,Non_Wetland,Built-up,Built-up,Cropland
4696,NULL,Built-up,Cropland,Water,Non_Wetland,Built-up,Built-up,Built-up
4697,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
4698,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
4699,NULL,Built-up,Wetland,NULL,Wetland,NULL,Shrubland,Grassland
4700,NULL,Built-up,Wetland,NULL,Wetland,NULL,Grassland,Forest
4701,NULL,Built-up,Wetland,NULL,Wetland,NULL,Built-up,Forest
4702,NULL,Built-up,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
4703,NULL,Built-up,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
4704,NULL,Built-up,Wetland,NULL,Wetland,Shrubland,Bareland,Forest
4705,NULL,Built-up,Wetland,NULL,Wetland,Shrubland,Water,NULL
4706,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
4707,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
4708,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Built-up,Forest
4709,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Shrubland,Grassland
4710,NULL,Built-up,Wetland,NULL,Wetland,Water,Water,Grassland
4711,NULL,Built-up,Wetland,NULL,Wetland,Forest,Built-up,Forest
4712,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
4713,NULL,Built-up,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
4714,NULL,Built-up,Wetland,Non_Water,Wetland,Shrubland,Built-up,Bareland
4715,NULL,Built-up,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
