Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LKJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LKJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LKJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LKJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LKJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LKJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LKJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LKJ_M_R
3014,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
3015,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
3016,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
3017,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
3018,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
3019,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
3020,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
3021,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
3022,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
3023,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
3024,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
3025,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
3026,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3027,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
3028,Grassland,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
3029,Grassland,NULL,Shrubland,Water,Non_Wetland,Shrubland,Wetland,NULL
3030,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
3031,Grassland,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
3032,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
3033,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
3034,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
3035,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3036,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
3037,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
3038,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
3039,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
3040,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
3041,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
3042,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
3043,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
3044,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3045,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3046,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3047,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3048,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
3049,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3050,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3051,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,NULL
3052,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
3053,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
3054,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
3055,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
3056,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
3057,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
3058,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
3059,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
3060,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3061,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3062,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
3063,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3064,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3065,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3066,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
3067,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
3068,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
3069,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
3070,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
3071,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
3072,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,NULL
3073,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3074,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
3075,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
3076,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
3077,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
3078,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
3079,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
3080,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
3081,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
3082,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
3083,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
3084,Grassland,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
3085,Grassland,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3086,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
3087,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3088,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
3089,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
3090,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3091,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
3092,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3093,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
3094,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
3095,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
3096,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
3097,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
3098,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
3099,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
3100,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
3101,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
3102,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
3103,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
3104,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
3105,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
3106,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
3107,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3108,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
3109,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3110,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3111,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
3112,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
3113,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3114,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
3115,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3116,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
3117,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
3118,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3119,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,NULL
3120,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
3121,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
3122,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
3123,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
3124,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
3125,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
3126,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
3127,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
3128,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
3129,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
3130,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
3131,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
3132,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3133,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
3134,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
3135,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3136,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
3137,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3138,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3139,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
3140,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3141,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3142,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
3143,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3144,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
3145,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3146,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
3147,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
3148,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
3149,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
3150,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
3151,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
3152,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
3153,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
3154,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
3155,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,NULL
3156,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
3157,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
3158,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Bareland
3159,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
3160,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
3161,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3162,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
3163,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
3164,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
3165,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,NULL
3166,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
3167,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,NULL
3168,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
3169,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
3170,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
3171,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
3172,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
3173,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
3174,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
3175,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
3176,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3177,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
3178,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
3179,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
3180,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
3181,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
3182,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3183,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
3184,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
3185,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3186,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
3187,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
3188,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
3189,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
3190,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
3191,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
3192,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
3193,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
3194,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
3195,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
3196,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
3197,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
3198,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
3199,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
3200,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
3201,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
3202,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
3203,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3204,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3205,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Cropland
3206,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
3207,Grassland,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Forest
3208,Grassland,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
3209,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
3210,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
3211,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Shrubland,Bareland
3212,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
3213,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Cropland
3214,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
3215,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
3216,Grassland,NULL,Bareland,NULL,Non_Wetland,Cropland,NULL,NULL
3217,Grassland,NULL,Bareland,NULL,Non_Wetland,Cropland,NULL,Grassland
3218,Grassland,NULL,Bareland,NULL,Non_Wetland,Cropland,NULL,Cropland
3219,Grassland,NULL,Bareland,NULL,Non_Wetland,Cropland,NULL,Bareland
3220,Grassland,NULL,Bareland,NULL,Non_Wetland,Cropland,Grassland,NULL
3221,Grassland,NULL,Bareland,NULL,Non_Wetland,Cropland,Grassland,Grassland
3222,Grassland,NULL,Bareland,NULL,Non_Wetland,Cropland,Grassland,Cropland
3223,Grassland,NULL,Bareland,NULL,Non_Wetland,Cropland,Grassland,Bareland
3224,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
3225,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
3226,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Cropland
3227,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
3228,Grassland,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3229,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
3230,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3231,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
3232,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
3233,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Forest
3234,Grassland,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
3235,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
3236,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3237,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
3238,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
3239,Grassland,NULL,Water,NULL,Water,Shrubland,Water,Grassland
3240,Grassland,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
3241,Grassland,NULL,Water,Water,Water,Grassland,Grassland,Grassland
3242,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
3243,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3244,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
3245,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3246,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
3247,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
3248,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
3249,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
3250,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
3251,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
3252,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
3253,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3254,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
3255,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
3256,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
3257,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
3258,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
3259,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
3260,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
3261,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
3262,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3263,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3264,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3265,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
3266,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3267,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
3268,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
3269,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
3270,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
3271,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
3272,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
3273,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
3274,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
3275,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
3276,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
3277,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
3278,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
3279,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
3280,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3281,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
3282,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
3283,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
3284,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3285,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
3286,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3287,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
3288,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
3289,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Cropland
3290,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3291,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
3292,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
3293,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
3294,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
3295,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3296,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
3297,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
3298,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
3299,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
3300,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,NULL
3301,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
3302,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Cropland
3303,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
3304,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
3305,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
3306,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
3307,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
3308,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,NULL
3309,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
3310,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
3311,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
3312,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
3313,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
3314,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
3315,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
3316,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
3317,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
3318,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
3319,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3320,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
3321,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
3322,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
3323,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
3324,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Built-up
3325,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
3326,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3327,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
3328,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
3329,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3330,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
3331,Grassland,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
