Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19KGA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KGA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KGA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KGA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KGA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19KGA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19KGA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19KGA_M_R
737,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
738,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
739,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
740,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
741,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
742,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
743,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
744,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
745,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
746,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
747,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
748,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
749,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
750,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
751,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
752,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
753,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
754,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
755,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Built-up
756,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
757,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
758,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
759,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
760,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
761,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
762,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
763,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
764,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
765,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
766,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
767,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
768,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
769,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
770,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
771,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
772,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
773,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
774,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
775,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
776,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
777,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
778,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
779,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
780,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
781,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
782,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
783,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
784,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
785,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
786,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
787,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
788,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
789,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
790,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
791,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
792,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
793,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
794,Cropland,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
795,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
796,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
797,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
798,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
799,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
800,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
801,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
802,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
803,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
804,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
805,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
806,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
807,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
808,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
809,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
810,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
811,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
812,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
813,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
814,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
815,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
816,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
817,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
818,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
819,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
820,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
821,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
822,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
823,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
824,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Cropland
825,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
826,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
827,Cropland,NULL,Water,Water,Water,NULL,NULL,Grassland
828,Cropland,NULL,Water,Water,Water,NULL,NULL,Cropland
829,Cropland,NULL,Water,Water,Water,NULL,NULL,Wetland
830,Cropland,NULL,Water,Water,Water,NULL,NULL,Bareland
831,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
832,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
833,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
834,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
835,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
836,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
837,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
838,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
839,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
840,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
841,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
842,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
843,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
844,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
845,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
846,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
847,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
848,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
849,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
850,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
851,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
852,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
853,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
854,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
855,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
856,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
857,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
858,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
859,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
860,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
861,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
862,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
863,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
864,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
865,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
866,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
867,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
868,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
869,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
870,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
871,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
872,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
873,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
874,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
875,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
876,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
877,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
878,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
879,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
880,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
881,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
882,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
883,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
884,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
885,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
886,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
887,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
888,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
889,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
890,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
891,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
892,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
893,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
894,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
895,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Cropland
896,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
897,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
898,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
899,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
900,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
901,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
902,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
903,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
904,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Cropland
905,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
906,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
907,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
908,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
909,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
910,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
911,Cropland,Cropland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Cropland
912,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
913,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
914,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
915,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
916,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
917,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
918,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
919,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
920,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,NULL
921,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
922,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
923,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
924,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
925,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
926,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Cropland
927,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
928,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
929,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
930,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
931,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
932,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
933,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
934,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
935,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
936,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,NULL
937,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
938,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
939,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
940,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
941,Cropland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Cropland
942,Cropland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
943,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
944,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
945,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Cropland
946,Cropland,Cropland,Water,Water,Water,NULL,NULL,Cropland
947,Cropland,Cropland,Water,Water,Water,NULL,NULL,Bareland
948,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
949,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
950,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
951,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
952,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
953,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
954,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
955,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
956,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
957,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
958,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
959,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
960,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
961,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
962,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
963,Cropland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
964,Cropland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
965,Cropland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
966,Cropland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
967,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
968,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
969,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
970,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
971,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
972,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
973,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
974,Cropland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
975,Cropland,Wetland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
976,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
977,Cropland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
978,Cropland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
979,Cropland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
980,Cropland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
981,Cropland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
982,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
983,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
984,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
985,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
986,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
987,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
988,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
989,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
990,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
991,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
992,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
993,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
994,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
995,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
996,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
997,Cropland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
998,Cropland,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
999,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1000,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1001,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1002,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1003,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1004,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1005,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1006,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1007,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1008,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1009,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1010,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1011,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1012,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1013,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1014,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1015,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1016,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1017,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1018,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1019,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1020,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1021,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1022,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1023,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1024,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1025,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1026,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1027,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1028,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1029,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1030,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1031,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1032,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1033,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1034,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1035,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1036,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1037,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1038,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Built-up
1039,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1040,Cropland,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1041,Cropland,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
1042,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1043,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1044,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1045,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1046,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1047,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1048,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1049,Cropland,Built-up,Wetland,Water,Wetland,NULL,NULL,Grassland
1050,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
1051,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1052,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
1053,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1054,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
1055,Cropland,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
1056,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1057,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1058,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1059,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1060,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1061,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1062,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1063,Cropland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
