Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LVC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LVC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LVC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LVC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LVC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LVC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LVC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LVC_M_R
5143,Grassland,Cropland,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
5144,Grassland,Cropland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
5145,Grassland,Cropland,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
5146,Grassland,Cropland,Wetland,Non_Water,Wetland,Water,Water,Wetland
5147,Grassland,Cropland,Wetland,Non_Water,Wetland,Water,Water,Water
5148,Grassland,Cropland,Wetland,Water,Wetland,Grassland,Grassland,Wetland
5149,Grassland,Cropland,Wetland,Water,Wetland,Grassland,Wetland,Wetland
5150,Grassland,Cropland,Wetland,Water,Wetland,Wetland,Grassland,Wetland
5151,Grassland,Cropland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
5152,Grassland,Cropland,Wetland,Water,Wetland,Wetland,Water,Wetland
5153,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Grassland
5154,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Cropland
5155,Grassland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
5156,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5157,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
5158,Grassland,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Water
5159,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5160,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
5161,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
5162,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
5163,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
5164,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,Water,Grassland,Grassland
5165,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
5166,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
5167,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
5168,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
5169,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
5170,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
5171,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5172,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
5173,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
5174,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Wetland
5175,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
5176,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
5177,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
5178,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
5179,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Forest
5180,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
5181,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
5182,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
5183,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Wetland
5184,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
5185,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
5186,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
5187,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
5188,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
5189,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
5190,Grassland,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
5191,Grassland,Cropland,Built-up,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
5192,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Forest
5193,Grassland,Cropland,Water,NULL,Water,NULL,Grassland,Grassland
5194,Grassland,Cropland,Water,NULL,Water,Shrubland,Grassland,Grassland
5195,Grassland,Cropland,Water,NULL,Water,Grassland,NULL,Grassland
5196,Grassland,Cropland,Water,NULL,Water,Grassland,Shrubland,Grassland
5197,Grassland,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
5198,Grassland,Cropland,Water,NULL,Water,Grassland,Grassland,Wetland
5199,Grassland,Cropland,Water,NULL,Water,Grassland,Grassland,Built-up
5200,Grassland,Cropland,Water,NULL,Water,Grassland,Grassland,Forest
5201,Grassland,Cropland,Water,NULL,Water,Grassland,Wetland,Forest
5202,Grassland,Cropland,Water,NULL,Water,Cropland,NULL,Cropland
5203,Grassland,Cropland,Water,NULL,Water,Cropland,NULL,Forest
5204,Grassland,Cropland,Water,NULL,Water,Cropland,Grassland,Grassland
5205,Grassland,Cropland,Water,NULL,Water,Cropland,Grassland,Cropland
5206,Grassland,Cropland,Water,NULL,Water,Cropland,Grassland,Wetland
5207,Grassland,Cropland,Water,NULL,Water,Cropland,Grassland,Forest
5208,Grassland,Cropland,Water,NULL,Water,Wetland,Grassland,Grassland
5209,Grassland,Cropland,Water,NULL,Water,Wetland,Grassland,Wetland
5210,Grassland,Cropland,Water,NULL,Water,Wetland,Grassland,Built-up
5211,Grassland,Cropland,Water,NULL,Water,Wetland,Grassland,Water
5212,Grassland,Cropland,Water,NULL,Water,Wetland,Grassland,Forest
5213,Grassland,Cropland,Water,NULL,Water,Wetland,Wetland,Wetland
5214,Grassland,Cropland,Water,NULL,Water,Bareland,Shrubland,Grassland
5215,Grassland,Cropland,Water,NULL,Water,Bareland,Grassland,Grassland
5216,Grassland,Cropland,Water,NULL,Water,Water,Grassland,Grassland
5217,Grassland,Cropland,Water,NULL,Water,Water,Grassland,Wetland
5218,Grassland,Cropland,Water,Non_Water,Water,NULL,Water,Wetland
5219,Grassland,Cropland,Water,Non_Water,Water,Grassland,Grassland,Grassland
5220,Grassland,Cropland,Water,Non_Water,Water,Grassland,Grassland,Cropland
5221,Grassland,Cropland,Water,Non_Water,Water,Grassland,Grassland,Wetland
5222,Grassland,Cropland,Water,Non_Water,Water,Grassland,Water,Wetland
5223,Grassland,Cropland,Water,Non_Water,Water,Wetland,Grassland,Grassland
5224,Grassland,Cropland,Water,Non_Water,Water,Wetland,Grassland,Wetland
5225,Grassland,Cropland,Water,Non_Water,Water,Wetland,Grassland,Forest
5226,Grassland,Cropland,Water,Non_Water,Water,Wetland,Wetland,Grassland
5227,Grassland,Cropland,Water,Non_Water,Water,Wetland,Wetland,Wetland
5228,Grassland,Cropland,Water,Non_Water,Water,Wetland,Water,Grassland
5229,Grassland,Cropland,Water,Non_Water,Water,Wetland,Water,Wetland
5230,Grassland,Cropland,Water,Non_Water,Water,Water,Grassland,Grassland
5231,Grassland,Cropland,Water,Non_Water,Water,Water,Grassland,Wetland
5232,Grassland,Cropland,Water,Non_Water,Water,Water,Grassland,Forest
5233,Grassland,Cropland,Water,Non_Water,Water,Water,Wetland,Wetland
5234,Grassland,Cropland,Water,Non_Water,Water,Water,Water,Wetland
5235,Grassland,Cropland,Water,Non_Water,Water,Water,Water,Water
5236,Grassland,Cropland,Water,Water,Water,NULL,Water,Wetland
5237,Grassland,Cropland,Water,Water,Water,NULL,Water,Water
5238,Grassland,Cropland,Water,Water,Water,Water,Grassland,Wetland
5239,Grassland,Cropland,Water,Water,Water,Water,Water,Water
5240,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
5241,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
5242,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
5243,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
5244,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
5245,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
5246,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
5247,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
5248,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
5249,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
5250,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
5251,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5252,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5253,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
5254,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
5255,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
5256,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
5257,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
5258,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
5259,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
5260,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5261,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Wetland
5262,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
5263,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
5264,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5265,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
5266,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
5267,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
5268,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
5269,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
5270,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
5271,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
5272,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
5273,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
5274,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
5275,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
5276,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
5277,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
5278,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
5279,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
5280,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
5281,Grassland,Cropland,Forest,NULL,Non_Wetland,Cropland,Wetland,Forest
5282,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
5283,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
5284,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
5285,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
5286,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
5287,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
5288,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
5289,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
5290,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
5291,Grassland,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
5292,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
5293,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
5294,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
5295,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
5296,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
5297,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
5298,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
5299,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
5300,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
5301,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
5302,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
5303,Grassland,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
5304,Grassland,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
5305,Grassland,Cropland,Forest,NULL,Non_Wetland,Water,Water,Wetland
5306,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
5307,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
5308,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
5309,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
5310,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
5311,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5312,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
5313,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
5314,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
5315,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
5316,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
5317,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
5318,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
5319,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
5320,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Water,Grassland,Wetland
5321,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
5322,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
5323,Grassland,Cropland,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
5324,Grassland,Wetland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
5325,Grassland,Wetland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
5326,Grassland,Wetland,NULL,NULL,Non_Wetland,Shrubland,Water,Wetland
5327,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
5328,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
5329,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
5330,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
5331,Grassland,Wetland,NULL,NULL,Non_Wetland,Grassland,Water,Wetland
5332,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
5333,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
5334,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
5335,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
5336,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Wetland
5337,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland,Water,Forest
5338,Grassland,Wetland,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
5339,Grassland,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
5340,Grassland,Wetland,NULL,NULL,Non_Wetland,Water,Wetland,Forest
5341,Grassland,Wetland,NULL,NULL,Non_Wetland,Water,Water,Wetland
5342,Grassland,Wetland,NULL,NULL,Non_Wetland,Forest,Grassland,Wetland
5343,Grassland,Wetland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
5344,Grassland,Wetland,NULL,NULL,Non_Wetland,Forest,Wetland,Wetland
5345,Grassland,Wetland,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
5346,Grassland,Wetland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
5347,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
5348,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
5349,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
5350,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
5351,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
5352,Grassland,Wetland,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
5353,Grassland,Wetland,NULL,Water,Non_Wetland,Grassland,Water,Wetland
5354,Grassland,Wetland,NULL,Water,Non_Wetland,Water,Water,Wetland
5355,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
5356,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5357,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
5358,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
5359,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
5360,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
5361,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
5362,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
5363,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
5364,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
5365,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
5366,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
5367,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
5368,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
5369,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
5370,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
5371,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
5372,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
5373,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
5374,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
5375,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
5376,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
5377,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Wetland
5378,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
5379,Grassland,Wetland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
5380,Grassland,Wetland,Shrubland,Water,Non_Wetland,Shrubland,Water,Wetland
5381,Grassland,Wetland,Shrubland,Water,Non_Wetland,Grassland,Water,Wetland
5382,Grassland,Wetland,Shrubland,Water,Non_Wetland,Water,Water,Wetland
5383,Grassland,Wetland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
5384,Grassland,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5385,Grassland,Wetland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
5386,Grassland,Wetland,Cropland,NULL,Non_Wetland,Grassland,Water,Wetland
5387,Grassland,Wetland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
5388,Grassland,Wetland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
5389,Grassland,Wetland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
5390,Grassland,Wetland,Cropland,NULL,Non_Wetland,Water,Forest,Wetland
5391,Grassland,Wetland,Cropland,Non_Water,Non_Wetland,Forest,Wetland,Forest
5392,Grassland,Wetland,Cropland,Water,Non_Wetland,Grassland,Grassland,Wetland
5393,Grassland,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
5394,Grassland,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
5395,Grassland,Wetland,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
5396,Grassland,Wetland,Wetland,NULL,Wetland,Shrubland,Grassland,NULL
5397,Grassland,Wetland,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
5398,Grassland,Wetland,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
5399,Grassland,Wetland,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
5400,Grassland,Wetland,Wetland,NULL,Wetland,Shrubland,Wetland,NULL
5401,Grassland,Wetland,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
5402,Grassland,Wetland,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
5403,Grassland,Wetland,Wetland,NULL,Wetland,Shrubland,Water,Forest
5404,Grassland,Wetland,Wetland,NULL,Wetland,Shrubland,Forest,NULL
5405,Grassland,Wetland,Wetland,NULL,Wetland,Shrubland,Forest,Wetland
5406,Grassland,Wetland,Wetland,NULL,Wetland,Shrubland,Forest,Forest
5407,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
5408,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Shrubland,Wetland
5409,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
5410,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
5411,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Water
5412,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
5413,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
5414,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
5415,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
5416,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Water,Wetland
5417,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Water,Forest
5418,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Forest,Wetland
5419,Grassland,Wetland,Wetland,NULL,Wetland,Grassland,Forest,Forest
5420,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
5421,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
5422,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
5423,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
5424,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
5425,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
5426,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
5427,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Wetland
5428,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Forest
5429,Grassland,Wetland,Wetland,NULL,Wetland,Water,Shrubland,Wetland
5430,Grassland,Wetland,Wetland,NULL,Wetland,Water,Grassland,Wetland
5431,Grassland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
5432,Grassland,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
5433,Grassland,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
5434,Grassland,Wetland,Wetland,NULL,Wetland,Forest,Shrubland,Wetland
5435,Grassland,Wetland,Wetland,NULL,Wetland,Forest,Shrubland,Forest
5436,Grassland,Wetland,Wetland,NULL,Wetland,Forest,Grassland,Wetland
5437,Grassland,Wetland,Wetland,NULL,Wetland,Forest,Grassland,Forest
5438,Grassland,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Wetland
5439,Grassland,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
5440,Grassland,Wetland,Wetland,NULL,Wetland,Forest,Water,Wetland
5441,Grassland,Wetland,Wetland,NULL,Wetland,Forest,Water,Forest
5442,Grassland,Wetland,Wetland,NULL,Wetland,Forest,Forest,Wetland
5443,Grassland,Wetland,Wetland,NULL,Wetland,Forest,Forest,Forest
5444,Grassland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
5445,Grassland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
5446,Grassland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
5447,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
5448,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
5449,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland,Grassland,Water
5450,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
5451,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
5452,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
5453,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
5454,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Water
5455,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland,Water,Forest
5456,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
5457,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Shrubland,Wetland
5458,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
5459,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
5460,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
5461,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
5462,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
5463,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
5464,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
5465,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
