Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MTN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MTN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MTN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MTN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MTN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MTN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MTN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MTN_M_R
703,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
704,Grassland,NULL,Wetland,Water,Wetland,Grassland,Water,Bareland
705,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Shrubland,Grassland
706,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
707,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
708,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
709,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
710,Grassland,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
711,Grassland,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Forest
712,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
713,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Bareland
714,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
715,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
716,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
717,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
718,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
719,Grassland,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
720,Grassland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
721,Grassland,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
722,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
723,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
724,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
725,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
726,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
727,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
728,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
729,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
730,Grassland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
731,Grassland,NULL,Water,NULL,Water,Grassland,Shrubland,Grassland
732,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
733,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Forest
734,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
735,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
736,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
737,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
738,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
739,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
740,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
741,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
742,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
743,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
744,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
745,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
746,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
747,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
748,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
749,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
750,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
751,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
752,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
753,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
754,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
755,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
756,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
757,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
758,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
759,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
760,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
761,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
762,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
763,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
764,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
765,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
766,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
767,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
768,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
769,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
770,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
771,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
772,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
773,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
774,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
775,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
776,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
777,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
778,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
779,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
780,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
781,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
782,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
783,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
784,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
785,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
786,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
787,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
788,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
789,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
790,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
791,Grassland,Cropland,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
792,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
793,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
794,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
795,Grassland,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
796,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
797,Grassland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
798,Grassland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
799,Grassland,Bareland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
800,Grassland,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
801,Grassland,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
802,Grassland,Water,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
803,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
804,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
805,Grassland,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
806,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
807,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
808,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
809,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
810,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
811,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
812,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
813,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
814,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
815,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
816,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
817,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
818,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
819,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
820,Grassland,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
821,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
822,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
823,Grassland,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
824,Grassland,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
825,Grassland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
826,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
827,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
828,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
829,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
830,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
831,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
832,Cropland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
833,Cropland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
834,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
835,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
836,Cropland,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
837,Cropland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
838,Cropland,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
839,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
840,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
841,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
842,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
843,Cropland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
844,Cropland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
845,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
846,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
847,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
848,Cropland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
849,Cropland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
850,Cropland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
851,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
852,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
853,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
854,Cropland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
855,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
856,Cropland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
857,Cropland,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
858,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
859,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
860,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
861,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
862,Cropland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
863,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
864,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
865,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
866,Cropland,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
867,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
868,Cropland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
869,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
870,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
871,Cropland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
872,Cropland,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
873,Cropland,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
874,Cropland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
875,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
876,Cropland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
877,Cropland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
878,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
879,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
880,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
881,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
882,Cropland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
883,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
884,Cropland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
885,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
886,Cropland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
887,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
888,Cropland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
889,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
890,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
891,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
892,Cropland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
893,Cropland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
894,Cropland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
895,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
896,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
897,Cropland,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
898,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
899,Cropland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
900,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
901,Cropland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
902,Cropland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
903,Cropland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
904,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
905,Cropland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
906,Cropland,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
907,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
908,Cropland,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
909,Cropland,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
910,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
911,Cropland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
912,Cropland,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
913,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
914,Cropland,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
915,Cropland,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
916,Wetland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
917,Wetland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
918,Wetland,NULL,Water,Water,Water,Grassland,Water,Forest
919,Wetland,Water,Wetland,NULL,Wetland,Water,Water,Bareland
920,Wetland,Water,Wetland,Water,Wetland,Wetland,Water,Water
921,Wetland,Water,Wetland,Water,Wetland,Water,Water,Water
922,Wetland,Water,Water,Water,Water,Water,Water,Water
923,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
924,Bareland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
925,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
926,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
927,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
928,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
929,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
930,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
931,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
932,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
933,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
934,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
935,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
936,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
937,Bareland,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
938,Bareland,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
939,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
940,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
941,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
942,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
943,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
944,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
945,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
946,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
947,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
948,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
949,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
950,Bareland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
951,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
952,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
953,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
954,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
955,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
956,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
957,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
958,Bareland,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
959,Bareland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
960,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
961,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
962,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,NULL
963,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
964,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
965,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
966,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
967,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
968,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
969,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
970,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
971,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
972,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
973,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
974,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
975,Bareland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
976,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
977,Bareland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
978,Bareland,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
979,Bareland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
980,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
981,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
982,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
983,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
984,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
985,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
986,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
987,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
988,Bareland,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
989,Bareland,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
990,Bareland,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
991,Bareland,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
992,Bareland,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
993,Bareland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
994,Bareland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
995,Bareland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
996,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
997,Bareland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
998,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
999,Water,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
1000,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1001,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
1002,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1003,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1004,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
1005,Water,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Bareland
1006,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
1007,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1008,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1009,Water,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
1010,Water,NULL,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1011,Water,NULL,NULL,NULL,Non_Wetland,Water,Shrubland,Grassland
1012,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
1013,Water,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
1014,Water,NULL,NULL,NULL,Non_Wetland,Water,Water,Forest
1015,Water,NULL,NULL,NULL,Non_Wetland,Water,Forest,Forest
1016,Water,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1017,Water,NULL,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1018,Water,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Bareland
1019,Water,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1020,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1021,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1022,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1023,Water,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
1024,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1025,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1026,Water,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
1027,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1028,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
1029,Water,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Built-up
