Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LCJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LCJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LCJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LCJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LCJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LCJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LCJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LCJ_M_R
4720,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
4721,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4722,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
4723,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4724,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
4725,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4726,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Cropland
4727,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
4728,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
4729,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
4730,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
4731,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
4732,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4733,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
4734,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
4735,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
4736,Grassland,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
4737,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
4738,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
4739,Grassland,Cropland,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
4740,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
4741,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
4742,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
4743,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
4744,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
4745,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
4746,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
4747,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
4748,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4749,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4750,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
4751,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4752,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
4753,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
4754,Grassland,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
4755,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
4756,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
4757,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
4758,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
4759,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
4760,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4761,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
4762,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
4763,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4764,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4765,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
4766,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4767,Grassland,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
4768,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,NULL
4769,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
4770,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
4771,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,NULL
4772,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4773,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
4774,Grassland,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
4775,Grassland,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4776,Grassland,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
4777,Grassland,Cropland,Grassland,Non_Water,Non_Wetland,Water,Wetland,Wetland
4778,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
4779,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
4780,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
4781,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
4782,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
4783,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
4784,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
4785,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
4786,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
4787,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
4788,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
4789,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
4790,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
4791,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
4792,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
4793,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Wetland
4794,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Bareland
4795,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
4796,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
4797,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
4798,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
4799,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
4800,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
4801,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
4802,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
4803,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
4804,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
4805,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4806,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4807,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
4808,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4809,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
4810,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4811,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
4812,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
4813,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
4814,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
4815,Grassland,Cropland,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
4816,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
4817,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
4818,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
4819,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
4820,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
4821,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
4822,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
4823,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4824,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
4825,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
4826,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
4827,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4828,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4829,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
4830,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
4831,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
4832,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
4833,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
4834,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4835,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
4836,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Wetland
4837,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
4838,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
4839,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4840,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
4841,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
4842,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
4843,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
4844,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
4845,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
4846,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
4847,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
4848,Grassland,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
4849,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
4850,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
4851,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
4852,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
4853,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
4854,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
4855,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
4856,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
4857,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
4858,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4859,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
4860,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
4861,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
4862,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
4863,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
4864,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
4865,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
4866,Grassland,Cropland,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
4867,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
4868,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
4869,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
4870,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4871,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
4872,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4873,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Cropland
4874,Grassland,Cropland,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
4875,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
4876,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
4877,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
4878,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4879,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
4880,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4881,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
4882,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4883,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
4884,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
4885,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
4886,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
4887,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4888,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
4889,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
4890,Grassland,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
4891,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
4892,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
4893,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4894,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
4895,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
4896,Grassland,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
4897,Grassland,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
4898,Grassland,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Bareland
4899,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
4900,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
4901,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
4902,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
4903,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
4904,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
4905,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
4906,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
4907,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
4908,Grassland,Cropland,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
4909,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
4910,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
4911,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
4912,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
4913,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
4914,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
4915,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
4916,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
4917,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4918,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
4919,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
4920,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
4921,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4922,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
4923,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
4924,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
4925,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
4926,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
4927,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
4928,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
4929,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
4930,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
4931,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
4932,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4933,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
4934,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
4935,Grassland,Cropland,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
4936,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
4937,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Bareland
4938,Grassland,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Water
4939,Grassland,Cropland,Cropland,Water,Non_Wetland,Bareland,Grassland,Water
4940,Grassland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
4941,Grassland,Cropland,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
4942,Grassland,Cropland,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
4943,Grassland,Cropland,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
4944,Grassland,Cropland,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
4945,Grassland,Cropland,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
4946,Grassland,Cropland,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
4947,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,NULL,Grassland
4948,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
4949,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
4950,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Bareland
4951,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
4952,Grassland,Cropland,Wetland,NULL,Wetland,Grassland,Water,Grassland
4953,Grassland,Cropland,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
4954,Grassland,Cropland,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
4955,Grassland,Cropland,Wetland,NULL,Wetland,Forest,Forest,Grassland
4956,Grassland,Cropland,Wetland,NULL,Wetland,Forest,Forest,Forest
4957,Grassland,Cropland,Wetland,Non_Water,Wetland,NULL,Water,Grassland
4958,Grassland,Cropland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
4959,Grassland,Cropland,Wetland,Non_Water,Wetland,Shrubland,Wetland,Grassland
4960,Grassland,Cropland,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
4961,Grassland,Cropland,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
4962,Grassland,Cropland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
4963,Grassland,Cropland,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
4964,Grassland,Cropland,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
4965,Grassland,Cropland,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
4966,Grassland,Cropland,Wetland,Non_Water,Wetland,Water,Water,Wetland
4967,Grassland,Cropland,Wetland,Water,Wetland,NULL,Water,Grassland
4968,Grassland,Cropland,Wetland,Water,Wetland,Grassland,Grassland,Grassland
4969,Grassland,Cropland,Wetland,Water,Wetland,Wetland,Grassland,Grassland
4970,Grassland,Cropland,Wetland,Water,Wetland,Bareland,Water,Grassland
4971,Grassland,Cropland,Wetland,Water,Wetland,Bareland,Water,Wetland
4972,Grassland,Cropland,Bareland,NULL,Non_Wetland,NULL,Grassland,Cropland
4973,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
4974,Grassland,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4975,Grassland,Cropland,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4976,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
4977,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
4978,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4979,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
4980,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
4981,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
4982,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
4983,Grassland,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
4984,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
4985,Grassland,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
4986,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
4987,Grassland,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
4988,Grassland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
4989,Grassland,Cropland,Water,NULL,Water,NULL,Shrubland,Water
4990,Grassland,Cropland,Water,NULL,Water,NULL,Grassland,Grassland
4991,Grassland,Cropland,Water,NULL,Water,NULL,Grassland,Water
4992,Grassland,Cropland,Water,NULL,Water,NULL,Water,Grassland
4993,Grassland,Cropland,Water,NULL,Water,NULL,Forest,Grassland
4994,Grassland,Cropland,Water,NULL,Water,Shrubland,NULL,Grassland
4995,Grassland,Cropland,Water,NULL,Water,Shrubland,NULL,Wetland
4996,Grassland,Cropland,Water,NULL,Water,Shrubland,NULL,Forest
4997,Grassland,Cropland,Water,NULL,Water,Shrubland,Shrubland,Grassland
4998,Grassland,Cropland,Water,NULL,Water,Shrubland,Shrubland,Wetland
4999,Grassland,Cropland,Water,NULL,Water,Shrubland,Water,Wetland
5000,Grassland,Cropland,Water,NULL,Water,Grassland,NULL,Grassland
5001,Grassland,Cropland,Water,NULL,Water,Grassland,Shrubland,Grassland
5002,Grassland,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
5003,Grassland,Cropland,Water,NULL,Water,Grassland,Wetland,Grassland
5004,Grassland,Cropland,Water,NULL,Water,Cropland,NULL,Cropland
5005,Grassland,Cropland,Water,NULL,Water,Wetland,Grassland,Grassland
5006,Grassland,Cropland,Water,NULL,Water,Wetland,Wetland,Wetland
5007,Grassland,Cropland,Water,NULL,Water,Bareland,NULL,Grassland
5008,Grassland,Cropland,Water,NULL,Water,Bareland,Shrubland,Grassland
5009,Grassland,Cropland,Water,NULL,Water,Bareland,Grassland,Grassland
5010,Grassland,Cropland,Water,NULL,Water,Bareland,Wetland,Grassland
5011,Grassland,Cropland,Water,NULL,Water,Water,Grassland,Water
5012,Grassland,Cropland,Water,Non_Water,Water,NULL,Grassland,Grassland
5013,Grassland,Cropland,Water,Non_Water,Water,NULL,Water,Grassland
5014,Grassland,Cropland,Water,Non_Water,Water,Grassland,Grassland,Grassland
5015,Grassland,Cropland,Water,Non_Water,Water,Grassland,Grassland,Wetland
5016,Grassland,Cropland,Water,Non_Water,Water,Grassland,Wetland,Grassland
5017,Grassland,Cropland,Water,Non_Water,Water,Grassland,Water,Grassland
5018,Grassland,Cropland,Water,Non_Water,Water,Wetland,Grassland,Grassland
5019,Grassland,Cropland,Water,Non_Water,Water,Wetland,Wetland,Grassland
5020,Grassland,Cropland,Water,Non_Water,Water,Wetland,Wetland,Wetland
5021,Grassland,Cropland,Water,Non_Water,Water,Bareland,Wetland,Grassland
5022,Grassland,Cropland,Water,Non_Water,Water,Bareland,Water,Grassland
5023,Grassland,Cropland,Water,Water,Water,Grassland,Grassland,Grassland
5024,Grassland,Cropland,Water,Water,Water,Grassland,Water,Grassland
5025,Grassland,Cropland,Water,Water,Water,Wetland,Grassland,Wetland
5026,Grassland,Cropland,Water,Water,Water,Wetland,Grassland,Water
5027,Grassland,Cropland,Water,Water,Water,Wetland,Wetland,Wetland
5028,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
5029,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
5030,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
5031,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
5032,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
5033,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
