Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LQJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LQJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LQJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LQJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LQJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LQJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LQJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LQJ_M_R
7004,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
7005,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Wetland
7006,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
7007,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
7008,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
7009,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
7010,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
7011,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
7012,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
7013,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Wetland
7014,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
7015,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
7016,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
7017,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
7018,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
7019,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Wetland
7020,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
7021,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,NULL
7022,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
7023,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Cropland
7024,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Wetland
7025,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,NULL
7026,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Grassland
7027,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Shrubland,Wetland
7028,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,NULL
7029,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
7030,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Cropland
7031,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Wetland
7032,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
7033,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Grassland
7034,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Water,Forest
7035,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
7036,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
7037,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Wetland
7038,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
7039,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
7040,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
7041,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Wetland
7042,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
7043,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
7044,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
7045,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Wetland
7046,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
7047,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
7048,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
7049,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
7050,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
7051,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
7052,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
7053,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
7054,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
7055,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
7056,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
7057,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,NULL
7058,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
7059,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
7060,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
7061,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Water
7062,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
7063,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
7064,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,NULL
7065,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
7066,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Cropland
7067,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Wetland
7068,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Water
7069,Grassland,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
7070,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
7071,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
7072,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
7073,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
7074,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Bareland
7075,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
7076,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
7077,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
7078,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
7079,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
7080,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
7081,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
7082,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
7083,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Cropland
7084,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
7085,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Bareland
7086,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
7087,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
7088,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Water,NULL
7089,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
7090,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Cropland
7091,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
7092,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Water,Forest
7093,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
7094,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,NULL
7095,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
7096,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
7097,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
7098,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
7099,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
7100,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
7101,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
7102,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
7103,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Cropland
7104,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
7105,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
7106,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Wetland
7107,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Shrubland,Grassland
7108,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
7109,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Cropland
7110,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Wetland
7111,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
7112,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Cropland
7113,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Wetland
7114,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
7115,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Shrubland,Wetland
7116,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,NULL
7117,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
7118,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Cropland
7119,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Wetland
7120,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
7121,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
7122,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,NULL
7123,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
7124,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Cropland
7125,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Wetland
7126,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Water
7127,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Forest
7128,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Shrubland,NULL
7129,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
7130,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Cropland
7131,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Wetland
7132,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Forest
7133,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,NULL
7134,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
7135,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Cropland
7136,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Wetland
7137,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Bareland
7138,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Water
7139,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Forest
7140,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
7141,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Cropland
7142,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Wetland
7143,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Forest
7144,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,NULL
7145,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Grassland
7146,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Cropland
7147,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Wetland
7148,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Forest
7149,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,NULL
7150,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
7151,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,Wetland
7152,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
7153,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,Grassland,NULL
7154,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
7155,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Cropland
7156,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Wetland
7157,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Forest
7158,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,Water,Grassland
7159,Grassland,NULL,Cropland,Non_Water,Non_Wetland,Forest,Water,Wetland
7160,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,NULL
7161,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
7162,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
7163,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
7164,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Forest
7165,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Shrubland,NULL
7166,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Shrubland,Grassland
7167,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Shrubland,Wetland
7168,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,NULL
7169,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
7170,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Cropland
7171,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Wetland
7172,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Water
7173,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Forest
7174,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Water,NULL
7175,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Water,Grassland
7176,Grassland,NULL,Cropland,Water,Non_Wetland,NULL,Water,Wetland
7177,Grassland,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,Grassland
7178,Grassland,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,Cropland
7179,Grassland,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,Wetland
7180,Grassland,NULL,Cropland,Water,Non_Wetland,Shrubland,Shrubland,NULL
7181,Grassland,NULL,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
7182,Grassland,NULL,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Wetland
7183,Grassland,NULL,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Forest
7184,Grassland,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,NULL
7185,Grassland,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,Grassland
7186,Grassland,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,Cropland
7187,Grassland,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,Wetland
7188,Grassland,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,Water
7189,Grassland,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,Forest
7190,Grassland,NULL,Cropland,Water,Non_Wetland,Shrubland,Water,Grassland
7191,Grassland,NULL,Cropland,Water,Non_Wetland,Shrubland,Water,Wetland
7192,Grassland,NULL,Cropland,Water,Non_Wetland,Shrubland,Water,Forest
7193,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
7194,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Cropland
7195,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Wetland
7196,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Shrubland,Grassland
7197,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,NULL
7198,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
7199,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Cropland
7200,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Wetland
7201,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Bareland,Grassland
7202,Grassland,NULL,Cropland,Water,Non_Wetland,Cropland,NULL,Grassland
7203,Grassland,NULL,Cropland,Water,Non_Wetland,Cropland,NULL,Wetland
7204,Grassland,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Wetland
7205,Grassland,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
7206,Grassland,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Cropland
7207,Grassland,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Wetland
7208,Grassland,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
7209,Grassland,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Wetland
7210,Grassland,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Forest
7211,Grassland,NULL,Cropland,Water,Non_Wetland,Water,NULL,Grassland
7212,Grassland,NULL,Cropland,Water,Non_Wetland,Water,NULL,Cropland
7213,Grassland,NULL,Cropland,Water,Non_Wetland,Water,NULL,Wetland
7214,Grassland,NULL,Cropland,Water,Non_Wetland,Water,NULL,Water
7215,Grassland,NULL,Cropland,Water,Non_Wetland,Water,Shrubland,NULL
7216,Grassland,NULL,Cropland,Water,Non_Wetland,Water,Shrubland,Grassland
7217,Grassland,NULL,Cropland,Water,Non_Wetland,Water,Shrubland,Wetland
7218,Grassland,NULL,Cropland,Water,Non_Wetland,Water,Grassland,NULL
7219,Grassland,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Grassland
7220,Grassland,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Cropland
7221,Grassland,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Wetland
7222,Grassland,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Water
7223,Grassland,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Forest
7224,Grassland,NULL,Cropland,Water,Non_Wetland,Water,Bareland,Cropland
7225,Grassland,NULL,Cropland,Water,Non_Wetland,Water,Water,Grassland
7226,Grassland,NULL,Cropland,Water,Non_Wetland,Water,Water,Cropland
7227,Grassland,NULL,Cropland,Water,Non_Wetland,Water,Water,Wetland
7228,Grassland,NULL,Cropland,Water,Non_Wetland,Water,Water,Water
7229,Grassland,NULL,Cropland,Water,Non_Wetland,Water,Water,Forest
7230,Grassland,NULL,Cropland,Water,Non_Wetland,Forest,NULL,Grassland
7231,Grassland,NULL,Cropland,Water,Non_Wetland,Forest,NULL,Wetland
7232,Grassland,NULL,Cropland,Water,Non_Wetland,Forest,NULL,Water
7233,Grassland,NULL,Cropland,Water,Non_Wetland,Forest,Shrubland,Grassland
7234,Grassland,NULL,Cropland,Water,Non_Wetland,Forest,Shrubland,Wetland
7235,Grassland,NULL,Cropland,Water,Non_Wetland,Forest,Grassland,Grassland
7236,Grassland,NULL,Cropland,Water,Non_Wetland,Forest,Grassland,Cropland
7237,Grassland,NULL,Cropland,Water,Non_Wetland,Forest,Grassland,Wetland
7238,Grassland,NULL,Cropland,Water,Non_Wetland,Forest,Water,Grassland
7239,Grassland,NULL,Cropland,Water,Non_Wetland,Forest,Water,Wetland
7240,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
7241,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
7242,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
7243,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
7244,Grassland,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Grassland
7245,Grassland,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Wetland
7246,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
7247,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Cropland
7248,Grassland,NULL,Wetland,NULL,Wetland,NULL,Grassland,Wetland
7249,Grassland,NULL,Wetland,NULL,Wetland,NULL,Water,Grassland
7250,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,NULL,NULL
7251,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
7252,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Cropland
7253,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Wetland
7254,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Forest
7255,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
7256,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
7257,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Cropland
7258,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
7259,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
7260,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,NULL
7261,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
7262,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Cropland
7263,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
7264,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Water,Grassland
7265,Grassland,NULL,Wetland,NULL,Wetland,Bareland,NULL,Cropland
7266,Grassland,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,Grassland
7267,Grassland,NULL,Wetland,NULL,Wetland,Water,NULL,Grassland
7268,Grassland,NULL,Wetland,NULL,Wetland,Water,NULL,Cropland
7269,Grassland,NULL,Wetland,NULL,Wetland,Water,NULL,Wetland
7270,Grassland,NULL,Wetland,NULL,Wetland,Water,Shrubland,NULL
7271,Grassland,NULL,Wetland,NULL,Wetland,Water,Shrubland,Grassland
7272,Grassland,NULL,Wetland,NULL,Wetland,Water,Shrubland,Wetland
7273,Grassland,NULL,Wetland,NULL,Wetland,Water,Shrubland,Forest
7274,Grassland,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
7275,Grassland,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
7276,Grassland,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
7277,Grassland,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
7278,Grassland,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
7279,Grassland,NULL,Wetland,NULL,Wetland,Water,Water,Forest
7280,Grassland,NULL,Wetland,NULL,Wetland,Forest,NULL,Grassland
7281,Grassland,NULL,Wetland,NULL,Wetland,Forest,NULL,Wetland
7282,Grassland,NULL,Wetland,NULL,Wetland,Forest,Shrubland,NULL
7283,Grassland,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Grassland
7284,Grassland,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Wetland
7285,Grassland,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Forest
7286,Grassland,NULL,Wetland,NULL,Wetland,Forest,Grassland,NULL
7287,Grassland,NULL,Wetland,NULL,Wetland,Forest,Grassland,Grassland
7288,Grassland,NULL,Wetland,NULL,Wetland,Forest,Grassland,Wetland
7289,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
7290,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
7291,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
7292,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
7293,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
7294,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,NULL
7295,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Grassland
7296,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Wetland
7297,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Forest
7298,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,NULL
7299,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
7300,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Cropland
7301,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Wetland
7302,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Water
7303,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
7304,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Water,NULL
7305,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
7306,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Cropland
7307,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Wetland
7308,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Water,Forest
7309,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Grassland
7310,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Wetland
7311,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,NULL
7312,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
7313,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Cropland
7314,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Wetland
7315,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Forest
7316,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,NULL
7317,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
7318,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Cropland
7319,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
7320,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
7321,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,NULL
7322,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Grassland
7323,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Cropland
7324,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Wetland
