Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LFN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LFN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LFN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LFN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LFN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LFN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LFN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LFN_M_R
8059,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
8060,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
8061,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
8062,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
8063,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
8064,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
8065,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
8066,Grassland,Wetland,Wetland,NULL,Wetland,Wetland,Forest,Forest
8067,Grassland,Wetland,Wetland,NULL,Wetland,Forest,Shrubland,Grassland
8068,Grassland,Wetland,Wetland,NULL,Wetland,Forest,Shrubland,Wetland
8069,Grassland,Wetland,Wetland,NULL,Wetland,Forest,Water,Wetland
8070,Grassland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,NULL
8071,Grassland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
8072,Grassland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
8073,Grassland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
8074,Grassland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Wetland,Grassland
8075,Grassland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Wetland,Wetland
8076,Grassland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
8077,Grassland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
8078,Grassland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
8079,Grassland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Forest,Wetland
8080,Grassland,Wetland,Wetland,Non_Water,Wetland,Shrubland,Forest,Forest
8081,Grassland,Wetland,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
8082,Grassland,Wetland,Wetland,Non_Water,Wetland,Cropland,NULL,Grassland
8083,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Shrubland,NULL
8084,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Shrubland,Wetland
8085,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Shrubland,Forest
8086,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
8087,Grassland,Wetland,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
8088,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Shrubland,Wetland
8089,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Shrubland,Forest
8090,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
8091,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
8092,Grassland,Wetland,Wetland,Non_Water,Wetland,Water,Forest,Wetland
8093,Grassland,Wetland,Wetland,Non_Water,Wetland,Forest,Shrubland,NULL
8094,Grassland,Wetland,Wetland,Non_Water,Wetland,Forest,Shrubland,Wetland
8095,Grassland,Wetland,Wetland,Non_Water,Wetland,Forest,Forest,Wetland
8096,Grassland,Wetland,Wetland,Water,Wetland,Shrubland,Shrubland,NULL
8097,Grassland,Wetland,Wetland,Water,Wetland,Shrubland,Shrubland,Wetland
8098,Grassland,Wetland,Wetland,Water,Wetland,Shrubland,Shrubland,Forest
8099,Grassland,Wetland,Wetland,Water,Wetland,Shrubland,Water,Wetland
8100,Grassland,Wetland,Wetland,Water,Wetland,Shrubland,Forest,Wetland
8101,Grassland,Wetland,Wetland,Water,Wetland,Water,Shrubland,Wetland
8102,Grassland,Wetland,Wetland,Water,Wetland,Water,Shrubland,Forest
8103,Grassland,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
8104,Grassland,Wetland,Wetland,Water,Wetland,Forest,Shrubland,NULL
8105,Grassland,Wetland,Wetland,Water,Wetland,Forest,Shrubland,Grassland
8106,Grassland,Wetland,Water,NULL,Water,Shrubland,Shrubland,Wetland
8107,Grassland,Wetland,Water,NULL,Water,Water,Shrubland,Wetland
8108,Grassland,Wetland,Water,Non_Water,Water,Shrubland,Shrubland,Wetland
8109,Grassland,Wetland,Water,Non_Water,Water,Shrubland,Water,Wetland
8110,Grassland,Wetland,Water,Non_Water,Water,Shrubland,Forest,Grassland
8111,Grassland,Wetland,Water,Non_Water,Water,Shrubland,Forest,Wetland
8112,Grassland,Wetland,Water,Non_Water,Water,Water,Water,Wetland
8113,Grassland,Wetland,Water,Water,Water,Shrubland,Shrubland,Wetland
8114,Grassland,Wetland,Water,Water,Water,Shrubland,Wetland,Wetland
8115,Grassland,Wetland,Water,Water,Water,Shrubland,Water,Wetland
8116,Grassland,Wetland,Water,Water,Water,Shrubland,Water,Water
8117,Grassland,Wetland,Water,Water,Water,Shrubland,Forest,Wetland
8118,Grassland,Wetland,Water,Water,Water,Water,Shrubland,Wetland
8119,Grassland,Wetland,Water,Water,Water,Water,Shrubland,Water
8120,Grassland,Wetland,Water,Water,Water,Water,Water,Wetland
8121,Grassland,Wetland,Water,Water,Water,Water,Water,Water
8122,Grassland,Wetland,Water,Water,Water,Forest,Shrubland,Wetland
8123,Grassland,Wetland,Water,Water,Water,Forest,Wetland,Wetland
8124,Grassland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8125,Grassland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8126,Grassland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
8127,Grassland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8128,Grassland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
8129,Grassland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
8130,Grassland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Forest,Wetland
8131,Grassland,Wetland,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
8132,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
8133,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8134,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
8135,Grassland,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
8136,Grassland,Wetland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
8137,Grassland,Wetland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
8138,Grassland,Wetland,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
8139,Grassland,Wetland,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
8140,Grassland,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,NULL
8141,Grassland,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
8142,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
8143,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
8144,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Shrubland,Water,Wetland
8145,Grassland,Wetland,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
8146,Grassland,Wetland,Forest,Water,Non_Wetland,Shrubland,Shrubland,NULL
8147,Grassland,Wetland,Forest,Water,Non_Wetland,Shrubland,Shrubland,Wetland
8148,Grassland,Wetland,Forest,Water,Non_Wetland,Shrubland,Wetland,Wetland
8149,Grassland,Wetland,Forest,Water,Non_Wetland,Forest,Shrubland,Wetland
8150,Grassland,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8151,Grassland,Bareland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
8152,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
8153,Grassland,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
8154,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8155,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
8156,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8157,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
8158,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
8159,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8160,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
8161,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
8162,Grassland,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
8163,Grassland,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
8164,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
8165,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8166,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
8167,Grassland,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
8168,Grassland,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
8169,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
8170,Grassland,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
8171,Grassland,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
8172,Grassland,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
8173,Grassland,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
8174,Grassland,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
8175,Grassland,Water,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
8176,Grassland,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
8177,Grassland,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
8178,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
8179,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
8180,Grassland,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
8181,Grassland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
8182,Grassland,Water,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
8183,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
8184,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
8185,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8186,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
8187,Grassland,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
8188,Grassland,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
8189,Grassland,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
8190,Grassland,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
8191,Grassland,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
8192,Grassland,Water,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
8193,Grassland,Water,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
8194,Grassland,Water,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
8195,Grassland,Water,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
8196,Grassland,Water,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
8197,Grassland,Water,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Grassland
8198,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
8199,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
8200,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
8201,Grassland,Water,Cropland,NULL,Non_Wetland,NULL,Water,Forest
8202,Grassland,Water,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8203,Grassland,Water,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8204,Grassland,Water,Cropland,NULL,Non_Wetland,Shrubland,Water,Forest
8205,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
8206,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
8207,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8208,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
8209,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
8210,Grassland,Water,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
8211,Grassland,Water,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8212,Grassland,Water,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
8213,Grassland,Water,Wetland,NULL,Wetland,NULL,Grassland,Grassland
8214,Grassland,Water,Wetland,NULL,Wetland,NULL,Wetland,Grassland
8215,Grassland,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
8216,Grassland,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
8217,Grassland,Water,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
8218,Grassland,Water,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
8219,Grassland,Water,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
8220,Grassland,Water,Wetland,NULL,Wetland,Shrubland,Water,Grassland
8221,Grassland,Water,Wetland,NULL,Wetland,Shrubland,Forest,Forest
8222,Grassland,Water,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
8223,Grassland,Water,Wetland,NULL,Wetland,Bareland,Forest,Grassland
8224,Grassland,Water,Wetland,NULL,Wetland,Forest,Wetland,Wetland
8225,Grassland,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
8226,Grassland,Water,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
8227,Grassland,Water,Wetland,Non_Water,Wetland,Wetland,Shrubland,Wetland
8228,Grassland,Water,Wetland,Water,Wetland,Water,Shrubland,Grassland
8229,Grassland,Water,Wetland,Water,Wetland,Water,Water,Grassland
8230,Grassland,Water,Water,NULL,Water,Grassland,Shrubland,Grassland
8231,Grassland,Water,Water,NULL,Water,Grassland,Grassland,Grassland
8232,Grassland,Water,Water,NULL,Water,Water,Shrubland,Bareland
8233,Grassland,Water,Water,NULL,Water,Water,Shrubland,Water
8234,Grassland,Water,Water,Water,Water,Wetland,Water,Water
8235,Grassland,Water,Water,Water,Water,Water,Shrubland,Water
8236,Grassland,Water,Water,Water,Water,Water,Water,Water
8237,Grassland,Water,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8238,Grassland,Water,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
8239,Grassland,Water,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
8240,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
8241,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
8242,Grassland,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
8243,Grassland,Water,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
8244,Grassland,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
8245,Grassland,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
8246,Grassland,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
8247,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
8248,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
8249,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
8250,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
8251,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8252,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8253,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8254,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
8255,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
8256,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
8257,Grassland,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
8258,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8259,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
8260,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
8261,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
8262,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
8263,Grassland,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
8264,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
8265,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
8266,Grassland,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
8267,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Grassland
8268,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
8269,Grassland,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
8270,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
8271,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
8272,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
8273,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
8274,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
8275,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
8276,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
8277,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
8278,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8279,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8280,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8281,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
8282,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
8283,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
8284,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
8285,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
8286,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
8287,Grassland,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
8288,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
8289,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
8290,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
8291,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
8292,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8293,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
8294,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
8295,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8296,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
8297,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
8298,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
8299,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
8300,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
8301,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
8302,Grassland,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
8303,Grassland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
8304,Grassland,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
8305,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
8306,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
8307,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
8308,Grassland,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
8309,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
8310,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8311,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
8312,Grassland,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
8313,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
8314,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
8315,Grassland,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
8316,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
8317,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
8318,Grassland,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
8319,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8320,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8321,Grassland,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
8322,Grassland,Forest,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
8323,Grassland,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
8324,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
8325,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
8326,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
8327,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
8328,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
8329,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
8330,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
8331,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
8332,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
8333,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
8334,Grassland,Forest,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
8335,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
8336,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
8337,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
8338,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
8339,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
8340,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
8341,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
8342,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
8343,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
8344,Grassland,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
8345,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
8346,Grassland,Forest,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
8347,Grassland,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
8348,Grassland,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
8349,Grassland,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
8350,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
8351,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
8352,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
8353,Grassland,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
8354,Grassland,Forest,Wetland,NULL,Wetland,NULL,Shrubland,Forest
8355,Grassland,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
8356,Grassland,Forest,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
8357,Grassland,Forest,Wetland,NULL,Wetland,Shrubland,NULL,Forest
8358,Grassland,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
8359,Grassland,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
8360,Grassland,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
8361,Grassland,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
8362,Grassland,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
8363,Grassland,Forest,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
8364,Grassland,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,NULL
8365,Grassland,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
8366,Grassland,Forest,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
8367,Grassland,Forest,Wetland,NULL,Wetland,Shrubland,Forest,NULL
8368,Grassland,Forest,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
8369,Grassland,Forest,Wetland,NULL,Wetland,Shrubland,Forest,Forest
8370,Grassland,Forest,Wetland,NULL,Wetland,Grassland,NULL,Forest
8371,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
8372,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
8373,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
8374,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
8375,Grassland,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
8376,Grassland,Forest,Wetland,NULL,Wetland,Wetland,NULL,Grassland
8377,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
8378,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
8379,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
8380,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
8381,Grassland,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
