Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KWT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KWT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KWT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KWT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KWT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KWT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KWT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KWT_M_R
905,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Wetland
906,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Water
907,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
908,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Wetland
909,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
910,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Water
911,NULL,NULL,Wetland,Water,Wetland,Forest,Water,Wetland
912,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
913,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
914,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
915,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Wetland
916,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Bareland
917,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Wetland
918,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Bareland,Grassland
919,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
920,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
921,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Wetland
922,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Wetland
923,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
924,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Wetland
925,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
926,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
927,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Wetland
928,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
929,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
930,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
931,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Bareland
932,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
933,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
934,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
935,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Water,Wetland
936,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
937,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Wetland
938,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,Grassland,Water
939,NULL,NULL,Bareland,Water,Non_Wetland,Forest,Grassland,Water
940,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
941,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
942,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
943,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
944,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
945,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
946,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Wetland
947,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
948,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
949,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
950,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
951,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
952,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Wetland
953,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
954,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
955,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
956,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
957,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
958,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
959,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
960,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Wetland
961,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
962,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
963,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
964,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,NULL
965,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
966,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Wetland
967,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
968,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
969,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
970,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Wetland
971,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Built-up
972,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
973,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
974,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
975,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Cropland
976,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
977,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,NULL,Built-up
978,NULL,NULL,Built-up,NULL,Non_Wetland,Cropland,Grassland,Built-up
979,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
980,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Water
981,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
982,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
983,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
984,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
985,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
986,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
987,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
988,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
989,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Wetland
990,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
991,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
992,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
993,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
994,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
995,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
996,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
997,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
998,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,NULL
999,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
1000,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
1001,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
1002,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
1003,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
1004,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,NULL
1005,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
1006,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
1007,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
1008,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1009,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
1010,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
1011,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Water,Grassland
1012,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Forest,Forest
1013,NULL,NULL,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
1014,NULL,NULL,Built-up,NULL,Non_Wetland,Forest,Grassland,Forest
1015,NULL,NULL,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
1016,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
1017,NULL,NULL,Water,NULL,Water,NULL,NULL,Grassland
1018,NULL,NULL,Water,NULL,Water,NULL,NULL,Wetland
1019,NULL,NULL,Water,NULL,Water,NULL,NULL,Water
1020,NULL,NULL,Water,NULL,Water,NULL,Grassland,Grassland
1021,NULL,NULL,Water,NULL,Water,NULL,Grassland,Wetland
1022,NULL,NULL,Water,NULL,Water,NULL,Grassland,Forest
1023,NULL,NULL,Water,NULL,Water,NULL,Wetland,Wetland
1024,NULL,NULL,Water,NULL,Water,Grassland,NULL,NULL
1025,NULL,NULL,Water,NULL,Water,Grassland,NULL,Grassland
1026,NULL,NULL,Water,NULL,Water,Grassland,NULL,Wetland
1027,NULL,NULL,Water,NULL,Water,Grassland,NULL,Forest
1028,NULL,NULL,Water,NULL,Water,Grassland,Shrubland,Wetland
1029,NULL,NULL,Water,NULL,Water,Grassland,Shrubland,Forest
1030,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
1031,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Cropland
1032,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Wetland
1033,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Water
1034,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Forest
1035,NULL,NULL,Water,NULL,Water,Grassland,Bareland,Grassland
1036,NULL,NULL,Water,NULL,Water,Grassland,Water,Grassland
1037,NULL,NULL,Water,NULL,Water,Grassland,Water,Wetland
1038,NULL,NULL,Water,NULL,Water,Grassland,Forest,Grassland
1039,NULL,NULL,Water,NULL,Water,Grassland,Forest,Wetland
1040,NULL,NULL,Water,NULL,Water,Cropland,Grassland,Bareland
1041,NULL,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
1042,NULL,NULL,Water,NULL,Water,Wetland,Grassland,Wetland
1043,NULL,NULL,Water,NULL,Water,Wetland,Grassland,Water
1044,NULL,NULL,Water,NULL,Water,Wetland,Grassland,Forest
1045,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
1046,NULL,NULL,Water,NULL,Water,Bareland,NULL,Grassland
1047,NULL,NULL,Water,NULL,Water,Bareland,NULL,Wetland
1048,NULL,NULL,Water,NULL,Water,Bareland,NULL,Bareland
1049,NULL,NULL,Water,NULL,Water,Bareland,NULL,Water
1050,NULL,NULL,Water,NULL,Water,Bareland,NULL,Forest
1051,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Wetland
1052,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Bareland
1053,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Water
1054,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Forest
1055,NULL,NULL,Water,NULL,Water,Bareland,Bareland,NULL
1056,NULL,NULL,Water,NULL,Water,Bareland,Bareland,Grassland
1057,NULL,NULL,Water,NULL,Water,Bareland,Bareland,Wetland
1058,NULL,NULL,Water,NULL,Water,Bareland,Bareland,Bareland
1059,NULL,NULL,Water,NULL,Water,Bareland,Bareland,Built-up
1060,NULL,NULL,Water,NULL,Water,Bareland,Bareland,Forest
1061,NULL,NULL,Water,NULL,Water,Built-up,Built-up,Wetland
1062,NULL,NULL,Water,NULL,Water,Water,Grassland,Grassland
1063,NULL,NULL,Water,NULL,Water,Water,Grassland,Wetland
1064,NULL,NULL,Water,NULL,Water,Forest,Grassland,Forest
1065,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1066,NULL,NULL,Water,Non_Water,Water,NULL,Grassland,Wetland
1067,NULL,NULL,Water,Non_Water,Water,NULL,Water,Water
1068,NULL,NULL,Water,Non_Water,Water,NULL,Forest,Water
1069,NULL,NULL,Water,Non_Water,Water,Grassland,Grassland,Grassland
1070,NULL,NULL,Water,Non_Water,Water,Grassland,Grassland,Wetland
1071,NULL,NULL,Water,Non_Water,Water,Grassland,Grassland,Water
1072,NULL,NULL,Water,Non_Water,Water,Grassland,Water,Wetland
1073,NULL,NULL,Water,Non_Water,Water,Wetland,Grassland,Wetland
1074,NULL,NULL,Water,Non_Water,Water,Wetland,Grassland,Water
1075,NULL,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
1076,NULL,NULL,Water,Non_Water,Water,Bareland,NULL,Forest
1077,NULL,NULL,Water,Non_Water,Water,Bareland,Bareland,Forest
1078,NULL,NULL,Water,Non_Water,Water,Bareland,Water,Wetland
1079,NULL,NULL,Water,Non_Water,Water,Forest,Wetland,Wetland
1080,NULL,NULL,Water,Water,Water,NULL,NULL,Grassland
1081,NULL,NULL,Water,Water,Water,NULL,NULL,Wetland
1082,NULL,NULL,Water,Water,Water,NULL,Grassland,Grassland
1083,NULL,NULL,Water,Water,Water,NULL,Wetland,Wetland
1084,NULL,NULL,Water,Water,Water,NULL,Water,Grassland
1085,NULL,NULL,Water,Water,Water,Grassland,NULL,Wetland
1086,NULL,NULL,Water,Water,Water,Grassland,NULL,Forest
1087,NULL,NULL,Water,Water,Water,Grassland,Grassland,Wetland
1088,NULL,NULL,Water,Water,Water,Grassland,Water,Water
1089,NULL,NULL,Water,Water,Water,Wetland,Grassland,Wetland
1090,NULL,NULL,Water,Water,Water,Wetland,Grassland,Water
1091,NULL,NULL,Water,Water,Water,Wetland,Wetland,Wetland
1092,NULL,NULL,Water,Water,Water,Wetland,Wetland,Water
1093,NULL,NULL,Water,Water,Water,Wetland,Forest,Wetland
1094,NULL,NULL,Water,Water,Water,Bareland,Water,Wetland
1095,NULL,NULL,Water,Water,Water,Bareland,Water,Water
1096,NULL,NULL,Water,Water,Water,Water,Water,Wetland
1097,NULL,NULL,Water,Water,Water,Water,Forest,Water
1098,NULL,NULL,Water,Water,Water,Forest,Water,Wetland
1099,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1100,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1101,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1102,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1103,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1104,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1105,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1106,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
1107,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
1108,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Wetland
1109,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
1110,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
1111,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
1112,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
1113,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
1114,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Bareland
1115,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Water
1116,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1117,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
1118,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1119,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
1120,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1121,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
1122,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
1123,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
1124,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Water,NULL
1125,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Water,Grassland
1126,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
1127,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
1128,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
1129,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
1130,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Wetland
1131,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1132,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
1133,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
1134,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Wetland
1135,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
1136,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1137,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1138,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
1139,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1140,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
1141,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1142,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Cropland
1143,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
1144,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
1145,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
1146,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1147,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
1148,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
1149,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1150,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
1151,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Wetland
1152,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
1153,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
1154,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Wetland
1155,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
1156,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
1157,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1158,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
1159,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
1160,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Bareland
1161,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Built-up
1162,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Water
1163,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1164,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
1165,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1166,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Wetland
1167,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
1168,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1169,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1170,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
1171,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
1172,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
1173,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
1174,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
1175,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1176,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
1177,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1178,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Cropland
1179,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
1180,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1181,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1182,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Wetland
1183,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Bareland
1184,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1185,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Wetland
1186,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
1187,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
1188,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Wetland
1189,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1190,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1191,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1192,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
1193,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
1194,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1195,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
1196,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
1197,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Wetland
1198,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
1199,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
1200,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Wetland
1201,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
1202,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
1203,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
1204,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
1205,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Wetland
1206,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
1207,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
1208,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Wetland
1209,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
1210,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
1211,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
1212,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
1213,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1214,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1215,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
1216,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
1217,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
1218,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1219,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
1220,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Water
1221,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1222,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1223,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1224,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1225,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1226,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,NULL
1227,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
1228,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
1229,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1230,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
1231,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1232,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
1233,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1234,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
1235,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
1236,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Wetland
1237,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Bareland
1238,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Built-up
1239,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Water
1240,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
1241,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
1242,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
1243,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1244,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
1245,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Wetland
1246,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
1247,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
1248,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Water
1249,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1250,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
