Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MYU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MYU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MYU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MYU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MYU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MYU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MYU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MYU_M_R
1306,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1307,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1308,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
1309,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
1310,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Built-up
1311,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
1312,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
1313,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
1314,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
1315,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
1316,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1317,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1318,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
1319,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1320,NULL,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1321,NULL,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
1322,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1323,NULL,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1324,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Water,Forest
1325,NULL,Water,NULL,Non_Water,Non_Wetland,Wetland,Forest,Grassland
1326,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1327,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1328,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1329,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
1330,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1331,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
1332,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1333,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1334,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1335,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1336,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
1337,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
1338,NULL,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
1339,NULL,Water,Shrubland,Water,Non_Wetland,Built-up,Wetland,Wetland
1340,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1341,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1342,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1343,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1344,NULL,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1345,NULL,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1346,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
1347,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
1348,NULL,Water,Grassland,Non_Water,Non_Wetland,Grassland,Water,Forest
1349,NULL,Water,Grassland,Water,Non_Wetland,Wetland,Bareland,Forest
1350,NULL,Water,Grassland,Water,Non_Wetland,Bareland,Bareland,Forest
1351,NULL,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1352,NULL,Water,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1353,NULL,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1354,NULL,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1355,NULL,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1356,NULL,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
1357,NULL,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
1358,NULL,Water,Wetland,NULL,Wetland,Wetland,Water,Water
1359,NULL,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
1360,NULL,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
1361,NULL,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
1362,NULL,Water,Wetland,NULL,Wetland,Water,Grassland,Bareland
1363,NULL,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
1364,NULL,Water,Wetland,NULL,Wetland,Water,Water,Forest
1365,NULL,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
1366,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1367,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1368,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
1369,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1370,NULL,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1371,NULL,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
1372,NULL,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
1373,NULL,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1374,NULL,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1375,NULL,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
1376,NULL,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
1377,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
1378,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
1379,NULL,Water,Wetland,Water,Wetland,Wetland,Water,Water
1380,NULL,Water,Wetland,Water,Wetland,Bareland,Wetland,Grassland
1381,NULL,Water,Wetland,Water,Wetland,Bareland,Water,Bareland
1382,NULL,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
1383,NULL,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
1384,NULL,Water,Wetland,Water,Wetland,Water,Water,Wetland
1385,NULL,Water,Wetland,Water,Wetland,Water,Water,Bareland
1386,NULL,Water,Wetland,Water,Wetland,Water,Water,Water
1387,NULL,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1388,NULL,Water,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1389,NULL,Water,Built-up,Water,Non_Wetland,Wetland,Water,Grassland
1390,NULL,Water,Built-up,Water,Non_Wetland,Wetland,Forest,Grassland
1391,NULL,Water,Water,NULL,Water,Wetland,Water,Water
1392,NULL,Water,Water,Water,Water,Wetland,Wetland,Grassland
1393,NULL,Water,Water,Water,Water,Wetland,Wetland,Water
1394,NULL,Water,Water,Water,Water,Wetland,Wetland,Forest
1395,NULL,Water,Water,Water,Water,Wetland,Water,Grassland
1396,NULL,Water,Water,Water,Water,Wetland,Water,Forest
1397,NULL,Water,Water,Water,Water,Water,Water,Grassland
1398,NULL,Water,Water,Water,Water,Water,Water,Bareland
1399,NULL,Water,Water,Water,Water,Water,Water,Water
1400,NULL,Water,Water,Water,Water,Water,Water,Forest
1401,NULL,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1402,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1403,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1404,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1405,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1406,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1407,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1408,NULL,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1409,NULL,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1410,NULL,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1411,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
1412,NULL,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1413,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
1414,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1415,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1416,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1417,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1418,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1419,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1420,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
1421,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1422,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1423,NULL,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
1424,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1425,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1426,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1427,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1428,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
1429,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
1430,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1431,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1432,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1433,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
1434,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1435,NULL,Forest,NULL,NULL,Non_Wetland,Built-up,Grassland,Forest
1436,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
1437,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1438,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1439,NULL,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1440,NULL,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1441,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1442,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1443,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1444,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1445,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1446,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1447,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
1448,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1449,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1450,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
1451,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1452,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1453,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1454,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1455,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1456,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1457,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
1458,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1459,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
1460,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1461,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1462,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1463,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1464,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1465,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1466,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
1467,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1468,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1469,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1470,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
1471,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1472,NULL,Forest,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
1473,NULL,Forest,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
1474,NULL,Forest,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
1475,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1476,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
1477,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
1478,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
1479,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1480,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1481,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1482,NULL,Forest,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
1483,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
1484,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
1485,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1486,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
1487,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1488,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1489,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1490,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1491,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1492,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1493,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1494,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1495,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Built-up
1496,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1497,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1498,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1499,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1500,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1501,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1502,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
1503,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1504,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1505,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1506,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1507,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1508,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
1509,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1510,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
1511,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
1512,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
1513,NULL,Forest,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1514,NULL,Forest,Grassland,NULL,Non_Wetland,Built-up,Grassland,Built-up
1515,NULL,Forest,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
1516,NULL,Forest,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
1517,NULL,Forest,Grassland,NULL,Non_Wetland,Built-up,Forest,Forest
1518,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
1519,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1520,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
1521,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
1522,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1523,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1524,NULL,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1525,NULL,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1526,NULL,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1527,NULL,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
1528,NULL,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1529,NULL,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1530,NULL,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1531,NULL,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
1532,NULL,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1533,NULL,Forest,Wetland,NULL,Wetland,Grassland,Forest,Grassland
1534,NULL,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1535,NULL,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1536,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1537,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1538,NULL,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1539,NULL,Forest,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
1540,NULL,Forest,Wetland,NULL,Wetland,Wetland,Forest,Grassland
1541,NULL,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
1542,NULL,Forest,Wetland,NULL,Wetland,Water,Wetland,Wetland
1543,NULL,Forest,Wetland,NULL,Wetland,Forest,Forest,Grassland
1544,NULL,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
1545,NULL,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1546,NULL,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1547,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1548,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1549,NULL,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1550,NULL,Forest,Wetland,Water,Wetland,Grassland,Wetland,Forest
1551,NULL,Forest,Wetland,Water,Wetland,Wetland,Grassland,Grassland
1552,NULL,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1553,NULL,Forest,Wetland,Water,Wetland,Forest,Wetland,Grassland
1554,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Forest
1555,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1556,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
1557,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
1558,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1559,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1560,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
1561,NULL,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
1562,NULL,Forest,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1563,NULL,Forest,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
1564,NULL,Forest,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
1565,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1566,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
1567,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
1568,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
1569,NULL,Forest,Water,Water,Water,Wetland,Wetland,Grassland
1570,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1571,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1572,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1573,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1574,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1575,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1576,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1577,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1578,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1579,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1580,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1581,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1582,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1583,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1584,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1585,NULL,Forest,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
1586,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1587,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1588,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1589,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1590,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
1591,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1592,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1593,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1594,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
1595,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1596,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1597,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1598,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1599,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1600,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1601,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1602,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1603,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1604,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1605,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
1606,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
1607,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
1608,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1609,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
1610,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
1611,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1612,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
1613,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
1614,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1615,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
1616,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
1617,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
1618,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1619,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1620,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Wetland
1621,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1622,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1623,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1624,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1625,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1626,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
1627,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
1628,Grassland,NULL,NULL,NULL,Non_Wetland,Cropland,Wetland,Grassland
1629,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
1630,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
1631,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
1632,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Bareland
1633,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1634,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1635,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
1636,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1637,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
1638,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Bareland
1639,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
1640,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Water,Forest
1641,Grassland,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
