Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KHE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KHE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KHE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KHE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KHE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KHE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KHE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KHE_M_R
1662,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Forest
1663,NULL,NULL,Water,NULL,Water,Grassland,Water,NULL
1664,NULL,NULL,Water,NULL,Water,Grassland,Water,Grassland
1665,NULL,NULL,Water,NULL,Water,Grassland,Forest,Grassland
1666,NULL,NULL,Water,NULL,Water,Grassland,Forest,Forest
1667,NULL,NULL,Water,NULL,Water,Cropland,Grassland,Bareland
1668,NULL,NULL,Water,NULL,Water,Cropland,Grassland,Forest
1669,NULL,NULL,Water,NULL,Water,Wetland,NULL,NULL
1670,NULL,NULL,Water,NULL,Water,Wetland,Shrubland,NULL
1671,NULL,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
1672,NULL,NULL,Water,NULL,Water,Wetland,Water,Grassland
1673,NULL,NULL,Water,NULL,Water,Bareland,NULL,Grassland
1674,NULL,NULL,Water,NULL,Water,Bareland,Shrubland,Wetland
1675,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
1676,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Bareland
1677,NULL,NULL,Water,NULL,Water,Bareland,Bareland,Grassland
1678,NULL,NULL,Water,NULL,Water,Bareland,Bareland,Cropland
1679,NULL,NULL,Water,NULL,Water,Bareland,Bareland,Bareland
1680,NULL,NULL,Water,NULL,Water,Bareland,Bareland,Built-up
1681,NULL,NULL,Water,NULL,Water,Bareland,Bareland,Water
1682,NULL,NULL,Water,NULL,Water,Bareland,Bareland,Forest
1683,NULL,NULL,Water,NULL,Water,Bareland,Built-up,Bareland
1684,NULL,NULL,Water,NULL,Water,Bareland,Water,Grassland
1685,NULL,NULL,Water,NULL,Water,Bareland,Water,Built-up
1686,NULL,NULL,Water,NULL,Water,Bareland,Water,Water
1687,NULL,NULL,Water,NULL,Water,Forest,Bareland,Bareland
1688,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
1689,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Cropland
1690,NULL,NULL,Water,Non_Water,Water,NULL,Water,Grassland
1691,NULL,NULL,Water,Non_Water,Water,Shrubland,NULL,Grassland
1692,NULL,NULL,Water,Non_Water,Water,Shrubland,Shrubland,Grassland
1693,NULL,NULL,Water,Non_Water,Water,Shrubland,Wetland,Grassland
1694,NULL,NULL,Water,Non_Water,Water,Shrubland,Bareland,Grassland
1695,NULL,NULL,Water,Non_Water,Water,Shrubland,Bareland,Cropland
1696,NULL,NULL,Water,Non_Water,Water,Shrubland,Water,Forest
1697,NULL,NULL,Water,Non_Water,Water,Grassland,NULL,NULL
1698,NULL,NULL,Water,Non_Water,Water,Grassland,NULL,Grassland
1699,NULL,NULL,Water,Non_Water,Water,Grassland,Grassland,NULL
1700,NULL,NULL,Water,Non_Water,Water,Grassland,Grassland,Grassland
1701,NULL,NULL,Water,Non_Water,Water,Grassland,Built-up,Cropland
1702,NULL,NULL,Water,Non_Water,Water,Grassland,Water,Grassland
1703,NULL,NULL,Water,Non_Water,Water,Cropland,NULL,Grassland
1704,NULL,NULL,Water,Non_Water,Water,Wetland,NULL,NULL
1705,NULL,NULL,Water,Non_Water,Water,Wetland,Shrubland,NULL
1706,NULL,NULL,Water,Non_Water,Water,Wetland,Shrubland,Grassland
1707,NULL,NULL,Water,Non_Water,Water,Wetland,Bareland,NULL
1708,NULL,NULL,Water,Non_Water,Water,Wetland,Bareland,Wetland
1709,NULL,NULL,Water,Non_Water,Water,Wetland,Water,NULL
1710,NULL,NULL,Water,Non_Water,Water,Wetland,Water,Grassland
1711,NULL,NULL,Water,Non_Water,Water,Wetland,Water,Forest
1712,NULL,NULL,Water,Non_Water,Water,Bareland,Shrubland,Wetland
1713,NULL,NULL,Water,Non_Water,Water,Bareland,Shrubland,Bareland
1714,NULL,NULL,Water,Non_Water,Water,Bareland,Grassland,Grassland
1715,NULL,NULL,Water,Non_Water,Water,Bareland,Bareland,NULL
1716,NULL,NULL,Water,Non_Water,Water,Bareland,Bareland,Grassland
1717,NULL,NULL,Water,Non_Water,Water,Bareland,Bareland,Bareland
1718,NULL,NULL,Water,Non_Water,Water,Bareland,Water,Bareland
1719,NULL,NULL,Water,Non_Water,Water,Bareland,Water,Built-up
1720,NULL,NULL,Water,Non_Water,Water,Bareland,Water,Water
1721,NULL,NULL,Water,Non_Water,Water,Forest,Grassland,Grassland
1722,NULL,NULL,Water,Water,Water,NULL,Grassland,Grassland
1723,NULL,NULL,Water,Water,Water,NULL,Grassland,Water
1724,NULL,NULL,Water,Water,Water,NULL,Water,Grassland
1725,NULL,NULL,Water,Water,Water,NULL,Water,Water
1726,NULL,NULL,Water,Water,Water,Shrubland,NULL,Bareland
1727,NULL,NULL,Water,Water,Water,Shrubland,Grassland,Grassland
1728,NULL,NULL,Water,Water,Water,Shrubland,Grassland,Water
1729,NULL,NULL,Water,Water,Water,Shrubland,Bareland,Grassland
1730,NULL,NULL,Water,Water,Water,Shrubland,Water,Cropland
1731,NULL,NULL,Water,Water,Water,Shrubland,Water,Water
1732,NULL,NULL,Water,Water,Water,Grassland,NULL,Grassland
1733,NULL,NULL,Water,Water,Water,Grassland,NULL,Wetland
1734,NULL,NULL,Water,Water,Water,Grassland,NULL,Water
1735,NULL,NULL,Water,Water,Water,Grassland,Water,Wetland
1736,NULL,NULL,Water,Water,Water,Grassland,Water,Water
1737,NULL,NULL,Water,Water,Water,Wetland,Shrubland,Water
1738,NULL,NULL,Water,Water,Water,Wetland,Water,Grassland
1739,NULL,NULL,Water,Water,Water,Wetland,Water,Bareland
1740,NULL,NULL,Water,Water,Water,Wetland,Water,Water
1741,NULL,NULL,Water,Water,Water,Bareland,NULL,Water
1742,NULL,NULL,Water,Water,Water,Bareland,Bareland,Grassland
1743,NULL,NULL,Water,Water,Water,Bareland,Bareland,Bareland
1744,NULL,NULL,Water,Water,Water,Bareland,Bareland,Water
1745,NULL,NULL,Water,Water,Water,Bareland,Water,Grassland
1746,NULL,NULL,Water,Water,Water,Bareland,Water,Bareland
1747,NULL,NULL,Water,Water,Water,Bareland,Water,Water
1748,NULL,NULL,Water,Water,Water,Water,Water,Water
1749,NULL,NULL,Water,Water,Water,Forest,Water,Grassland
1750,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1751,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1752,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1753,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1754,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1755,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1756,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
1757,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
1758,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
1759,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
1760,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
1761,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
1762,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Bareland
1763,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1764,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
1765,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1766,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Cropland
1767,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1768,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Bareland
1769,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
1770,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Water,NULL
1771,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Water,Grassland
1772,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Water,Water
1773,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
1774,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
1775,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
1776,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Cropland
1777,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1778,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
1779,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
1780,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
1781,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Built-up
1782,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
1783,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1784,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1785,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
1786,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1787,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
1788,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1789,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Bareland
1790,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
1791,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
1792,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
1793,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
1794,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1795,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,NULL
1796,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
1797,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
1798,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
1799,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
1800,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1801,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
1802,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Bareland
1803,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Built-up
1804,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Water
1805,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1806,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
1807,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1808,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1809,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
1810,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1811,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1812,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
1813,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
1814,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
1815,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
1816,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
1817,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1818,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
1819,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1820,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Cropland
1821,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
1822,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1823,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
1824,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1825,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1826,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
1827,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
1828,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1829,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1830,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
1831,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Bareland
1832,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1833,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
1834,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
1835,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
1836,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Built-up
1837,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
1838,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,NULL
1839,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
1840,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Cropland
1841,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
1842,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
1843,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
1844,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
1845,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Bareland
1846,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Built-up
1847,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
1848,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Grassland
1849,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Built-up,Forest
1850,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,NULL
1851,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
1852,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
1853,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Bareland
1854,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
1855,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
1856,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
1857,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1858,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
1859,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
1860,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
1861,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
1862,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1863,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1864,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1865,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1866,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Cropland
1867,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1868,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1869,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
1870,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1871,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1872,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
1873,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
1874,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
1875,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Built-up
1876,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
1877,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
1878,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1879,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Built-up
1880,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
1881,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
1882,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1883,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
1884,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
1885,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1886,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
1887,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1888,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
1889,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
1890,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1891,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
1892,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1893,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
1894,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
1895,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1896,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,NULL
1897,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
1898,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
1899,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1900,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Built-up
1901,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1902,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
1903,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Bareland
1904,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
1905,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
1906,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
1907,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
1908,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Forest,Grassland
1909,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Forest,Bareland
1910,NULL,NULL,Forest,NULL,Non_Wetland,Water,NULL,Grassland
1911,NULL,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,NULL
1912,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1913,NULL,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
1914,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,NULL
1915,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
1916,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Cropland
1917,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1918,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
1919,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
1920,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Built-up
1921,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
1922,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
1923,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1924,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Cropland
1925,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Bareland
1926,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1927,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
1928,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
1929,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1930,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
1931,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Cropland
1932,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Bareland
1933,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1934,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Water,Grassland
1935,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
1936,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
1937,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1938,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
1939,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Bareland
1940,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1941,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1942,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1943,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1944,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1945,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,NULL
1946,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
1947,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Forest
1948,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,NULL
1949,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
1950,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Cropland
1951,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
1952,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
1953,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,NULL
1954,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
1955,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Cropland
1956,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
1957,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest,Grassland
1958,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
1959,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,NULL
1960,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
1961,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
1962,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Forest
1963,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
1964,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
1965,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
1966,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
1967,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
1968,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
1969,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
1970,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,NULL
1971,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Grassland
1972,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Cropland
1973,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
1974,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Forest
1975,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,NULL
1976,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1977,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Cropland
1978,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Water
1979,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Forest
1980,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
1981,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
1982,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,NULL
1983,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1984,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
1985,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1986,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,NULL
1987,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
1988,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Cropland
1989,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Wetland
1990,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Grassland
1991,NULL,NULL,Forest,Non_Water,Non_Wetland,Cropland,NULL,NULL
1992,NULL,NULL,Forest,Non_Water,Non_Wetland,Cropland,NULL,Grassland
1993,NULL,NULL,Forest,Non_Water,Non_Wetland,Cropland,NULL,Cropland
1994,NULL,NULL,Forest,Non_Water,Non_Wetland,Cropland,NULL,Forest
1995,NULL,NULL,Forest,Non_Water,Non_Wetland,Cropland,Grassland,NULL
1996,NULL,NULL,Forest,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
1997,NULL,NULL,Forest,Non_Water,Non_Wetland,Cropland,Grassland,Cropland
1998,NULL,NULL,Forest,Non_Water,Non_Wetland,Cropland,Grassland,Bareland
1999,NULL,NULL,Forest,Non_Water,Non_Wetland,Cropland,Grassland,Forest
2000,NULL,NULL,Forest,Non_Water,Non_Wetland,Cropland,Water,NULL
2001,NULL,NULL,Forest,Non_Water,Non_Wetland,Cropland,Water,Grassland
2002,NULL,NULL,Forest,Non_Water,Non_Wetland,Cropland,Water,Forest
2003,NULL,NULL,Forest,Non_Water,Non_Wetland,Cropland,Forest,Forest
2004,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,NULL
