Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MNP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MNP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MNP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MNP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MNP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MNP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MNP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MNP_M_R
3329,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3330,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
3331,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3332,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
3333,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3334,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3335,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
3336,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
3337,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
3338,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
3339,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
3340,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
3341,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
3342,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
3343,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
3344,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
3345,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
3346,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
3347,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3348,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
3349,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
3350,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
3351,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
3352,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3353,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
3354,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
3355,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
3356,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
3357,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
3358,NULL,Forest,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
3359,NULL,Forest,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
3360,NULL,Forest,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
3361,NULL,Forest,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
3362,NULL,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
3363,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
3364,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
3365,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
3366,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
3367,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
3368,NULL,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
3369,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
3370,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
3371,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
3372,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
3373,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
3374,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
3375,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
3376,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
3377,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
3378,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
3379,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3380,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
3381,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3382,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3383,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3384,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
3385,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3386,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3387,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
3388,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
3389,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
3390,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
3391,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
3392,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Built-up
3393,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
3394,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
3395,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3396,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3397,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
3398,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3399,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3400,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
3401,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
3402,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
3403,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
3404,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
3405,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,NULL
3406,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
3407,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
3408,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Shrubland,NULL
3409,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
3410,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3411,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
3412,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
3413,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
3414,NULL,Forest,Grassland,NULL,Non_Wetland,Built-up,NULL,Forest
3415,NULL,Forest,Grassland,NULL,Non_Wetland,Built-up,Forest,Grassland
3416,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
3417,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
3418,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,NULL
3419,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
3420,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
3421,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
3422,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Cropland
3423,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
3424,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
3425,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
3426,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
3427,NULL,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
3428,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
3429,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
3430,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
3431,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3432,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
3433,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
3434,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
3435,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
3436,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
3437,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
3438,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
3439,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3440,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3441,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3442,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3443,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
3444,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
3445,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
3446,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
3447,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
3448,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3449,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3450,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
3451,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3452,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
3453,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
3454,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
3455,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
3456,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
3457,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
3458,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
3459,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3460,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
3461,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
3462,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
3463,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
3464,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
3465,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
3466,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
3467,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
3468,NULL,Forest,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
3469,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
3470,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
3471,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
3472,NULL,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
3473,NULL,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
3474,NULL,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
3475,NULL,Forest,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
3476,NULL,Forest,Wetland,NULL,Wetland,Shrubland,Water,Forest
3477,NULL,Forest,Wetland,NULL,Wetland,Forest,Shrubland,Forest
3478,NULL,Forest,Wetland,NULL,Wetland,Forest,Forest,Wetland
3479,NULL,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
3480,NULL,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
3481,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
3482,NULL,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3483,NULL,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3484,NULL,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
3485,NULL,Forest,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3486,NULL,Forest,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Forest
3487,NULL,Forest,Built-up,NULL,Non_Wetland,Shrubland,Forest,Forest
3488,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
3489,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
3490,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Forest
3491,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
3492,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
3493,NULL,Forest,Built-up,NULL,Non_Wetland,Wetland,Forest,Built-up
3494,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
3495,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
3496,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
3497,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
3498,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3499,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
3500,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
3501,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
3502,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
3503,NULL,Forest,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
3504,NULL,Forest,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Forest
3505,NULL,Forest,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
3506,NULL,Forest,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
3507,NULL,Forest,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
3508,NULL,Forest,Built-up,NULL,Non_Wetland,Forest,Shrubland,Forest
3509,NULL,Forest,Built-up,NULL,Non_Wetland,Forest,Built-up,Built-up
3510,NULL,Forest,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
3511,NULL,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Built-up
3512,NULL,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
3513,NULL,Forest,Water,NULL,Water,Forest,Shrubland,Forest
3514,NULL,Forest,Water,Water,Water,Forest,Forest,Forest
3515,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
3516,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
3517,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
3518,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
3519,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
3520,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
3521,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
3522,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
3523,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
3524,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
3525,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3526,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
3527,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest,NULL
3528,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
3529,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
3530,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
3531,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
3532,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
3533,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
3534,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3535,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3536,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
3537,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
3538,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3539,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
3540,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3541,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
3542,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
3543,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
3544,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
3545,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
3546,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
3547,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
3548,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
3549,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
3550,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
3551,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3552,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
3553,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
3554,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
3555,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3556,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3557,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
3558,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
3559,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
3560,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
3561,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3562,NULL,Forest,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
3563,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
3564,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
3565,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
3566,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
3567,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
3568,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
3569,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
3570,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
3571,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
3572,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
3573,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
3574,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
3575,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3576,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
3577,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
3578,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
3579,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
3580,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
3581,NULL,Forest,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
3582,NULL,Forest,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
3583,NULL,Forest,Forest,NULL,Non_Wetland,Forest,NULL,NULL
3584,NULL,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
3585,NULL,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
3586,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
3587,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
3588,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Built-up
3589,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
3590,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
3591,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3592,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
3593,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
3594,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
3595,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Wetland
3596,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3597,NULL,Forest,Forest,Non_Water,Non_Wetland,Forest,Shrubland,Forest
3598,NULL,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
3599,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
3600,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
3601,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
3602,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
3603,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3604,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
3605,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
3606,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
3607,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
3608,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
3609,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
3610,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
3611,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Wetland
3612,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
3613,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Built-up
3614,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
3615,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
3616,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,NULL
3617,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
3618,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
3619,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Wetland
3620,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,Forest,Forest
3621,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
3622,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
3623,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
3624,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
3625,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3626,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3627,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
3628,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
3629,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3630,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
3631,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3632,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
3633,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Built-up
3634,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
3635,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
3636,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
3637,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Cropland
3638,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Wetland
3639,Grassland,NULL,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
3640,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
3641,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
3642,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
3643,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
3644,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
3645,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3646,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
3647,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
3648,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
3649,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3650,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
3651,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
3652,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
3653,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
3654,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3655,Grassland,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
