Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LFC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LFC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LFC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LFC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LFC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LFC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LFC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LFC_M_R
739,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
740,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
741,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
742,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
743,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
744,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
745,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
746,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
747,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
748,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
749,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
750,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
751,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
752,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
753,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
754,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
755,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
756,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
757,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
758,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
759,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
760,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
761,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
762,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
763,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
764,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
765,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
766,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
767,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
768,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
769,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
770,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
771,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
772,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
773,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
774,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
775,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Water
776,Cropland,NULL,Water,Water,Water,NULL,NULL,Grassland
777,Cropland,NULL,Water,Water,Water,NULL,NULL,Bareland
778,Cropland,NULL,Water,Water,Water,NULL,NULL,Water
779,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
780,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
781,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
782,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
783,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
784,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
785,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
786,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
787,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
788,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
789,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
790,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
791,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
792,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
793,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
794,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
795,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
796,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
797,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
798,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
799,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
800,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
801,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
802,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
803,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Water
804,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Forest
805,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
806,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
807,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
808,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
809,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
810,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
811,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
812,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
813,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
814,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
815,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
816,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
817,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
818,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
819,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
820,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
821,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
822,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
823,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
824,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
825,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
826,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
827,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
828,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
829,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
830,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
831,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
832,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
833,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
834,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
835,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
836,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Water
837,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
838,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
839,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
840,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
841,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
842,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
843,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
844,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
845,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
846,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
847,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
848,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
849,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
850,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
851,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
852,Cropland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
853,Cropland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
854,Cropland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
855,Cropland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Water
856,Cropland,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
857,Cropland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
858,Cropland,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
859,Cropland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
860,Cropland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
861,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
862,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
863,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
864,Cropland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
865,Cropland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
866,Cropland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Bareland
867,Cropland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
868,Cropland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
869,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
870,Cropland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
871,Cropland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
872,Cropland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
873,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
874,Cropland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
875,Cropland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
876,Cropland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
877,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
878,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
879,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
880,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
881,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
882,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
883,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
884,Cropland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
885,Cropland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
886,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
887,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
888,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
889,Cropland,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
890,Cropland,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
891,Cropland,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
892,Cropland,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Grassland
893,Cropland,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Cropland
894,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
895,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
896,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
897,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
898,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
899,Cropland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
900,Cropland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Water
901,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
902,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
903,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
904,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
905,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
906,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
907,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
908,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
909,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
910,Cropland,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
911,Cropland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Water
912,Cropland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
913,Cropland,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
914,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
915,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
916,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
917,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
918,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
919,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
920,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
921,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Water
922,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
923,Cropland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
924,Cropland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
925,Cropland,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Water
926,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
927,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
928,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
929,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
930,Cropland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
931,Cropland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
932,Cropland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
933,Cropland,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
934,Cropland,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
935,Cropland,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
936,Cropland,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
937,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
938,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
939,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
940,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
941,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
942,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
943,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
944,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
945,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
946,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
947,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
948,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
949,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
950,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
951,Cropland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
952,Cropland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
953,Cropland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
954,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
955,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
956,Cropland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
957,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
958,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
959,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
960,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
961,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
962,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
963,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Water
964,Cropland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
965,Cropland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
966,Cropland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
967,Cropland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
968,Cropland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
969,Cropland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
970,Cropland,Water,Water,NULL,Water,NULL,NULL,Water
971,Cropland,Water,Water,Non_Water,Water,NULL,NULL,Bareland
972,Cropland,Water,Water,Water,Water,NULL,NULL,Water
973,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
974,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
975,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
976,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
977,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
978,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
979,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
980,Cropland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
981,Cropland,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
982,Cropland,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
983,Cropland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
984,Cropland,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
985,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
986,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
987,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
988,Cropland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
989,Cropland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
990,Cropland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
991,Cropland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
992,Cropland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
993,Cropland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Cropland
994,Cropland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Bareland
995,Cropland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
996,Cropland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
997,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
998,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
999,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1000,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1001,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1002,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1003,Cropland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1004,Cropland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1005,Cropland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
1006,Cropland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1007,Cropland,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1008,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1009,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1010,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1011,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1012,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1013,Cropland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1014,Cropland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1015,Cropland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1016,Cropland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1017,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1018,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1019,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1020,Cropland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
1021,Cropland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1022,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1023,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
1024,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1025,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1026,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1027,Cropland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1028,Cropland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1029,Cropland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1030,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1031,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1032,Cropland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1033,Cropland,Forest,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1034,Cropland,Forest,Water,Water,Water,NULL,NULL,Bareland
1035,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1036,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1037,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1038,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1039,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1040,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1041,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1042,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1043,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1044,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1045,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1046,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1047,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Cropland
1048,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1049,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
1050,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
1051,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1052,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1053,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1054,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1055,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1056,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
1057,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1058,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1059,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1060,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1061,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1062,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1063,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1064,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1065,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1066,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1067,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1068,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1069,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1070,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1071,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1072,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1073,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1074,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1075,Wetland,NULL,Water,NULL,Water,NULL,NULL,Grassland
1076,Wetland,NULL,Water,Water,Water,NULL,NULL,Water
