Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LGH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LGH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LGH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LGH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LGH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LGH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LGH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LGH_M_R
344,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
345,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
346,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
347,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
348,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
349,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
350,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
351,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
352,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
353,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
354,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
355,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
356,Grassland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
357,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
358,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
359,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
360,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
361,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
362,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
363,Grassland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
364,Grassland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
365,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
366,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
367,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
368,Grassland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
369,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
370,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
371,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
372,Grassland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
373,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
374,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
375,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
376,Grassland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
377,Grassland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
378,Grassland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
379,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
380,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
381,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,Water
382,Grassland,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
383,Grassland,Wetland,Water,Water,Water,NULL,NULL,Wetland
384,Grassland,Wetland,Water,Water,Water,NULL,NULL,Water
385,Grassland,Wetland,Water,Water,Water,NULL,NULL,Forest
386,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
387,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
388,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
389,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
390,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
391,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
392,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
393,Grassland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
394,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
395,Grassland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
396,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
397,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
398,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
399,Grassland,Water,NULL,Water,Non_Wetland,NULL,NULL,Wetland
400,Grassland,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
401,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
402,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
403,Grassland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
404,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
405,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
406,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
407,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
408,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
409,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
410,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Water
411,Grassland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
412,Grassland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
413,Grassland,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
414,Grassland,Water,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
415,Grassland,Water,Water,NULL,Water,NULL,NULL,Grassland
416,Grassland,Water,Water,NULL,Water,NULL,NULL,Wetland
417,Grassland,Water,Water,Non_Water,Water,NULL,NULL,Grassland
418,Grassland,Water,Water,Non_Water,Water,NULL,NULL,Wetland
419,Grassland,Water,Water,Non_Water,Water,NULL,NULL,Water
420,Grassland,Water,Water,Non_Water,Water,NULL,NULL,Forest
421,Grassland,Water,Water,Water,Water,NULL,NULL,Wetland
422,Grassland,Water,Water,Water,Water,NULL,NULL,Water
423,Grassland,Water,Water,Water,Water,NULL,NULL,Forest
424,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
425,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
426,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
427,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
428,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
429,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
430,Grassland,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
431,Grassland,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
432,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
433,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
434,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
435,Grassland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
436,Grassland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Wetland
437,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
438,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
439,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
440,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
441,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
442,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
443,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
444,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
445,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
446,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
447,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
448,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
449,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
450,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
451,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
452,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
453,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
454,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
455,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
456,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
457,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
458,Grassland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
459,Grassland,Forest,Water,NULL,Water,NULL,NULL,Grassland
460,Grassland,Forest,Water,NULL,Water,NULL,NULL,Wetland
461,Grassland,Forest,Water,NULL,Water,NULL,NULL,Water
462,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
463,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Wetland
464,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
465,Grassland,Forest,Water,Water,Water,NULL,NULL,Grassland
466,Grassland,Forest,Water,Water,Water,NULL,NULL,Wetland
467,Grassland,Forest,Water,Water,Water,NULL,NULL,Water
468,Grassland,Forest,Water,Water,Water,NULL,NULL,Forest
469,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
470,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
471,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
472,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
473,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
474,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
475,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
476,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
477,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Wetland
478,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
479,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
480,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
481,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
482,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
483,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
484,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
485,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
486,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
487,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
488,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
489,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
490,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
491,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
492,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
493,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
494,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
495,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
496,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
497,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
498,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
499,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
500,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
501,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
502,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
503,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
504,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
505,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
506,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
507,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
508,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
509,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
510,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
511,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
512,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
513,Cropland,NULL,Water,Water,Water,NULL,NULL,Wetland
514,Cropland,NULL,Water,Water,Water,NULL,NULL,Water
515,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
516,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
517,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
518,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
519,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
520,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
521,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
522,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
523,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
524,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
525,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
526,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
527,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
528,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
529,Cropland,Cropland,Water,Water,Water,NULL,NULL,Water
530,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
531,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
532,Cropland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
533,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
534,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
535,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
536,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
537,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
538,Cropland,Wetland,Water,Water,Water,NULL,NULL,Water
539,Cropland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
540,Cropland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
541,Cropland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
542,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
543,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
544,Cropland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
545,Cropland,Bareland,Water,Water,Water,NULL,NULL,Bareland
546,Cropland,Bareland,Water,Water,Water,NULL,NULL,Water
547,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
548,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
549,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
550,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
551,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
552,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
553,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
554,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
555,Cropland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
556,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
557,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
558,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Water
559,Cropland,Water,Water,NULL,Water,NULL,NULL,Forest
560,Cropland,Water,Water,Water,Water,NULL,NULL,Water
561,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
562,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
563,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
564,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
565,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
566,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
567,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
568,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
569,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
570,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
571,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Cropland
572,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
573,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
574,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
575,Cropland,Forest,Water,Water,Water,NULL,NULL,Water
576,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
577,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
578,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
579,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
580,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
581,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
582,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
583,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
584,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
585,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
586,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
587,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
588,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
589,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
590,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
591,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
592,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
593,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
594,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
595,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
596,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
597,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
598,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
599,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
600,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
601,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
602,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
603,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
604,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
605,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
606,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
607,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
608,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
609,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
610,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
611,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
612,Wetland,NULL,Water,NULL,Water,NULL,NULL,Wetland
613,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
614,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
615,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Water
616,Wetland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
617,Wetland,NULL,Water,Water,Water,NULL,NULL,Grassland
618,Wetland,NULL,Water,Water,Water,NULL,NULL,Wetland
619,Wetland,NULL,Water,Water,Water,NULL,NULL,Water
620,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
621,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
622,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
623,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
624,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
625,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
626,Wetland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
627,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
628,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
629,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Cropland
630,Wetland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
631,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
632,Wetland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
633,Wetland,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
634,Wetland,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
635,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
636,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
637,Wetland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
638,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
639,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
640,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
641,Wetland,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
642,Wetland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
643,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
644,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
645,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
646,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
647,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
648,Wetland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
649,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
650,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
651,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
652,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
653,Wetland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
654,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
655,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
656,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
657,Wetland,Wetland,Wetland,Water,Wetland,NULL,NULL,Forest
658,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
659,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
660,Wetland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
661,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
662,Wetland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
663,Wetland,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
664,Wetland,Wetland,Water,NULL,Water,NULL,NULL,Wetland
665,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
666,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
667,Wetland,Wetland,Water,Non_Water,Water,NULL,NULL,Forest
668,Wetland,Wetland,Water,Water,Water,NULL,NULL,Grassland
669,Wetland,Wetland,Water,Water,Water,NULL,NULL,Wetland
670,Wetland,Wetland,Water,Water,Water,NULL,NULL,Water
671,Wetland,Wetland,Water,Water,Water,NULL,NULL,Forest
672,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
673,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
674,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
675,Wetland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
676,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
677,Wetland,Wetland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
678,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
679,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
680,Wetland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Forest
681,Wetland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
682,Wetland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
683,Wetland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
684,Wetland,Water,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
685,Wetland,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
686,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
687,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
688,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Water
689,Wetland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
690,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
691,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
692,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
693,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
694,Wetland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
695,Wetland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
