Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18LXL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LXL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LXL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LXL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LXL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18LXL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18LXL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18LXL_M_R
332,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
333,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
334,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
335,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
336,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
337,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
338,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
339,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
340,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Water
341,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
342,NULL,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
343,NULL,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
344,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
345,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
346,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
347,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
348,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
349,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Water
350,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
351,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
352,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
353,NULL,Built-up,Water,NULL,Water,NULL,NULL,Built-up
354,NULL,Built-up,Water,NULL,Water,NULL,NULL,Forest
355,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
356,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
357,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
358,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
359,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
360,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
361,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
362,NULL,Built-up,Forest,Water,Non_Wetland,NULL,NULL,Forest
363,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
364,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
365,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
366,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
367,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
368,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
369,NULL,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
370,NULL,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
371,NULL,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
372,NULL,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
373,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
374,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
375,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
376,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
377,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
378,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
379,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
380,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
381,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
382,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
383,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
384,NULL,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
385,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
386,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
387,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
388,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Built-up
389,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
390,NULL,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
391,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
392,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
393,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
394,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
395,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
396,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
397,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
398,NULL,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
399,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
400,NULL,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
401,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
402,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
403,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,NULL
404,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
405,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
406,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Water
407,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
408,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
409,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
410,NULL,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
411,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
412,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
413,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Water
414,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Forest
415,NULL,Water,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
416,NULL,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
417,NULL,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
418,NULL,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
419,NULL,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
420,NULL,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
421,NULL,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
422,NULL,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
423,NULL,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
424,NULL,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
425,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
426,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
427,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
428,NULL,Water,Water,NULL,Water,NULL,NULL,Grassland
429,NULL,Water,Water,NULL,Water,NULL,NULL,Wetland
430,NULL,Water,Water,NULL,Water,NULL,NULL,Bareland
431,NULL,Water,Water,NULL,Water,NULL,NULL,Water
432,NULL,Water,Water,NULL,Water,NULL,NULL,Forest
433,NULL,Water,Water,Water,Water,NULL,NULL,Grassland
434,NULL,Water,Water,Water,Water,NULL,NULL,Water
435,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
436,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
437,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
438,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
439,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
440,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
441,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
442,NULL,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
443,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
444,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
445,NULL,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
446,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
447,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
448,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
449,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
450,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
451,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
452,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
453,NULL,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
454,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
455,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
456,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
457,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
458,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
459,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
460,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
461,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
462,NULL,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
463,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
464,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
465,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
466,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
467,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
468,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
469,NULL,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
470,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
471,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
472,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
473,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
474,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
475,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
476,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
477,NULL,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
478,NULL,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
479,NULL,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
480,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
481,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
482,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
483,NULL,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
484,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
485,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
486,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
487,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
488,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
489,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
490,NULL,Forest,Water,Water,Water,NULL,NULL,Forest
491,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
492,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
493,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
494,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
495,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
496,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
497,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
498,NULL,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
499,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
500,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
501,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
502,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
503,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
504,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
505,Grassland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
506,Grassland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
507,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
508,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
509,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
510,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
511,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
512,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
513,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
514,Grassland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
515,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
516,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
517,Grassland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
518,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
519,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
520,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
521,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
522,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
523,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
524,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
525,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
526,Grassland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
527,Grassland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
528,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
529,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
530,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
531,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
532,Grassland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
533,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
534,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
535,Grassland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
536,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
537,Grassland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
538,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
539,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
540,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
541,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
542,Grassland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
543,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
544,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
545,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
546,Grassland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
547,Grassland,NULL,Water,NULL,Water,NULL,NULL,Grassland
548,Grassland,NULL,Water,NULL,Water,NULL,NULL,Bareland
549,Grassland,NULL,Water,NULL,Water,NULL,NULL,Water
550,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
551,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
552,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
553,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
554,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
555,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
556,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
557,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
558,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
559,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
560,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
561,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
562,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
563,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
564,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
565,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
566,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
567,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
568,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
569,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
570,Grassland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
571,Grassland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
572,Grassland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
573,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
574,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
575,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
576,Grassland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
577,Grassland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
578,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
579,Grassland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
580,Grassland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
581,Grassland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
582,Grassland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
583,Grassland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
584,Grassland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
585,Grassland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
586,Grassland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
587,Grassland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
588,Grassland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
589,Grassland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
590,Grassland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
591,Grassland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
592,Grassland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
593,Grassland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
594,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
595,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
596,Grassland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
597,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
598,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
599,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
600,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
601,Grassland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
602,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
603,Grassland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
604,Grassland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
605,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
606,Grassland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
607,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
608,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
609,Grassland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
610,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
611,Grassland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
612,Grassland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
613,Grassland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
614,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
615,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
616,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
617,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
618,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
619,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
620,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
621,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
622,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
623,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
624,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
625,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
626,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
627,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
628,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
629,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
630,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
631,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
632,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
633,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
634,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
635,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
636,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
637,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
638,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
639,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
640,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
641,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
642,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
643,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
644,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
645,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
646,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
647,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
648,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
649,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
650,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
651,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
652,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
653,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
654,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
655,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
656,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
657,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
658,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
659,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
660,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
661,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
662,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
663,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
664,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
665,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
666,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
667,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
668,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
669,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
670,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
671,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
672,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
673,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
674,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
675,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
