Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18LWN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18LWN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18LWN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18LWN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18LWN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18LWN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18LWN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18LWN_M_R
758,Grassland,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
759,Grassland,Water,Water,NULL,Water,NULL,NULL,Grassland
760,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
761,Grassland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
762,Grassland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
763,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
764,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
765,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
766,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
767,Grassland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
768,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
769,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
770,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
771,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
772,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
773,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
774,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
775,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
776,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
777,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
778,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
779,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
780,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
781,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
782,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
783,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
784,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
785,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
786,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
787,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
788,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
789,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
790,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
791,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
792,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
793,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
794,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
795,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
796,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
797,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
798,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
799,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
800,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
801,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
802,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
803,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
804,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
805,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
806,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
807,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
808,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
809,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
810,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
811,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
812,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
813,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
814,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
815,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
816,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
817,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
818,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
819,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
820,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
821,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
822,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
823,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
824,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
825,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
826,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
827,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
828,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
829,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
830,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
831,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
832,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
833,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
834,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
835,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
836,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
837,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
838,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
839,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
840,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
841,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
842,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
843,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
844,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
845,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
846,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
847,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
848,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
849,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
850,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
851,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
852,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
853,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
854,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
855,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
856,Cropland,NULL,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
857,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
858,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
859,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
860,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
861,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Cropland
862,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
863,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
864,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
865,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
866,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
867,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
868,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
869,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
870,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
871,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
872,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
873,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
874,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
875,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
876,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
877,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
878,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
879,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Forest
880,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
881,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
882,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Water
883,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Forest
884,Cropland,NULL,Water,Water,Water,NULL,NULL,Bareland
885,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
886,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
887,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
888,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
889,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
890,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
891,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
892,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
893,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
894,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
895,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
896,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
897,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
898,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Bareland
899,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
900,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
901,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
902,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
903,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
904,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
905,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
906,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
907,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
908,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
909,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
910,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Water
911,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Forest
912,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
913,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
914,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
915,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
916,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
917,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
918,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
919,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
920,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
921,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
922,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
923,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
924,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
925,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
926,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
927,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
928,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
929,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
930,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
931,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
932,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
933,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Water
934,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Forest
935,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
936,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
937,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
938,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
939,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
940,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Water
941,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
942,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
943,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
944,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
945,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
946,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
947,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
948,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
949,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
950,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
951,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
952,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
953,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
954,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
955,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
956,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
957,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Water
958,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
959,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
960,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
961,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
962,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
963,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
964,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Cropland
965,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
966,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
967,Cropland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
968,Cropland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
969,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
970,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
971,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
972,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
973,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
974,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
975,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
976,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
977,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
978,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
979,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
980,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Cropland
981,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
982,Cropland,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
983,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
984,Cropland,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
985,Cropland,Bareland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
986,Cropland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
987,Cropland,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Forest
988,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
989,Cropland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
990,Cropland,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
991,Cropland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
992,Cropland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
993,Cropland,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
994,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
995,Cropland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
996,Cropland,Bareland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
997,Cropland,Bareland,Cropland,Water,Non_Wetland,NULL,NULL,Water
998,Cropland,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
999,Cropland,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1000,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1001,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1002,Cropland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1003,Cropland,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1004,Cropland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1005,Cropland,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1006,Cropland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1007,Cropland,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1008,Cropland,Bareland,Water,Water,Water,NULL,NULL,Bareland
1009,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1010,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1011,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1012,Cropland,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1013,Cropland,Bareland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1014,Cropland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Water
1015,Cropland,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Forest
1016,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1017,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1018,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1019,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1020,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1021,Cropland,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1022,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1023,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1024,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1025,Cropland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1026,Cropland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1027,Cropland,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1028,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1029,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1030,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1031,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1032,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1033,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1034,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1035,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1036,Cropland,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1037,Cropland,Built-up,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1038,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1039,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1040,Cropland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
1041,Cropland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1042,Cropland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1043,Cropland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Water
1044,Cropland,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1045,Cropland,Built-up,Wetland,Water,Wetland,NULL,NULL,Bareland
1046,Cropland,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
1047,Cropland,Built-up,Wetland,Water,Wetland,NULL,NULL,Forest
1048,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1049,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1050,Cropland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1051,Cropland,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1052,Cropland,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1053,Cropland,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1054,Cropland,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Water
1055,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1056,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1057,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1058,Cropland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1059,Cropland,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1060,Cropland,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1061,Cropland,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Water
1062,Cropland,Built-up,Water,Non_Water,Water,NULL,NULL,Forest
1063,Cropland,Built-up,Water,Water,Water,NULL,NULL,Water
1064,Cropland,Built-up,Water,Water,Water,NULL,NULL,Forest
1065,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1066,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1067,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1068,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1069,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Water
1070,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1071,Cropland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1072,Cropland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1073,Cropland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1074,Cropland,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1075,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1076,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1077,Cropland,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1078,Cropland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1079,Cropland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1080,Cropland,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1081,Cropland,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1082,Cropland,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
1083,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1084,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1085,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1086,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1087,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1088,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1089,Cropland,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1090,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1091,Cropland,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
