Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MMS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MMS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MMS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MMS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MMS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MMS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MMS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MMS_M_R
687,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
688,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
689,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Built-up
690,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
691,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
692,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
693,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
694,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
695,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
696,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
697,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
698,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
699,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
700,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
701,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
702,NULL,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
703,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
704,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
705,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
706,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
707,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
708,NULL,NULL,Cropland,Water,Non_Wetland,Cropland,Wetland,Wetland
709,NULL,NULL,Cropland,Water,Non_Wetland,Wetland,Wetland,Wetland
710,NULL,NULL,Cropland,Water,Non_Wetland,Wetland,Water,Wetland
711,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Built-up,Grassland
712,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
713,NULL,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Grassland
714,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
715,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Wetland
716,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
717,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,NULL
718,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
719,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
720,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
721,NULL,NULL,Wetland,NULL,Wetland,NULL,Forest,Grassland
722,NULL,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
723,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
724,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
725,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
726,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
727,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,NULL
728,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
729,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
730,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
731,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Bareland,Grassland
732,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Grassland
733,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Wetland
734,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Wetland
735,NULL,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
736,NULL,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
737,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
738,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Cropland
739,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
740,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Built-up
741,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Water
742,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
743,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
744,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
745,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Cropland
746,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
747,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Water
748,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
749,NULL,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
750,NULL,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Wetland
751,NULL,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Forest
752,NULL,NULL,Wetland,NULL,Wetland,Grassland,Built-up,Grassland
753,NULL,NULL,Wetland,NULL,Wetland,Grassland,Built-up,Forest
754,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
755,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Wetland
756,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
757,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
758,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Cropland
759,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Wetland
760,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Built-up
761,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
762,NULL,NULL,Wetland,NULL,Wetland,Cropland,Grassland,Grassland
763,NULL,NULL,Wetland,NULL,Wetland,Cropland,Wetland,Grassland
764,NULL,NULL,Wetland,NULL,Wetland,Cropland,Wetland,Wetland
765,NULL,NULL,Wetland,NULL,Wetland,Cropland,Bareland,Grassland
766,NULL,NULL,Wetland,NULL,Wetland,Cropland,Built-up,Grassland
767,NULL,NULL,Wetland,NULL,Wetland,Cropland,Forest,Grassland
768,NULL,NULL,Wetland,NULL,Wetland,Cropland,Forest,Wetland
769,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
770,NULL,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
771,NULL,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Cropland
772,NULL,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
773,NULL,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
774,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
775,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Cropland
776,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
777,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Bareland
778,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Built-up
779,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Water
780,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
781,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
782,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
783,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Cropland
784,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
785,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Built-up
786,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
787,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
788,NULL,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
789,NULL,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Cropland
790,NULL,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Wetland
791,NULL,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Forest
792,NULL,NULL,Wetland,NULL,Wetland,Wetland,Built-up,Grassland
793,NULL,NULL,Wetland,NULL,Wetland,Wetland,Built-up,Wetland
794,NULL,NULL,Wetland,NULL,Wetland,Wetland,Built-up,Forest
795,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
796,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Cropland
797,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
798,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Water
799,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
800,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
801,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Cropland
802,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
803,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Water
804,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
805,NULL,NULL,Wetland,NULL,Wetland,Bareland,NULL,Grassland
806,NULL,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,Grassland
807,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
808,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Cropland
809,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Wetland
810,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Bareland
811,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Built-up
812,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
813,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
814,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Cropland
815,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
816,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Built-up
817,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
818,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
819,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Wetland
820,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
821,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Built-up
822,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Forest
823,NULL,NULL,Wetland,NULL,Wetland,Bareland,Built-up,Grassland
824,NULL,NULL,Wetland,NULL,Wetland,Bareland,Built-up,Wetland
825,NULL,NULL,Wetland,NULL,Wetland,Bareland,Built-up,Built-up
826,NULL,NULL,Wetland,NULL,Wetland,Bareland,Built-up,Water
827,NULL,NULL,Wetland,NULL,Wetland,Bareland,Built-up,Forest
828,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
829,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Wetland
830,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Bareland
831,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Water
832,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Forest
833,NULL,NULL,Wetland,NULL,Wetland,Bareland,Forest,Grassland
834,NULL,NULL,Wetland,NULL,Wetland,Bareland,Forest,Wetland
835,NULL,NULL,Wetland,NULL,Wetland,Bareland,Forest,Built-up
836,NULL,NULL,Wetland,NULL,Wetland,Bareland,Forest,Forest
837,NULL,NULL,Wetland,NULL,Wetland,Built-up,Grassland,Grassland
838,NULL,NULL,Wetland,NULL,Wetland,Built-up,Grassland,Built-up
839,NULL,NULL,Wetland,NULL,Wetland,Built-up,Grassland,Forest
840,NULL,NULL,Wetland,NULL,Wetland,Built-up,Wetland,Grassland
841,NULL,NULL,Wetland,NULL,Wetland,Built-up,Wetland,Built-up
842,NULL,NULL,Wetland,NULL,Wetland,Built-up,Bareland,Grassland
843,NULL,NULL,Wetland,NULL,Wetland,Built-up,Built-up,Grassland
844,NULL,NULL,Wetland,NULL,Wetland,Built-up,Built-up,Forest
845,NULL,NULL,Wetland,NULL,Wetland,Built-up,Water,Grassland
846,NULL,NULL,Wetland,NULL,Wetland,Water,Shrubland,Grassland
847,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
848,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Cropland
849,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Wetland
850,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Bareland
851,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Water
852,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Forest
853,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,NULL
854,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
855,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Cropland
856,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
857,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Water
858,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
859,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
860,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
861,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Water
862,NULL,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
863,NULL,NULL,Wetland,NULL,Wetland,Water,Forest,Wetland
864,NULL,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
865,NULL,NULL,Wetland,NULL,Wetland,Forest,Grassland,Grassland
866,NULL,NULL,Wetland,NULL,Wetland,Forest,Grassland,Wetland
867,NULL,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
868,NULL,NULL,Wetland,NULL,Wetland,Forest,Wetland,Grassland
869,NULL,NULL,Wetland,NULL,Wetland,Forest,Wetland,Wetland
870,NULL,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
871,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Grassland
872,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Wetland
873,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
874,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
875,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Cropland
876,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
877,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
878,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Grassland
879,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Grassland
880,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Wetland,Grassland
881,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Wetland,Wetland
882,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Shrubland,Grassland
883,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
884,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Cropland
885,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
886,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
887,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
888,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Cropland
889,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
890,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
891,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Bareland,Grassland
892,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Bareland,Wetland
893,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Bareland,Forest
894,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Built-up,Grassland
895,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
896,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
897,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Grassland
898,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Wetland
899,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
900,NULL,NULL,Wetland,Non_Water,Wetland,Cropland,Wetland,Grassland
901,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
902,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Shrubland,Grassland
903,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
904,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Cropland
905,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
906,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
907,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
908,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Cropland
909,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
910,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
911,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
912,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Bareland,Grassland
913,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Bareland,Cropland
914,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Bareland,Wetland
915,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Built-up,Grassland
916,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
917,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Cropland
918,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
919,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
920,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
921,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
922,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
923,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
924,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
925,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Wetland
926,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
927,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Wetland
928,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Water
929,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Forest
930,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
931,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Cropland
932,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Wetland
933,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
934,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
935,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
936,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Wetland
937,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Built-up,Grassland
938,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
939,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
940,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
941,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Forest,Grassland
942,NULL,NULL,Wetland,Non_Water,Wetland,Built-up,Wetland,Grassland
943,NULL,NULL,Wetland,Non_Water,Wetland,Built-up,Built-up,Grassland
944,NULL,NULL,Wetland,Non_Water,Wetland,Water,NULL,Grassland
945,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
946,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Wetland
947,NULL,NULL,Wetland,Non_Water,Wetland,Water,Grassland,Forest
948,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
949,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Cropland
950,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
951,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Forest
952,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
953,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
954,NULL,NULL,Wetland,Non_Water,Wetland,Water,Forest,Grassland
955,NULL,NULL,Wetland,Non_Water,Wetland,Water,Forest,Wetland
956,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Grassland,Grassland
957,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Wetland,Grassland
958,NULL,NULL,Wetland,Water,Wetland,NULL,Grassland,Wetland
959,NULL,NULL,Wetland,Water,Wetland,NULL,Wetland,Grassland
960,NULL,NULL,Wetland,Water,Wetland,NULL,Wetland,Wetland
961,NULL,NULL,Wetland,Water,Wetland,NULL,Water,Wetland
962,NULL,NULL,Wetland,Water,Wetland,Shrubland,Water,Grassland
963,NULL,NULL,Wetland,Water,Wetland,Grassland,NULL,Grassland
964,NULL,NULL,Wetland,Water,Wetland,Grassland,NULL,Wetland
965,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
966,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Cropland
967,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Wetland
968,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Forest
969,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
970,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Cropland
971,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
972,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Water
973,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
974,NULL,NULL,Wetland,Water,Wetland,Grassland,Bareland,Grassland
975,NULL,NULL,Wetland,Water,Wetland,Grassland,Bareland,Wetland
976,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
977,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Cropland
978,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
979,NULL,NULL,Wetland,Water,Wetland,Grassland,Forest,Grassland
980,NULL,NULL,Wetland,Water,Wetland,Grassland,Forest,Wetland
981,NULL,NULL,Wetland,Water,Wetland,Grassland,Forest,Forest
982,NULL,NULL,Wetland,Water,Wetland,Cropland,Wetland,Wetland
983,NULL,NULL,Wetland,Water,Wetland,Cropland,Bareland,Grassland
984,NULL,NULL,Wetland,Water,Wetland,Wetland,NULL,Grassland
985,NULL,NULL,Wetland,Water,Wetland,Wetland,NULL,Wetland
986,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
987,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Cropland
988,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Wetland
989,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Water
990,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Forest
991,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
992,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Cropland
993,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
994,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
995,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
996,NULL,NULL,Wetland,Water,Wetland,Wetland,Bareland,Grassland
997,NULL,NULL,Wetland,Water,Wetland,Wetland,Bareland,Cropland
998,NULL,NULL,Wetland,Water,Wetland,Wetland,Bareland,Wetland
999,NULL,NULL,Wetland,Water,Wetland,Wetland,Built-up,Grassland
1000,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
1001,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Cropland
1002,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
1003,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Water
1004,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Forest
1005,NULL,NULL,Wetland,Water,Wetland,Wetland,Forest,Grassland
1006,NULL,NULL,Wetland,Water,Wetland,Wetland,Forest,Wetland
1007,NULL,NULL,Wetland,Water,Wetland,Wetland,Forest,Forest
1008,NULL,NULL,Wetland,Water,Wetland,Bareland,NULL,Grassland
1009,NULL,NULL,Wetland,Water,Wetland,Bareland,NULL,Wetland
1010,NULL,NULL,Wetland,Water,Wetland,Bareland,NULL,Bareland
1011,NULL,NULL,Wetland,Water,Wetland,Bareland,Grassland,Grassland
1012,NULL,NULL,Wetland,Water,Wetland,Bareland,Grassland,Wetland
1013,NULL,NULL,Wetland,Water,Wetland,Bareland,Grassland,Water
1014,NULL,NULL,Wetland,Water,Wetland,Bareland,Grassland,Forest
1015,NULL,NULL,Wetland,Water,Wetland,Bareland,Wetland,Grassland
1016,NULL,NULL,Wetland,Water,Wetland,Bareland,Wetland,Cropland
1017,NULL,NULL,Wetland,Water,Wetland,Bareland,Wetland,Wetland
1018,NULL,NULL,Wetland,Water,Wetland,Bareland,Wetland,Bareland
1019,NULL,NULL,Wetland,Water,Wetland,Bareland,Wetland,Water
1020,NULL,NULL,Wetland,Water,Wetland,Bareland,Wetland,Forest
1021,NULL,NULL,Wetland,Water,Wetland,Bareland,Bareland,Grassland
1022,NULL,NULL,Wetland,Water,Wetland,Bareland,Bareland,Wetland
1023,NULL,NULL,Wetland,Water,Wetland,Bareland,Built-up,Grassland
1024,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
1025,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Cropland
1026,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Wetland
1027,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Bareland
1028,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Water
1029,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Forest
1030,NULL,NULL,Wetland,Water,Wetland,Bareland,Forest,Grassland
1031,NULL,NULL,Wetland,Water,Wetland,Built-up,Grassland,Grassland
1032,NULL,NULL,Wetland,Water,Wetland,Built-up,Wetland,Grassland
1033,NULL,NULL,Wetland,Water,Wetland,Built-up,Wetland,Wetland
1034,NULL,NULL,Wetland,Water,Wetland,Built-up,Built-up,Built-up
1035,NULL,NULL,Wetland,Water,Wetland,Built-up,Water,Grassland
1036,NULL,NULL,Wetland,Water,Wetland,Built-up,Forest,Built-up
1037,NULL,NULL,Wetland,Water,Wetland,Water,NULL,Wetland
1038,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
1039,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Wetland
1040,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Water
