Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MTT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MTT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MTT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MTT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MTT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MTT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MTT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MTT_M_R
1155,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,NULL
1156,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1157,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Cropland
1158,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
1159,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Water
1160,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
1161,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Built-up,NULL
1162,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
1163,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Grassland
1164,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Water,Bareland
1165,NULL,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Grassland,Grassland
1166,NULL,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
1167,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
1168,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Bareland
1169,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Water
1170,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Forest
1171,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
1172,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
1173,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Bareland
1174,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,NULL
1175,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Wetland
1176,NULL,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Grassland
1177,NULL,NULL,Cropland,Non_Water,Non_Wetland,Forest,NULL,Cropland
1178,NULL,NULL,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
1179,NULL,NULL,Cropland,Non_Water,Non_Wetland,Forest,Grassland,Cropland
1180,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1181,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
1182,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Shrubland,NULL
1183,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Shrubland,Bareland
1184,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
1185,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Cropland
1186,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Wetland
1187,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Bareland
1188,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Water
1189,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Water,Water
1190,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,Grassland
1191,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,NULL,Wetland
1192,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Bareland
1193,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,Shrubland,Forest
1194,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,NULL
1195,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,Grassland
1196,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,Wetland
1197,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,Grassland,Water
1198,NULL,NULL,Cropland,Water,Non_Wetland,Shrubland,Water,Bareland
1199,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
1200,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Wetland
1201,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Bareland
1202,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Shrubland,Grassland
1203,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
1204,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Cropland
1205,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Wetland
1206,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Bareland
1207,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Water
1208,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
1209,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Water,Water
1210,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,NULL,Water
1211,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Shrubland,Bareland
1212,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Bareland
1213,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Water,NULL
1214,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Water,Bareland
1215,NULL,NULL,Cropland,Water,Non_Wetland,Built-up,Built-up,Grassland
1216,NULL,NULL,Cropland,Water,Non_Wetland,Water,NULL,Water
1217,NULL,NULL,Cropland,Water,Non_Wetland,Water,Shrubland,Water
1218,NULL,NULL,Cropland,Water,Non_Wetland,Water,Grassland,Water
1219,NULL,NULL,Cropland,Water,Non_Wetland,Water,Water,Grassland
1220,NULL,NULL,Cropland,Water,Non_Wetland,Water,Water,Water
1221,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1222,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1223,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
1224,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1225,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1226,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1227,NULL,NULL,Wetland,NULL,Wetland,NULL,Shrubland,NULL
1228,NULL,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Grassland
1229,NULL,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Wetland
1230,NULL,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Forest
1231,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,NULL
1232,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
1233,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Wetland
1234,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Water
1235,NULL,NULL,Wetland,NULL,Wetland,NULL,Built-up,Grassland
1236,NULL,NULL,Wetland,NULL,Wetland,Shrubland,NULL,NULL
1237,NULL,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
1238,NULL,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Cropland
1239,NULL,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Wetland
1240,NULL,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Water
1241,NULL,NULL,Wetland,NULL,Wetland,Shrubland,NULL,Forest
1242,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,NULL
1243,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
1244,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
1245,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Water
1246,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
1247,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,NULL
1248,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
1249,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Wetland
1250,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Water
1251,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Water,NULL
1252,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Water,Grassland
1253,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Water,Water
1254,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,NULL
1255,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
1256,NULL,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,NULL
1257,NULL,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
1258,NULL,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Wetland
1259,NULL,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
1260,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
1261,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1262,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Cropland
1263,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
1264,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
1265,NULL,NULL,Wetland,NULL,Wetland,Bareland,NULL,Bareland
1266,NULL,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,Grassland
1267,NULL,NULL,Wetland,NULL,Wetland,Bareland,Built-up,NULL
1268,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
1269,NULL,NULL,Wetland,NULL,Wetland,Built-up,Shrubland,Grassland
1270,NULL,NULL,Wetland,NULL,Wetland,Water,NULL,NULL
1271,NULL,NULL,Wetland,NULL,Wetland,Water,NULL,Grassland
1272,NULL,NULL,Wetland,NULL,Wetland,Water,NULL,Wetland
1273,NULL,NULL,Wetland,NULL,Wetland,Water,NULL,Water
1274,NULL,NULL,Wetland,NULL,Wetland,Water,Shrubland,NULL
1275,NULL,NULL,Wetland,NULL,Wetland,Water,Shrubland,Grassland
1276,NULL,NULL,Wetland,NULL,Wetland,Water,Shrubland,Wetland
1277,NULL,NULL,Wetland,NULL,Wetland,Water,Shrubland,Water
1278,NULL,NULL,Wetland,NULL,Wetland,Water,Shrubland,Forest
1279,NULL,NULL,Wetland,NULL,Wetland,Water,Water,NULL
1280,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
1281,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
1282,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Forest
1283,NULL,NULL,Wetland,NULL,Wetland,Forest,NULL,NULL
1284,NULL,NULL,Wetland,NULL,Wetland,Forest,NULL,Grassland
1285,NULL,NULL,Wetland,NULL,Wetland,Forest,Shrubland,NULL
1286,NULL,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Grassland
1287,NULL,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Cropland
1288,NULL,NULL,Wetland,NULL,Wetland,Forest,Shrubland,Forest
1289,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1290,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1291,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,NULL
1292,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Grassland
1293,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Cropland
1294,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Shrubland,Wetland
1295,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
1296,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Wetland
1297,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Built-up,NULL
1298,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,NULL
1299,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
1300,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Wetland
1301,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,NULL,Forest
1302,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,NULL
1303,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
1304,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Wetland
1305,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Water
1306,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
1307,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Grassland
1308,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Cropland
1309,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Grassland,Wetland
1310,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
1311,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Water,Wetland
1312,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,NULL
1313,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
1314,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Shrubland,NULL
1315,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Shrubland,Grassland
1316,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,NULL
1317,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
1318,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
1319,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Water
1320,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Shrubland,Grassland
1321,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
1322,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,NULL
1323,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
1324,NULL,NULL,Wetland,Non_Water,Wetland,Water,NULL,Grassland
1325,NULL,NULL,Wetland,Non_Water,Wetland,Water,NULL,Wetland
1326,NULL,NULL,Wetland,Non_Water,Wetland,Water,NULL,Water
1327,NULL,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,NULL
1328,NULL,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Water
1329,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
1330,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Shrubland,NULL
1331,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
1332,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1333,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1334,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1335,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1336,NULL,NULL,Wetland,Water,Wetland,NULL,Shrubland,NULL
1337,NULL,NULL,Wetland,Water,Wetland,NULL,Shrubland,Grassland
1338,NULL,NULL,Wetland,Water,Wetland,NULL,Grassland,Wetland
1339,NULL,NULL,Wetland,Water,Wetland,NULL,Water,Wetland
1340,NULL,NULL,Wetland,Water,Wetland,NULL,Water,Water
1341,NULL,NULL,Wetland,Water,Wetland,Shrubland,NULL,NULL
1342,NULL,NULL,Wetland,Water,Wetland,Shrubland,NULL,Grassland
1343,NULL,NULL,Wetland,Water,Wetland,Shrubland,NULL,Wetland
1344,NULL,NULL,Wetland,Water,Wetland,Shrubland,NULL,Water
1345,NULL,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,NULL
1346,NULL,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Grassland
1347,NULL,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Wetland
1348,NULL,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Water
1349,NULL,NULL,Wetland,Water,Wetland,Shrubland,Shrubland,Forest
1350,NULL,NULL,Wetland,Water,Wetland,Shrubland,Grassland,Wetland
1351,NULL,NULL,Wetland,Water,Wetland,Shrubland,Water,NULL
1352,NULL,NULL,Wetland,Water,Wetland,Shrubland,Water,Grassland
1353,NULL,NULL,Wetland,Water,Wetland,Shrubland,Water,Forest
1354,NULL,NULL,Wetland,Water,Wetland,Grassland,NULL,Grassland
1355,NULL,NULL,Wetland,Water,Wetland,Grassland,NULL,Water
1356,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
1357,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
1358,NULL,NULL,Wetland,Water,Wetland,Bareland,Shrubland,Forest
1359,NULL,NULL,Wetland,Water,Wetland,Bareland,Grassland,NULL
1360,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
1361,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Bareland
1362,NULL,NULL,Wetland,Water,Wetland,Built-up,Built-up,Water
1363,NULL,NULL,Wetland,Water,Wetland,Water,NULL,NULL
1364,NULL,NULL,Wetland,Water,Wetland,Water,NULL,Grassland
1365,NULL,NULL,Wetland,Water,Wetland,Water,NULL,Wetland
1366,NULL,NULL,Wetland,Water,Wetland,Water,NULL,Water
1367,NULL,NULL,Wetland,Water,Wetland,Water,Shrubland,Grassland
1368,NULL,NULL,Wetland,Water,Wetland,Water,Shrubland,Water
1369,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
1370,NULL,NULL,Wetland,Water,Wetland,Water,Water,Grassland
1371,NULL,NULL,Wetland,Water,Wetland,Water,Water,Wetland
1372,NULL,NULL,Wetland,Water,Wetland,Water,Water,Water
1373,NULL,NULL,Wetland,Water,Wetland,Water,Water,Forest
1374,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1375,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Shrubland,NULL
1376,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Built-up,Grassland
1377,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1378,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1379,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Shrubland,NULL
1380,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Shrubland,Water
1381,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
1382,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Wetland
1383,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Bareland
1384,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Built-up,Grassland
1385,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Built-up,Bareland
1386,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Cropland
1387,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Wetland
1388,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Bareland
1389,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,NULL,NULL
1390,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,NULL,Grassland
1391,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,NULL,Wetland
1392,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
1393,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
1394,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Water
1395,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
1396,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,NULL
1397,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1398,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Water,Grassland
1399,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Water,Bareland
1400,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,NULL
1401,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
1402,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Cropland
1403,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Bareland
1404,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,NULL
1405,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
1406,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
1407,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1408,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Cropland
1409,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1410,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Built-up,NULL
1411,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1412,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Built-up,Cropland
1413,NULL,NULL,Bareland,NULL,Non_Wetland,Cropland,NULL,Grassland
1414,NULL,NULL,Bareland,NULL,Non_Wetland,Cropland,NULL,Bareland
1415,NULL,NULL,Bareland,NULL,Non_Wetland,Cropland,Grassland,Bareland
1416,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,NULL
1417,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
1418,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
1419,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
1420,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Shrubland,Forest
1421,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1422,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1423,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,NULL
1424,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1425,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1426,NULL,NULL,Bareland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
1427,NULL,NULL,Bareland,NULL,Non_Wetland,Built-up,Bareland,Bareland
1428,NULL,NULL,Bareland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1429,NULL,NULL,Bareland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1430,NULL,NULL,Bareland,NULL,Non_Wetland,Water,NULL,Water
1431,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Shrubland,Grassland
1432,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
1433,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
1434,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
1435,NULL,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
1436,NULL,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
1437,NULL,NULL,Bareland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
1438,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1439,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,NULL,Bareland
1440,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
1441,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
1442,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1443,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
1444,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,NULL
1445,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,Shrubland,NULL
1446,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,Grassland,Grassland
1447,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1448,NULL,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1449,NULL,NULL,Bareland,Water,Non_Wetland,NULL,Grassland,Bareland
1450,NULL,NULL,Bareland,Water,Non_Wetland,Shrubland,NULL,Forest
1451,NULL,NULL,Bareland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
1452,NULL,NULL,Bareland,Water,Non_Wetland,Shrubland,Shrubland,Bareland
1453,NULL,NULL,Bareland,Water,Non_Wetland,Shrubland,Shrubland,Water
1454,NULL,NULL,Bareland,Water,Non_Wetland,Shrubland,Grassland,Grassland
1455,NULL,NULL,Bareland,Water,Non_Wetland,Shrubland,Water,Grassland
1456,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Grassland
1457,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Grassland,Water
1458,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,NULL,Bareland
1459,NULL,NULL,Bareland,Water,Non_Wetland,Bareland,Water,Water
1460,NULL,NULL,Bareland,Water,Non_Wetland,Water,Grassland,Water
1461,NULL,NULL,Bareland,Water,Non_Wetland,Water,Water,Wetland
1462,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1463,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1464,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1465,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
1466,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1467,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1468,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1469,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,NULL
1470,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
1471,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Cropland
1472,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Wetland
1473,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Bareland
1474,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Built-up
1475,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Forest
1476,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,NULL
1477,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
1478,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
1479,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Wetland
1480,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
1481,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
1482,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Water
1483,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
1484,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,NULL
1485,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
1486,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
1487,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
1488,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,NULL
1489,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
1490,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Cropland
