Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LZF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LZF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LZF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LZF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LZF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LZF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LZF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LZF_M_R
2487,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2488,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
2489,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
2490,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
2491,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Cropland
2492,Grassland,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
2493,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
2494,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
2495,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2496,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
2497,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2498,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
2499,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
2500,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
2501,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2502,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
2503,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2504,Grassland,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
2505,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
2506,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
2507,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
2508,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2509,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
2510,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2511,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
2512,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2513,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
2514,Grassland,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2515,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
2516,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
2517,Grassland,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
2518,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
2519,Grassland,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
2520,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
2521,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
2522,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2523,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
2524,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
2525,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
2526,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2527,Grassland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
2528,Grassland,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
2529,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Cropland
2530,Grassland,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
2531,Grassland,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
2532,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
2533,Grassland,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
2534,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2535,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2536,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
2537,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
2538,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
2539,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
2540,Grassland,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
2541,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
2542,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2543,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Cropland
2544,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
2545,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2546,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2547,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
2548,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2549,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
2550,Grassland,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2551,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
2552,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
2553,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
2554,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
2555,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2556,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2557,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
2558,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2559,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2560,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2561,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2562,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2563,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Cropland
2564,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2565,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
2566,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
2567,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
2568,Grassland,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
2569,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
2570,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
2571,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
2572,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2573,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
2574,Grassland,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
2575,Grassland,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2576,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2577,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
2578,Grassland,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
2579,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2580,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
2581,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2582,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
2583,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
2584,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
2585,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
2586,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
2587,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
2588,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
2589,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
2590,Grassland,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
2591,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
2592,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
2593,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
2594,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2595,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2596,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
2597,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2598,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
2599,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
2600,Grassland,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2601,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
2602,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
2603,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
2604,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
2605,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2606,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2607,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
2608,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
2609,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2610,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2611,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
2612,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
2613,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2614,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2615,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
2616,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
2617,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2618,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
2619,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
2620,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
2621,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
2622,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
2623,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
2624,Grassland,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
2625,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
2626,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
2627,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
2628,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
2629,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
2630,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
2631,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
2632,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
2633,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
2634,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
2635,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
2636,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
2637,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
2638,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
2639,Grassland,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
2640,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
2641,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
2642,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
2643,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
2644,Grassland,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2645,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
2646,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
2647,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
2648,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
2649,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2650,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
2651,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
2652,Grassland,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
2653,Grassland,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
2654,Grassland,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
2655,Grassland,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
2656,Grassland,NULL,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
2657,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
2658,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
2659,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
2660,Grassland,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2661,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
2662,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
2663,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2664,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Cropland
2665,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2666,Grassland,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2667,Grassland,NULL,Wetland,Non_Water,Wetland,Shrubland,Wetland,Grassland
2668,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
2669,Grassland,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
2670,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
2671,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
2672,Grassland,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
2673,Grassland,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
2674,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2675,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Cropland
2676,Grassland,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
2677,Grassland,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2678,Grassland,NULL,Water,NULL,Water,Shrubland,Grassland,Forest
2679,Grassland,NULL,Water,NULL,Water,Shrubland,Wetland,Grassland
2680,Grassland,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
2681,Grassland,NULL,Water,NULL,Water,Grassland,Water,Grassland
2682,Grassland,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
2683,Grassland,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
2684,Grassland,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
2685,Grassland,NULL,Water,Non_Water,Water,Grassland,Grassland,Forest
2686,Grassland,NULL,Water,Non_Water,Water,Grassland,Water,Grassland
2687,Grassland,NULL,Water,Water,Water,Shrubland,Grassland,Grassland
2688,Grassland,NULL,Water,Water,Water,Grassland,NULL,Water
2689,Grassland,NULL,Water,Water,Water,Grassland,Grassland,Grassland
2690,Grassland,NULL,Water,Water,Water,Grassland,Grassland,Water
2691,Grassland,NULL,Water,Water,Water,Grassland,Water,Forest
2692,Grassland,NULL,Water,Water,Water,Wetland,Wetland,Grassland
2693,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2694,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2695,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
2696,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2697,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
2698,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
2699,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
2700,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
2701,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
2702,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
2703,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2704,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
2705,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
2706,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
2707,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
2708,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
2709,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
2710,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
2711,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2712,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
2713,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2714,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
2715,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2716,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
2717,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
2718,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2719,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
2720,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
2721,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
2722,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
2723,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
2724,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
2725,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Bareland
2726,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2727,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
2728,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2729,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
2730,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
2731,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
2732,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2733,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
2734,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
2735,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2736,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
2737,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Cropland
2738,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
2739,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
2740,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
2741,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
2742,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
2743,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
2744,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
2745,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
2746,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
2747,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
2748,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
2749,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
2750,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
2751,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Cropland
2752,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
2753,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Grassland
2754,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Cropland
2755,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Cropland
2756,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
2757,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
2758,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
2759,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
2760,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Cropland
2761,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
2762,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2763,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
2764,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2765,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
2766,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
2767,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
2768,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
2769,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
2770,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
2771,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
2772,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
2773,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
2774,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
2775,Grassland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
2776,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
2777,Grassland,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
2778,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
2779,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
2780,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
2781,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2782,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
2783,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
2784,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
2785,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
2786,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
2787,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
2788,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
2789,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
2790,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
2791,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
2792,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
2793,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
2794,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
2795,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
2796,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
2797,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Cropland
2798,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
2799,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
2800,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
2801,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
2802,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
2803,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
2804,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
2805,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
