Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MYT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MYT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MYT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MYT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MYT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MYT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MYT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MYT_M_R
5299,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Water,Built-up
5300,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
5301,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
5302,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
5303,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
5304,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
5305,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
5306,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
5307,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5308,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
5309,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Built-up
5310,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
5311,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
5312,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
5313,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
5314,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
5315,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
5316,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
5317,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
5318,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
5319,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Cropland
5320,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
5321,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
5322,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
5323,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,NULL
5324,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
5325,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Cropland
5326,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
5327,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
5328,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Water
5329,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
5330,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,NULL
5331,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
5332,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
5333,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
5334,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
5335,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,NULL
5336,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
5337,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Cropland
5338,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Built-up
5339,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Forest
5340,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,NULL
5341,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Grassland
5342,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Cropland
5343,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Bareland
5344,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Built-up
5345,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Shrubland,Forest
5346,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,NULL
5347,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
5348,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Cropland
5349,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Bareland
5350,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
5351,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
5352,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
5353,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Bareland
5354,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
5355,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,NULL
5356,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
5357,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
5358,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
5359,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
5360,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Water
5361,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
5362,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Bareland
5363,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
5364,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Bareland,NULL
5365,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Bareland,Grassland
5366,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Bareland,Bareland
5367,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Bareland,Built-up
5368,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Bareland,Water
5369,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Built-up,Grassland
5370,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Built-up,Bareland
5371,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Built-up,Built-up
5372,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Built-up,Water
5373,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Water,Grassland
5374,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Water,Bareland
5375,NULL,Built-up,Built-up,NULL,Non_Wetland,Water,Water,Built-up
5376,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,NULL
5377,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Grassland
5378,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,NULL,Forest
5379,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Shrubland,Grassland
5380,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Shrubland,Forest
5381,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Grassland,Grassland
5382,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Bareland,Forest
5383,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,NULL
5384,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Grassland
5385,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Built-up
5386,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Water
5387,NULL,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
5388,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
5389,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Shrubland,NULL
5390,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Shrubland,Forest
5391,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Built-up,NULL
5392,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Built-up,Grassland
5393,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Built-up,Forest
5394,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,Water,Forest
5395,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Shrubland,Built-up,NULL
5396,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Shrubland,Built-up,Grassland
5397,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,NULL,Grassland
5398,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,NULL,Built-up
5399,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
5400,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5401,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,Bareland,Built-up
5402,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
5403,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,Built-up,Built-up
5404,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,Built-up,Water
5405,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,Water,Grassland
5406,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Grassland
5407,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Bareland
5408,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Built-up
5409,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Water
5410,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Shrubland,Built-up
5411,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,NULL
5412,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
5413,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Cropland
5414,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
5415,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
5416,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Forest
5417,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Water,Built-up,Grassland
5418,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Water,Built-up,Water
5419,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Forest,Water,Forest
5420,NULL,Built-up,Built-up,Water,Non_Wetland,Grassland,Bareland,Built-up
5421,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Grassland,Water
5422,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Built-up,Grassland
5423,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Grassland
5424,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Bareland
5425,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Built-up
5426,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Built-up,Water
5427,NULL,Built-up,Built-up,Water,Non_Wetland,Water,Bareland,Water
5428,NULL,Built-up,Water,NULL,Water,Shrubland,Built-up,Cropland
5429,NULL,Built-up,Water,NULL,Water,Built-up,Built-up,Water
5430,NULL,Built-up,Water,Water,Water,NULL,Built-up,Grassland
5431,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
5432,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
5433,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
5434,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
5435,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
5436,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
5437,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Cropland
5438,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Built-up
5439,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
5440,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
5441,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
5442,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
5443,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
5444,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
5445,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
5446,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,NULL
5447,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Grassland
5448,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
5449,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Water,Forest
5450,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,NULL
5451,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Forest
5452,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
5453,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
5454,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Cropland
5455,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Built-up
5456,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
5457,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5458,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5459,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
5460,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
5461,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5462,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
5463,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5464,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
5465,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Bareland,NULL
5466,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
5467,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,NULL
5468,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Grassland
5469,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Built-up
5470,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Built-up,Forest
5471,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
5472,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
5473,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
5474,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Bareland
5475,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
5476,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5477,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
5478,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Bareland
5479,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
5480,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
5481,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
5482,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
5483,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,NULL
5484,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
5485,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Cropland
5486,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
5487,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Water,Forest
5488,NULL,Built-up,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
5489,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
5490,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
5491,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
5492,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Built-up
5493,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
5494,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
5495,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
5496,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Bareland
5497,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Built-up
5498,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
5499,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
5500,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
5501,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
5502,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
5503,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
5504,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
5505,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,NULL
5506,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
5507,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Cropland
5508,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Water
5509,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
5510,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Water,NULL
5511,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Water,Cropland
5512,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
5513,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,NULL
5514,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,Grassland
5515,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Shrubland,Built-up
5516,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,NULL
5517,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
5518,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Cropland
5519,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Built-up
5520,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,NULL
5521,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
5522,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Cropland
5523,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Bareland
5524,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
5525,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
5526,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
5527,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Forest
5528,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
5529,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
5530,NULL,Built-up,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
5531,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
5532,NULL,Built-up,Forest,Non_Water,Non_Wetland,NULL,Built-up,Grassland
5533,NULL,Built-up,Forest,Non_Water,Non_Wetland,Bareland,NULL,Grassland
5534,NULL,Built-up,Forest,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
5535,NULL,Built-up,Forest,Non_Water,Non_Wetland,Water,Built-up,Water
5536,NULL,Built-up,Forest,Non_Water,Non_Wetland,Forest,NULL,Grassland
5537,NULL,Built-up,Forest,Non_Water,Non_Wetland,Forest,Built-up,Forest
5538,NULL,Built-up,Forest,Water,Non_Wetland,Shrubland,Built-up,Water
5539,NULL,Built-up,Forest,Water,Non_Wetland,Bareland,Built-up,Grassland
5540,NULL,Built-up,Forest,Water,Non_Wetland,Built-up,Built-up,Grassland
5541,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,NULL
5542,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
5543,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
5544,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
5545,NULL,Water,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
5546,NULL,Water,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
5547,NULL,Water,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
5548,NULL,Water,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
5549,NULL,Water,NULL,NULL,Non_Wetland,NULL,Water,Grassland
5550,NULL,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
5551,NULL,Water,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
5552,NULL,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5553,NULL,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5554,NULL,Water,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Water
5555,NULL,Water,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
5556,NULL,Water,NULL,NULL,Non_Wetland,Shrubland,Water,NULL
5557,NULL,Water,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
5558,NULL,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
5559,NULL,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Bareland
5560,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
5561,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
5562,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
5563,NULL,Water,NULL,NULL,Non_Wetland,Bareland,NULL,NULL
5564,NULL,Water,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
5565,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Shrubland,Bareland
5566,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Water,Forest
5567,NULL,Water,NULL,NULL,Non_Wetland,Water,NULL,Grassland
5568,NULL,Water,NULL,NULL,Non_Wetland,Water,Water,NULL
5569,NULL,Water,NULL,NULL,Non_Wetland,Water,Water,Grassland
5570,NULL,Water,NULL,NULL,Non_Wetland,Forest,NULL,Forest
5571,NULL,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
5572,NULL,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
5573,NULL,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
5574,NULL,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
5575,NULL,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
5576,NULL,Water,NULL,Non_Water,Non_Wetland,NULL,Shrubland,NULL
5577,NULL,Water,NULL,Non_Water,Non_Wetland,NULL,Built-up,Forest
5578,NULL,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
5579,NULL,Water,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
5580,NULL,Water,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
5581,NULL,Water,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
5582,NULL,Water,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
5583,NULL,Water,NULL,Non_Water,Non_Wetland,Shrubland,Water,Grassland
5584,NULL,Water,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
5585,NULL,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
5586,NULL,Water,NULL,Water,Non_Wetland,NULL,Water,Grassland
5587,NULL,Water,NULL,Water,Non_Wetland,Grassland,NULL,NULL
5588,NULL,Water,NULL,Water,Non_Wetland,Grassland,Shrubland,Grassland
5589,NULL,Water,NULL,Water,Non_Wetland,Water,Grassland,Water
5590,NULL,Water,NULL,Water,Non_Wetland,Water,Water,Water
5591,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
5592,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
5593,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
5594,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
5595,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Water
5596,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
5597,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
5598,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
5599,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
5600,NULL,Water,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
5601,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
5602,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
5603,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
5604,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
5605,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
5606,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
5607,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
5608,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
5609,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
5610,NULL,Water,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
5611,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
5612,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
5613,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
5614,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
5615,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
5616,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
5617,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5618,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
5619,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
5620,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
5621,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
