Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LZD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LZD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LZD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LZD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LZD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LZD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LZD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LZD_M_R
3953,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
3954,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
3955,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
3956,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
3957,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Cropland
3958,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3959,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
3960,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Water,Wetland
3961,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
3962,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
3963,Grassland,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
3964,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
3965,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
3966,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
3967,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3968,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3969,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
3970,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
3971,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
3972,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3973,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
3974,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3975,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Water
3976,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
3977,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
3978,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
3979,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
3980,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
3981,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Wetland
3982,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
3983,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
3984,Grassland,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
3985,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
3986,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
3987,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Cropland
3988,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
3989,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
3990,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3991,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Cropland
3992,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
3993,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
3994,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3995,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
3996,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3997,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
3998,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Cropland
3999,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
4000,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Cropland
4001,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Bareland
4002,Grassland,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
4003,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,NULL
4004,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
4005,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
4006,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
4007,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Grassland
4008,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Cropland
4009,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
4010,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
4011,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Wetland,Grassland
4012,Grassland,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
4013,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
4014,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
4015,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
4016,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
4017,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
4018,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
4019,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
4020,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
4021,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
4022,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
4023,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
4024,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
4025,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
4026,Grassland,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
4027,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
4028,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Cropland
4029,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4030,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Wetland
4031,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
4032,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
4033,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
4034,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
4035,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
4036,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Wetland
4037,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
4038,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Wetland
4039,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
4040,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
4041,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Cropland
4042,Grassland,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
4043,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,NULL
4044,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
4045,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Cropland
4046,Grassland,NULL,Forest,NULL,Non_Wetland,Water,Water,Wetland
4047,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
4048,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
4049,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
4050,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
4051,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
4052,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
4053,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
4054,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
4055,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
4056,Grassland,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
4057,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
4058,Grassland,NULL,Forest,Non_Water,Non_Wetland,NULL,Water,Wetland
4059,Grassland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
4060,Grassland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Grassland
4061,Grassland,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Water,Wetland
4062,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4063,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
4064,Grassland,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Wetland
4065,Grassland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
4066,Grassland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
4067,Grassland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Wetland
4068,Grassland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Water,Grassland
4069,Grassland,NULL,Forest,Non_Water,Non_Wetland,Bareland,Water,Wetland
4070,Grassland,NULL,Forest,Water,Non_Wetland,NULL,Shrubland,Grassland
4071,Grassland,NULL,Forest,Water,Non_Wetland,Shrubland,Shrubland,Wetland
4072,Grassland,NULL,Forest,Water,Non_Wetland,Shrubland,Wetland,Grassland
4073,Grassland,NULL,Forest,Water,Non_Wetland,Shrubland,Water,Grassland
4074,Grassland,NULL,Forest,Water,Non_Wetland,Shrubland,Water,Wetland
4075,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Shrubland,Grassland
4076,Grassland,NULL,Forest,Water,Non_Wetland,Wetland,Water,Grassland
4077,Grassland,NULL,Forest,Water,Non_Wetland,Bareland,Water,Wetland
4078,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
4079,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
4080,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
4081,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
4082,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,NULL
4083,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
4084,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Cropland
4085,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
4086,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
4087,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
4088,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
4089,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Bareland
4090,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
4091,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
4092,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
4093,Grassland,Cropland,NULL,NULL,Non_Wetland,NULL,Forest,Forest
4094,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,NULL
4095,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Grassland
4096,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Cropland
4097,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Water
4098,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
4099,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4100,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4101,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
4102,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4103,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
4104,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4105,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Cropland
4106,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
4107,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Wetland,NULL
4108,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
4109,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Water,Wetland
4110,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,NULL
4111,Grassland,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
4112,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,NULL
4113,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
4114,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
4115,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
4116,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,NULL
4117,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4118,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
4119,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
4120,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
4121,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4122,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
4123,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4124,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
4125,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
4126,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
4127,Grassland,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
4128,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,NULL
4129,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
4130,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
4131,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
4132,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
4133,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Cropland
4134,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Forest
4135,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,NULL
4136,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
4137,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
4138,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
4139,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Wetland,Cropland
4140,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Water,Cropland
4141,Grassland,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
4142,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
4143,Grassland,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
4144,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
4145,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
4146,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,NULL
4147,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4148,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,NULL
4149,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
4150,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Cropland
4151,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
4152,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,NULL
4153,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
4154,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Water,Wetland
4155,Grassland,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
4156,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
4157,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
4158,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
4159,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
4160,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,NULL
4161,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
4162,Grassland,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
4163,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
4164,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,Grassland,Cropland
4165,Grassland,Cropland,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
4166,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
4167,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
4168,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
4169,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
4170,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
4171,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
4172,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,Water,Cropland
4173,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Shrubland,Water,Wetland
4174,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4175,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
4176,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4177,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Cropland,NULL,Wetland
4178,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
4179,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Cropland,Water,Wetland
4180,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
4181,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
4182,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
4183,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Bareland,Water,Wetland
4184,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
4185,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Water,NULL,Cropland
4186,Grassland,Cropland,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
4187,Grassland,Cropland,NULL,Water,Non_Wetland,Shrubland,Water,Grassland
4188,Grassland,Cropland,NULL,Water,Non_Wetland,Water,Water,Wetland
4189,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
4190,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
4191,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
4192,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
4193,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
4194,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
4195,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
4196,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
4197,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
4198,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
4199,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
4200,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
4201,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
4202,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
4203,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
4204,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
4205,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
4206,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
4207,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
4208,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
4209,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
4210,Grassland,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
4211,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
4212,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
4213,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
4214,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
4215,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
4216,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
4217,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
4218,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
4219,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4220,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
4221,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4222,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
4223,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
4224,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
4225,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
4226,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
4227,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
4228,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
4229,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
4230,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
4231,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
4232,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
4233,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
4234,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
4235,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
4236,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
4237,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
4238,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4239,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
4240,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
4241,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
4242,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4243,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4244,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
4245,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
4246,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
4247,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
4248,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4249,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
4250,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
4251,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
4252,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
4253,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
4254,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
4255,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
4256,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
4257,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
4258,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
4259,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
4260,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
4261,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
4262,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
4263,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
4264,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4265,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
4266,Grassland,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
