Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LKP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LKP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LKP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LKP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LKP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LKP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LKP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LKP_M_R
1495,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
1496,NULL,Built-up,Built-up,NULL,Non_Wetland,Cropland,Bareland,Grassland
1497,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,NULL,Forest
1498,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
1499,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Grassland,Forest
1500,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
1501,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Bareland,Forest
1502,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Grassland
1503,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Built-up,Forest
1504,NULL,Built-up,Built-up,NULL,Non_Wetland,Wetland,Water,Water
1505,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
1506,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
1507,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
1508,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
1509,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
1510,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1511,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
1512,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1513,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
1514,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Wetland,Built-up
1515,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1516,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
1517,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
1518,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
1519,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
1520,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
1521,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
1522,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
1523,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
1524,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
1525,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
1526,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Bareland
1527,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
1528,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
1529,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Grassland
1530,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Forest
1531,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
1532,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Bareland
1533,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
1534,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
1535,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
1536,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Wetland
1537,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
1538,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
1539,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
1540,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Water,Grassland
1541,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Water,Built-up
1542,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Water,Forest
1543,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Built-up
1544,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Forest
1545,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Grassland
1546,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Built-up
1547,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1548,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Built-up
1549,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
1550,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
1551,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
1552,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
1553,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Built-up,Water,Water
1554,NULL,Built-up,Built-up,Non_Water,Non_Wetland,Water,Water,Forest
1555,NULL,Built-up,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1556,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,NULL,Grassland
1557,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,NULL,Built-up
1558,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,NULL,Forest
1559,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Grassland,Grassland
1560,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
1561,NULL,Built-up,Built-up,Water,Non_Wetland,Bareland,Water,Bareland
1562,NULL,Built-up,Built-up,Water,Non_Wetland,Built-up,Water,Built-up
1563,NULL,Built-up,Water,NULL,Water,Grassland,NULL,Forest
1564,NULL,Built-up,Water,NULL,Water,Grassland,Grassland,Grassland
1565,NULL,Built-up,Water,NULL,Water,Grassland,Grassland,Forest
1566,NULL,Built-up,Water,NULL,Water,Grassland,Water,Forest
1567,NULL,Built-up,Water,NULL,Water,Bareland,NULL,Grassland
1568,NULL,Built-up,Water,NULL,Water,Built-up,Grassland,Grassland
1569,NULL,Built-up,Water,Non_Water,Water,Grassland,NULL,Grassland
1570,NULL,Built-up,Water,Non_Water,Water,Grassland,NULL,Forest
1571,NULL,Built-up,Water,Non_Water,Water,Bareland,Built-up,Forest
1572,NULL,Built-up,Water,Water,Water,Grassland,NULL,Forest
1573,NULL,Built-up,Water,Water,Water,Bareland,NULL,Forest
1574,NULL,Built-up,Water,Water,Water,Water,Water,Grassland
1575,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1576,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1577,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1578,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
1579,NULL,Built-up,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
1580,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1581,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Built-up
1582,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1583,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
1584,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1585,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1586,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1587,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1588,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1589,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
1590,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
1591,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
1592,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1593,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1594,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1595,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
1596,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1597,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1598,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1599,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
1600,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,Grassland
1601,NULL,Built-up,Forest,NULL,Non_Wetland,Wetland,Built-up,Forest
1602,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
1603,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Built-up
1604,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
1605,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1606,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
1607,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
1608,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1609,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1610,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
1611,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
1612,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1613,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
1614,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Built-up
1615,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
1616,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1617,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1618,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
1619,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Built-up
1620,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
1621,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
1622,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Built-up
1623,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
1624,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
1625,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Bareland
1626,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Built-up
1627,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
1628,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Water,Grassland
1629,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Water,Forest
1630,NULL,Built-up,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
1631,NULL,Built-up,Forest,Non_Water,Non_Wetland,Built-up,Wetland,Grassland
1632,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1633,NULL,Water,NULL,Water,Non_Wetland,Water,NULL,Water
1634,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1635,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1636,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1637,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1638,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
1639,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
1640,NULL,Water,Shrubland,Water,Non_Wetland,Built-up,Water,Bareland
1641,NULL,Water,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
1642,NULL,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
1643,NULL,Water,Shrubland,Water,Non_Wetland,Water,Water,Forest
1644,NULL,Water,Shrubland,Water,Non_Wetland,Water,Forest,Grassland
1645,NULL,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1646,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1647,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1648,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1649,NULL,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1650,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1651,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1652,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1653,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Built-up
1654,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
1655,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
1656,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
1657,NULL,Water,Grassland,Non_Water,Non_Wetland,Wetland,NULL,Forest
1658,NULL,Water,Grassland,Non_Water,Non_Wetland,Bareland,NULL,Cropland
1659,NULL,Water,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
1660,NULL,Water,Grassland,Water,Non_Wetland,Bareland,NULL,Grassland
1661,NULL,Water,Grassland,Water,Non_Wetland,Water,NULL,Bareland
1662,NULL,Water,Grassland,Water,Non_Wetland,Water,Water,Grassland
1663,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1664,NULL,Water,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
1665,NULL,Water,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1666,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1667,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1668,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
1669,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
1670,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1671,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1672,NULL,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1673,NULL,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1674,NULL,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1675,NULL,Water,Wetland,NULL,Wetland,Wetland,NULL,Forest
1676,NULL,Water,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1677,NULL,Water,Wetland,NULL,Wetland,Bareland,NULL,Grassland
1678,NULL,Water,Wetland,NULL,Wetland,Bareland,NULL,Forest
1679,NULL,Water,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
1680,NULL,Water,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
1681,NULL,Water,Wetland,NULL,Wetland,Water,NULL,Grassland
1682,NULL,Water,Wetland,NULL,Wetland,Water,NULL,Bareland
1683,NULL,Water,Wetland,NULL,Wetland,Water,NULL,Forest
1684,NULL,Water,Wetland,NULL,Wetland,Water,Water,Grassland
1685,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1686,NULL,Water,Wetland,Non_Water,Wetland,Water,NULL,Grassland
1687,NULL,Water,Wetland,Non_Water,Wetland,Water,NULL,Bareland
1688,NULL,Water,Wetland,Non_Water,Wetland,Water,NULL,Forest
1689,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1690,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Water
1691,NULL,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1692,NULL,Water,Wetland,Water,Wetland,Wetland,NULL,Forest
1693,NULL,Water,Wetland,Water,Wetland,Bareland,NULL,Grassland
1694,NULL,Water,Wetland,Water,Wetland,Bareland,NULL,Bareland
1695,NULL,Water,Wetland,Water,Wetland,Bareland,NULL,Water
1696,NULL,Water,Wetland,Water,Wetland,Bareland,NULL,Forest
1697,NULL,Water,Wetland,Water,Wetland,Bareland,Grassland,Grassland
1698,NULL,Water,Wetland,Water,Wetland,Built-up,Water,Bareland
1699,NULL,Water,Wetland,Water,Wetland,Water,NULL,Grassland
1700,NULL,Water,Wetland,Water,Wetland,Water,NULL,Bareland
1701,NULL,Water,Wetland,Water,Wetland,Water,NULL,Water
1702,NULL,Water,Wetland,Water,Wetland,Water,NULL,Forest
1703,NULL,Water,Wetland,Water,Wetland,Water,Grassland,Grassland
1704,NULL,Water,Wetland,Water,Wetland,Water,Grassland,Bareland
1705,NULL,Water,Wetland,Water,Wetland,Water,Grassland,Water
1706,NULL,Water,Wetland,Water,Wetland,Water,Water,Grassland
1707,NULL,Water,Wetland,Water,Wetland,Water,Water,Bareland
1708,NULL,Water,Wetland,Water,Wetland,Water,Water,Water
1709,NULL,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
1710,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1711,NULL,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1712,NULL,Water,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1713,NULL,Water,Built-up,NULL,Non_Wetland,Built-up,Water,Forest
1714,NULL,Water,Built-up,Water,Non_Wetland,Water,NULL,Bareland
1715,NULL,Water,Water,NULL,Water,Grassland,Grassland,Grassland
1716,NULL,Water,Water,NULL,Water,Bareland,Grassland,Grassland
1717,NULL,Water,Water,NULL,Water,Bareland,Bareland,Forest
1718,NULL,Water,Water,Water,Water,Grassland,Grassland,Grassland
1719,NULL,Water,Water,Water,Water,Grassland,Bareland,Grassland
1720,NULL,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1721,NULL,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1722,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1723,NULL,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1724,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1725,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1726,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1727,NULL,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
1728,NULL,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
1729,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1730,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1731,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
1732,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1733,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1734,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1735,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1736,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1737,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1738,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,NULL
1739,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
1740,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
1741,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1742,NULL,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1743,NULL,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1744,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1745,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1746,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1747,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1748,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1749,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1750,NULL,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1751,NULL,Forest,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
1752,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1753,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1754,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1755,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1756,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1757,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1758,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1759,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1760,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1761,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1762,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
1763,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1764,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1765,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1766,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
1767,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1768,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1769,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1770,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1771,NULL,Forest,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
1772,NULL,Forest,Grassland,NULL,Non_Wetland,Built-up,Wetland,Grassland
1773,NULL,Forest,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1774,NULL,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1775,NULL,Forest,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
1776,NULL,Forest,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
1777,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1778,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1779,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
1780,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
1781,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1782,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1783,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1784,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1785,NULL,Forest,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1786,NULL,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1787,NULL,Forest,Wetland,NULL,Wetland,Grassland,NULL,Grassland
1788,NULL,Forest,Wetland,NULL,Wetland,Grassland,NULL,Forest
1789,NULL,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1790,NULL,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1791,NULL,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1792,NULL,Forest,Wetland,NULL,Wetland,Wetland,NULL,Forest
1793,NULL,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1794,NULL,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
1795,NULL,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
1796,NULL,Forest,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
1797,NULL,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1798,NULL,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1799,NULL,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1800,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1801,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
1802,NULL,Forest,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
1803,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1804,NULL,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1805,NULL,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1806,NULL,Forest,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
1807,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1808,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1809,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1810,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1811,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1812,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1813,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1814,NULL,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1815,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1816,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1817,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1818,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1819,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
1820,NULL,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1821,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
1822,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1823,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
1824,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1825,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1826,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1827,NULL,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1828,NULL,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1829,NULL,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
