Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LHE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LHE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LHE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LHE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LHE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LHE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LHE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LHE_M_R
737,Grassland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
738,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
739,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
740,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
741,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
742,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
743,Grassland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
744,Grassland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,NULL
745,Grassland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
746,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
747,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
748,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
749,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
750,Grassland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
751,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
752,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
753,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
754,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
755,Grassland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
756,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
757,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
758,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
759,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
760,Grassland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
761,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
762,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Cropland
763,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Wetland
764,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
765,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
766,Grassland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
767,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
768,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
769,Grassland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
770,Grassland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
771,Grassland,Forest,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
772,Grassland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
773,Grassland,Forest,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
774,Grassland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
775,Grassland,Forest,Water,NULL,Water,NULL,NULL,Grassland
776,Grassland,Forest,Water,NULL,Water,NULL,NULL,Forest
777,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
778,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Wetland
779,Grassland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
780,Grassland,Forest,Water,Water,Water,NULL,NULL,Grassland
781,Grassland,Forest,Water,Water,Water,NULL,NULL,Wetland
782,Grassland,Forest,Water,Water,Water,NULL,NULL,Water
783,Grassland,Forest,Water,Water,Water,NULL,NULL,Forest
784,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
785,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
786,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
787,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
788,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
789,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
790,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
791,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
792,Grassland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
793,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Grassland
794,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Cropland
795,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Water
796,Grassland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
797,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
798,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
799,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
800,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
801,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
802,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
803,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
804,Cropland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
805,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
806,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
807,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
808,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
809,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
810,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
811,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
812,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
813,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
814,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
815,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
816,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
817,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
818,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
819,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
820,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
821,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
822,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
823,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
824,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
825,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
826,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
827,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
828,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
829,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
830,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
831,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
832,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
833,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
834,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
835,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
836,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
837,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
838,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
839,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
840,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
841,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
842,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
843,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
844,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
845,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
846,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
847,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
848,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
849,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
850,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
851,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
852,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
853,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
854,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
855,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
856,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
857,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
858,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
859,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
860,Cropland,NULL,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
861,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
862,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
863,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
864,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
865,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
866,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
867,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
868,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
869,Cropland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
870,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
871,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
872,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
873,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
874,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
875,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
876,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
877,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
878,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Water
879,Cropland,NULL,Water,NULL,Water,NULL,NULL,Grassland
880,Cropland,NULL,Water,NULL,Water,NULL,NULL,Wetland
881,Cropland,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
882,Cropland,NULL,Water,Water,Water,NULL,NULL,Grassland
883,Cropland,NULL,Water,Water,Water,NULL,NULL,Water
884,Cropland,NULL,Water,Water,Water,NULL,NULL,Forest
885,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
886,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
887,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
888,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
889,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
890,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
891,Cropland,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
892,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
893,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
894,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
895,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
896,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
897,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
898,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
899,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
900,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
901,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
902,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
903,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
904,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
905,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
906,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
907,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
908,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
909,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
910,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
911,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
912,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
913,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
914,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
915,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
916,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
917,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
918,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
919,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
920,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
921,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
922,Cropland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
923,Cropland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
924,Cropland,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
925,Cropland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
926,Cropland,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
927,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
928,Cropland,Wetland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
929,Cropland,Wetland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
930,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,NULL
931,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
932,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
933,Cropland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Forest
934,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
935,Cropland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
936,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
937,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Cropland
938,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
939,Cropland,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
940,Cropland,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
941,Cropland,Wetland,Water,Non_Water,Water,NULL,NULL,Water
942,Cropland,Wetland,Water,Water,Water,NULL,NULL,Grassland
943,Cropland,Wetland,Water,Water,Water,NULL,NULL,Water
944,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
945,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
946,Cropland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
947,Cropland,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
948,Cropland,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
949,Cropland,Bareland,Water,Water,Water,NULL,NULL,Water
950,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
951,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
952,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
953,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
954,Cropland,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Built-up
955,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
956,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
957,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
958,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
959,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
960,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
961,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
962,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
963,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
964,Cropland,Water,Wetland,Water,Wetland,NULL,NULL,Water
965,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
966,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
967,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
968,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
969,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
970,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
971,Cropland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
972,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
973,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
974,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
975,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
976,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
977,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
978,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
979,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
980,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
981,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
982,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
983,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
984,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
985,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
986,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
987,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
988,Cropland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
989,Cropland,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
990,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
991,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
992,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
993,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
994,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
995,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
996,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
997,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
998,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
999,Wetland,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1000,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1001,Wetland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
1002,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1003,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1004,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1005,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1006,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1007,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1008,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1009,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1010,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1011,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1012,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1013,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1014,Wetland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1015,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1016,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1017,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1018,Wetland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1019,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1020,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1021,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1022,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1023,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1024,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1025,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1026,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1027,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1028,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1029,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1030,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1031,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1032,Wetland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1033,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1034,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
1035,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1036,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1037,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
1038,Wetland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1039,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1040,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1041,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1042,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1043,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1044,Wetland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1045,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1046,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
1047,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1048,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Cropland
1049,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1050,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1051,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1052,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1053,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1054,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1055,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1056,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1057,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1058,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Built-up
1059,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1060,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1061,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
1062,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1063,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
1064,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1065,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1066,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1067,Wetland,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1068,Wetland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1069,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1070,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1071,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1072,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1073,Wetland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1074,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1075,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1076,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1077,Wetland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1078,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
