Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KQB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KQB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KQB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KQB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KQB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KQB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KQB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KQB_M_R
334,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
335,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
336,Grassland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
337,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
338,Grassland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
339,Grassland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
340,Grassland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
341,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
342,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
343,Grassland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
344,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
345,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
346,Grassland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
347,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
348,Grassland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
349,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
350,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
351,Grassland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
352,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
353,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
354,Grassland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
355,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
356,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
357,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
358,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
359,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
360,Cropland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
361,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,NULL
362,Cropland,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
363,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
364,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
365,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
366,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
367,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
368,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
369,Cropland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
370,Cropland,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
371,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
372,Cropland,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
373,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
374,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
375,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
376,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
377,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
378,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
379,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
380,Cropland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
381,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
382,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
383,Cropland,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
384,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
385,Cropland,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Forest
386,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
387,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
388,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
389,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
390,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
391,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
392,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
393,Cropland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
394,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
395,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
396,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
397,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
398,Cropland,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
399,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,NULL
400,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
401,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
402,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
403,Cropland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
404,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,NULL
405,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
406,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
407,Cropland,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
408,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
409,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
410,Cropland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
411,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,NULL
412,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
413,Cropland,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
414,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
415,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
416,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
417,Cropland,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
418,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
419,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
420,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
421,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
422,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
423,Cropland,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
424,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
425,Cropland,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
426,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
427,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
428,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
429,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
430,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
431,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
432,Cropland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
433,Cropland,NULL,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
434,Cropland,NULL,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
435,Cropland,NULL,Water,NULL,Water,NULL,NULL,NULL
436,Cropland,NULL,Water,NULL,Water,NULL,NULL,Grassland
437,Cropland,NULL,Water,NULL,Water,NULL,NULL,Bareland
438,Cropland,NULL,Water,NULL,Water,NULL,NULL,Water
439,Cropland,NULL,Water,NULL,Water,NULL,NULL,Forest
440,Cropland,NULL,Water,Water,Water,NULL,NULL,Bareland
441,Cropland,NULL,Water,Water,Water,NULL,NULL,Water
442,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
443,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
444,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
445,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
446,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
447,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
448,Cropland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
449,Cropland,NULL,Forest,Water,Non_Wetland,NULL,NULL,NULL
450,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
451,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
452,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
453,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
454,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
455,Cropland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
456,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
457,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
458,Cropland,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
459,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,NULL
460,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
461,Cropland,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Forest
462,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
463,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
464,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
465,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
466,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
467,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
468,Cropland,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
469,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
470,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
471,Cropland,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
472,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
473,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
474,Cropland,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
475,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
476,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
477,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
478,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
479,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
480,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
481,Cropland,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
482,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
483,Cropland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
484,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,NULL
485,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
486,Cropland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
487,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
488,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
489,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
490,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
491,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
492,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
493,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
494,Cropland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
495,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
496,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
497,Cropland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
498,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,NULL
499,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
500,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
501,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
502,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Water
503,Cropland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Forest
504,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,NULL
505,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
506,Cropland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
507,Cropland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
508,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
509,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Bareland
510,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
511,Cropland,Cropland,Wetland,Water,Wetland,NULL,NULL,Forest
512,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,NULL
513,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
514,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
515,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
516,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Water
517,Cropland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
518,Cropland,Cropland,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Forest
519,Cropland,Cropland,Lichens_and_Mosses,Water,Non_Wetland,NULL,NULL,Grassland
520,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
521,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
522,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
523,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
524,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
525,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
526,Cropland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
527,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
528,Cropland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
529,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
530,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
531,Cropland,Cropland,Bareland,Water,Non_Wetland,NULL,NULL,Forest
532,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
533,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
534,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
535,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
536,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
537,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
538,Cropland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
539,Cropland,Cropland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
540,Cropland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
541,Cropland,Cropland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
542,Cropland,Cropland,Water,NULL,Water,NULL,NULL,NULL
543,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
544,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Cropland
545,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Bareland
546,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Water
547,Cropland,Cropland,Water,NULL,Water,NULL,NULL,Forest
548,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,NULL
549,Cropland,Cropland,Water,Non_Water,Water,NULL,NULL,Grassland
550,Cropland,Cropland,Water,Water,Water,NULL,NULL,Grassland
551,Cropland,Cropland,Water,Water,Water,NULL,NULL,Bareland
552,Cropland,Cropland,Water,Water,Water,NULL,NULL,Water
553,Cropland,Cropland,Water,Water,Water,NULL,NULL,Forest
554,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
555,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
556,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
557,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
558,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
559,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
560,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
561,Cropland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
562,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
563,Cropland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
564,Cropland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Forest
565,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
566,Cropland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
567,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
568,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
569,Cropland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
570,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
571,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
572,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
573,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
574,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
575,Cropland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
576,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
577,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
578,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
579,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
580,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
581,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Water
582,Cropland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
583,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
584,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
585,Cropland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
586,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
587,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
588,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
589,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
590,Cropland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
591,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
592,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
593,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
594,Cropland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
595,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
596,Cropland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
597,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
598,Cropland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
599,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
600,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
601,Cropland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
602,Cropland,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
603,Cropland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
604,Cropland,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
605,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
606,Cropland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
607,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
608,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
609,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
610,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
611,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
612,Cropland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
613,Cropland,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
614,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
615,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
616,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
617,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
618,Cropland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
619,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
620,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
621,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
622,Cropland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
623,Cropland,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
624,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
625,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
626,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
627,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
628,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
629,Cropland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
630,Cropland,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
631,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
632,Cropland,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
633,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
634,Cropland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
635,Cropland,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
636,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
637,Cropland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
638,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
639,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
640,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
641,Cropland,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
642,Cropland,Forest,Water,NULL,Water,NULL,NULL,Grassland
643,Cropland,Forest,Water,NULL,Water,NULL,NULL,Forest
644,Cropland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
645,Cropland,Forest,Water,Water,Water,NULL,NULL,Water
646,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
647,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
648,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
649,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
650,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
651,Cropland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
652,Wetland,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
653,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
654,Wetland,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
655,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
656,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
657,Wetland,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
658,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
659,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
660,Wetland,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
661,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
662,Wetland,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
663,Wetland,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
664,Wetland,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
665,Wetland,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Forest
666,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
667,Wetland,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
668,Wetland,NULL,Water,NULL,Water,NULL,NULL,NULL
669,Wetland,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
670,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
671,Wetland,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
672,Wetland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
