Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24MVT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24MVT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24MVT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24MVT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24MVT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24MVT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24MVT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24MVT_M_R
4192,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
4193,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4194,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
4195,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
4196,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
4197,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
4198,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
4199,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
4200,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Water
4201,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
4202,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
4203,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
4204,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,NULL
4205,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
4206,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
4207,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Wetland
4208,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Bareland
4209,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
4210,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
4211,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
4212,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
4213,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
4214,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Forest,Built-up
4215,NULL,Built-up,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
4216,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
4217,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
4218,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
4219,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
4220,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
4221,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
4222,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
4223,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4224,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
4225,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
4226,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
4227,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
4228,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
4229,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4230,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4231,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
4232,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
4233,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
4234,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
4235,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
4236,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4237,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
4238,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
4239,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
4240,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
4241,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
4242,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
4243,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
4244,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
4245,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Water
4246,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
4247,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
4248,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
4249,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
4250,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
4251,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
4252,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
4253,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
4254,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
4255,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
4256,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
4257,NULL,Built-up,Cropland,NULL,Non_Wetland,Cropland,Built-up,Bareland
4258,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
4259,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
4260,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
4261,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
4262,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
4263,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
4264,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
4265,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4266,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
4267,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
4268,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
4269,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
4270,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
4271,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4272,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
4273,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4274,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
4275,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Water
4276,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
4277,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
4278,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4279,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
4280,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4281,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
4282,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
4283,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,NULL
4284,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
4285,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
4286,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
4287,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
4288,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
4289,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
4290,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
4291,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
4292,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
4293,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Cropland
4294,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
4295,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Built-up
4296,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
4297,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,NULL
4298,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
4299,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
4300,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
4301,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
4302,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
4303,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,NULL
4304,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
4305,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
4306,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
4307,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
4308,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Forest
4309,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
4310,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
4311,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
4312,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
4313,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
4314,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
4315,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,NULL
4316,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
4317,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Bareland
4318,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
4319,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,NULL
4320,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4321,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
4322,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
4323,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
4324,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
4325,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Water,Grassland
4326,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,NULL
4327,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
4328,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Built-up
4329,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Forest
4330,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
4331,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,Shrubland,Grassland
4332,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
4333,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,Bareland,NULL
4334,NULL,Built-up,Cropland,NULL,Non_Wetland,Water,Water,Grassland
4335,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
4336,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
4337,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
4338,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
4339,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
4340,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
4341,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Shrubland,Cropland
4342,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Shrubland,Built-up
4343,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
4344,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
4345,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
4346,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
4347,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,NULL
4348,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Grassland
4349,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Cropland
4350,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Wetland
4351,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Built-up
4352,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
4353,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
4354,NULL,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
4355,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4356,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
4357,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Forest
4358,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
4359,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
4360,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
4361,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
4362,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
4363,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
4364,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
4365,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Shrubland,Built-up,NULL
4366,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Shrubland,Built-up,Forest
4367,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4368,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
4369,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
4370,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Shrubland,Bareland
4371,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
4372,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4373,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
4374,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
4375,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,NULL
4376,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
4377,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Cropland
4378,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
4379,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
4380,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Shrubland,Bareland
4381,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Grassland,Grassland
4382,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Grassland,Cropland
4383,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,NULL
4384,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
4385,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Cropland
4386,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
4387,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
4388,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Forest
4389,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Water,Built-up,Grassland
4390,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
4391,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Forest,Built-up,Grassland
4392,NULL,Built-up,Cropland,Water,Non_Wetland,NULL,Shrubland,Wetland
4393,NULL,Built-up,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
4394,NULL,Built-up,Cropland,Water,Non_Wetland,Shrubland,Shrubland,NULL
4395,NULL,Built-up,Cropland,Water,Non_Wetland,Shrubland,Grassland,Grassland
4396,NULL,Built-up,Cropland,Water,Non_Wetland,Shrubland,Built-up,Forest
4397,NULL,Built-up,Cropland,Water,Non_Wetland,Grassland,Shrubland,Grassland
4398,NULL,Built-up,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
4399,NULL,Built-up,Cropland,Water,Non_Wetland,Grassland,Water,Grassland
4400,NULL,Built-up,Cropland,Water,Non_Wetland,Bareland,Built-up,Water
4401,NULL,Built-up,Cropland,Water,Non_Wetland,Built-up,Shrubland,Grassland
4402,NULL,Built-up,Cropland,Water,Non_Wetland,Water,Water,Grassland
4403,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,NULL
4404,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
4405,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
4406,NULL,Built-up,Wetland,NULL,Wetland,NULL,Shrubland,Grassland
4407,NULL,Built-up,Wetland,NULL,Wetland,NULL,Shrubland,Built-up
4408,NULL,Built-up,Wetland,NULL,Wetland,NULL,Shrubland,Forest
4409,NULL,Built-up,Wetland,NULL,Wetland,NULL,Built-up,Grassland
4410,NULL,Built-up,Wetland,NULL,Wetland,Shrubland,NULL,Grassland
4411,NULL,Built-up,Wetland,NULL,Wetland,Shrubland,NULL,Built-up
4412,NULL,Built-up,Wetland,NULL,Wetland,Shrubland,NULL,Forest
4413,NULL,Built-up,Wetland,NULL,Wetland,Shrubland,Shrubland,Grassland
4414,NULL,Built-up,Wetland,NULL,Wetland,Shrubland,Shrubland,Wetland
4415,NULL,Built-up,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
4416,NULL,Built-up,Wetland,NULL,Wetland,Shrubland,Built-up,Forest
4417,NULL,Built-up,Wetland,NULL,Wetland,Shrubland,Water,Grassland
4418,NULL,Built-up,Wetland,NULL,Wetland,Shrubland,Forest,Forest
4419,NULL,Built-up,Wetland,NULL,Wetland,Grassland,NULL,Grassland
4420,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
4421,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Built-up,Grassland
4422,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Shrubland,Forest
4423,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Built-up,Grassland
4424,NULL,Built-up,Wetland,NULL,Wetland,Bareland,Built-up,Forest
4425,NULL,Built-up,Wetland,NULL,Wetland,Built-up,NULL,Built-up
4426,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Shrubland,Forest
4427,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Grassland
4428,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Built-up
4429,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Forest
4430,NULL,Built-up,Wetland,NULL,Wetland,Built-up,Forest,Grassland
4431,NULL,Built-up,Wetland,NULL,Wetland,Water,NULL,Forest
4432,NULL,Built-up,Wetland,NULL,Wetland,Water,Shrubland,Grassland
4433,NULL,Built-up,Wetland,NULL,Wetland,Water,Water,NULL
4434,NULL,Built-up,Wetland,NULL,Wetland,Forest,Shrubland,NULL
4435,NULL,Built-up,Wetland,NULL,Wetland,Forest,Shrubland,Forest
4436,NULL,Built-up,Wetland,NULL,Wetland,Forest,Built-up,Forest
4437,NULL,Built-up,Wetland,NULL,Wetland,Forest,Forest,Forest
4438,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
4439,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
4440,NULL,Built-up,Wetland,Non_Water,Wetland,NULL,Shrubland,Grassland
4441,NULL,Built-up,Wetland,Non_Water,Wetland,Shrubland,NULL,Grassland
4442,NULL,Built-up,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
4443,NULL,Built-up,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Forest
4444,NULL,Built-up,Wetland,Non_Water,Wetland,Shrubland,Water,Grassland
4445,NULL,Built-up,Wetland,Non_Water,Wetland,Grassland,Shrubland,Grassland
4446,NULL,Built-up,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
4447,NULL,Built-up,Wetland,Non_Water,Wetland,Built-up,Shrubland,Grassland
4448,NULL,Built-up,Wetland,Non_Water,Wetland,Built-up,Built-up,Built-up
4449,NULL,Built-up,Wetland,Non_Water,Wetland,Water,Shrubland,Forest
4450,NULL,Built-up,Wetland,Water,Wetland,NULL,Shrubland,Grassland
4451,NULL,Built-up,Wetland,Water,Wetland,NULL,Water,Grassland
4452,NULL,Built-up,Wetland,Water,Wetland,NULL,Forest,Built-up
4453,NULL,Built-up,Wetland,Water,Wetland,Shrubland,Water,Grassland
4454,NULL,Built-up,Wetland,Water,Wetland,Grassland,NULL,Grassland
4455,NULL,Built-up,Wetland,Water,Wetland,Grassland,Grassland,Bareland
4456,NULL,Built-up,Wetland,Water,Wetland,Grassland,Grassland,Water
4457,NULL,Built-up,Wetland,Water,Wetland,Grassland,Water,Grassland
4458,NULL,Built-up,Wetland,Water,Wetland,Bareland,Built-up,Water
4459,NULL,Built-up,Wetland,Water,Wetland,Built-up,NULL,Grassland
4460,NULL,Built-up,Wetland,Water,Wetland,Built-up,Built-up,Forest
4461,NULL,Built-up,Wetland,Water,Wetland,Water,Forest,Grassland
4462,NULL,Built-up,Wetland,Water,Wetland,Forest,Shrubland,Grassland
4463,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Shrubland,NULL,Grassland
4464,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Grassland
4465,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,NULL
4466,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
4467,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Built-up,Grassland
4468,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,NULL,Grassland
4469,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Built-up,Forest
4470,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Built-up,Built-up,Forest
4471,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
4472,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
4473,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,Shrubland,Grassland
4474,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,Grassland,Built-up
4475,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,Built-up,Grassland
4476,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,Built-up,Bareland
4477,NULL,Built-up,Bareland,NULL,Non_Wetland,NULL,Built-up,Built-up
4478,NULL,Built-up,Bareland,NULL,Non_Wetland,Shrubland,NULL,Grassland
4479,NULL,Built-up,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
4480,NULL,Built-up,Bareland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
4481,NULL,Built-up,Bareland,NULL,Non_Wetland,Shrubland,Water,Grassland
4482,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
4483,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,NULL,Bareland
4484,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,NULL,Forest
4485,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
4486,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
4487,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4488,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Grassland,Cropland
4489,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Grassland,Bareland
4490,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Built-up,NULL
4491,NULL,Built-up,Bareland,NULL,Non_Wetland,Grassland,Built-up,Grassland
4492,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,NULL,NULL
4493,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
4494,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
4495,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,NULL,Built-up
4496,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4497,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4498,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
4499,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,NULL
4500,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4501,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Built-up
4502,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
4503,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Built-up,NULL
4504,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Built-up,Grassland
4505,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Built-up,Cropland
4506,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Built-up,Bareland
4507,NULL,Built-up,Bareland,NULL,Non_Wetland,Bareland,Built-up,Built-up
