Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22NEG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22NEG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22NEG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22NEG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22NEG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22NEG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22NEG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22NEG_M_R
24,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
25,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Grassland
26,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Wetland
27,NULL,NULL,NULL,NULL,Non_Wetland,Bareland,Water,Bareland
28,NULL,NULL,NULL,NULL,Non_Wetland,Water,Wetland,Wetland
29,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,Grassland
30,NULL,NULL,NULL,NULL,Non_Wetland,Water,Water,Wetland
31,NULL,NULL,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
32,NULL,NULL,NULL,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
33,NULL,NULL,NULL,Non_Water,Non_Wetland,Cropland,Wetland,Wetland
34,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
35,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Cropland
36,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
37,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
38,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
39,NULL,NULL,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
40,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Wetland
41,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
42,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Wetland
43,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Wetland
44,NULL,NULL,NULL,Water,Non_Wetland,Cropland,Water,Wetland
45,NULL,NULL,NULL,Water,Non_Wetland,Cropland,Water,Water
46,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
47,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Cropland
48,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
49,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Bareland
50,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Water,Wetland
51,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Wetland,Wetland
52,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
53,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Wetland
54,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Bareland
55,NULL,NULL,NULL,Water,Non_Wetland,Water,Wetland,Wetland
56,NULL,NULL,NULL,Water,Non_Wetland,Water,Wetland,Water
57,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Wetland
58,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Bareland
59,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Water
60,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
61,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
62,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
63,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
64,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
65,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
66,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
67,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
68,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
69,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
70,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
71,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
72,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
73,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
74,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
75,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
76,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Built-up
77,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
78,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
79,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
80,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Wetland
81,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
82,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
83,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
84,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
85,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
86,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Wetland
87,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
88,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
89,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
90,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
91,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
92,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
93,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Wetland
94,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
95,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
96,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Cropland
97,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Wetland
98,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Bareland
99,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Forest
100,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
101,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Wetland
102,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Bareland
103,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Built-up
104,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Grassland
105,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Water,Grassland
106,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Water,Cropland
107,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Water,Wetland
108,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
109,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Wetland
110,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
111,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
112,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
113,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
114,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
115,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
116,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
117,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
118,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Built-up
119,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
120,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
121,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
122,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
123,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
124,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
125,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
126,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
127,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
128,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
129,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Wetland
130,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Bareland
131,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Built-up
132,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
133,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
134,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
135,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
136,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
137,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Bareland
138,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
139,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
140,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
141,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
142,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
143,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
144,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
145,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
146,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
147,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Cropland
148,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
149,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
150,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
151,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
152,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
153,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
154,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
155,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
156,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
157,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
158,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
159,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
160,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
161,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
162,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Wetland
163,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
164,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
165,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
166,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Wetland
167,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Bareland
168,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Built-up
169,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Forest
170,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
171,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
172,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
173,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
174,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
175,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Bareland
176,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
177,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
178,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
179,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
180,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
181,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
182,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
183,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
184,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
185,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
186,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
187,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Bareland
188,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Water
189,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
190,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Wetland
191,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
192,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
193,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
194,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Wetland,Cropland
195,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Wetland,Wetland
196,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Wetland,Bareland
197,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Wetland,Forest
198,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Water,Grassland
199,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Water,Wetland
200,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Forest,Grassland
201,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
202,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
203,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
204,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Cropland
205,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
206,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Bareland
207,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Built-up
208,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
209,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
210,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
211,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
212,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
213,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
214,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
215,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
216,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Bareland
217,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
218,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
219,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
220,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
221,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
222,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
223,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
224,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
225,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
226,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Wetland
227,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Bareland
228,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Wetland
229,NULL,NULL,Shrubland,Water,Non_Wetland,Cropland,Wetland,Grassland
230,NULL,NULL,Shrubland,Water,Non_Wetland,Cropland,Wetland,Wetland
231,NULL,NULL,Shrubland,Water,Non_Wetland,Cropland,Water,Water
232,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
233,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
234,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Cropland
235,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
236,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Bareland
237,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
238,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
239,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
240,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
241,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Water
242,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Forest,Grassland
243,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
244,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Wetland
245,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Bareland
246,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
247,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Wetland
248,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
249,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
250,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Wetland
251,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Wetland
252,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Bareland
253,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Wetland
254,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
255,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
256,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
257,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
258,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
259,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
260,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
261,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Wetland,Grassland
262,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Wetland,Cropland
263,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Wetland,Wetland
264,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Wetland,Forest
265,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
266,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
267,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
268,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Forest
269,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
270,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
271,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
272,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Cropland
273,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
274,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
275,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
276,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
277,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Wetland
278,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
279,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
280,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
281,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
282,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Wetland
283,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Bareland
284,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
285,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
286,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Wetland,Grassland
287,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Wetland,Bareland
288,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Wetland,Forest
289,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
290,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Wetland
291,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Water,Wetland
292,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
293,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
294,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Wetland
295,NULL,NULL,Grassland,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
296,NULL,NULL,Grassland,Non_Water,Non_Wetland,Cropland,Wetland,Wetland
297,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
298,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
299,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
300,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
301,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Water,Wetland
302,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
303,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
304,NULL,NULL,Grassland,Non_Water,Non_Wetland,Water,Water,Wetland
305,NULL,NULL,Grassland,Water,Non_Wetland,Cropland,Wetland,Wetland
306,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
307,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Cropland
308,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
309,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Water
310,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Wetland
311,NULL,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Wetland
312,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
313,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,NULL
314,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
315,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
316,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Water
317,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
318,NULL,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
319,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
320,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
