Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KKV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KKV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KKV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KKV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KKV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KKV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KKV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KKV_M_R
3867,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Cropland
3868,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Wetland,Cropland
3869,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,NULL
3870,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
3871,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
3872,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
3873,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
3874,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
3875,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Forest,NULL
3876,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Forest,Forest
3877,NULL,Built-up,NULL,NULL,Non_Wetland,Water,Shrubland,Grassland
3878,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,NULL
3879,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
3880,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
3881,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,NULL,Forest
3882,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
3883,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
3884,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
3885,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
3886,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Built-up,NULL
3887,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Built-up,Grassland
3888,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Built-up,Built-up
3889,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
3890,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,NULL
3891,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
3892,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
3893,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3894,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
3895,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
3896,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
3897,NULL,Built-up,NULL,Non_Water,Non_Wetland,Grassland,NULL,NULL
3898,NULL,Built-up,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
3899,NULL,Built-up,NULL,Non_Water,Non_Wetland,Grassland,NULL,Built-up
3900,NULL,Built-up,NULL,Non_Water,Non_Wetland,Grassland,NULL,Forest
3901,NULL,Built-up,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3902,NULL,Built-up,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
3903,NULL,Built-up,NULL,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
3904,NULL,Built-up,NULL,Non_Water,Non_Wetland,Cropland,Grassland,Forest
3905,NULL,Built-up,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
3906,NULL,Built-up,NULL,Non_Water,Non_Wetland,Forest,Forest,Grassland
3907,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
3908,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
3909,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
3910,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
3911,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
3912,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
3913,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
3914,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
3915,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
3916,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
3917,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
3918,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
3919,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
3920,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
3921,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
3922,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
3923,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
3924,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
3925,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
3926,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
3927,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland,Built-up
3928,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
3929,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
3930,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
3931,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
3932,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
3933,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
3934,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
3935,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
3936,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
3937,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
3938,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Bareland
3939,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
3940,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
3941,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
3942,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
3943,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Water,Built-up
3944,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
3945,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
3946,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
3947,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
3948,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Built-up
3949,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
3950,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
3951,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
3952,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
3953,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
3954,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
3955,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
3956,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
3957,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
3958,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
3959,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
3960,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
3961,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
3962,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
3963,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
3964,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
3965,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
3966,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
3967,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
3968,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
3969,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
3970,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
3971,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Water
3972,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
3973,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
3974,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
3975,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Cropland
3976,NULL,Built-up,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
3977,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
3978,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
3979,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
3980,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
3981,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
3982,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
3983,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
3984,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3985,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
3986,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
3987,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
3988,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
3989,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
3990,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
3991,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
3992,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
3993,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
3994,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
3995,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
3996,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
3997,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
3998,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
3999,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
4000,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
4001,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
4002,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
4003,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
4004,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
4005,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
4006,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
4007,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
4008,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
4009,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
4010,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
4011,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
4012,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
4013,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
4014,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
4015,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Built-up
4016,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
4017,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
4018,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
4019,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
4020,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
4021,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
4022,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
4023,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Built-up
4024,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
4025,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Wetland,NULL
4026,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
4027,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Bareland,NULL
4028,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
4029,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Cropland
4030,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Bareland
4031,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Built-up
4032,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Forest
4033,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Grassland
4034,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Cropland
4035,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Built-up
4036,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Forest
4037,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Water,Grassland
4038,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Water,Bareland
4039,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Water,Built-up
4040,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
4041,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
4042,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
4043,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Built-up
4044,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
4045,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4046,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
4047,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4048,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
4049,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
4050,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
4051,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
4052,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,NULL
4053,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
4054,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Built-up
4055,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
4056,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
4057,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
4058,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
4059,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
4060,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
4061,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
4062,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
4063,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
4064,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
4065,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
4066,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
4067,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
4068,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
4069,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
4070,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
4071,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4072,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
4073,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
4074,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
4075,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
4076,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
4077,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
4078,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
4079,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
4080,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
4081,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
4082,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
4083,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Cropland
4084,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
4085,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
4086,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
4087,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Water
4088,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
4089,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
4090,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
4091,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
4092,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Bareland
4093,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
4094,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
4095,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
4096,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
4097,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
4098,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
4099,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
4100,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
4101,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
4102,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
4103,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
4104,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,NULL
4105,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
4106,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Cropland
4107,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Built-up
4108,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Forest
4109,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Bareland
4110,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
4111,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
4112,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
4113,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
4114,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
4115,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
4116,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
4117,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
4118,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Bareland
4119,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Built-up
4120,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
4121,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
4122,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
4123,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
4124,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Built-up
4125,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
4126,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
4127,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
4128,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
4129,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
4130,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
4131,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
4132,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,NULL
4133,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,Built-up
4134,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
4135,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
4136,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
4137,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
4138,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4139,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
4140,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
4141,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
4142,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
4143,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
4144,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
4145,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
4146,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Shrubland,Built-up,Grassland
4147,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
4148,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
4149,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4150,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Bareland
4151,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Built-up
4152,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
4153,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
4154,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
4155,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
4156,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
4157,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
4158,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
4159,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
4160,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
4161,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
4162,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
4163,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
4164,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
4165,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
4166,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
4167,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
4168,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
4169,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
4170,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
4171,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Water
4172,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
4173,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
4174,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
4175,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
4176,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
4177,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
